rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/iterations,time/fps,train/entropy_loss,train/approx_kl,train/loss,train/clip_range,train/value_loss,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/learning_rate
470.56666666666666,16,14336,-225.45434190000003,7,871,-0.70177202783525,0.003117119,81.96757507324219,0.2,212.97160428762436,0.01806640625,-0.000946096873303759,1290,0.700828343629837,0.0003
479.4848484848485,18,16384,-221.14306303030304,8,873,-0.6983483981341123,0.0040746517,437.90234375,0.2,229.46907398700714,0.04375,-0.004083402257674606,1300,0.7249924540519714,0.0003
475.6756756756757,21,18432,-216.7420282972973,9,875,-0.6321659334003925,0.003765433,21.253103256225586,0.2,112.79443725645542,0.018310546875,-0.0015929123052046633,1310,0.8384366929531097,0.0003
485.3809523809524,23,20480,-210.9053338095238,10,886,-0.592718665394932,0.0040039727,48.93868637084961,0.2,141.08963423967361,0.040576171875,-0.0012818249890187872,1320,0.8139301985502243,0.0003
464.7708333333333,25,22528,-212.6407025,11,900,-0.6575927555561065,0.008256886,16.114444732666016,0.2,130.27167631983758,0.064111328125,-0.011436876215157099,1330,0.80838942527771,0.0003
481.88235294117646,28,24576,-219.50843092156865,12,876,-0.7335073003545404,0.0032706708,38.218563079833984,0.2,232.503936868906,0.041552734375,-0.0008004940369573888,1340,0.7876653075218201,0.0003
474.43636363636364,30,26624,-213.71156921818186,13,874,-0.6298205131664872,0.0059833457,9.323322296142578,0.2,91.85855190008878,0.057421875,-0.0026273486597347072,1350,0.5496508479118347,0.0003
478.01724137931035,32,28672,-211.98291798275864,14,871,-0.7573918526992202,0.0039695753,247.97413635253906,0.2,135.41795226633548,0.0443359375,-0.002164792257826775,1360,0.8316328674554825,0.0003
470.2153846153846,34,30720,-211.83052921538462,15,882,-0.6783294687047601,0.005488727,5.702126979827881,0.2,85.85245841406285,0.032861328125,-0.002360170643805759,1370,0.8690321445465088,0.0003
477.8235294117647,37,32768,-209.15684832352943,16,879,-0.7163770569488406,0.0024420186,68.74359893798828,0.2,220.57448069453238,0.042919921875,-0.0013150990176654886,1380,0.7965950220823288,0.0003
474.47945205479454,39,34816,-207.9362141780822,17,882,-0.6716869970783591,0.0064408984,16.33765411376953,0.2,92.27027500867844,0.04140625,-0.0035735416488023473,1390,0.8251663744449615,0.0003
457.8375,41,36864,-202.21722231250004,18,890,-0.6742657108232379,0.0043732054,397.02935791015625,0.2,155.03229599148034,0.039892578125,-0.0011447514370956924,1400,0.7032454907894135,0.0003
452.29761904761904,44,38912,-198.49500776190482,19,881,-0.694411639124155,0.008883967,21.789714813232422,0.2,199.17754020690919,0.070458984375,-0.003037951655642246,1410,0.8484069555997849,0.0003
458.60674157303373,46,40960,-202.93386168539328,20,882,-0.6165670885704457,0.006728343,15.706875801086426,0.2,106.75695677101612,0.055322265625,-0.0020429233525646852,1420,0.8583180755376816,0.0003
446.2708333333333,48,43008,-200.90838021875,21,891,-0.7050996899604798,0.0072839833,19.939666748046875,0.2,170.0389508128166,0.042724609375,-0.0015529096424870658,1430,0.7547377645969391,0.0003
