time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/fps,train/entropy_loss,train/loss,train/n_updates,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/value_loss,train/clip_fraction
20,54,-318.59080868831165,40960,530.8441558441558,745,-0.5610244552604854,10.959497451782227,1420,0.9492879584431648,0.2,-0.0007722957372607198,0.0044230167,0.0003,91.30321211516858,0.032421875
21,57,-321.67376760493823,43008,527.5432098765432,751,-0.7183545418083668,99.15641784667969,1430,0.8798185288906097,0.2,-0.0017367688764352352,0.003613683,0.0003,190.36075309813023,0.033935546875
22,59,-320.57432511627906,45056,523.5930232558139,753,-0.6985511429607868,42.93790817260742,1440,0.7094087302684784,0.2,-0.003805009355346556,0.0049949344,0.0003,221.16150139272213,0.021337890625
23,62,-316.7495146555556,47104,520.3,759,-0.6565814347937703,33.593345642089844,1450,0.8492535352706909,0.2,-0.003567607860168209,0.0053342404,0.0003,197.50651322901248,0.046435546875
24,64,-314.41104947872344,49152,515.8829787234042,761,-0.6970363279804588,3.775952100753784,1460,0.9277393594384193,0.2,-0.001892979771218961,0.0067773764,0.0003,98.47157937809826,0.082421875
25,67,-311.38640953535355,51200,515.989898989899,763,-0.627992527373135,33.457340240478516,1470,0.8331727683544159,0.2,-0.005649284406899824,0.0071559045,0.0003,171.40932537913324,0.04755859375
26,69,-311.49217416,53248,519.03,767,-0.6537253588438035,122.84619903564453,1480,0.8697757422924042,0.2,-0.0018964122784382198,0.004604158,0.0003,169.42760234475136,0.031689453125
27,71,-312.26168215,55296,519.51,768,-0.6972845816984773,11.434308052062988,1490,0.9224147275090218,0.2,-0.0019823365761112654,0.008483248,0.0003,97.84773353934288,0.044921875
28,74,-311.84231352,57344,518.68,773,-0.559766442887485,140.5973358154297,1500,0.8791607841849327,0.2,-0.005121458340727259,0.010445364,0.0003,127.72345549613237,0.0771484375
29,76,-310.46128689000005,59392,527.96,773,-0.6157339424826205,22.43090057373047,1510,0.9095343872904778,0.2,-0.00602998369577108,0.019998156,0.0003,95.7028666600585,0.072900390625
30,79,-309.74217743,61440,525.97,769,-0.6032251010648906,6.62627649307251,1520,0.9564847275614738,0.2,-0.001086125244910363,0.006414938,0.0003,45.06698894649744,0.10224609375
31,82,-295.55280289,63488,520.44,768,-0.6580541858449578,7.819406509399414,1530,0.9303886741399765,0.2,-0.00017136566821136513,0.0039498536,0.0003,70.82392653971911,0.06513671875
32,85,-291.83517600000005,65536,515.78,769,-0.7359064064919949,3.7027220726013184,1540,0.9383725486695766,0.2,-0.002653094932247768,0.009952702,0.0003,88.77595876008272,0.107421875
33,87,-289.47891733,67584,516.89,768,-0.7460079466924071,22.597631454467773,1550,0.945044819265604,0.2,-0.0011274905940808822,0.001833668,0.0003,82.18207139596343,0.038232421875
34,90,-284.24874565000005,69632,511.12,771,-0.616386494319886,249.15264892578125,1560,0.892795518040657,0.2,-0.004078221974850749,0.0052453387,0.0003,161.89061753451824,0.052197265625
35,92,-280.73242385000003,71680,502.88,772,-0.6844444843009114,362.99761962890625,1570,0.7592204362154007,0.2,-0.0039430651333532294,0.0048189713,0.0003,293.80951199680567,0.02763671875
36,95,-278.43884226999995,73728,490.92,775,-0.702976593747735,11.005005836486816,1580,0.9201123043894768,0.2,-0.006007736959873,0.011860892,0.0003,119.87990912795067,0.093701171875
37,97,-275.901705,75776,491.22,776,-0.6562880801036954,312.2970275878906,1590,0.8700997233390808,0.2,-0.004392903952975757,0.007356041,0.0003,181.32233478277922,0.064111328125
38,99,-270.94967047,77824,488.02,778,-0.7194060049951077,29.67622184753418,1600,0.9318854585289955,0.2,-0.005628824453015113,0.009192887,0.0003,98.66962509453296,0.095068359375
39,102,-268.91099579,79872,486.74,779,-0.681588033773005,309.6731262207031,1610,0.938179686665535,0.2,-0.004648410326626618,0.0052614827,0.0003,108.21923884302377,0.06865234375
40,104,-267.47005881999996,81920,483.76,782,-0.6792037196457386,21.586835861206055,1620,0.9207806140184402,0.2,-0.003960782737703994,0.004676098,0.0003,95.26167862713336,0.03271484375
41,106,-264.25553327,83968,480.94,786,-0.6325730806216597,282.5822448730469,1630,0.8619083911180496,0.2,-0.0015729202063084814,0.003582466,0.0003,251.7174113884568,0.0259765625
42,109,-258.49640088,86016,467.72,789,-0.5933919659815728,19.1634521484375,1640,0.8737637102603912,0.2,-0.0020361990871606396,0.006064328,0.0003,151.82283153533936,0.051123046875
43,111,-252.01717323,88064,464.19,791,-0.6799453593790531,4.373185157775879,1650,0.9354413077235222,0.2,-0.002636511880700709,0.010577107,0.0003,121.78495894819498,0.109375
44,113,-243.61223258,90112,458.67,793,-0.678658252581954,4.2589287757873535,1660,0.9448005370795727,0.2,-0.0028158878511021614,0.0056391824,0.0003,99.73795197308064,0.083056640625
1,3,-56.3944065,2048,941.0,655,-0.6492666887119413,2.091870069503784,1670,0.9268322810530663,0.2,-0.006434336993697798,0.00793609,0.0003,124.82957860678434,0.0880859375
2,6,-53.68591325,4096,848.0,664,-0.6501837631687521,180.13693237304688,1680,0.6140165627002716,0.2,-0.00044423053404898385,0.0075669903,0.0003,149.739164018631,0.096240234375
3,9,-58.29736342857143,6144,781.0,667,-0.7251981971785426,4.785489559173584,1690,0.6225048899650574,0.2,-0.0016768357625551289,0.015287414,0.0003,109.69874214082957,0.095751953125
4,12,-51.1450679,8192,755.0,670,-0.7357532527297735,38.21920394897461,1700,0.6559392213821411,0.2,0.0014281205600127577,0.007946758,0.0003,165.4397936999798,0.0830078125
5,15,-54.16248876923077,10240,755.9230769230769,643,-0.7449284739792347,6.12907075881958,1710,0.7110667526721954,0.2,-0.002116174249385949,0.0063410806,0.0003,148.10211766809226,0.086328125
6,20,-37.141234133333334,12288,772.8,613,-0.7587580775842071,121.34405517578125,1720,0.7563421577215195,0.2,0.0005291573696013074,0.008560767,0.0003,109.34003626406192,0.117236328125
7,23,-44.86292211111112,14336,784.2777777777778,613,-0.7010428363457322,4.9305100440979,1730,0.802378386259079,0.2,-0.0005224699147220235,0.006599115,0.0003,92.94761368483304,0.057470703125
8,26,-40.247102100000006,16384,778.4,607,-0.7268028408288956,3.4635941982269287,1740,0.8818031400442123,0.2,0.004091618539678166,0.010624589,0.0003,60.86092350929975,0.107470703125
9,31,-33.73732269565218,18432,796.3478260869565,590,-0.6891124060377478,51.6567268371582,1750,0.8363107144832611,0.2,-0.002201556158979656,0.0074803988,0.0003,70.27409496977926,0.089404296875
10,34,-44.78243768,20480,779.32,586,-0.7441717829555273,94.54347229003906,1760,0.8904601186513901,0.2,-0.005862166332371998,0.008341518,0.0003,63.09750439040363,0.095703125
11,37,-48.82747120689655,22528,759.8275862068965,597,-0.769648409448564,68.78410339355469,1770,0.6825283765792847,0.2,-0.003746569235227071,0.0043329895,0.0003,108.25345235988497,0.044091796875
12,41,-48.644357516129034,24576,762.9032258064516,597,-0.7212072810158133,63.086551666259766,1780,0.8427154570817947,0.2,-3.664338364615105e-05,0.0067785876,0.0003,97.74054868221283,0.068896484375
13,45,-47.06445820588236,26624,779.0,589,-0.7170678071677685,6.487491130828857,1790,0.9095223397016525,0.2,-0.0034083031670888884,0.010230361,0.0003,33.65453855246305,0.0939453125
14,48,-50.1472121388889,28672,781.2222222222222,590,-0.7203638706356287,1.6306873559951782,1800,0.8998948708176613,0.2,-0.001385653253964847,0.005634428,0.0003,40.88461590781808,0.05302734375
15,52,-50.0981675263158,30720,792.1842105263158,579,-0.7484327428042888,32.559349060058594,1810,0.8930128216743469,0.2,-0.0008767819359491114,0.005075905,0.0003,44.99530571550131,0.055419921875
16,56,-42.74959609756098,32768,784.7560975609756,581,-0.7663742752745748,1.5186089277267456,1820,0.9096904769539833,0.2,-0.004501024881028571,0.008274635,0.0003,35.009842086955906,0.123046875
17,60,-39.78239909302326,34816,794.7674418604652,570,-0.6904267722740769,14.5922212600708,1830,0.7595245838165283,0.2,-0.004027923238754738,0.0051972177,0.0003,84.60279831886291,0.05380859375
18,63,-36.89064010638299,36864,779.8085106382979,579,-0.733670686930418,1.3682578802108765,1840,0.9320518970489502,0.2,-0.0018640046793734655,0.0066340207,0.0003,19.254676696658134,0.0849609375
19,67,-33.20712434693878,38912,782.3877551020408,577,-0.641564822010696,95.3572769165039,1850,0.8892555683851242,0.2,-0.002499124500172911,0.0052111107,0.0003,89.46819410771131,0.079638671875
20,71,-28.26200457692308,40960,784.0769230769231,572,-0.7095281105488539,2.974902629852295,1860,0.8570449650287628,0.2,-0.004620755935320631,0.004826525,0.0003,36.52977792620659,0.053515625
21,75,-22.057096425925927,43008,782.5925925925926,571,-0.7025105437263847,3.5950167179107666,1870,0.8579780608415604,0.2,-0.002542338964121882,0.0031940793,0.0003,81.0309003636241,0.045068359375
22,78,-21.902463350877195,45056,784.7543859649123,572,-0.676605293340981,8.69931697845459,1880,0.7091983556747437,0.2,-0.0016871000105311395,0.0046904692,0.0003,48.35311754979193,0.056982421875
23,82,-23.255726483333333,47104,783.3666666666667,573,-0.7330613901838661,78.25121307373047,1890,0.7625676244497299,0.2,-0.004496229763753945,0.005570118,0.0003,134.84188233315945,0.060791015625
24,86,-21.110247322580648,49152,790.3548387096774,570,-0.5620129844173789,92.41568756103516,1900,0.8464251309633255,0.2,-0.0015308329631807283,0.0034228791,0.0003,90.16387541815638,0.064990234375
25,90,-17.168022078125002,51200,790.015625,565,-0.7459871897473931,1.1546741724014282,1910,0.931607723236084,0.2,-0.002389202867925633,0.0076090377,0.0003,18.903985414281486,0.08955078125
26,93,-11.440241029850748,53248,785.3880597014926,567,-0.6463433462195098,23.433202743530273,1920,0.6858285963535309,0.2,-0.002588819935772335,0.0032522287,0.0003,83.52383708879351,0.0310546875
27,96,-9.39679201408451,55296,777.9295774647887,571,-0.6447582930326462,38.45995330810547,1930,0.5886275470256805,0.2,-0.0017734223845764063,0.0021654996,0.0003,102.65185701102018,0.00986328125
28,101,-5.615024712328771,57344,773.8082191780821,567,-0.6879966454580426,53.156700134277344,1940,0.5812924206256866,0.2,-0.0020318745489930736,0.0041914214,0.0003,181.23658756911755,0.02294921875
29,104,-2.197134868421056,59392,775.4868421052631,569,-0.7036726577207446,3.49698805809021,1950,0.7421230971813202,0.2,0.00031920398851070786,0.004051566,0.0003,69.86811551600695,0.0412109375
30,108,0.3820882025316425,61440,777.0632911392405,567,-0.666228280030191,310.97637939453125,1960,0.6925159394741058,0.2,-0.000907607968110824,0.008206112,0.0003,86.51292681545019,0.0708984375
31,111,1.6143613333333295,63488,778.5061728395061,569,-0.6987430961802602,8.19698429107666,1970,0.8005077987909317,0.2,-0.0013083772842946927,0.007875182,0.0003,85.35522511154413,0.055517578125
32,116,2.8408072530120445,65536,782.722891566265,564,-0.6712526293471456,6.588943004608154,1980,0.8268767148256302,0.2,-0.001428602670057444,0.008930807,0.0003,46.48520487472415,0.077880859375
33,119,6.040655279069764,67584,780.1395348837209,567,-0.6419423431158066,180.60928344726562,1990,0.819599986076355,0.2,-0.0019137021441565593,0.005196345,0.0003,62.27756372615695,0.059130859375
34,122,5.478277561797751,69632,775.4269662921348,569,-0.6556182742118836,33.41764450073242,2000,0.7245557308197021,0.2,-0.0023286982846911996,0.0023358692,0.0003,71.91801695749163,0.048583984375
35,125,8.916816673913042,71680,777.2826086956521,571,-0.6919427281245589,15.678857803344727,2010,0.5482648015022278,0.2,-0.004554269680375001,0.005678044,0.0003,117.75947341471911,0.066845703125
36,128,10.677851463157893,73728,775.2526315789473,574,-0.6608152769505977,9.787055969238281,2020,0.6710341572761536,0.2,0.00011057461670134216,0.008744104,0.0003,99.63178988844156,0.056494140625
37,130,10.852972298969068,75776,778.5154639175257,579,-0.6399979932233691,9.299271583557129,2030,0.6162145435810089,0.2,-0.0025016130079166033,0.007025134,0.0003,58.19894327148795,0.069482421875
38,134,10.846754606060601,77824,782.989898989899,579,-0.62544463891536,1.5181077718734741,2040,0.7456364929676056,0.2,-0.0005545728567085461,0.0035149832,0.0003,43.74891162253916,0.062255859375
39,137,11.635433099999998,79872,783.37,580,-0.6638765830546618,0.8539854884147644,2050,0.7978841364383698,0.2,0.000835403684322955,0.0071021332,0.0003,33.588403556868435,0.05712890625
40,140,14.743034939999998,81920,780.11,581,-0.6105117490515113,10.321625709533691,2060,0.7975710481405258,0.2,0.0007259629870532081,0.008478184,0.0003,44.849604190140965,0.052099609375
41,144,17.484088089999997,83968,784.14,582,-0.6589082140475512,25.782833099365234,2070,0.5786163210868835,0.2,-0.0016365409046557033,0.004771041,0.0003,131.97594499066471,0.0794921875
42,147,19.25998724,86016,787.72,583,-0.6781217485666275,3.082219362258911,2080,0.843133881688118,0.2,0.0006080642880988308,0.009519519,0.0003,53.12660889402032,0.1041015625
43,151,20.609552830000002,88064,788.96,580,-0.6187816577032208,10.370902061462402,2090,0.811083123087883,0.2,-0.0023754047164402437,0.0052154176,0.0003,58.83158573657274,0.054833984375
44,154,25.14528099,90112,789.5,584,-0.6562109375372529,10.079672813415527,2100,0.8285399079322815,0.2,7.288128981599584e-05,0.003952843,0.0003,45.378265799954534,0.058251953125
45,158,22.869471880000006,92160,789.88,583,-0.6821752794086933,41.253849029541016,2110,0.5440044403076172,0.2,-0.0029236235983262303,0.0037327688,0.0003,146.28581271618606,0.04853515625
46,161,23.317989300000004,94208,789.43,581,-0.6763456331565976,137.5759735107422,2120,0.8680571615695953,0.2,-0.0015359907862148247,0.007315172,0.0003,27.31653219051659,0.10224609375
47,165,28.23686921,96256,789.39,581,-0.6319421238265932,18.411731719970703,2130,0.4010325074195862,0.2,-0.0012526127069577343,0.0014116425,0.0003,153.10839420221745,0.0412109375
48,168,30.973236789999998,98304,789.78,584,-0.6412214258685708,10.62065315246582,2140,0.7148850560188293,0.2,-0.0018070794201776152,0.0026694941,0.0003,73.78355885818601,0.0189453125
49,171,34.85429788,100352,791.76,584,-0.6317504970356822,4.187231063842773,2150,0.7982339560985565,0.2,-0.0011406727007852169,0.003989642,0.0003,48.22055454961956,0.047412109375
