rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,train/loss,train/n_updates,train/clip_range,train/explained_variance,train/approx_kl,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/value_loss
-121.71879833999999,40960,20,1306,189.61,31,0.0003,213.2855987548828,190,0.2,-3.826618194580078e-05,0.010686159,-1.1341652635484933,-0.007759007281856611,0.13046875,418.0781180858612
-120.60482873999999,43008,21,1287,207.36,33,0.0003,144.781982421875,200,0.2,3.510713577270508e-05,0.005298088,-1.034545336291194,-0.002508465944265481,0.02685546875,275.0982955932617
-112.83024454000001,45056,22,1251,220.17,36,0.0003,356.27349853515625,210,0.2,2.664327621459961e-05,0.008269497,-1.0431817201897502,-0.0037135423655854536,0.046435546875,487.3404574394226
-113.38025900999999,47104,23,1240,229.31,37,0.0003,128.9791259765625,220,0.2,0.00040209293365478516,0.0049977787,-0.998729489184916,-0.008135811932152136,0.053125,324.44360811710357
-114.45773039000001,49152,24,1216,245.78,40,0.0003,124.93177795410156,230,0.2,-0.019632816314697266,0.005022127,-1.1105196755379438,-0.005429098977765534,0.027490234375,411.75611052513125
-110.14997338,51200,25,1196,258.67,42,0.0003,149.6378173828125,240,0.2,0.13869106769561768,0.004974433,-1.1404767159372569,-0.0026277952892996836,0.005029296875,232.77420439720154
-108.73052834000002,53248,26,1191,270.94,44,0.0003,106.32315063476562,250,0.2,0.21689438819885254,0.004089677,-1.157662396878004,-0.0024708374454348813,0.008203125,189.7191737651825
-107.60120355000001,55296,27,1184,278.86,46,0.0003,70.55097198486328,260,0.2,0.1022142767906189,0.007571612,-1.063094599172473,-0.006916315182752442,0.01328125,320.8854126930237
-107.24108016,57344,28,1172,296.21,48,0.0003,52.9627799987793,270,0.2,0.11007171869277954,0.003702679,-1.0576673805713654,-0.004275652245996753,0.00654296875,277.2248587369919
-105.13340469999999,59392,29,1148,302.93,51,0.0003,65.65422058105469,280,0.2,0.5352862775325775,0.0049225558,-1.12223507091403,-0.006514055481238757,0.01455078125,171.21271595954894
-102.52055971,61440,30,1134,322.9,54,0.0003,22.5092830657959,290,0.2,0.5945454835891724,0.0066941213,-1.004666417837143,-0.005068882230989402,0.0396484375,109.3792280614376
-100.30196316000001,63488,31,1094,339.33,58,0.0003,142.6731719970703,300,0.2,0.5252756178379059,0.008960647,-1.0320158548653127,-0.006370850007806439,0.0744140625,177.71200181245803
-96.24436677000001,65536,32,1066,354.81,61,0.0003,22.386066436767578,310,0.2,0.6043840646743774,0.0080135,-1.0885124158114194,-0.008786700217751787,0.101220703125,85.41035115718842
-96.52870755000002,67584,33,1040,367.34,64,0.0003,23.176523208618164,320,0.2,0.6068601608276367,0.01171813,-0.9035681881010532,-0.007649892765766708,0.13388671875,127.09783297777176
-93.61211451000001,69632,34,1018,383.59,68,0.0003,12.103780746459961,330,0.2,0.4891928434371948,0.0058395052,-1.075473628938198,-0.008422028398490511,0.058642578125,61.62134731411934
-91.32218379,71680,35,1006,400.0,71,0.0003,7.653924465179443,340,0.2,0.7813615947961807,0.010591611,-1.0419713543727993,-0.010059910454583588,0.141357421875,40.40043822824955
-89.14291797999998,73728,36,988,420.71,74,0.0003,13.700248718261719,350,0.2,0.7095710039138794,0.011965921,-0.9510785456746816,-0.007825997810869012,0.13798828125,61.930959248542784
-87.15300948,75776,37,975,436.11,77,0.0003,14.386102676391602,360,0.2,0.3616780638694763,0.013165713,-1.0262032700702548,-0.006380179492407478,0.143017578125,116.11879740357399
-84.77194156,77824,38,967,451.61,80,0.0003,7.637399196624756,370,0.2,0.6371127068996429,0.012767122,-0.9606152614578605,-0.00687630403554067,0.070068359375,38.23995367884636
-81.0556014,79872,39,948,466.54,84,0.0003,5.882152080535889,380,0.2,0.6338436305522919,0.0071059717,-1.0595080135390162,-0.008056741992186289,0.089306640625,33.50435056686401
-78.49640681999999,81920,40,929,477.76,88,0.0003,4.0108466148376465,390,0.2,0.617025226354599,0.012087421,-1.060710116289556,-0.007705856348911766,0.107666015625,34.32151668220759
-77.22442379,83968,41,914,498.9,91,0.0003,7.383266925811768,400,0.2,0.7278837859630585,0.009155433,-0.9184424214065074,-0.00448373690378503,0.060595703125,54.34461708664894
-75.92925168,86016,42,903,510.39,95,0.0003,214.62506103515625,410,0.2,0.27012068033218384,0.004244033,-0.9808788729831577,-0.004912550805602223,0.0537109375,120.59056434035301
-72.94106663,88064,43,901,523.04,97,0.0003,59.172943115234375,420,0.2,0.5504688918590546,0.0054952404,-0.9317462960258126,-0.0026688591846323107,0.03369140625,98.64472436904907
-71.78283664,90112,44,891,537.68,101,0.0003,23.905134201049805,430,0.2,0.5508204996585846,0.007913357,-0.8913242077454925,-0.00327924463126692,0.069384765625,143.30450437366963
-68.83892345,92160,45,876,547.01,105,0.0003,11.104676246643066,440,0.2,0.5864185392856598,0.005670175,-0.9402628408744931,-0.0034592796153447127,0.02841796875,115.86329245865345
-67.07801606,94208,46,866,565.04,108,0.0003,137.19741821289062,450,0.2,0.6840685904026031,0.01917124,-0.9297286991029978,-0.01288670118956361,0.10361328125,69.72779612541198
-63.57624299,96256,47,860,580.97,111,0.0003,13.77368450164795,460,0.2,0.6851432919502258,0.0040558134,-0.802384770102799,-0.0020708644758997254,0.0568359375,82.56958037391306
-65.72159743000002,98304,48,858,586.2,114,0.0003,3.497345447540283,470,0.2,0.819143533706665,0.007371732,-0.8969900628551841,-0.0013632367546961178,0.0625,45.76148798689246
-62.70450914,100352,49,845,602.1,118,0.0003,117.87191009521484,480,0.2,0.46439456939697266,0.005250916,-0.9714412156492471,-0.0029362916480749845,0.038818359375,198.28738173544406
-62.50318296999999,102400,50,832,612.42,123,0.0003,236.42376708984375,490,0.2,0.8614035844802856,0.012867436,-0.8155958844348788,-0.0071939295892661905,0.114501953125,38.001489689201115
-60.00802249999999,104448,51,826,620.99,126,0.0003,14.434468269348145,500,0.2,0.6965203583240509,0.01419748,-0.7811974134296179,-0.0027744813523895573,0.091455078125,82.44097422212363
-60.099685019999995,106496,52,819,632.73,130,0.0003,51.47273254394531,510,0.2,0.47829669713974,0.0060748635,-0.9650032464414835,-0.0034295466590265277,0.045751953125,157.72684331834316
-56.96151484999999,108544,53,812,646.46,133,0.0003,109.30684661865234,520,0.2,0.6822826862335205,0.009132001,-1.011174724623561,-0.007601367052120622,0.1146484375,96.35534718334675
-52.49920139999999,110592,54,807,656.55,136,0.0003,24.71697235107422,530,0.2,0.5147930085659027,0.008395014,-0.7516314707696438,-0.004398489524828619,0.08017578125,163.23501870036125
-50.49084923,112640,55,803,671.49,140,0.0003,52.462345123291016,540,0.2,0.562049388885498,0.004933908,-0.7936918498948217,-0.002044914809812326,0.061376953125,137.70442825853826
-47.042031400000006,114688,56,797,680.63,143,0.0003,71.57891845703125,550,0.2,0.5923340022563934,0.014837559,-0.7400722252205014,-0.0031468713081267198,0.09921875,163.91026314496995
-45.975442140000006,116736,57,790,696.22,147,0.0003,55.94233322143555,560,0.2,0.6053032279014587,0.011115126,-0.9326399868354202,-0.006464440883064526,0.10205078125,123.09581095576286
-47.152016890000006,118784,58,789,699.02,150,0.0003,7.8387370109558105,570,0.2,0.7564354091882706,0.005165901,-0.8638050403445959,-0.004069681453984231,0.07333984375,105.18017162829638
-43.966731759999995,120832,59,785,713.73,153,0.0003,67.52359771728516,580,0.2,0.6558670997619629,0.0064621475,-0.9097624707967042,-0.001412703162350226,0.059912109375,167.58973942399024
-39.000429069999996,122880,60,782,726.3,156,0.0003,11.087357521057129,590,0.2,0.6878552138805389,0.007095393,-0.9646412279456854,-0.005543145642877789,0.088427734375,119.00576151609421
-40.529837019999995,124928,61,784,726.09,159,0.0003,85.59126281738281,600,0.2,0.5907567739486694,0.008650388,-0.8553724091500043,-0.003548729443718912,0.053564453125,170.354109326005
-33.5279522,126976,62,783,738.8,162,0.0003,80.53359985351562,610,0.2,0.5320097804069519,0.0049874233,-0.9231895981356502,-0.004736012553621549,0.065673828125,168.69361159801483
-29.543955729999997,129024,63,778,749.31,165,0.0003,38.84062576293945,620,0.2,0.5975756943225861,0.0071769124,-0.9235041426494718,-0.005183886481245281,0.08125,162.2008951753378
-23.755279140000003,131072,64,777,759.89,168,0.0003,88.20484161376953,630,0.2,0.3906620740890503,0.008876481,-0.825115368515253,-0.004834055386891123,0.069384765625,160.34696099162102
-20.464208560000007,133120,65,778,762.9,170,0.0003,133.79217529296875,640,0.2,0.4685264825820923,0.0010179055,-0.8334782354533672,-0.0011037274765840267,0.022021484375,230.37395092844963
-18.872200890000002,135168,66,777,770.92,173,0.0003,15.638020515441895,650,0.2,0.6269783675670624,0.004361751,-0.8342457499355078,-0.0026809614806552417,0.042529296875,144.2341444581747
-13.928541039999997,137216,67,774,769.57,177,0.0003,37.8630256652832,660,0.2,0.5603767037391663,0.005455997,-0.8711850322782994,-0.005065640805696603,0.038330078125,167.87157020866871
-11.318559999999996,139264,68,771,775.0,180,0.0003,53.41526412963867,670,0.2,0.3338943123817444,0.009171341,-0.8824879594147206,-0.00545087568461895,0.053125,135.1051673024893
-8.330410759999998,141312,69,768,769.65,183,0.0003,91.71688079833984,680,0.2,0.2340068817138672,0.009980615,-0.8999337360262871,-0.002841270937642548,0.09921875,171.59124847352504
-9.80233187,143360,70,764,764.84,187,0.0003,7.958968639373779,690,0.2,0.43058478832244873,0.008240636,-0.7762669049203396,-0.003668711771024391,0.077734375,121.19904761612415
-11.22228422,145408,71,762,759.46,190,0.0003,6.205349922180176,700,0.2,0.4115052819252014,0.003780071,-0.9257880203425884,-0.0035799334247712975,0.0892578125,74.33723841011525
-11.5647486,147456,72,760,751.6,193,0.0003,95.8183364868164,710,0.2,0.2859265208244324,0.0013666197,-0.8629732728004456,-0.0009303135018853936,0.052099609375,172.0606422573328
-9.78612333,149504,73,757,739.91,197,0.0003,92.41242218017578,720,0.2,0.5129584670066833,0.005745748,-0.8926893772557378,-0.0035778925026534124,0.08798828125,67.23521306961774
-13.207261260000001,151552,74,756,720.53,200,0.0003,14.517263412475586,730,0.2,0.4748828411102295,0.006892465,-0.9140901571139693,-0.004048041935311631,0.05986328125,181.13724373281002
-16.50100098,153600,75,758,701.84,202,0.0003,46.19379806518555,740,0.2,0.605485588312149,0.004652956,-0.7961231712251902,-0.003519957393291406,0.043408203125,126.39409790337086
-19.52923082,155648,76,758,688.34,205,0.0003,67.40512084960938,750,0.2,0.599500834941864,0.003982663,-0.9210091298446059,-0.0016794408882560674,0.058837890625,156.1484019011259
-15.921721680000001,157696,77,756,685.88,208,0.0003,149.24337768554688,760,0.2,0.7469669282436371,0.0068612434,-0.8737353915348649,-0.005381433233560528,0.070263671875,127.18349406123161
-16.476932590000004,159744,78,755,678.51,211,0.0003,32.736576080322266,770,0.2,0.5948795676231384,0.010308028,-0.8194431839510798,-0.003700676952576032,0.09833984375,184.28943455815315
-16.767669310000002,161792,79,756,662.18,213,0.0003,17.321359634399414,780,0.2,0.6380099952220917,0.0046180864,-0.812548485212028,-0.0038403545986511745,0.036572265625,90.81396577507257
-11.253832270000002,163840,80,753,666.97,217,0.0003,85.998779296875,790,0.2,0.679002434015274,0.010447039,-0.8066746689379215,-0.0046555224325857125,0.07255859375,144.69279887080194
-12.316443180000004,165888,81,752,649.69,220,0.0003,73.49681091308594,800,0.2,0.494625985622406,0.003695201,-0.8447771798819304,-0.0032968838517263067,0.018115234375,166.7458324879408
-10.828855760000003,167936,82,751,645.34,223,0.0003,56.717437744140625,810,0.2,0.3977052569389343,0.0041101123,-0.8517618499696255,-0.00131829539895989,0.035791015625,202.3273221373558
-5.579627890000001,169984,83,748,639.17,227,0.0003,12.381307601928711,820,0.2,0.5591447055339813,0.0076381564,-0.7797770157456398,-0.0006610188393096905,0.04296875,75.85967140793801
-5.727183730000003,172032,84,747,633.55,230,0.0003,78.30133819580078,830,0.2,0.6294922530651093,0.0030835618,-0.8616891825571656,0.00025914968755387237,0.032177734375,134.92539937198163
-4.1392322600000035,174080,85,746,633.86,233,0.0003,159.79824829101562,840,0.2,0.5243225693702698,0.008657766,-0.7640129920095206,-0.003326287435629638,0.050927734375,99.1386877477169
-5.411427110000002,176128,86,745,633.59,236,0.0003,4.681248664855957,850,0.2,0.541504442691803,0.00214655,-0.7287083061411976,-0.002254718081530882,0.06357421875,104.8571538105607
-6.37761668,178176,87,746,629.33,238,0.0003,40.733612060546875,860,0.2,0.6007949113845825,0.007708268,-0.9031702280044556,-0.0016289232698909473,0.0572265625,87.96861081123352
-4.60754425,180224,88,745,629.43,241,0.0003,17.140783309936523,870,0.2,0.7987670600414276,0.008527227,-0.9215844318270683,-0.004199194457760314,0.105224609375,104.36354391276836
0.14111933999999934,182272,89,742,639.08,245,0.0003,3.646777391433716,880,0.2,0.8629125654697418,0.00608786,-0.8897028233855963,-0.003139879160153214,0.067822265625,50.864153465628625
-2.1309017700000035,184320,90,740,632.43,248,0.0003,14.071322441101074,890,0.2,0.8054092526435852,0.0040372713,-0.8308966813609004,-0.0011861826060339808,0.044384765625,76.95412891060114
-0.1566866000000026,186368,91,738,632.21,252,0.0003,63.33970260620117,900,0.2,0.7609797269105911,0.0038377307,-0.8810401942580939,-0.002244763993076049,0.03515625,59.661891056597234
4.331215629999997,188416,92,734,636.99,256,0.0003,43.82082748413086,910,0.2,0.2330249547958374,0.0056665367,-0.8475391196087003,-0.002280601228630985,0.04951171875,114.40820321142674
7.115993309999999,190464,93,731,642.02,260,0.0003,18.171388626098633,920,0.2,0.3696332573890686,0.004222518,-0.7822964295744896,-0.0024713946317206138,0.019873046875,147.94818904995918
1.1153695599999967,192512,94,730,634.83,263,0.0003,13.892457962036133,930,0.2,0.6328082084655762,0.0047249706,-0.8396197397261858,-0.0025893019450450084,0.06787109375,59.123588116467
0.8198046300000011,194560,95,729,638.83,266,0.0003,31.387510299682617,940,0.2,0.7580618560314178,0.0064030746,-0.7680409384891391,-0.003622374078986468,0.046240234375,115.89551045298576
3.2580709400000005,196608,96,726,641.7,270,0.0003,16.13947868347168,950,0.2,0.5582919716835022,0.0059354757,-0.8196598522365093,-0.004580273589817807,0.059619140625,99.27147304862737
1.0546809700000035,198656,97,725,641.16,273,0.0003,102.12959289550781,960,0.2,0.44171804189682007,0.0053342385,-0.7661905035376548,-0.0022083137286244892,0.03017578125,128.06831880807877
2.8235059600000034,200704,98,721,644.93,278,0.0003,4.711832046508789,970,0.2,0.7739583849906921,0.00803316,-0.8528819603845477,-0.0037563777092145755,0.12421875,64.3123280659318
3.7336907100000003,202752,99,721,641.98,280,0.0003,5.644906997680664,980,0.2,0.6533509194850922,0.005479222,-0.8261739103123545,-0.0013972367474707425,0.052099609375,67.29922830760479
-3.46604892,204800,100,721,635.23,283,0.0003,23.602346420288086,990,0.2,0.5395365059375763,0.005594616,-0.7857644191011787,-0.0004709813571025734,0.0400390625,111.67229058742524
1.3776844800000014,206848,101,720,632.92,287,0.0003,59.35390090942383,1000,0.2,0.5847379267215729,0.004491359,-0.8499234659597278,-0.0031764633298735135,0.046142578125,199.75056500136853
-0.9261109999999991,208896,102,721,615.71,289,0.0003,5.309691905975342,1010,0.2,0.6234223544597626,0.0035524636,-0.7798244770616293,-0.0024466628419759218,0.05908203125,66.87014905512333
-0.22238024000000053,210944,103,722,611.0,291,0.0003,29.14238929748535,1020,0.2,0.6856151521205902,0.005886073,-0.7993266833946109,-0.003935328793886583,0.03720703125,151.8865571141243
5.066542580000001,212992,104,722,611.27,294,0.0003,52.28228759765625,1030,0.2,0.5418683588504791,0.0028520918,-0.7646969558671117,-0.0017435472036595456,0.017041015625,142.4353418290615
8.111973560000001,215040,105,724,612.43,296,0.0003,12.117697715759277,1040,0.2,0.5209778249263763,0.0022147042,-0.7217690082266927,-0.0024684622629138177,0.01240234375,163.42078238725662
9.962245119999999,217088,106,724,608.71,299,0.0003,45.54473114013672,1050,0.2,0.532887876033783,0.0056510335,-0.7922362193465233,-0.001163760128474678,0.0375,203.26749344468118
13.812290370000001,219136,107,723,615.29,302,0.0003,145.43968200683594,1060,0.2,0.5460810363292694,0.005480851,-0.7579581743106246,-0.004082255136745516,0.039697265625,177.6830464065075
14.06323559,221184,108,724,607.56,305,0.0003,24.501365661621094,1070,0.2,0.854295551776886,0.009791378,-0.6184291766956449,-0.003157145596196642,0.08447265625,82.4743252530694
16.587503520000002,223232,109,723,612.16,308,0.0003,38.70050048828125,1080,0.2,0.44305920600891113,0.0063416446,-0.7976663580164314,-0.004502151643464458,0.05537109375,195.69608676433563
17.131503140000003,225280,110,724,603.75,311,0.0003,19.331092834472656,1090,0.2,0.6786796450614929,0.006132556,-0.7833076659590006,-0.004064308499073377,0.063134765625,127.27505421638489
21.002225480000003,227328,111,724,612.83,313,0.0003,35.46427917480469,1100,0.2,0.599341094493866,0.005260955,-0.7444979635998606,-0.0019152773442328908,0.0798828125,166.02366576790808
18.987266080000005,229376,112,724,604.05,316,0.0003,5.517558574676514,1110,0.2,0.8260050714015961,0.012438739,-0.6322691544890404,-0.0016324340991559438,0.076123046875,53.77844552397728
12.536969270000004,231424,113,725,595.87,318,0.0003,69.04132843017578,1120,0.2,0.659663587808609,0.0030800747,-0.8153447879478335,-0.0029450664533214876,0.01513671875,194.70574388504028
16.35462295,233472,114,725,587.04,321,0.0003,31.721824645996094,1130,0.2,0.7401829659938812,0.005658501,-0.7996899744495749,-0.0030971749511081725,0.038427734375,123.82182821035386
16.05717943,235520,115,726,584.07,324,0.0003,6.480788707733154,1140,0.2,0.6600296199321747,0.0045003016,-0.7684668419882655,-0.0030451995036855804,0.04296875,122.29320530593395
16.741676400000003,237568,116,726,576.85,326,0.0003,31.491405487060547,1150,0.2,0.8560643941164017,0.0031830203,-0.8110309967771172,-0.0005055140165495687,0.03173828125,103.13598561584949
14.640895270000005,239616,117,726,562.01,329,0.0003,57.76896667480469,1160,0.2,0.8176832646131516,0.007636644,-0.8558867111802101,-0.003336439509439515,0.060302734375,120.74031677544117
10.101565469999999,241664,118,727,556.67,332,0.0003,16.9947566986084,1170,0.2,0.7107715904712677,0.0079475595,-0.8025331698358059,-0.0007733004411420552,0.041259765625,143.89721233546734
8.2633771,243712,119,726,553.54,335,0.0003,51.25154113769531,1180,0.2,0.7774335592985153,0.0038485758,-0.833572163619101,-0.0023420314537361264,0.03359375,122.64234183430672
7.05320376,245760,120,726,542.5,338,0.0003,38.481990814208984,1190,0.2,0.7758445590734482,0.006122007,-0.8180770702660084,-0.004099620546548976,0.08076171875,97.08579559624195
9.947871279999998,247808,121,727,545.39,340,0.0003,270.9092102050781,1200,0.2,0.7583120763301849,0.00637461,-0.8034126220270992,-0.0016027248246246017,0.09033203125,63.400710086524484
4.378243900000001,249856,122,726,534.77,343,0.0003,34.71969223022461,1210,0.2,0.8749711215496063,0.004796062,-0.8339463640004396,-0.00482512794987997,0.044970703125,100.79542488604784
2.2412280000000018,251904,123,726,528.48,346,0.0003,7.57541036605835,1220,0.2,0.7719064503908157,0.0040250337,-0.8437264727428555,-0.00358262777881464,0.07294921875,135.92858966588975
-357.9,2048,1,1050,457.0,1,0.0003,117.66878509521484,1230,0.2,0.6554823815822601,0.01141084,-0.8007955819368362,-0.007532400677882833,0.09921875,106.84280305951833
-386.3666666666666,4096,2,961,427.3333333333333,4,0.0003,15.421736717224121,1240,0.2,0.4501115679740906,0.0070521766,-0.7935502488166094,-0.0019156994443619625,0.055517578125,198.08108732104301
-426.69166666666666,6144,3,848,494.6666666666667,7,0.0003,32.099281311035156,1250,0.2,0.6052768230438232,0.006647339,-0.8575984515249729,-0.0010660639632988022,0.070068359375,144.19947212338448
-421.6441176470588,8192,4,834,465.8235294117647,9,0.0003,2.1123528480529785,1260,0.2,0.7870620936155319,0.0061891368,-0.7822671864181757,-0.003551604293897981,0.0416015625,107.50045948177576
-430.1549999999999,10240,5,784,471.85,13,0.0003,8.008689880371094,1270,0.2,0.9052275866270065,0.0073158504,-0.8936193902045488,-0.002618609256023774,0.095556640625,52.34013397693634
-447.6360000000001,12288,6,775,483.64,15,0.0003,5.663531303405762,1280,0.2,0.8197506219148636,0.009333344,-0.8430520404130221,-0.0032202192385739183,0.0630859375,47.57286285683513
-454.3357142857144,14336,7,731,503.25,19,0.0003,46.901023864746094,1290,0.2,0.8490132093429565,0.007883441,-0.7949933908879757,-0.0015025643780973042,0.06337890625,66.38977003246546
-447.2265625,16384,8,741,500.1875,22,0.0003,2.3210484981536865,1300,0.2,0.9288124218583107,0.008567652,-0.8041466344147921,-0.0035459555889246984,0.077685546875,60.314459836483
-474.55294117647054,18432,9,736,529.5882352941177,25,0.0003,77.1105728149414,1310,0.2,0.8253468722105026,0.011293425,-0.7925170194357634,-0.0017970734032132895,0.04765625,64.78629618138075
-482.03513513513514,20480,10,728,536.027027027027,28,0.0003,0.4587305784225464,1320,0.2,0.9503946974873543,0.010385927,-0.8941036170348525,-0.0009713076302432455,0.135791015625,2.627909767627716
-483.4939024390244,22528,11,719,547.7560975609756,31,0.0003,14.383061408996582,1330,0.2,0.8290597945451736,0.0029979004,-0.8180105043575168,-0.0006593208912818227,0.03935546875,46.66595891751349
-485.05340909090904,24576,12,714,556.1590909090909,34,0.0003,122.38246154785156,1340,0.2,0.8806669488549232,0.00019321934,-0.6838063176721334,-0.0003207872256098199,0.000390625,134.4656485170126
-478.6104166666667,26624,13,725,552.1666666666666,36,0.0003,23.089338302612305,1350,0.2,0.9264237284660339,0.0077261636,-0.8085205422714352,-0.0012607167489477433,0.0287109375,49.952167437598106
-465.6084905660378,28672,14,730,538.3018867924528,39,0.0003,6.239879131317139,1360,0.2,0.9768065921962261,0.008333577,-0.8492230763658881,-0.0028687517457001376,0.090185546875,28.21412438824773
-463.1377192982456,30720,15,718,533.7017543859649,42,0.0003,41.30467224121094,1370,0.2,0.9327301010489464,0.0026147044,-0.7191477805376053,-0.0013761148467892781,0.004248046875,97.58208074718713
-456.2951612903225,32768,16,708,527.9516129032259,46,0.0003,9.189023971557617,1380,0.2,0.9383917525410652,0.0025941478,-0.7931501066312194,-0.0017159581646410515,0.03203125,48.48862789571285
-454.05074626865667,34816,17,717,516.6865671641791,48,0.0003,28.950054168701172,1390,0.2,0.9163294360041618,0.005174294,-0.7751304721459746,-0.002737580759821867,0.03896484375,128.36729348748923
-446.49929577464786,36864,18,714,516.943661971831,51,0.0003,3.31970477104187,1400,0.2,0.5047477781772614,0.003306094,-0.8596251018345356,-0.0006201944983331486,0.0333984375,77.37919696494937
-437.00733333333335,38912,19,716,511.17333333333335,54,0.0003,20.187307357788086,1410,0.2,0.8276122510433197,0.002052527,-0.7151015659794211,-0.0009948950766556664,0.004296875,114.86877260059119
-437.9604938271605,40960,20,724,502.39506172839504,56,0.0003,7.531420707702637,1420,0.2,0.9085031747817993,0.0073931864,-0.8005004450678825,-0.0017173788124637212,0.059765625,69.41136226803064
-436.7023255813954,43008,21,733,494.1279069767442,58,0.0003,7.825079917907715,1430,0.2,0.580533504486084,0.0043751663,-0.8621836680918932,-0.0018601540330564603,0.0767578125,36.84839457049966
-441.4277777777778,45056,22,736,498.9222222222222,61,0.0003,6.820972919464111,1440,0.2,0.7414616048336029,0.0061627543,-0.8307063257321715,-0.0037214008858427404,0.061083984375,16.030141165107487
-434.7573684210526,47104,23,745,491.61052631578946,63,0.0003,7.964007377624512,1450,0.2,0.7834725975990295,0.0066147223,-0.8345322905108332,-0.0043606474035186695,0.059912109375,54.91157373189926
-424.29400000000004,49152,24,751,484.67,65,0.0003,14.529498100280762,1460,0.2,0.5591814517974854,0.005409036,-0.8052443163469434,-0.000388641868630657,0.014892578125,114.18855587467552
-421.6915,51200,25,759,481.22,67,0.0003,68.335693359375,1470,0.2,0.825888529419899,0.0018734504,-0.6502531358972192,-0.0006433047492464539,0.002734375,139.7060406267643
-407.3984999999999,53248,26,765,463.74,69,0.0003,41.8181266784668,1480,0.2,0.6660879254341125,0.0023555032,-0.769737651757896,-0.00038324738707160575,0.014013671875,147.06850042939186
