rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/value_loss,train/entropy_loss,train/clip_range,train/approx_kl,train/std,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/loss,train/clip_fraction,train/explained_variance
430.89,-90.19867824999997,32,99,65536,657,56.85644536018371,-2.7035757288336755,0.2,0.0071802507,0.9257321357727051,0.0003,310,-0.003979060430719983,339.8821105957031,0.07880859375,0.07783699035644531
444.53,-85.84057308,33,104,67584,646,44.05968941748142,-2.6832635432481764,0.2,0.00790604,0.9277904033660889,0.0003,320,-0.0067638610620633696,12.31922721862793,0.081591796875,0.41750895977020264
460.86,-84.42274733,34,109,69632,633,26.537670274078845,-2.6665968224406242,0.2,0.00957844,0.9097476005554199,0.0003,330,-0.010586266753671225,4.6987714767456055,0.108349609375,0.6488405466079712
476.41,-83.19201756000001,35,115,71680,620,29.08938120752573,-2.638874875754118,0.2,0.0069690067,0.9019417762756348,0.0003,340,-0.004915195085050073,4.408812522888184,0.057373046875,0.15535742044448853
492.04,-80.78943540999998,36,119,73728,614,20.587482190132143,-2.61921911239624,0.2,0.009731243,0.8937452435493469,0.0003,350,-0.0041782815307669805,4.473170280456543,0.093896484375,0.7714680880308151
509.34,-77.13964009,37,124,75776,610,26.23546662926674,-2.6086656130850314,0.2,0.0061229314,0.8901333808898926,0.0003,360,-0.0039966768279555255,70.47286224365234,0.07353515625,0.7670334279537201
526.75,-76.30738282,38,129,77824,602,24.96498247087002,-2.6030294790863993,0.2,0.006664808,0.8858108520507812,0.0003,370,-0.0014598569556255824,4.539585590362549,0.0484375,0.3630281090736389
543.25,-73.08591079,39,133,79872,596,22.075232425332068,-2.581664103269577,0.2,0.0049008066,0.8777128458023071,0.0003,380,-0.003106890854542144,5.34315299987793,0.07666015625,0.46085256338119507
558.19,-68.0496659,40,137,81920,594,32.020943745970726,-2.5734116710722446,0.2,0.005328357,0.8762331008911133,0.0003,390,-0.0009414271102286875,8.286567687988281,0.040185546875,0.31856948137283325
572.5,-69.35715252,41,142,83968,588,15.391269420832396,-2.5537188231945036,0.2,0.011308579,0.8628668785095215,0.0003,400,-0.010301844712375895,3.8169639110565186,0.105615234375,0.618058443069458
588.98,-66.62344059,42,149,86016,576,16.77264173924923,-2.5408636793494224,0.2,0.009743931,0.8619064092636108,0.0003,410,-0.008561424567596987,4.8667707443237305,0.105859375,0.32763463258743286
605.49,-63.80258003999998,43,154,88064,570,11.58075670748949,-2.5301993265748024,0.2,0.0058827787,0.8547768592834473,0.0003,420,-0.002252740097173955,2.7318787574768066,0.08681640625,0.4766921401023865
621.34,-59.23035846999999,44,159,90112,564,28.692404653131963,-2.5322683192789555,0.2,0.009130515,0.8654400110244751,0.0003,430,-0.0009626361083064694,3.176913261413574,0.09775390625,0.28678303956985474
635.68,-57.55757747999999,45,164,92160,560,30.93956750109792,-2.537423500418663,0.2,0.004407484,0.8572801351547241,0.0003,440,-0.002262989856535569,1.7908366918563843,0.072314453125,0.34880125522613525
653.36,-55.554254749999984,46,169,94208,556,39.1850201331079,-2.5066656924784185,0.2,0.0055764955,0.8413684368133545,0.0003,450,-0.002783833821013104,3.820323944091797,0.038232421875,0.5839191973209381
675.45,-54.301104319999986,47,174,96256,552,34.50822703391314,-2.47093915194273,0.2,0.0060256263,0.8276533484458923,0.0003,460,-0.002796102887077723,2.950537919998169,0.0654296875,0.6629160344600677
682.91,-53.004455660000005,48,180,98304,544,90.85501267760992,-2.458860117942095,0.2,0.003478262,0.8292325735092163,0.0003,470,-0.001425451425166102,8.27985668182373,0.049072265625,0.45962226390838623
698.73,-49.55522078,49,186,100352,537,45.521912693232295,-2.4561875730752947,0.2,0.007175301,0.8253175616264343,0.0003,480,-0.0037037637062894645,302.66094970703125,0.07177734375,0.5826598107814789
714.18,-47.535965919999995,50,191,102400,534,37.27811609655619,-2.4379270620644093,0.2,0.0062066424,0.8150525689125061,0.0003,490,-0.0010471653469721787,3.2526872158050537,0.07275390625,0.7333675920963287
730.09,-43.20626483,51,196,104448,530,40.75906320139766,-2.411616788059473,0.2,0.0044899136,0.8036441802978516,0.0003,500,-0.0035635222724522465,3.4788529872894287,0.045654296875,0.7071835100650787
745.84,-41.930208869999994,52,204,106496,521,71.83516024276614,-2.381500643491745,0.2,0.0068958774,0.7888311147689819,0.0003,510,-2.4227075482485815e-05,48.044097900390625,0.0490234375,0.3681032657623291
761.04,-39.60425532,53,209,108544,518,40.76871446147561,-2.3657842352986336,0.2,0.0102857165,0.7920594215393066,0.0003,520,-0.005757725292642135,2.396172285079956,0.124072265625,0.6355027854442596
777.5,-35.86146751,54,215,110592,513,35.4123196426779,-2.3408881537616253,0.2,0.0102870455,0.7724605798721313,0.0003,530,-0.007908083619258831,1.7438193559646606,0.1021484375,0.540195494890213
789.79,-34.38306967,55,220,112640,510,29.304889083653688,-2.290471203625202,0.2,0.0098855635,0.7550898790359497,0.0003,540,-0.0056331819178012665,1.7379920482635498,0.119677734375,0.6951470375061035
793.8,-32.55269076,56,225,114688,509,102.8988379701972,-2.2731623351573944,0.2,0.0066106524,0.7561988234519958,0.0003,550,-0.005858106704545207,34.041114807128906,0.053515625,0.42991238832473755
802.88,-30.496986260000007,57,229,116736,508,151.24094656258822,-2.267159705609083,0.2,0.006795647,0.7500489950180054,0.0003,560,-0.003588448415393941,18.195648193359375,0.06982421875,0.41270363330841064
817.03,-27.669569260000003,58,234,118784,506,98.18884648904205,-2.2471734821796416,0.2,0.007830887,0.7406893968582153,0.0003,570,-0.0005137784028192982,3.5195109844207764,0.113720703125,0.4945968985557556
820.84,-25.709936000000003,59,239,120832,504,36.427806447818874,-2.2185676470398903,0.2,0.0058756303,0.7300480604171753,0.0003,580,0.0010481546298251488,1.2535877227783203,0.07236328125,0.6629450619220734
834.77,-23.814402270000006,60,244,122880,501,68.6591962531209,-2.2028766974806784,0.2,0.010516049,0.7296006083488464,0.0003,590,0.001061805414792616,98.29396057128906,0.084619140625,0.47821545600891113
839.98,-22.156916080000002,61,248,124928,502,132.44252750352024,-2.193481892347336,0.2,0.008118439,0.7242845296859741,0.0003,600,-0.004886829765382572,25.38047981262207,0.0603515625,0.43627387285232544
839.92,-17.96054523,62,252,126976,503,124.90875633656978,-2.186564091593027,0.2,0.005584022,0.7236367464065552,0.0003,610,-0.003237357176840305,29.726736068725586,0.03515625,0.5978311598300934
849.21,-13.881237910000005,63,256,129024,503,138.73557381033896,-2.184416403621435,0.2,0.006746007,0.7226762771606445,0.0003,620,-0.0008140281377563951,21.560138702392578,0.048974609375,0.5910853743553162
848.85,-13.628447810000003,64,260,131072,502,66.1212505094707,-2.172931333631277,0.2,0.011972942,0.7147085666656494,0.0003,630,-0.003098918798059458,14.448700904846191,0.088330078125,0.7071990668773651
858.56,-9.945380360000003,65,264,133120,503,69.60493689626455,-2.138113309442997,0.2,0.009133024,0.6975317001342773,0.0003,640,-0.002986564373713918,59.00785827636719,0.0697265625,0.7572829127311707
868.91,-7.97155617,66,268,135168,503,64.67194869965314,-2.1204870477318765,0.2,0.007381806,0.7036636471748352,0.0003,650,-0.0005138215608894825,5.956309795379639,0.100634765625,0.48225218057632446
878.27,-4.655851929999999,67,273,137216,502,38.9851165230386,-2.1115158200263977,0.2,0.006648453,0.6907587051391602,0.0003,660,-0.0010617117906804197,4.596165657043457,0.076513671875,0.5695182979106903
877.86,-4.474657359999998,68,277,139264,501,89.04502546703443,-2.1027273908257484,0.2,0.0063993726,0.6967900395393372,0.0003,670,0.00020455529302125796,0.6413934826850891,0.120947265625,0.3650137186050415
885.42,-2.9349702099999995,69,283,141312,497,101.39477564096451,-2.113340408354998,0.2,0.006466221,0.7004328966140747,0.0003,680,-0.0022585479862755166,3.2471630573272705,0.0583984375,0.5097380578517914
900.64,-1.6200310999999996,70,289,143360,495,92.96677630841732,-2.1247454971075057,0.2,0.011186395,0.7041300535202026,0.0003,690,-0.006761885790911038,21.371782302856445,0.106201171875,0.59040966629982
898.24,2.7956361499999995,71,293,145408,495,38.97698174491525,-2.1358543589711187,0.2,0.01508506,0.7069288492202759,0.0003,700,-0.0010842888157640118,2.7448222637176514,0.114208984375,0.7026807963848114
905.3,5.772585319999999,72,296,147456,496,195.44728870391845,-2.1269859671592712,0.2,0.0069365827,0.697970986366272,0.0003,710,-0.007612846126721706,50.99445724487305,0.064453125,0.28415346145629883
905.3,3.503365520000001,73,301,149504,495,35.8773413322866,-2.099350719153881,0.2,0.005524939,0.6888343095779419,0.0003,720,-0.000359422651672503,1.7819156646728516,0.07470703125,0.4772542119026184
904.17,7.68529724,74,305,151552,495,36.241514487564565,-2.0889839462935926,0.2,0.013908273,0.6885851621627808,0.0003,730,-0.0019431564476690255,1.570489525794983,0.105126953125,0.7359927296638489
899.25,7.31244315,75,310,153600,495,70.12326485179365,-2.0894878141582014,0.2,0.007987056,0.6901729106903076,0.0003,740,-0.001025930782634532,57.55302047729492,0.0689453125,0.7813289165496826
899.25,7.792149689999999,76,315,155648,494,85.7775100454688,-2.0820203475654124,0.2,0.013540516,0.6821097135543823,0.0003,750,-0.000966724865429569,1.8493188619613647,0.090234375,0.4419304132461548
894.31,8.49174307,77,319,157696,492,26.712376296333968,-2.0668113842606544,0.2,0.01207697,0.6813709735870361,0.0003,760,-0.005701650082482956,0.9497925043106079,0.135302734375,0.7701196372509003
881.88,8.49452369,78,323,159744,494,69.27918605133891,-2.0683699920773506,0.2,0.0070160525,0.680273175239563,0.0003,770,-0.0011566754030354787,15.754201889038086,0.0802734375,0.6036922633647919
865.23,11.61936414,79,327,161792,494,112.13898380994797,-2.0620560996234416,0.2,0.008753026,0.6791243553161621,0.0003,780,-0.006303315196419135,10.266925811767578,0.08974609375,0.5911521017551422
865.23,12.147260599999997,80,333,163840,490,100.13247110843659,-2.0647398941218853,0.2,0.011157595,0.6816744208335876,0.0003,790,-0.0007278746190422681,47.35261154174805,0.0810546875,0.5700022876262665
865.23,12.3257069,81,338,165888,489,47.36179411616176,-2.0756968334317207,0.2,0.007261212,0.6866747140884399,0.0003,800,0.00021427351020975038,1.2964074611663818,0.0869140625,0.5865471363067627
853.0,10.194671049999998,82,342,167936,490,30.86000821236521,-2.087584899365902,0.2,0.0073047522,0.6897855401039124,0.0003,810,-0.0029511415123124607,0.9446673393249512,0.110693359375,0.7627143412828445
848.31,14.015273220000001,83,346,169984,490,115.42124353796244,-2.0860455088317393,0.2,0.006892153,0.6875094175338745,0.0003,820,-0.0009199645275657531,16.93366813659668,0.1115234375,0.4886191487312317
846.34,12.653288230000001,84,351,172032,490,75.97856417223811,-2.072373117506504,0.2,0.006357924,0.678450345993042,0.0003,830,0.0008983531297417358,33.511104583740234,0.054638671875,0.2300044298171997
846.34,12.768024210000004,85,356,174080,488,91.70353687107563,-2.053213302791119,0.2,0.0049066665,0.6761764287948608,0.0003,840,-0.0045565729444206225,49.706520080566406,0.070068359375,0.5280862152576447
843.33,13.624768110000002,86,360,176128,488,45.306922745518385,-2.0665837533771994,0.2,0.0069806157,0.6868754029273987,0.0003,850,-0.0030219123626011426,0.772372841835022,0.10966796875,0.2511003613471985
836.46,12.85940057,87,365,178176,487,49.190698605775836,-2.0845055423676966,0.2,0.0069398033,0.6884353756904602,0.0003,860,-0.00325228982619592,2.2229411602020264,0.087841796875,0.6067967414855957
832.66,11.59335572,88,369,180224,487,100.24590003490448,-2.0842318050563335,0.2,0.004726692,0.6890527606010437,0.0003,870,-0.0026608072046656163,3.527143716812134,0.050634765625,0.3793492317199707
825.3,10.17767216,89,374,182272,486,57.12028989195824,-2.0824052810668947,0.2,0.009826884,0.687244176864624,0.0003,880,-0.0037168980139540508,15.595009803771973,0.089697265625,0.5317081212997437
817.14,10.032047609999998,90,380,184320,484,56.28252651244402,-2.0884288527071475,0.2,0.007047617,0.6928410530090332,0.0003,890,-0.002941865392494947,7.246361255645752,0.078955078125,0.7795439660549164
814.22,7.90725473,91,383,186368,485,85.9865688227117,-2.0970173239707948,0.2,0.005469241,0.6926326751708984,0.0003,900,0.00045698075191467067,3.4862656593322754,0.063134765625,0.7662153989076614
814.22,8.96072495,92,389,188416,483,81.61398861259222,-2.085997065156698,0.2,0.009279042,0.6860769987106323,0.0003,910,-0.0034025968689093133,30.158798217773438,0.0857421875,0.8456425070762634
808.94,9.617994979999999,93,393,190464,484,25.381523663550617,-2.0758747600018976,0.2,0.0088016,0.6840614080429077,0.0003,920,0.0001627364821615629,1.278363823890686,0.09306640625,0.9551996402442455
812.28,11.629872779999998,94,399,192512,482,107.06233364008366,-2.073020286858082,0.2,0.008970077,0.6852914094924927,0.0003,930,-0.000150169574044412,17.73417854309082,0.08681640625,0.6634266674518585
810.44,11.387592640000001,95,402,194560,482,24.378812953829765,-2.054357398301363,0.2,0.008281028,0.6698020100593567,0.0003,940,-0.002076050626055803,1.8981101512908936,0.10390625,0.8323656171560287
815.76,11.633221850000005,96,407,196608,482,81.76492673382162,-2.025844030827284,0.2,0.0047021764,0.6655499935150146,0.0003,950,-0.001266060803027358,13.516738891601562,0.058203125,0.8241407722234726
816.12,11.324019120000003,97,411,198656,482,50.468472617864606,-2.0149601131677626,0.2,0.00788729,0.6638431549072266,0.0003,960,-0.0015149574821407441,3.1966819763183594,0.099365234375,0.8130573481321335
809.87,14.03705467,98,415,200704,483,75.74891422018409,-2.004878068715334,0.2,0.008248983,0.6596812009811401,0.0003,970,0.0008309033866680693,5.22059440612793,0.076904296875,0.7794319540262222
804.45,11.7855233,99,419,202752,483,114.63529698401689,-1.992189959436655,0.2,0.0057843877,0.6542357206344604,0.0003,980,-0.0025908081959642006,9.694181442260742,0.052783203125,0.5059733688831329
807.34,15.702936999999999,100,424,204800,482,71.91836864259093,-1.9820233762264252,0.2,0.0069651417,0.6542616486549377,0.0003,990,-0.004110515850334196,302.409423828125,0.0798828125,0.713650643825531
804.01,13.43268488,101,427,206848,483,84.61178676784039,-1.98545635715127,0.2,0.0054440224,0.6530187129974365,0.0003,1000,0.0005423147485998925,2.589723587036133,0.05322265625,0.5680314898490906
808.58,13.840469400000002,102,430,208896,484,141.99995512515306,-1.9812870025634766,0.2,0.0060688434,0.6539331674575806,0.0003,1010,-0.0018180407620093319,62.019775390625,0.0677734375,0.6839674413204193
809.4,13.835842140000002,103,436,210944,483,55.91502283066511,-1.971370814740658,0.2,0.010224619,0.6474130153656006,0.0003,1020,-0.004013895581738325,6.157800674438477,0.078857421875,0.884230725467205
802.66,7.941773120000001,104,440,212992,483,21.928446177206933,-1.9644613016396761,0.2,0.012304203,0.6497789621353149,0.0003,1030,-0.0017259903739613946,2.0437023639678955,0.103662109375,0.8291042149066925
791.63,13.260069690000002,105,443,215040,484,82.81479122526943,-1.9709772419184446,0.2,0.008854607,0.6502795815467834,0.0003,1040,-0.004241816990543157,3.285184621810913,0.1109375,0.7809184491634369
788.03,13.03992451,106,448,217088,483,153.37122774124146,-1.974132826551795,0.2,0.007552308,0.6502853631973267,0.0003,1050,-0.001555044991982868,122.04891967773438,0.072802734375,0.5684440433979034
793.65,13.874011359999999,107,452,219136,484,83.37144042998553,-1.970175639167428,0.2,0.008616563,0.6477338075637817,0.0003,1060,-0.004223853824805701,3.358086109161377,0.098974609375,0.4969193935394287
789.35,15.121739080000003,108,456,221184,484,27.308327516168355,-1.952603006362915,0.2,0.0090289675,0.6395251750946045,0.0003,1070,-0.001027175283525139,30.191097259521484,0.103125,0.7398571074008942
789.35,15.272838700000001,109,460,223232,484,86.58044050037861,-1.942333909496665,0.2,0.009018613,0.642725944519043,0.0003,1080,-0.002761941635981202,2.5651705265045166,0.0712890625,0.8014409989118576
799.05,14.51854348,110,465,225280,483,28.632427454646677,-1.9519203320145606,0.2,0.007972364,0.645584225654602,0.0003,1090,-0.001189122009964194,0.35494062304496765,0.14130859375,0.8371049463748932
801.56,12.548234439999998,111,470,227328,482,52.7942757345736,-1.9548774845898151,0.2,0.009255617,0.6460157632827759,0.0003,1100,-0.004168289668450597,17.85549545288086,0.091357421875,0.5949349999427795
796.73,14.21812824,112,474,229376,483,111.20221637040376,-1.9625169176608324,0.2,0.007918495,0.6486576795578003,0.0003,1110,-0.002249107616080437,2.814657211303711,0.05244140625,0.3069722652435303
798.01,14.61678124,113,481,231424,480,64.10756594240665,-1.9670538622885942,0.2,0.008671293,0.6492948532104492,0.0003,1120,-0.003014465617161477,53.94123840332031,0.080078125,0.7014564275741577
790.43,12.582499209999998,114,486,233472,479,57.16104208640754,-1.9671814683824778,0.2,0.0050408286,0.6486783027648926,0.0003,1130,-0.0004450991458725184,48.064430236816406,0.0763671875,0.54537433385849
789.98,11.856347679999999,115,490,235520,480,125.02381269782782,-1.967023840546608,0.2,0.010045366,0.65235435962677,0.0003,1140,-0.001235959401310538,31.120136260986328,0.073681640625,0.6799243092536926
789.7,14.408721739999999,116,495,237568,479,50.61735381707549,-1.958451810851693,0.2,0.011433508,0.6419312357902527,0.0003,1150,0.0004096746371942572,238.51950073242188,0.09248046875,0.7465145587921143
796.64,15.75485858,117,499,239616,479,43.252279657498,-1.9468499395996333,0.2,0.007189821,0.6417008638381958,0.0003,1160,-0.002006275461462792,4.234986782073975,0.10341796875,0.6971096694469452
804.05,15.38732536,118,505,241664,478,73.92909300327301,-1.9306667175143957,0.2,0.0048949374,0.6296684145927429,0.0003,1170,-0.0011552890813618434,49.83951950073242,0.052099609375,0.7108911573886871
802.11,13.05412106,119,510,243712,477,51.2411078017205,-1.904820442944765,0.2,0.005712063,0.6264764070510864,0.0003,1180,-0.0018831347621016902,218.82666015625,0.0486328125,0.4753493666648865
802.11,13.575538269999997,120,515,245760,476,91.72413415275514,-1.904809295386076,0.2,0.0064691366,0.6301153302192688,0.0003,1190,-0.000646264211536618,51.629371643066406,0.04794921875,0.6424866616725922
802.11,13.412839369999997,121,520,247808,476,32.54279936132953,-1.9242402389645576,0.2,0.0065440102,0.6351017951965332,0.0003,1200,0.0004735537964734249,0.39956995844841003,0.114306640625,0.6852230727672577
814.34,15.819256469999996,122,525,249856,475,30.099877941980957,-1.9384874776005745,0.2,0.006920111,0.6436111927032471,0.0003,1210,-0.002353777250391431,0.4821123480796814,0.08310546875,0.7601831406354904
817.79,11.712538540000002,123,530,251904,474,46.04061435945332,-1.9406649935990572,0.2,0.0120412335,0.6374150514602661,0.0003,1220,-0.004707008067634888,0.692254364490509,0.101220703125,0.7242362797260284
868.5,-193.498547,1,4,2048,469,81.98828434497118,-1.938733047246933,0.2,0.002087287,0.6429998874664307,0.0003,1230,-0.002268265300517669,12.198344230651855,0.047265625,0.502638965845108
807.0,-108.97765525,2,10,4096,396,77.00620924606919,-1.9464165043085813,0.2,0.006266908,0.6410083174705505,0.0003,1240,-0.000866381119703874,33.51984405517578,0.0623046875,0.5954267978668213
845.4285714285714,-127.68115185714285,3,14,6144,429,42.71722437813878,-1.944197529926896,0.2,0.0069608307,0.6410458087921143,0.0003,1250,-0.001787702336150687,18.556079864501953,0.03916015625,0.7568253129720688
773.6,-84.7183955,4,19,8192,420,98.84271826893091,-1.939979612454772,0.2,0.009495925,0.6394139528274536,0.0003,1260,-0.0011340784963977057,40.59619140625,0.054541015625,0.644006758928299
795.4166666666666,-82.30395741666666,5,24,10240,410,116.3198231741786,-1.9366421602666377,0.2,0.0062033515,0.6385682225227356,0.0003,1270,-0.0005505673718289473,9.794346809387207,0.0384765625,0.513267993927002
824.6428571428571,-91.64693464285713,6,30,12288,405,47.9805892650038,-1.9306304942816497,0.2,0.004476932,0.634895384311676,0.0003,1280,-0.004417999015277019,6.0304083824157715,0.076513671875,0.7412067949771881
846.5625,-92.4836699375,7,34,14336,411,48.366436432301995,-1.9184996537864207,0.2,0.007404713,0.6307238936424255,0.0003,1290,-0.0032463792758790078,310.2816467285156,0.058642578125,0.7282398343086243
840.8947368421053,-100.25642768421052,8,39,16384,413,43.76200799532235,-1.8966795712709428,0.2,0.013301284,0.6203856468200684,0.0003,1300,-0.0010454067909449805,0.9051154851913452,0.0986328125,0.6101867854595184
806.0909090909091,-95.63715859090911,9,43,18432,422,117.43854658007622,-1.8793666824698447,0.2,0.008528914,0.6213161945343018,0.0003,1310,-0.0016172718402231111,38.2700309753418,0.085400390625,0.6422419548034668
819.3333333333334,-92.25623045833333,10,48,20480,422,144.82665778696537,-1.878055215626955,0.2,0.006226214,0.6175620555877686,0.0003,1320,-0.0018142423949029762,223.18734741210938,0.0423828125,0.6055065989494324
