time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/learning_rate,train/entropy_loss,train/value_loss,train/clip_range,train/policy_gradient_loss,train/loss,train/n_updates,train/clip_fraction,train/explained_variance,train/approx_kl
22,1275,28672,-141.2439792,173.76,14,0.0003,-1.1718831390142441,433.090461397171,0.2,-0.006883452798501821,154.1895294189453,130,0.02060546875,0.28789496421813965,0.0056749377
24,1267,30720,-137.61196483999998,184.24,15,0.0003,-1.1300826884806157,250.9174265384674,0.2,-0.014091497466870351,64.86351776123047,140,0.14306640625,0.23819881677627563,0.012500469
25,1262,32768,-133.76623405,183.07,16,0.0003,-1.0693700589239596,289.9312914133072,0.2,-0.006736743860528804,107.69642639160156,150,0.05546875,0.18802762031555176,0.009439578
28,1242,34816,-131.78575955,198.41,17,0.0003,-1.030408894456923,253.0557625770569,0.2,-0.008709752261347603,312.2988586425781,160,0.07333984375,0.24303185939788818,0.009435616
30,1209,36864,-134.33388605,210.72,18,0.0003,-1.066267329454422,295.9913596868515,0.2,-0.005883381496823858,105.54660034179688,170,0.1001953125,0.19453948736190796,0.012135312
33,1165,38912,-130.97815,220.2,19,0.0003,-1.0218686686828733,394.61212091445924,0.2,-0.005836629332043231,255.2941436767578,180,0.0916015625,0.1450936198234558,0.009024307
35,1149,40960,-129.12691963999998,228.37,20,0.0003,-1.0598534852266313,262.12658735513685,0.2,-0.00451077869074652,88.29204559326172,190,0.03740234375,0.19332003593444824,0.0051060286
38,1114,43008,-126.11399474000001,242.88,21,0.0003,-0.9967303639277816,400.62834260463717,0.2,-0.012517437760106987,203.204833984375,200,0.165087890625,0.03858482837677002,0.013206685
41,1077,45056,-122.79774148,260.52,22,0.0003,-0.9898412926122546,238.79923944473268,0.2,-0.005241691563423956,530.560791015625,210,0.028271484375,-0.04850029945373535,0.0061657745
44,1059,47104,-120.37194078000002,273.22,23,0.0003,-0.9680781884118914,154.5968847155571,0.2,-0.010074951112619602,87.384033203125,220,0.154638671875,0.46387726068496704,0.015883716
48,1004,49152,-116.67132242,292.07,24,0.0003,-0.9009852839633823,131.25710451602936,0.2,-0.006337901231745491,54.35801696777344,230,0.0626953125,0.5196464955806732,0.0064277025
52,975,51200,-114.50975730999998,301.37,25,0.0003,-0.9337521351873874,77.7208605825901,0.2,-0.004390078147116583,9.057652473449707,240,0.06748046875,0.6370806694030762,0.0076388577
55,955,53248,-109.41347603999999,318.49,26,0.0003,-0.9980026379227638,106.29235229492187,0.2,-0.009613191097741947,243.57479858398438,250,0.072998046875,0.6127004623413086,0.006655001
59,927,55296,-107.43757931,338.04,27,0.0003,-1.0223747646436094,78.7567300438881,0.2,-0.004752356470271479,27.327823638916016,260,0.038818359375,0.653864860534668,0.0075205537
63,900,57344,-104.27186348,352.58,28,0.0003,-0.9053400628268718,161.97329268455505,0.2,-0.007846021198201925,54.43920135498047,270,0.04423828125,0.5154985785484314,0.0059955427
66,888,59392,-103.95563700000001,364.19,29,0.0003,-1.0936782650649548,62.24121596217155,0.2,-0.013509081012307434,11.251790046691895,280,0.157373046875,0.7466512322425842,0.014351321
69,880,61440,-101.75154792000005,381.66,30,0.0003,-0.9776554787531495,80.5019797861576,0.2,-0.007412540257791989,20.124778747558594,290,0.04970703125,0.7106937766075134,0.009061001
73,866,63488,-96.67524718,402.97,31,0.0003,-0.9283316064625978,83.3844513386488,0.2,-0.007330225966143189,13.968951225280762,300,0.23310546875,0.704323798418045,0.014985913
76,857,65536,-94.1364862,413.77,32,0.0003,-0.9780450399965048,111.80936755537986,0.2,-0.005166578689750167,110.38418579101562,310,0.054150390625,0.697159081697464,0.010340013
79,847,67584,-92.48290840000001,425.24,33,0.0003,-0.9842719279229641,84.57387766242027,0.2,-0.0030759950306674,98.7671127319336,320,0.039794921875,0.7018314898014069,0.0058115264
83,837,69632,-91.14342076999999,448.85,34,0.0003,-0.9680194407701492,89.09199099838733,0.2,-0.0045659008756047115,5.143538475036621,330,0.053271484375,0.7469959557056427,0.006378849
85,834,71680,-88.37061193,466.35,35,0.0003,-1.0104929972440004,78.84884302020073,0.2,-0.0047171886166324836,24.015104293823242,340,0.029248046875,0.729290783405304,0.004000742
89,823,73728,-84.95038489000001,483.82,36,0.0003,-0.9098135333508253,41.198104694485664,0.2,-0.0063933390141755805,10.809717178344727,350,0.088916015625,0.8385045528411865,0.009333467
92,815,75776,-80.13850174000001,499.76,37,0.0003,-0.9788360761478543,37.38999782800674,0.2,-0.007903137399989647,3.3059909343719482,360,0.135205078125,0.8851370960474014,0.014479782
96,809,77824,-79.5746426,516.23,38,0.0003,-0.9746702058240772,41.50767121389508,0.2,-0.0020027368824230506,5.771695137023926,370,0.050244140625,0.8736192435026169,0.008056072
98,807,79872,-78.12071039000001,528.97,39,0.0003,-0.9150101980194449,43.21042759940028,0.2,-0.006120969343464821,3.693098306655884,380,0.127392578125,0.8848675638437271,0.010971387
102,797,81920,-75.42031468,545.87,40,0.0003,-0.8762945663183928,134.61792458593845,0.2,-0.002625860314583406,9.198721885681152,390,0.01611328125,0.7328043878078461,0.002470104
105,792,83968,-73.32172168,562.81,41,0.0003,-0.850692936219275,38.335760824382305,0.2,-0.0013164746123948134,2.7016513347625732,400,0.026708984375,0.8896286115050316,0.005163471
109,785,86016,-67.06232356,584.71,42,0.0003,-0.7871574595570564,43.903916869685055,0.2,-0.004587302693107631,6.210264682769775,410,0.153662109375,0.9002037867903709,0.014691003
112,782,88064,-62.50072837,598.9,43,0.0003,-0.808977483958006,163.27339664697647,0.2,-0.0021152683584659826,39.6122932434082,420,0.04072265625,0.6989239156246185,0.00454263
116,775,90112,-55.36859796999999,615.98,44,0.0003,-0.7048392668366432,94.05339853614569,0.2,-0.0059770992476842364,51.45655059814453,430,0.090185546875,0.7944277077913284,0.005895819
119,773,92160,-52.01140491,630.64,45,0.0003,-0.7165992623195052,138.3557019710541,0.2,-0.008243510459578829,66.27243041992188,440,0.060595703125,0.6808443069458008,0.010084154
121,772,94208,-46.39317034,644.08,46,0.0003,-0.7901829920709134,76.44789131134749,0.2,-0.0027578413297305814,4.932793140411377,450,0.049169921875,0.7467697560787201,0.005555447
124,772,96256,-42.56092213,654.24,47,0.0003,-0.7083427807316184,221.63810137808323,0.2,-0.010032380468328484,23.86935806274414,460,0.04140625,0.5494788289070129,0.024230266
127,772,98304,-38.58854406,669.04,48,0.0003,-0.8142778530716897,174.52155251801014,0.2,-0.005102490614081035,83.17301940917969,470,0.020849609375,0.7194003164768219,0.005878087
130,771,100352,-32.084518919999994,679.41,49,0.0003,-0.7058205075562001,87.94617169797421,0.2,-0.00259141435053607,11.5421781539917,480,0.0591796875,0.7874174416065216,0.004266801
133,765,102400,-25.907591739999997,692.31,50,0.0003,-0.798663723655045,235.28188021183013,0.2,-0.0029925490765890573,180.19009399414062,490,0.032763671875,0.5709648728370667,0.0053150314
136,763,104448,-19.650493029999996,695.88,51,0.0003,-0.7063789805397391,110.03567177802324,0.2,-0.002651976892957464,295.0149841308594,500,0.027978515625,0.6631804704666138,0.006106874
139,761,106496,-12.141715979999999,699.79,52,0.0003,-0.7657313510775566,236.08035386800765,0.2,-0.004821322035422781,52.15366744995117,510,0.0216796875,0.5716778039932251,0.0045709657
142,763,108544,-4.756646769999995,695.2,53,0.0003,-0.8543014029040933,213.1603590577841,0.2,-0.0039079292069800434,16.96197509765625,520,0.100390625,0.6144817173480988,0.010305545
145,762,110592,1.9149429300000014,702.76,54,0.0003,-0.7819177977740764,182.3389661639929,0.2,-0.0009200733315083198,10.80333137512207,530,0.0314453125,0.5890754759311676,0.0046585347
147,764,112640,7.1029762000000005,697.84,55,0.0003,-0.7235469780862331,129.1473139703274,0.2,-0.00450485222027055,26.88838768005371,540,0.084765625,0.5592546164989471,0.009204118
149,766,114688,14.482233540000003,691.54,56,0.0003,-0.770687535777688,215.8571131527424,0.2,-0.0025519131850160193,20.703672409057617,550,0.033935546875,0.5186787843704224,0.004406714
152,766,116736,19.998978920000003,688.48,57,0.0003,-0.8386392435058951,144.2040863752365,0.2,-0.0012823234559618869,16.45802879333496,560,0.026904296875,0.615461677312851,0.00356757
156,760,118784,20.531160380000003,693.74,58,0.0003,-0.7090954765677452,163.9584464251995,0.2,-0.003888859822473023,49.3608283996582,570,0.034765625,0.4958442449569702,0.004778109
158,762,120832,25.832188100000003,678.93,59,0.0003,-0.9323081955313682,71.20585793852806,0.2,-0.003355768268374959,5.021342754364014,580,0.118359375,0.7209059298038483,0.009651544
161,763,122880,29.886575119999996,676.31,60,0.0003,-0.7445088276639581,138.71139847636223,0.2,-0.002968376672652084,32.512569427490234,590,0.038427734375,0.5052007436752319,0.0027360774
163,766,124928,29.38897333,645.79,61,0.0003,-0.8546718763187527,96.34759948551655,0.2,-0.0013653665941092187,77.72876739501953,600,0.040966796875,0.7825733423233032,0.0028243163
165,765,126976,31.514132869999994,644.68,62,0.0003,-0.8551995920017361,221.83951901197435,0.2,-0.0030380583375517745,216.3861541748047,610,0.036376953125,0.6536535918712616,0.0032733511
168,767,129024,34.41558422000001,623.1,63,0.0003,-0.830675084516406,74.50366972386837,0.2,-0.008658462054518168,6.322664260864258,620,0.0453125,0.7156265377998352,0.011546762
171,766,131072,39.23966385,616.23,64,0.0003,-0.7719564935192466,233.53111025393008,0.2,-0.002774334810237633,356.41015625,630,0.03388671875,0.686022162437439,0.004535257
173,767,133120,39.40563600000001,594.54,65,0.0003,-0.797664268873632,91.1392341658473,0.2,-0.005346298711810959,9.840681076049805,640,0.065869140625,0.7068671584129333,0.0067275683
175,769,135168,39.75979228,584.55,66,0.0003,-0.7264882830902935,159.90693801045418,0.2,-0.0036376599193317814,18.829387664794922,650,0.066845703125,0.7469570636749268,0.006418122
178,769,137216,39.14936345,567.86,67,0.0003,-0.8937354076653719,113.14414549767972,0.2,-0.0026767900984850713,27.91223907470703,660,0.103076171875,0.701254278421402,0.009640384
180,769,139264,39.101464639999996,555.06,68,0.0003,-0.7268366737291216,165.29935706853865,0.2,-0.0012951057324244175,21.583993911743164,670,0.03974609375,0.7784564197063446,0.008461815
183,770,141312,40.50996961,550.4,69,0.0003,-0.7649673763662577,92.1191703826189,0.2,-0.0014393828412721632,41.195274353027344,680,0.096435546875,0.7779667228460312,0.015374345
185,771,143360,41.25030594,532.77,70,0.0003,-0.8600336795672774,158.77375200986862,0.2,-0.006817659411171917,234.69912719726562,690,0.04951171875,0.695702075958252,0.009038467
188,772,145408,42.25292381,521.61,71,0.0003,-0.738937177695334,166.2816852927208,0.2,-0.003421874990453944,13.232429504394531,700,0.040478515625,0.8096511662006378,0.00669914
190,772,147456,43.29990642999999,519.82,72,0.0003,-0.7445521507412195,133.9523344665766,0.2,-0.0021100239748193415,135.95770263671875,710,0.0412109375,0.7668280601501465,0.0053831367
193,774,149504,44.69134662,503.42,73,0.0003,-0.7471766863018274,116.68927006721496,0.2,-0.005744454099476571,339.9319763183594,720,0.079541015625,0.6941862106323242,0.008600522
195,775,151552,44.7015774,501.71,74,0.0003,-0.8225050628185272,205.25740442276,0.2,-0.0039964026051166005,122.76998138427734,730,0.096337890625,0.5216568410396576,0.0070554796
197,775,153600,45.04987790999999,500.98,75,0.0003,-0.7993741923943162,223.44932699799537,0.2,-0.002565591616439633,43.3167610168457,740,0.034912109375,0.5726174414157867,0.0039140354
200,777,155648,41.01314885,500.5,76,0.0003,-0.6828299736604094,139.507204850018,0.2,-0.0019323145555972588,28.594141006469727,750,0.032275390625,0.7118998467922211,0.0034018215
202,777,157696,40.05145036,504.12,77,0.0003,-0.7925710491836071,288.7891775429249,0.2,-0.0012492204765294445,45.158485412597656,760,0.040625,0.6379900276660919,0.006164091
205,775,159744,39.26358618,508.33,78,0.0003,-0.7319305580109358,135.03666074723006,0.2,-0.0012616308165888767,18.401865005493164,770,0.07109375,0.6779811382293701,0.0070655188
208,777,161792,35.366844889999996,502.62,79,0.0003,-0.6850657811388373,127.06910317987203,0.2,-0.001244523047353141,60.700096130371094,780,0.059716796875,0.8392999619245529,0.009661822
210,779,163840,36.08893524,500.5,80,0.0003,-0.8123367862775922,259.0136383622885,0.2,-0.001848859644087497,66.3753890991211,790,0.03740234375,0.6085653007030487,0.0053373007
212,780,165888,36.016511369999996,497.44,81,0.0003,-0.6977626388892532,179.3151265859604,0.2,-0.0021770455685327763,66.77450561523438,800,0.0505859375,0.7264103293418884,0.004447282
214,782,167936,39.46412069,487.79,82,0.0003,-0.7122172782197594,157.9224210768938,0.2,-0.0030717044697667006,97.15360260009766,810,0.040576171875,0.6834326684474945,0.004069269
216,783,169984,37.938541950000015,482.23,83,0.0003,-0.7722381370142102,135.31517286598682,0.2,-0.0029520176536607322,18.496685028076172,820,0.0876953125,0.7269555926322937,0.0077610416
219,784,172032,37.77653635,484.7,84,0.0003,-0.7618472576141357,153.72852073013783,0.2,-0.002715540621284163,14.71365737915039,830,0.08896484375,0.7081019580364227,0.008881346
221,784,174080,36.095722419999994,492.53,85,0.0003,-0.6337894590571522,96.80652901828289,0.2,-0.0023085221386281774,12.342461585998535,840,0.063525390625,0.5838128626346588,0.0040126005
224,786,176128,33.044405069999996,481.91,86,0.0003,-0.8096765164285898,136.76635260283948,0.2,-0.0012175727075373287,79.34404754638672,850,0.13271484375,0.5847736597061157,0.0049422914
226,787,178176,31.390959599999995,470.78,87,0.0003,-0.7949189722537995,245.0662069797516,0.2,-0.0020091179158043815,67.12665557861328,860,0.0369140625,0.7816696017980576,0.0022552842
228,787,180224,32.65512627,469.97,88,0.0003,-0.7152596276253462,207.2165879547596,0.2,-0.0010925808044703444,274.1740417480469,870,0.027099609375,0.7441760003566742,0.0041835057
230,789,182272,37.696955380000006,461.94,89,0.0003,-0.6729268537834286,114.66542784571648,0.2,-0.0012232120010594373,14.892234802246094,880,0.03828125,0.8118466436862946,0.005741423
232,791,184320,39.550401480000005,443.84,90,0.0003,-0.7225723203271628,182.1330816179514,0.2,-0.002871742552088108,89.77061462402344,890,0.042578125,0.7608391493558884,0.0049821725
235,792,186368,32.686815179999996,429.95,91,0.0003,-0.709627546556294,264.8271051883697,0.2,-0.00263981735042762,88.28221893310547,900,0.035400390625,0.7679844498634338,0.0042959116
237,792,188416,37.26951345,432.27,92,0.0003,-0.7144098779186606,254.5914497166872,0.2,-0.0022436044415371724,437.02886962890625,910,0.04091796875,0.748025119304657,0.0062326575
239,794,190464,29.636043519999994,424.55,93,0.0003,-0.7129790287464857,151.51354345157742,0.2,-0.0024373664666200055,10.749810218811035,920,0.07158203125,0.8569290190935135,0.0073276362
241,796,192512,25.125353569999998,415.33,94,0.0003,-0.7421508492901921,228.05106371045113,0.2,-0.0016553057816054207,92.55349731445312,930,0.04404296875,0.8006160855293274,0.008594307
243,797,194560,25.62719648,417.66,95,0.0003,-0.748628162406385,255.16167921423911,0.2,-0.002691388048697263,73.79373931884766,940,0.042822265625,0.8179014623165131,0.005577931
246,798,196608,30.07998948000001,413.57,96,0.0003,-0.8314791882410646,144.18633142113686,0.2,-0.002225537625417928,16.089927673339844,950,0.083544921875,0.790489137172699,0.009806933
249,797,198656,33.43084565,404.16,97,0.0003,-0.7139008769765496,195.75090563595296,0.2,-0.0017087620086385868,48.42201614379883,960,0.035888671875,0.7473127245903015,0.006588175
250,799,200704,32.376906309999995,395.25,98,0.0003,-0.7752203928306699,136.8082191735506,0.2,-0.003020319288407336,17.38922119140625,970,0.07646484375,0.7237240672111511,0.006409916
252,801,202752,34.81452233,398.81,99,0.0003,-0.7252094632014632,315.9146454036236,0.2,-0.004129456886585103,103.60795593261719,980,0.033447265625,0.6696511805057526,0.0031238557
254,803,204800,34.5301128,392.14,100,0.0003,-0.7162289131432772,142.11809793114662,0.2,-0.003139138989354251,32.69992446899414,990,0.0662109375,0.6187528669834137,0.0076943208
257,804,206848,32.83074866,388.75,101,0.0003,-0.7590889804065227,216.6474327608943,0.2,-0.002329731441932381,20.613468170166016,1000,0.060302734375,0.7063387632369995,0.004407272
259,803,208896,30.01743277,387.89,102,0.0003,-0.7520748343318701,195.55993902683258,0.2,-0.0019423853096668608,14.23185920715332,1010,0.089111328125,0.6863632500171661,0.0078119794
262,804,210944,25.5736783,376.37,103,0.0003,-0.8669575911015273,153.65574356913567,0.2,-0.0002714368740271311,46.829490661621094,1020,0.054443359375,0.7912735044956207,0.00462956
264,806,212992,28.469571670000004,371.85,104,0.0003,-0.7582207893952727,292.3821716487408,0.2,-0.0021724767939304,105.49995422363281,1030,0.031787109375,0.7441244721412659,0.0051006377
266,806,215040,31.5529457,375.77,105,0.0003,-0.6607559276744723,250.44045857191085,0.2,-0.0015627287979441463,86.54056549072266,1040,0.016796875,0.673455685377121,0.0045586787
268,808,217088,28.440677060000002,373.49,106,0.0003,-0.7520474778488279,211.96489455997943,0.2,-0.005097205052152276,12.12418270111084,1050,0.060302734375,0.7929270565509796,0.0076431027
271,807,219136,28.35639686,380.57,107,0.0003,-0.6525537878274917,287.3151666641235,0.2,-0.002863835115567781,261.5426025390625,1060,0.022900390625,0.6847378313541412,0.004625882
273,807,221184,32.64817942,385.49,108,0.0003,-0.7916553819552063,121.18098866939545,0.2,-0.0011597638040257152,69.69607543945312,1070,0.058447265625,0.8230472803115845,0.0059557557
276,806,223232,36.05680194,396.15,109,0.0003,-0.7261633303016424,171.64823681116104,0.2,-0.002367306055384688,46.701438903808594,1080,0.02900390625,0.6937829554080963,0.003964559
279,807,225280,33.09636705,402.6,110,0.0003,-0.827398563735187,77.21349976211786,0.2,-0.0014110550851910374,126.78993225097656,1090,0.09482421875,0.8994546458125114,0.008961432
281,806,227328,35.83236396999999,405.09,111,0.0003,-0.5735685092397034,250.88882107138633,0.2,-0.003230537359195296,75.57032775878906,1100,0.04775390625,0.6992959380149841,0.007787361
284,805,229376,34.91055056,413.44,112,0.0003,-0.7632428962737322,119.07500609755516,0.2,-0.0002450397834763862,212.6732177734375,1110,0.03427734375,0.8081263601779938,0.0037502553
287,805,231424,34.77565751999999,418.99,113,0.0003,-0.7428698536008597,118.66323598921299,0.2,-0.005669139987730887,37.77231216430664,1120,0.070654296875,0.8517407327890396,0.017721139
290,804,233472,35.64525492999999,423.41,114,0.0003,-0.7468554258346558,166.6110880315304,0.2,-0.0031715627992525697,71.24224853515625,1130,0.084228515625,0.8252910524606705,0.0075790416
292,803,235520,35.38241639999999,438.23,115,0.0003,-0.7511970400810242,164.60199005305768,0.2,-0.0047267446720070435,20.11101722717285,1140,0.071728515625,0.8249872028827667,0.006005372
295,804,237568,39.5779597,440.6,116,0.0003,-0.8676702981814742,27.94132707044482,0.2,-0.0009981139337469358,4.223398685455322,1150,0.073583984375,0.9379379004240036,0.0066294936
297,805,239616,36.60952361,436.72,117,0.0003,-0.6638513213023544,159.89039157032965,0.2,-0.0025509768987831195,16.078384399414062,1160,0.021826171875,0.7867606729269028,0.0028071015
299,806,241664,26.313811659999995,428.49,118,0.0003,-0.7179997807368637,228.450967463851,0.2,-0.00478124645560456,102.81609344482422,1170,0.028955078125,0.7377806305885315,0.0047320854
301,808,243712,26.296097599999992,432.58,119,0.0003,-0.7900447193533182,258.89233874082566,0.2,-0.0016556149770622143,64.77386474609375,1180,0.0095703125,0.8028807193040848,0.0022040629
303,808,245760,26.71487123,437.45,120,0.0003,-0.6113699806854129,265.7863334298134,0.2,-0.0028648974854149855,125.49559020996094,1190,0.0287109375,0.8093168139457703,0.005833233
306,808,247808,23.468954489999998,441.93,121,0.0003,-0.7585004413500428,134.55145906805993,0.2,-0.0014126566784398165,9.6904878616333,1200,0.042333984375,0.7384456396102905,0.0060639405
309,808,249856,24.13896487,450.54,122,0.0003,-0.8140242258086801,130.6875942528248,0.2,-0.0036596583126083716,35.785736083984375,1210,0.04755859375,0.8585296720266342,0.004560034
311,808,251904,25.83939398,458.7,123,0.0003,-0.686986499466002,81.36869922280312,0.2,-0.005742550925060641,12.939173698425293,1220,0.08837890625,0.9276496693491936,0.007351868
1,1127,2048,-220.18148925000003,461.25,1,0.0003,-0.6713804060593247,180.50614416599274,0.2,-0.004123513094964437,17.128454208374023,1230,0.016845703125,0.7482742369174957,0.0022063805
3,1029,4096,-242.833903625,469.625,2,0.0003,-0.7254404585808516,152.31452024281026,0.2,-0.0014258028713811655,36.768009185791016,1240,0.01123046875,0.7296119630336761,0.0032400968
6,972,6144,-268.7351071666667,468.8333333333333,3,0.0003,-0.6196391656063497,242.02642520666123,0.2,-0.0034570126976177563,61.34804153442383,1250,0.02314453125,0.6527606248855591,0.0034598564
8,953,8192,-275.87400475000004,497.25,4,0.0003,-0.7305471498519183,173.6332549840212,0.2,-0.0016702339649782515,35.570716857910156,1260,0.0388671875,0.7455224692821503,0.0059658857
10,945,10240,-287.29281549999996,498.0,5,0.0003,-0.6762589972466231,191.14236004352568,0.2,-0.002742083353587077,53.537899017333984,1270,0.0291015625,0.6981904208660126,0.0044682343
13,900,12288,-290.61423691304344,494.0869565217391,6,0.0003,-0.5757882096804678,240.32612345814704,0.2,-0.0023651097151741853,45.691673278808594,1280,0.048486328125,0.4804368019104004,0.0050717
16,884,14336,-282.61532417857137,510.85714285714283,7,0.0003,-0.7074286231771112,181.62897376716137,0.2,-0.0044322220259346064,25.448843002319336,1290,0.0736328125,0.7083933353424072,0.009213779
18,887,16384,-289.274073375,497.0,8,0.0003,-0.626658065803349,170.16317958831786,0.2,-0.0024901812910684386,48.8760986328125,1300,0.031787109375,0.8854185342788696,0.004073208
20,886,18432,-282.1472876388889,507.6111111111111,9,0.0003,-0.7510930020362139,204.2752022624016,0.2,-0.0035613718602689913,66.47989654541016,1310,0.0490234375,0.7596873790025711,0.006572854
23,869,20480,-281.7615887948718,507.5128205128205,10,0.0003,-0.5296632222831249,153.6914276152849,0.2,-0.0022663820076559205,15.860052108764648,1320,0.041943359375,0.8631107658147812,0.0075055677
26,864,22528,-279.69100393181816,511.04545454545456,11,0.0003,-0.7395422425121069,151.28107882142066,0.2,-0.002514847820930299,54.543968200683594,1330,0.093701171875,0.7666864842176437,0.01231413
28,857,24576,-282.6662684680851,509.5531914893617,12,0.0003,-0.75020831823349,147.5408015280962,0.2,-0.002652878174558282,34.2244758605957,1340,0.0390625,0.8467765152454376,0.0042674225
30,862,26624,-291.22697671153844,508.6923076923077,13,0.0003,-0.7019789459183812,140.51869478821754,0.2,-0.0013949814747320488,70.6410140991211,1350,0.050146484375,0.7853041440248489,0.0029140231
33,864,28672,-295.2519894285714,506.7142857142857,14,0.0003,-0.7296423792839051,170.96985070705415,0.2,-0.0038581835051445523,39.17298889160156,1360,0.067041015625,0.7903878837823868,0.011150591
35,875,30720,-297.3268559838709,494.258064516129,15,0.0003,-0.7536035146564245,187.61824390292168,0.2,-0.002982096456253203,32.46763229370117,1370,0.059033203125,0.7887099087238312,0.005768518
37,864,32768,-294.5480607230769,499.1384615384615,16,0.0003,-0.7575620528310537,252.46246900558472,0.2,-0.0029679920851776844,65.94983673095703,1380,0.03203125,0.7347408831119537,0.004188548
39,871,34816,-291.1548138714286,495.5857142857143,17,0.0003,-0.5779396461322903,129.58763819932938,0.2,-0.0019103589540463873,23.6844482421875,1390,0.048583984375,0.8795180320739746,0.0050901687
42,874,36864,-291.7332206621622,491.64864864864865,18,0.0003,-0.6513794522732497,161.62413536608219,0.2,-0.002474687300855294,65.13997650146484,1400,0.058203125,0.9076403900980949,0.0057715764
44,877,38912,-289.2186041012658,489.5189873417722,19,0.0003,-0.7193466249853373,190.24563387036324,0.2,-0.00246049998968374,30.865570068359375,1410,0.046337890625,0.834006205201149,0.0058578057
46,881,40960,-283.52111083333335,484.2142857142857,20,0.0003,-0.6811078084632755,203.98638014495373,0.2,-0.0041921206837287174,103.95964050292969,1420,0.020849609375,0.8144372254610062,0.003329951
48,886,43008,-281.1116814222222,476.27777777777777,21,0.0003,-0.6521395364776253,174.85538221001624,0.2,-0.003421270706712676,22.45285415649414,1430,0.063037109375,0.8928838148713112,0.0071782973
50,888,45056,-275.78116903157894,470.89473684210526,22,0.0003,-0.7233826491981745,174.41135402619838,0.2,-0.0033867423779156526,252.00238037109375,1440,0.042236328125,0.892571784555912,0.006038225
52,893,47104,-273.36002389999993,467.72,23,0.0003,-0.6790630305185914,129.31638646125793,0.2,-0.005780625249462901,20.386972427368164,1450,0.08818359375,0.9293959960341454,0.009532378
54,898,49152,-271.52879995999996,464.22,24,0.0003,-0.6377860885113478,198.49281684756278,0.2,-0.001972005917559727,205.85653686523438,1460,0.070703125,0.8337620347738266,0.008140942
56,904,51200,-263.33725741,446.31,25,0.0003,-0.6834265764802694,192.79584598243235,0.2,-0.002208227697701659,89.49563598632812,1470,0.060546875,0.8875411599874496,0.0042409766
58,907,53248,-261.95127591,433.29,26,0.0003,-0.687102628685534,246.55453956127167,0.2,-0.002390538818508503,115.78767395019531,1480,0.0568359375,0.8552355170249939,0.0074724834
60,907,55296,-256.01855363,427.16,27,0.0003,-0.6440944770351053,213.8447292327881,0.2,-0.002896834852435859,70.88853454589844,1490,0.04404296875,0.8364789187908173,0.00464229
62,910,57344,-252.56924429000003,421.34,28,0.0003,-0.6562409901060164,185.3480053126812,0.2,-0.003927771452435991,13.93348217010498,1500,0.0544921875,0.8134806007146835,0.00677213
