time/fps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/loss,train/explained_variance,train/clip_range,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/value_loss,train/learning_rate
557,-677.2330995555556,15,844.9722222222222,30720,55,7.542623043060303,0.7461038827896118,0.2,-0.7576140509918332,0.087841796875,-0.004192368416261161,0.007701453,1370,31.92359594553709,0.0003
565,-670.9409107692308,16,832.5128205128206,32768,57,8.279825210571289,0.8918164893984795,0.2,-0.767425617389381,0.09609375,-0.004096242476953194,0.007230751,1380,70.56642764359712,0.0003
570,-660.1248658809524,17,821.047619047619,34816,61,21.63345718383789,0.9305779486894608,0.2,-0.7549598891288042,0.049365234375,-0.0030513460013025908,0.0054257717,1390,54.05129134356976,0.0003
580,-650.8261683913043,18,794.5869565217391,36864,63,13.43261432647705,0.8785581663250923,0.2,-0.7364818818867207,0.04365234375,-0.0021181290152526345,0.0034257076,1400,97.03325195908546,0.0003
576,-646.7055024081634,19,790.3265306122449,38912,67,15.634510040283203,0.8179038017988205,0.2,-0.7906956197693944,0.1130859375,-0.002581300475867465,0.021908749,1410,43.60809650719166,0.0003
580,-634.1548579615386,20,769.5769230769231,40960,70,3.2115318775177,0.9505509361624718,0.2,-0.8070797897875309,0.061376953125,-0.003178239670523908,0.0062714163,1420,58.171901090443136,0.0003
570,-633.3722649285713,21,766.7857142857143,43008,75,26.104721069335938,0.8331683874130249,0.2,-0.8178732212632894,0.0361328125,-0.0016844767684233374,0.0039558723,1430,102.8137202501297,0.0003
568,-634.0864819310344,22,768.3793103448276,45056,79,3.92513370513916,0.9385251253843307,0.2,-0.809082530066371,0.12509765625,-0.00558581965015037,0.012358997,1440,69.4048948712647,0.0003
577,-611.9328793968252,23,745.1587301587301,47104,81,4.354711055755615,0.8985549584031105,0.2,-0.7898663781583309,0.081005859375,-0.004507684482086915,0.0075561707,1450,63.26270028054714,0.0003
586,-602.7857139253731,24,728.9701492537314,49152,83,69.85497283935547,0.8493228703737259,0.2,-0.7073713893070817,0.02802734375,-0.0016757867466367315,0.0028359168,1460,219.85348940491676,0.0003
585,-605.8333278405796,25,732.7826086956521,51200,87,16.20384407043457,0.8763019219040871,0.2,-0.7780274141579866,0.071728515625,-0.0026134841777093244,0.0062214653,1470,85.99734471440316,0.0003
587,-600.6741107916666,26,733.3333333333334,53248,90,2.2257542610168457,0.933106005191803,0.2,-0.8665352186188102,0.097216796875,-0.00359056560373574,0.007156462,1480,38.28826045095921,0.0003
592,-589.2948240263157,27,725.75,55296,93,10.41300106048584,0.9517381452023983,0.2,-0.7739924563094973,0.079638671875,-0.003537827270338312,0.005384375,1490,87.07920430600643,0.0003
589,-591.0504306794872,28,729.7179487179487,57344,97,4.562546253204346,0.9408331215381622,0.2,-0.7876747440546751,0.038037109375,-0.002047495864826487,0.0027239886,1500,103.14983552098275,0.0003
589,-587.1133448765431,29,730.4814814814815,59392,100,4.98277473449707,0.9662676267325878,0.2,-0.7347607564181089,0.0376953125,-0.0005631228144920897,0.0048257345,1510,57.21514141187072,0.0003
592,-582.4026718214285,30,721.8095238095239,61440,103,8.595892906188965,0.9408589005470276,0.2,-0.7613136159256101,0.0630859375,-0.0030654372480057646,0.008463666,1520,75.99485978260637,0.0003
598,-579.5821919090909,31,720.9431818181819,63488,106,53.874385833740234,0.8821754679083824,0.2,-0.8211060343310237,0.082958984375,-0.0052265612499468265,0.012224766,1530,92.21984272375703,0.0003
598,-573.1430942307693,32,717.6923076923077,65536,109,17.651243209838867,0.8125087916851044,0.2,-0.7475049570202827,0.030908203125,-0.001962575326979277,0.005319325,1540,187.0157353758812,0.0003
602,-568.4840830105264,33,706.5473684210526,67584,112,10.264328956604004,0.9645493999123573,0.2,-0.8009847573935985,0.09501953125,-0.004331061619450338,0.009531483,1550,59.08243231251836,0.0003
607,-563.1756230816327,34,707.8979591836735,69632,114,3.990447759628296,0.7000781893730164,0.2,-0.8323690639808774,0.056005859375,-0.0017584469394932966,0.0043617254,1560,159.9864775761962,0.0003
607,-562.0703849500001,35,705.79,71680,117,1.7303036451339722,0.9709675554186106,0.2,-0.7480639293789864,0.06142578125,-0.0008053255769482348,0.0069639655,1570,53.7624930717051,0.0003
612,-559.01259983,36,696.67,73728,120,4.840071201324463,0.9136010333895683,0.2,-0.7661988953128457,0.03046875,-0.00210406529440661,0.0056016752,1580,106.95752555131912,0.0003
614,-554.07806827,37,691.54,75776,123,7.064229965209961,0.9349508807063103,0.2,-0.7916934862732887,0.07197265625,-0.003776088038284797,0.005161185,1590,80.25107481479645,0.0003
616,-542.3151728,38,670.5,77824,126,3.1313607692718506,0.9597914516925812,0.2,-0.7878889020532369,0.112109375,-0.0028770168020855634,0.008741606,1600,38.31332216113806,0.0003
618,-534.7199311999999,39,661.33,79872,129,19.223955154418945,0.9071772918105125,0.2,-0.7886432360857725,0.071826171875,-0.002932149860134814,0.005156844,1610,94.27819685190916,0.0003
623,-536.82303277,40,659.41,81920,131,12.165499687194824,0.957361102104187,0.2,-0.7695955349132418,0.04501953125,-0.001839298255799804,0.006903315,1620,59.624436885118484,0.0003
625,-527.62566495,41,653.49,83968,134,127.05017852783203,0.3729248642921448,0.2,-0.8037621879950165,0.051416015625,-0.0034322880848776547,0.0063995756,1630,199.38791764080526,0.0003
628,-506.8026340899999,42,640.69,86016,136,42.37539291381836,0.7157562971115112,0.2,-0.7407048556953668,0.0373046875,-0.001676793744263705,0.00897047,1640,133.30128765404226,0.0003
629,-493.3860558,43,633.61,88064,139,30.218402862548828,0.7498550713062286,0.2,-0.7867301089689136,0.053173828125,-0.0017212640217621812,0.0034510987,1650,150.3111692070961,0.0003
634,-472.49615893999993,44,609.01,90112,142,230.77438354492188,0.9136419221758842,0.2,-0.6936431955546141,0.045703125,-0.0019456819492916111,0.0034481687,1660,114.03099299371243,0.0003
991,-102.34665433333333,1,516.0,2048,2,52.34252166748047,0.6787135601043701,0.2,-0.6826299784705043,0.05810546875,-0.0017465287579398136,0.0059051234,1670,176.50413402318955,0.0003
683,-52.46041819999999,2,709.6,4096,5,12.625374794006348,0.07731002569198608,0.2,-0.8044383607804775,0.138525390625,0.0015135386820475105,0.010008222,1680,248.75652014911174,0.0003
616,-40.74646457142857,3,792.5714285714286,6144,9,2.01690411567688,0.43206608295440674,0.2,-0.7797520168125629,0.124658203125,7.753590616630391e-05,0.0067690527,1690,12.106941683590412,0.0003
598,-43.73403522222222,4,814.5555555555555,8192,13,3.0462169647216797,0.3562867045402527,0.2,-0.8243536537513136,0.052001953125,-9.305974381277338e-05,0.004675559,1700,16.739601808786393,0.0003
620,-39.57024716666667,5,812.9166666666666,10240,16,5.816425800323486,0.23082244396209717,0.2,-0.791976042278111,0.04560546875,0.0009945297249942086,0.00269908,1710,58.661607932299376,0.0003
630,-41.274048,6,809.2666666666667,12288,19,3.476851224899292,0.332280695438385,0.2,-0.839631262794137,0.110205078125,-0.0031368275915156117,0.011516644,1720,76.01546491831542,0.0003
629,-52.13258055555556,7,777.6111111111111,14336,22,79.5841064453125,0.38154321908950806,0.2,-0.7684997769072652,0.10556640625,-0.001359837608470116,0.011309385,1730,73.63245118260383,0.0003
621,-42.37792025,8,799.85,16384,26,261.1589050292969,0.4067499041557312,0.2,-0.7858795395120979,0.02421875,-0.0008435106588876806,0.0033693705,1740,164.59762380868196,0.0003
599,-41.70073027272728,9,818.0454545454545,18432,30,4.83348274230957,0.7853859812021255,0.2,-0.7711256144568324,0.04462890625,0.0015411897576996126,0.0045198686,1750,11.736263771355151,0.0003
587,-36.99605208333333,10,833.2083333333334,20480,34,1.6351795196533203,0.8070088177919388,0.2,-0.8082885835319757,0.096630859375,-0.0027641865744953975,0.0063600605,1760,17.400913738459348,0.0003
584,-33.18114596153846,11,846.0384615384615,22528,38,1.9984296560287476,0.8424488753080368,0.2,-0.8297598104923963,0.063671875,-0.0017022344669385347,0.005473353,1770,9.982824209332467,0.0003
588,-35.52511768965517,12,838.2413793103449,24576,41,1.7958152294158936,0.8319650888442993,0.2,-0.7911023737862706,0.049853515625,-0.0011373129571438767,0.00492947,1780,11.180729153752328,0.0003
586,-35.496880000000004,13,831.25,26624,45,45.490699768066406,0.5422977209091187,0.2,-0.7823705181479454,0.062158203125,-0.004754882786073722,0.003670698,1790,85.58114561736583,0.0003
594,-38.43881523529412,14,825.9117647058823,28672,48,17.752655029296875,0.4635782837867737,0.2,-0.737166259624064,0.03876953125,-0.0009666824393207207,0.0040777335,1800,57.02006351798773,0.0003
590,-35.97867335135136,15,822.0,30720,52,113.8445816040039,0.8171709775924683,0.2,-0.7713735258206725,0.052587890625,0.00044468657579272987,0.0049490887,1810,45.133628609776494,0.0003
588,-35.30169453846155,16,831.1282051282051,32768,55,1.771413803100586,0.6609801948070526,0.2,-0.7344752622768282,0.03720703125,0.0018827746956958436,0.003623492,1820,49.20970216840506,0.0003
573,-36.76465323809524,17,828.5,34816,60,3.0603890419006348,0.7342955470085144,0.2,-0.7616057442501187,0.073828125,-0.0024696525040781127,0.005824378,1830,12.746679684892296,0.0003
568,-33.160027659090915,18,836.2954545454545,36864,64,52.033172607421875,0.5253520905971527,0.2,-0.7232648665085435,0.0431640625,0.0005692553379049059,0.0050438126,1840,65.91475920006633,0.0003
576,-37.34409306382979,19,826.3617021276596,38912,67,2.5211870670318604,0.5682500302791595,0.2,-0.6978031389415265,0.049267578125,-0.00043091608822578566,0.004826435,1850,20.970150730758906,0.0003
578,-37.5051096122449,20,820.3877551020408,40960,70,5.924313068389893,0.637842208147049,0.2,-0.794092471525073,0.08759765625,-0.0010631908902723809,0.0058513377,1860,64.09128490686416,0.0003
581,-36.93083976923077,21,819.0192307692307,43008,73,11.748370170593262,0.7524385452270508,0.2,-0.7248202487826347,0.0802734375,-0.0026597094802127685,0.005536733,1870,40.067268774658444,0.0003
583,-38.51778125925926,22,820.6111111111111,45056,77,22.79009437561035,0.6744847595691681,0.2,-0.7204831751063466,0.096142578125,-0.0027219368239457253,0.009047905,1880,97.50422603189945,0.0003
575,-30.808331928571427,23,825.7321428571429,47104,81,128.28683471679688,0.267681360244751,0.2,-0.659766073897481,0.051953125,-0.0036756845001946203,0.008990361,1890,91.20633703693747,0.0003
572,-31.44695381355932,24,829.3050847457627,49152,85,12.821187973022461,0.1881151795387268,0.2,-0.6350144447758794,0.03251953125,-0.0013070642744423822,0.0053156726,1900,57.68622548282146,0.0003
575,-32.714317409836056,25,832.2459016393443,51200,88,2.317049741744995,0.7805122286081314,0.2,-0.7369397439062595,0.096630859375,0.00024431074198218996,0.006398088,1910,43.6419173873961,0.0003
567,-33.661055234375006,26,828.296875,53248,93,13.969331741333008,0.589715838432312,0.2,-0.7230108454823494,0.070556640625,-0.0013482497415679973,0.005499169,1920,59.22379465550184,0.0003
566,-36.56810801470589,27,806.25,55296,97,3.295428991317749,0.7331098914146423,0.2,-0.7166953278705478,0.067822265625,-0.0018954273364215624,0.005655186,1930,39.252212322503325,0.0003
568,-37.801808361111114,28,795.3611111111111,57344,100,32.481666564941406,0.318925678730011,0.2,-0.6589907692745328,0.05703125,-0.002152037830092013,0.005270179,1940,149.72241767048837,0.0003
570,-38.27420712162163,29,792.4864864864865,59392,104,246.4275665283203,0.6808537840843201,0.2,-0.7035464353859424,0.038525390625,-0.0015720282048278023,0.0059009823,1950,84.52346016913653,0.0003
574,-41.735938782051285,30,777.6794871794872,61440,106,4.258213043212891,0.7808129042387009,0.2,-0.6980007061734795,0.060546875,-0.003516337528708391,0.007123395,1960,50.71683985516429,0.0003
579,-44.49377106097562,31,767.0853658536586,63488,109,59.063568115234375,0.6963521838188171,0.2,-0.6884107096120715,0.0505859375,0.0005484942426846829,0.0022115326,1970,107.52845616489648,0.0003
579,-46.07606226744186,32,759.2093023255813,65536,113,44.71849822998047,0.6162817776203156,0.2,-0.6619704140350222,0.049658203125,-0.004089619747537654,0.005178393,1980,139.95026158094407,0.0003
578,-45.10853219318182,33,763.5,67584,116,56.244102478027344,0.671418160200119,0.2,-0.6691566379740834,0.05234375,-0.0031451588882191574,0.0030726935,1990,94.97082172632217,0.0003
576,-46.06863878888889,34,764.2444444444444,69632,120,43.71492004394531,0.6247102916240692,0.2,-0.6739572491496801,0.069140625,-0.0010672736520064064,0.005248324,2000,69.66174984797836,0.0003
572,-45.40006421739131,35,768.6413043478261,71680,125,3.853161334991455,0.8904148116707802,0.2,-0.6944048248231411,0.09189453125,-0.0027038641455874313,0.0061764442,2010,19.959665032476188,0.0003
575,-46.86660251578949,36,766.1789473684211,73728,128,2.9021968841552734,0.6721798181533813,0.2,-0.6905939443036914,0.081201171875,0.00023622539010830222,0.0050370656,2020,48.9718989983201,0.0003
578,-46.63705201020408,37,767.6734693877551,75776,130,13.214900016784668,0.8088385164737701,0.2,-0.7076258627697826,0.056884765625,-0.0005736634691857034,0.003589262,2030,46.633627232909205,0.0003
576,-44.458998109999996,38,772.32,77824,135,2.7547547817230225,0.7161817848682404,0.2,-0.7025542983785271,0.05185546875,-0.00043747675081249324,0.0026551436,2040,46.2923518948257,0.0003
579,-45.18763720999999,39,773.03,79872,137,1.2734770774841309,0.630502462387085,0.2,-0.6814566621556878,0.1017578125,-0.0020170011805021202,0.0072297333,2050,25.424023216217755,0.0003
580,-46.71780007,40,766.43,81920,141,8.143087387084961,0.8235796540975571,0.2,-0.7032801562920212,0.046826171875,-0.002115580640383996,0.00428663,2060,68.81025659292936,0.0003
583,-47.26682903,41,760.51,83968,144,11.784372329711914,0.9308883473277092,0.2,-0.7087875103577972,0.060400390625,-0.0013947307568741962,0.006627142,2070,24.361788479983808,0.0003
586,-52.84524158,42,737.85,86016,146,29.745019912719727,0.7834168970584869,0.2,-0.6909392185509204,0.072021484375,-0.0007784449328028132,0.0124771735,2080,53.03371426165104,0.0003
587,-49.900147370000006,43,742.54,88064,149,62.76039505004883,0.776701807975769,0.2,-0.71222776286304,0.0369140625,-0.00023043719120323657,0.005944062,2090,100.06312891691923,0.0003
584,-49.240822390000005,44,751.28,90112,154,13.92170238494873,0.9174147546291351,0.2,-0.7085628954693675,0.04873046875,-0.001141789904795587,0.00568433,2100,19.426658859103917,0.0003
585,-50.81685917,45,749.91,92160,157,33.50639724731445,0.8501381129026413,0.2,-0.6474647348746657,0.098046875,-0.0016535602437215858,0.008426488,2110,34.956284023821354,0.0003
582,-49.9741217,46,749.91,94208,161,123.05378723144531,0.7952814847230911,0.2,-0.6916705766692758,0.08056640625,-0.002134971384657547,0.008751929,2120,40.62690960206091,0.0003
583,-50.715169370000005,47,742.65,96256,164,6.469662189483643,0.838543251156807,0.2,-0.6283938378095627,0.046923828125,-0.0015815941711480263,0.0053517944,2130,24.027050606906414,0.0003
584,-48.976123779999995,48,749.53,98304,168,20.077695846557617,0.5171282887458801,0.2,-0.6810988826677203,0.06181640625,-0.000316683315395494,0.004137704,2140,50.000175374001266,0.0003
585,-50.30650337,49,730.84,100352,171,2.55576753616333,0.8436066061258316,0.2,-0.6505973435938358,0.0609375,-0.00040471521351719274,0.0056599495,2150,23.757105343416335,0.0003
