time/fps,time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/loss,train/n_updates,train/approx_kl,train/entropy_loss,train/clip_fraction,train/explained_variance
1318,21,14,28672,151.53,-140.06399978,0.2,-0.007383672605647007,368.1650521039963,0.0003,178.53468322753906,130,0.012992665,-1.0914507489651442,0.068212890625,-0.011211037635803223
1284,23,15,30720,163.88,-137.98739665000002,0.2,-0.0050032125931465995,431.6942388534546,0.0003,107.4596939086914,140,0.0057432028,-1.040927716344595,0.032568359375,0.056532859802246094
1248,26,16,32768,172.18,-135.67265194,0.2,-0.009861698203894775,415.5994520187378,0.0003,175.57191467285156,150,0.009560852,-1.0998277109116317,0.09248046875,0.03384721279144287
1209,28,17,34816,192.01,-131.60606867,0.2,-0.007600370470754569,449.76645402908326,0.0003,127.8163070678711,160,0.008392662,-1.090718911960721,0.05107421875,0.04154926538467407
1188,31,18,36864,205.73,-128.2287115,0.2,-0.003267537736974191,345.88899552822113,0.0003,83.47985076904297,170,0.0050742505,-1.0661483727395535,0.032470703125,0.04932588338851929
1172,33,19,38912,220.84,-126.33918943999998,0.2,-0.005623251412180253,194.12795077562333,0.0003,92.9797134399414,180,0.0082357265,-1.0907030809670686,0.064208984375,0.05040067434310913
1165,35,20,40960,232.52,-119.67989871000002,0.2,-0.010076829783793073,211.41148047447206,0.0003,134.28256225585938,190,0.012104011,-1.0101527465507387,0.091064453125,0.0737767219543457
1137,37,21,43008,248.2,-120.15837008000003,0.2,-0.006261313522554701,226.58538427352906,0.0003,93.29328918457031,200,0.007608298,-1.0745460350066423,0.0529296875,0.07969647645950317
1113,40,22,45056,261.7,-117.40534575000001,0.2,-0.0104270844720304,191.0204484343529,0.0003,82.94606018066406,210,0.010485429,-1.1047101642936468,0.108935546875,0.1485537886619568
1094,43,23,47104,271.36,-114.91779688000003,0.2,-0.008488343520730269,233.9493511915207,0.0003,42.56406784057617,220,0.009277192,-1.054447216540575,0.056689453125,0.17083579301834106
1084,45,24,49152,290.0,-110.54885777999999,0.2,-0.008130182243621675,156.93510980606078,0.0003,37.94694137573242,230,0.009517886,-0.9977238768711686,0.07958984375,0.220913827419281
1071,47,25,51200,307.48,-107.15798339999999,0.2,-0.0075088307465193795,236.49083963632583,0.0003,99.92097473144531,240,0.011173564,-0.9835966821759939,0.130712890625,0.15547418594360352
1052,50,26,53248,322.02,-112.42362837,0.2,-0.005679862489341758,92.89679140150547,0.0003,27.828432083129883,250,0.009142532,-1.121429855376482,0.114501953125,0.5091065764427185
1039,53,27,55296,339.95,-108.22311334,0.2,-0.008998336634977021,135.9616259932518,0.0003,21.325456619262695,260,0.01256843,-1.091371914371848,0.132763671875,0.1533316969871521
1021,56,28,57344,357.13,-103.61587777000003,0.2,-0.010866354500467423,113.31355467438698,0.0003,108.6636962890625,270,0.005478449,-1.0222186213359237,0.030859375,0.29249829053878784
992,59,29,59392,367.34,-101.43094096,0.2,-0.009907995690446115,101.68122559785843,0.0003,24.941991806030273,280,0.011050008,-1.0634831216186285,0.138427734375,0.44677191972732544
