rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/entropy_loss,train/explained_variance,train/learning_rate,train/clip_range,train/value_loss,train/policy_gradient_loss,train/n_updates,train/clip_fraction,train/approx_kl,train/loss
-1.047976480000002,798.94,748,63,172,129024,-0.7927265072241425,0.39297741651535034,0.0003,0.2,157.66455574333668,-0.004306633877422428,620,0.04833984375,0.0071929004,254.43482971191406
0.8166052399999967,785.61,749,64,174,131072,-0.9278158655390143,0.7106316983699799,0.0003,0.2,104.43259988427162,-0.005837515634630109,630,0.10458984375,0.009008866,121.5740966796875
2.4084381199999982,784.96,750,65,177,133120,-0.8583353025838732,0.6461664736270905,0.0003,0.2,149.00425745099784,-0.00389767930500966,640,0.05166015625,0.007124917,64.32950592041016
4.05693525,787.57,747,66,180,135168,-0.8944936554878951,0.6328193247318268,0.0003,0.2,112.47648040354252,-0.0040578877480584195,650,0.070361328125,0.0055382,27.31914710998535
7.25145324,777.93,743,67,184,137216,-0.9211126247420907,0.7296496629714966,0.0003,0.2,51.23422692418099,-0.004292491886735661,660,0.046923828125,0.004512496,3.1805460453033447
7.205014960000001,770.55,744,68,187,139264,-0.9046118864789605,0.4426587224006653,0.0003,0.2,136.3580625116825,-0.0013441527968097943,670,0.062353515625,0.0043278784,26.463735580444336
6.542247830000001,767.89,743,69,189,141312,-0.8858584491536021,0.7324590981006622,0.0003,0.2,79.01476633250714,-0.005412500644888496,680,0.1080078125,0.006919325,22.484378814697266
8.394254040000002,759.02,742,70,192,143360,-0.786398771032691,0.38930922746658325,0.0003,0.2,212.10147255957128,-0.004455504205907346,690,0.088720703125,0.010545647,25.944307327270508
8.73683395,746.58,740,71,196,145408,-0.8118433158844709,0.7024171948432922,0.0003,0.2,60.27634300887585,-0.002911175241388264,700,0.053466796875,0.006743674,25.317646026611328
8.70719841,746.58,738,72,199,147456,-0.7523643264546991,0.47150129079818726,0.0003,0.2,158.87224629819394,-0.0020278294949093835,710,0.038671875,0.0027194954,167.03048706054688
7.997115,727.31,739,73,202,149504,-0.9496454192325473,0.9048488140106201,0.0003,0.2,23.467738738656045,-0.0054971085071883865,720,0.117822265625,0.010841932,2.9322361946105957
7.2910463100000005,712.04,738,74,205,151552,-0.8257656889036298,0.5500488579273224,0.0003,0.2,219.56798062324523,-0.004192721119034104,730,0.04208984375,0.005064113,174.12408447265625
1.3232492199999983,671.34,741,75,207,153600,-0.6673336347565055,0.5867297053337097,0.0003,0.2,152.09777333140374,-0.002490578207289218,740,0.0443359375,0.006330784,19.349258422851562
-2.3285864899999993,640.13,742,76,209,155648,-0.8062164781615138,0.6862166821956635,0.0003,0.2,326.16800783872606,-0.002250337209261488,750,0.022509765625,0.003837473,102.0092544555664
-1.4207528399999987,629.16,741,77,212,157696,-0.7833444472402334,0.7780475169420242,0.0003,0.2,216.97166419029236,-0.0019906363566406073,760,0.02109375,0.0033797524,38.145729064941406
-1.2641070899999993,631.99,742,78,215,159744,-0.7517587929964066,0.8624070733785629,0.0003,0.2,90.5248834118247,-9.650763968238606e-06,770,0.03681640625,0.0039229756,4.299221992492676
-1.5925744399999997,630.26,743,79,217,161792,-0.8667731111869216,0.7971074283123016,0.0003,0.2,59.28356569111347,-0.004638611702830531,780,0.10166015625,0.006847874,41.634521484375
-3.2526528099999994,613.19,745,80,219,163840,-0.8553448403254151,0.8803015872836113,0.0003,0.2,57.20451180711389,-0.002186444062681403,790,0.08466796875,0.005953729,36.31074523925781
-2.64780326,619.71,744,81,222,165888,-0.8469860117882491,0.7978611290454865,0.0003,0.2,174.44337086081504,-0.002104480098205386,800,0.0240234375,0.00257579,53.9598388671875
-0.31829837999999827,615.61,742,82,226,167936,-0.9037617487832904,0.9037765115499496,0.0003,0.2,19.87422721758485,-0.006717877773189685,810,0.161474609375,0.01109169,2.7354981899261475
-3.7743661399999993,600.29,742,83,229,169984,-0.8917430773377418,0.6870464086532593,0.0003,0.2,130.0340433754027,-0.0008842759410981671,820,0.053125,0.0030987374,5.658644199371338
-10.356284190000002,584.38,743,84,231,172032,-0.9145561346784234,0.779362678527832,0.0003,0.2,116.45416788160802,-0.0004154856280365493,830,0.03583984375,0.0050272434,18.103578567504883
-11.661098090000001,584.13,743,85,234,174080,-0.850635570846498,0.8517155945301056,0.0003,0.2,108.5016010940075,-0.0018775720571284182,840,0.048974609375,0.0056552584,18.80681037902832
-22.352491189999995,569.98,743,86,236,176128,-0.8212893005460501,0.6675208210945129,0.0003,0.2,222.3949597775936,-0.0011801929511420894,850,0.022119140625,0.0057885703,195.4468231201172
-27.184929739999998,570.92,741,87,240,178176,-0.9379884377121925,0.8212746679782867,0.0003,0.2,133.3337636768818,-0.0008285383984912187,860,0.060693359375,0.0060436567,28.660259246826172
-23.334247769999994,570.86,738,88,243,180224,-0.800630290992558,0.8380104005336761,0.0003,0.2,82.34284192025662,-0.0024896039089071565,870,0.09052734375,0.007770396,10.71388053894043
-25.980846210000003,567.57,738,89,246,182272,-0.8111094059422612,0.6009850203990936,0.0003,0.2,218.05696655511855,-0.0029272984495037234,880,0.10390625,0.01018228,70.86001586914062
-25.763829819999998,572.96,738,90,249,184320,-0.8219973787665367,0.8293502181768417,0.0003,0.2,99.47495523393154,-0.0012917736159579363,890,0.03642578125,0.0033905623,25.275432586669922
-27.722606989999996,562.77,740,91,251,186368,-0.6760859590023756,0.5988718569278717,0.0003,0.2,188.32900102734567,-0.0016140980675118043,900,0.065673828125,0.0037501063,87.97608184814453
-30.12826315,560.37,741,92,254,188416,-0.8771769676357508,0.7348400056362152,0.0003,0.2,161.4282860070467,-0.0031585644072038123,910,0.066162109375,0.0064553237,83.74434661865234
-32.11670119,560.23,742,93,256,190464,-0.9337485926225781,0.7953192889690399,0.0003,0.2,90.36195779591799,0.001149726864969125,920,0.086328125,0.0045737163,44.41738510131836
-31.865132749999994,559.65,740,94,260,192512,-0.9233397414907814,0.8474016785621643,0.0003,0.2,58.98432586863637,-0.0010064101345051313,930,0.0580078125,0.004102947,3.188598871231079
-33.67943991,558.5,739,95,263,194560,-0.8628970568999648,0.705310732126236,0.0003,0.2,90.10415748432278,-0.0012203111458802597,940,0.121435546875,0.012487646,34.15685272216797
-34.6319097,554.96,740,96,265,196608,-0.8653397412970663,0.7762411385774612,0.0003,0.2,90.87308210581541,-0.0023619680854608306,950,0.070947265625,0.008228108,28.431373596191406
-41.40611325999999,540.73,741,97,267,198656,-0.796096334606409,0.7830647230148315,0.0003,0.2,127.5582334369421,-0.005974673533273744,960,0.05087890625,0.0067991875,26.17998695373535
-42.083903580000005,525.46,742,98,270,200704,-0.8430607946589589,0.7562483847141266,0.0003,0.2,212.41522513628007,-0.0038554489896341694,970,0.07578125,0.0058781505,76.5077896118164
-40.25553089,532.01,742,99,273,202752,-0.8267183560878039,0.8501410484313965,0.0003,0.2,73.41338706165553,-0.006828841897367965,980,0.088671875,0.010807492,40.69481658935547
-41.92895504,533.67,741,100,276,204800,-0.7508236456662416,0.7036083936691284,0.0003,0.2,121.91927659213543,-0.0032478962042659988,990,0.05380859375,0.006654702,33.05825424194336
-38.94279415,544.68,742,101,278,206848,-0.7605825122445822,0.6978205144405365,0.0003,0.2,89.94357683956623,-0.002488605334292515,1000,0.06435546875,0.006727876,67.13961029052734
-35.33486052999999,554.43,741,102,281,208896,-0.8265084892511367,0.7481687664985657,0.0003,0.2,139.3555057823658,-0.002229429504222935,1010,0.0392578125,0.0033329802,12.947771072387695
-33.49539422,570.38,737,103,286,210944,-0.8710807930678129,0.7928792983293533,0.0003,0.2,50.6620609857142,0.00023887714196462183,1020,0.058837890625,0.0052966345,6.084967613220215
-30.69476238,575.63,736,104,289,212992,-0.8791012264788151,0.7390842139720917,0.0003,0.2,127.41113132834434,-0.001364171972090844,1030,0.047705078125,0.004585823,83.2850112915039
-28.679129220000004,581.34,736,105,291,215040,-0.8543272333219647,0.713337630033493,0.0003,0.2,87.99288299679756,-0.003263344778679311,1040,0.088916015625,0.008528449,59.60723876953125
-33.79729083,572.53,737,106,294,217088,-0.7367506070062518,0.8105615377426147,0.0003,0.2,135.20352979898453,-0.0033585337303520648,1050,0.045458984375,0.004932154,29.77513885498047
-29.96067176,570.96,737,107,297,219136,-0.8941378312185406,0.884211964905262,0.0003,0.2,67.7643405765295,-0.006865610746172024,1060,0.11103515625,0.009768176,51.013912200927734
-28.3136971,582.39,736,108,300,221184,-0.8688554599881172,0.7899118959903717,0.0003,0.2,104.23313658386469,-0.005045757578409393,1070,0.062255859375,0.0062251133,3.5762064456939697
-29.088174879999997,571.85,737,109,302,223232,-0.7265261385589838,0.6667267680168152,0.0003,0.2,103.71826609224081,-0.0018858799074223497,1080,0.037744140625,0.004459695,5.500010013580322
-30.372172289999995,580.14,734,110,306,225280,-0.8334305567666889,0.7354968786239624,0.0003,0.2,144.0646721869707,-0.0018287894250534008,1090,0.043115234375,0.003741181,346.6793518066406
-29.71786243,579.66,736,111,308,227328,-0.8939523603767157,0.8456107079982758,0.0003,0.2,57.29423028975725,-0.00733162115830055,1100,0.149560546875,0.008920732,4.754671573638916
-23.06618725,586.86,736,112,311,229376,-0.8002331521362066,0.8007506728172302,0.0003,0.2,125.89844448566437,-0.0027074134202848656,1110,0.051513671875,0.0036901892,12.306936264038086
-19.777706329999997,589.72,737,113,313,231424,-0.7459666196256876,0.7402681112289429,0.0003,0.2,90.53482425808906,-0.003999444139117259,1120,0.14580078125,0.012624887,5.104420185089111
-13.39181688,589.52,738,114,316,233472,-0.7686886617913842,0.6272290945053101,0.0003,0.2,159.17217929959298,-0.002321255227434449,1130,0.077978515625,0.0059909634,40.06430435180664
-8.29058667,599.84,739,115,318,235520,-0.5596362933516502,0.6955161392688751,0.0003,0.2,227.72402193546296,-0.002988287557673175,1140,0.0244140625,0.0035093727,94.03507232666016
-7.584996259999997,582.99,740,116,320,237568,-0.6501712266355753,0.7341994643211365,0.0003,0.2,81.53662508279085,-0.0007279366975126323,1150,0.051171875,0.0105584115,43.93190002441406
-6.224387369999997,584.79,740,117,323,239616,-0.6825347889214755,0.4999551773071289,0.0003,0.2,303.5022378802299,-0.0005552382179303094,1160,0.026611328125,0.004620486,186.8805389404297
-6.058783339999999,578.59,741,118,325,241664,-0.708067374303937,0.7657957971096039,0.0003,0.2,127.41542309373617,-0.0036196269487845712,1170,0.0666015625,0.0034233546,20.36944580078125
-4.027357299999998,582.94,741,119,328,243712,-0.8292748525738716,0.7285847961902618,0.0003,0.2,124.78122903555632,-0.003769230915349908,1180,0.044921875,0.0072758133,11.596553802490234
-2.472497449999999,580.74,742,120,330,245760,-0.7390087846666574,0.6898461282253265,0.0003,0.2,165.26710557341576,-0.003792841280665016,1190,0.076953125,0.0075101694,60.98237609863281
2.0452081200000007,583.49,743,121,333,247808,-0.7004779104143382,0.7762533128261566,0.0003,0.2,49.194801955670115,0.0008059488282015081,1200,0.093310546875,0.0044862498,4.2715349197387695
-3.263812330000001,564.69,743,122,335,249856,-0.7197279550135136,0.4541283845901489,0.0003,0.2,206.42014597952365,-0.0022336583726428215,1210,0.044873046875,0.009892034,41.025184631347656
0.3775470099999991,568.04,744,123,338,251904,-0.795652741752565,0.8064806014299393,0.0003,0.2,154.8669019460678,-0.002007076601148583,1220,0.048876953125,0.0063320547,22.037052154541016
-89.528,409.0,1171,1,1,2048,-0.7849008725956083,0.7345114350318909,0.0003,0.2,165.46223455518484,-0.001424911557114683,1230,0.0267578125,0.005274873,14.709122657775879
-83.315,394.1,1044,2,3,4096,-0.8673482505604625,0.7188521325588226,0.0003,0.2,136.15058412849902,-0.004900585056748241,1240,0.12568359375,0.013952674,49.3265266418457
-35.208124999999995,379.75,993,3,6,6144,-0.6987199500203133,0.6896366775035858,0.0003,0.2,139.68629783391953,-0.001000730932719307,1250,0.03955078125,0.004479043,63.612701416015625
