time/iterations,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/approx_kl,train/entropy_loss,train/explained_variance,train/clip_range,train/n_updates,train/loss,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/clip_fraction
22,442.53,45056,925,-199.06347397000002,48,0.0046283165,-0.7195697620511055,0.8047450631856918,0.2,1440,15.576404571533203,0.0003,-0.0024256102165963966,251.55083705186843,0.022900390625
23,443.1,47104,930,-195.44452599,50,0.006210006,-0.6465875897556543,0.8896650075912476,0.2,1450,7.705231189727783,0.0003,-0.0021419590746518226,69.19556115269661,0.081884765625
24,442.91,49152,934,-192.37833688999999,52,0.0023886831,-0.6448207402601838,0.8649085313081741,0.2,1460,17.21644401550293,0.0003,-0.0013299600646860198,99.98270190954209,0.023974609375
25,442.05,51200,930,-189.8316076,55,0.014567344,-0.6274433126673102,0.8902934417128563,0.2,1470,1.9034615755081177,0.0003,-0.0015644754370441661,80.701093493402,0.078271484375
26,437.13,53248,935,-186.11016514000002,56,0.005228444,-0.6006545706652104,0.9092942848801613,0.2,1480,211.03591918945312,0.0003,-0.004051730177161516,77.81169044449925,0.04443359375
27,432.25,55296,941,-187.24051455,58,0.010247132,-0.6920241121202707,0.8580349385738373,0.2,1490,444.8489074707031,0.0003,-0.004313808663573582,189.1937395915389,0.115478515625
28,425.26,57344,946,-189.13534031999995,60,0.0035123809,-0.6826462674885988,0.7635142952203751,0.2,1500,31.168550491333008,0.0003,-0.002379303172347136,280.2493198096752,0.022802734375
29,424.18,59392,945,-184.52048996000002,62,0.004898485,-0.6898303925991058,0.8330976665019989,0.2,1510,69.75189208984375,0.0003,-0.0016252566638286225,192.04827657043933,0.03095703125
30,419.57,61440,949,-182.60652864000002,64,0.0047497014,-0.640265423618257,0.7945593893527985,0.2,1520,30.93454360961914,0.0003,-0.0022584436046599876,119.05169367790222,0.032177734375
31,412.07,63488,950,-177.87320271000002,66,0.0036647355,-0.605210243165493,0.8570704162120819,0.2,1530,18.621885299682617,0.0003,-0.004147367788391421,147.9571567684412,0.050146484375
32,388.8,65536,954,-169.51866976999997,68,0.0054292292,-0.6119865166954697,0.8209785223007202,0.2,1540,15.110876083374023,0.0003,-0.004968772280335543,133.96188913583757,0.054931640625
33,370.37,67584,958,-161.98215783999999,70,0.004702014,-0.6489742318168282,0.8084089308977127,0.2,1550,25.852481842041016,0.0003,-0.0026375983106845524,205.47309952378274,0.0572265625
34,370.32,69632,961,-156.87681998,72,0.012416333,-0.6089130860753358,0.8676312267780304,0.2,1560,12.504898071289062,0.0003,-0.004107272730834666,170.18116514086722,0.131689453125
35,361.59,71680,967,-154.24994446999997,74,0.006165535,-0.6147262886166572,0.8019423186779022,0.2,1570,21.783235549926758,0.0003,-0.002401626096252585,210.20156787633897,0.04736328125
36,351.45,73728,969,-148.08572792,76,0.0045023384,-0.5731637292541564,0.8072411566972733,0.2,1580,249.02513122558594,0.0003,-0.002633072442404227,231.50617004930973,0.072509765625
37,340.52,75776,973,-142.55423369,77,0.004501006,-0.537125906534493,0.6800885498523712,0.2,1590,110.96023559570312,0.0003,-0.0062048748943198005,231.07568680346012,0.04013671875
38,319.57,77824,978,-136.50717502,79,0.0057633626,-0.5989562561735511,0.8141330033540726,0.2,1600,12.554420471191406,0.0003,-0.001279921317109256,204.58654210567474,0.09111328125
39,305.9,79872,982,-139.5339124,81,0.004056503,-0.6452268728986382,0.8399578034877777,0.2,1610,27.530597686767578,0.0003,-0.0025447620784689205,186.3548225104809,0.044091796875
40,293.0,81920,986,-136.42766628,83,0.005396996,-0.6404753094539046,0.8094433099031448,0.2,1620,56.119178771972656,0.0003,-0.002472881430730922,275.72738192677497,0.05322265625
41,288.72,83968,990,-129.12043740999997,84,0.0036097602,-0.6031981110572815,0.7649188935756683,0.2,1630,48.365299224853516,0.0003,-0.0014368918127729557,264.17669520378115,0.03056640625
42,288.28,86016,990,-123.02238731999999,86,0.0049990793,-0.5367822130210698,0.5833350419998169,0.2,1640,110.74093627929688,0.0003,-0.002165372267336352,390.6745887875557,0.045849609375
43,279.64,88064,995,-123.82024000999999,88,0.01175428,-0.6072836878709496,0.819377988576889,0.2,1650,39.03752899169922,0.0003,-0.0018543942205724306,98.26619899868965,0.122509765625
44,265.78,90112,999,-119.81831812000001,90,0.003896402,-0.5931326249614358,0.5374945998191833,0.2,1660,153.5018310546875,0.0003,-0.0026218938684905877,525.3172717809678,0.02119140625
45,270.74,92160,1000,-118.67681176,92,0.010019104,-0.6010962426662445,0.7902499139308929,0.2,1670,221.1551971435547,0.0003,-0.005524079164752038,247.80074179768562,0.08564453125
46,267.66,94208,1004,-120.63141021,93,0.010957116,-0.6421314928680658,0.6568252444267273,0.2,1680,17.561555862426758,0.0003,-0.0030554418874089604,113.20779839456081,0.105712890625
47,264.81,96256,1007,-118.1325993,95,0.003030153,-0.5885170328430831,0.7879953384399414,0.2,1690,17.948579788208008,0.0003,-0.0016840825977851638,281.14739696383475,0.0404296875
48,269.81,98304,1010,-120.67190404000003,97,0.014211779,-0.5752637430094183,0.6618763506412506,0.2,1700,522.8558349609375,0.0003,-0.0019946035699831555,223.4954069033265,0.07939453125
49,278.49,100352,1002,-123.58893475999999,100,0.004944786,-0.5949458681978286,0.7885043919086456,0.2,1710,122.93421936035156,0.0003,-0.003653358383962768,273.18495960235595,0.0701171875
