time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/fps,train/approx_kl,train/value_loss,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/entropy_loss,train/clip_range,train/clip_fraction,train/learning_rate,train/loss
6144,7,-525.67,609.2,3,826,0.01432891,97.28369930535555,1250,0.7268374264240265,-0.004422224225709215,-0.8753537911921739,0.2,0.160107421875,0.0003,4.0696024894714355
8192,9,-446.58,542.2,4,862,0.008672888,79.87697668522597,1260,0.3590608835220337,-2.236131185782142e-05,-0.877328484877944,0.2,0.060009765625,0.0003,5.044094562530518
10240,11,-403.31499999999994,510.15,5,891,0.0069536557,118.61602094769478,1270,0.5412334501743317,-0.001651899925491307,-0.77438805103302,0.2,0.06513671875,0.0003,33.28874588012695
12288,13,-385.95625,496.3333333333333,6,895,0.0043063583,163.55930522084236,1280,0.633664608001709,-0.001642958440061193,-0.6537355665117502,0.2,0.023876953125,0.0003,52.690059661865234
14336,16,-391.9537037037037,512.1481481481482,7,880,0.0018521225,109.07916858792305,1290,0.6884706914424896,-0.0010507786071684677,-0.7960728203877807,0.2,0.011474609375,0.0003,56.91051483154297
16384,18,-392.6532258064516,514.3870967741935,8,881,0.0046388553,50.321329553425315,1300,0.8540094941854477,-0.0028242308297194542,-0.8137451047077775,0.2,0.0412109375,0.0003,17.923166275024414
18432,21,-393.3060606060606,543.8181818181819,9,857,0.006097097,47.14708057194948,1310,0.9166998192667961,-0.004305157454655273,-0.8254276862367987,0.2,0.093115234375,0.0003,31.264577865600586
20480,23,-384.51250000000005,555.75,10,853,0.007867095,11.395309571735561,1320,0.9865273125469685,0.0013183751958422362,-0.6792929915711283,0.2,0.092431640625,0.0003,0.40474748611450195
22528,26,-375.96538461538466,562.3333333333334,11,855,0.0064885626,36.62102749720216,1330,0.9767996110022068,-0.003118674794677645,-0.7018879117444158,0.2,0.044775390625,0.0003,6.313460350036621
24576,28,-369.04886363636365,547.25,12,857,0.0068692975,50.109523478150365,1340,0.9652225077152252,-0.0020154782163444907,-0.6995418302714824,0.2,0.0517578125,0.0003,8.331063270568848
26624,30,-362.7561224489796,538.1020408163265,13,863,0.006558102,61.940440671145915,1350,0.9501368142664433,-0.002367071666958509,-0.7821563079953193,0.2,0.064892578125,0.0003,76.0442886352539
28672,33,-359.49056603773585,532.1320754716982,14,860,0.0087442845,44.38397999256849,1360,0.9699425660073757,-0.003958990527462447,-0.8009405290707946,0.2,0.081982421875,0.0003,6.160693168640137
30720,35,-363.38571428571424,545.6071428571429,15,857,0.005768581,40.50288126692176,1370,0.9652768038213253,-0.0027614239166723563,-0.8058341411873698,0.2,0.0619140625,0.0003,16.481788635253906
32768,38,-356.36803278688524,534.7213114754098,16,860,0.005008176,55.923155115544795,1380,0.9694949798285961,-0.0028773644495231564,-0.6785294571891427,0.2,0.0412109375,0.0003,8.057811737060547
34816,40,-352.8310606060606,520.5151515151515,17,865,0.00675942,41.71262359023094,1390,0.9706559777259827,-0.0016557615912461189,-0.8100042613223195,0.2,0.080712890625,0.0003,10.034021377563477
36864,42,-351.9042857142858,525.8285714285714,18,866,0.00878351,25.0860996581614,1400,0.9751200508326292,-0.002710248604125809,-0.8548215417191386,0.2,0.093896484375,0.0003,2.643490791320801
38912,44,-351.08333333333326,515.8,19,869,0.021214921,20.95647143125534,1410,0.9874395504593849,-0.002485462531330995,-0.6947308430448175,0.2,0.107275390625,0.0003,2.4364473819732666
40960,47,-347.638125,507.775,20,867,0.003649442,55.703206883370875,1420,0.9509920366108418,-0.0019221466332965064,-0.8470981104299427,0.2,0.07099609375,0.0003,20.04004669189453
43008,49,-349.3952380952381,507.6904761904762,21,873,0.009567935,33.7834714949131,1430,0.9777148142457008,-0.0019478355301544071,-0.793887734413147,0.2,0.082177734375,0.0003,16.317842483520508
45056,51,-341.747191011236,503.9550561797753,22,875,0.0055059977,154.63537142276763,1440,0.901389941573143,-0.007042834215826588,-0.7254665799438953,0.2,0.04833984375,0.0003,262.0771789550781
47104,53,-331.46736842105264,492.8315789473684,23,882,0.008737221,54.39441179931164,1450,0.972465617582202,-0.00307839399392833,-0.7359133766964078,0.2,0.082080078125,0.0003,16.620864868164062
