rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/clip_range,train/loss,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/clip_fraction,train/learning_rate,train/value_loss,train/entropy_loss
-379.94199439000005,494.64,26,2004,53248,26,0.2,5.987105846405029,0.6990273892879486,-0.0027598846521868837,1480,0.012740966,0.09765625,0.0003,94.43946468234063,-0.8322369495406747
-371.28165781,485.69,27,2006,55296,27,0.2,11.200668334960938,0.8740465342998505,-0.001320851670607226,1490,0.0035042097,0.0375,0.0003,115.61360560059548,-0.7483111683279275
-366.20713427999993,475.75,28,2008,57344,28,0.2,105.28948211669922,0.7280844449996948,-0.00870710194503772,1500,0.026404168,0.074755859375,0.0003,211.59524230360984,-0.6636787386611104
-365.79602675999996,477.09,29,2011,59392,29,0.2,48.364532470703125,0.855922058224678,-0.003557372378054424,1510,0.0061948863,0.07294921875,0.0003,133.71303523778914,-0.818896348029375
-367.0051592399999,474.0,30,2013,61440,30,0.2,32.65262222290039,0.9168481975793839,-0.0014298254587629343,1520,0.0038833404,0.039794921875,0.0003,93.49230980426073,-0.7384813433513046
-364.84857887,466.8,31,2015,63488,31,0.2,10.027132034301758,0.8500008136034012,-0.0015208666620310396,1530,0.008832996,0.06689453125,0.0003,119.26567311882972,-0.8066016664728523
-363.6233003599999,460.47,32,2018,65536,32,0.2,42.114418029785156,0.7672761529684067,-0.0026473048543266486,1540,0.009534119,0.08125,0.0003,218.03796290159227,-0.749094651825726
-367.97235543000005,445.27,33,2020,67584,33,0.2,175.0550079345703,0.9336923658847809,-0.003968931190320291,1550,0.0073989592,0.094384765625,0.0003,89.68626032173634,-0.751624109968543
-366.45692862000004,439.23,34,2022,69632,34,0.2,14.556331634521484,0.8935219347476959,-0.004826221262919717,1560,0.006461829,0.066357421875,0.0003,111.88874984383583,-0.7303745003417135
-357.2810378699999,434.2,35,2024,71680,35,0.2,19.825422286987305,0.9005810990929604,-0.002749611758918036,1570,0.0052710893,0.075244140625,0.0003,105.71202836036682,-0.6888031803071499
-351.6518966699999,423.5,36,2026,73728,36,0.2,38.30426025390625,0.7813562601804733,-0.002888248224189738,1580,0.00275581,0.0396484375,0.0003,215.506465870142,-0.702445862442255
-345.74079510999997,417.13,37,2028,75776,37,0.2,19.771236419677734,0.9617173224687576,-0.00357954433420673,1590,0.008687344,0.065625,0.0003,86.36102754473686,-0.6582465555518866
-336.13831763,414.81,38,2030,77824,38,0.2,19.37529945373535,0.771744430065155,-0.0009712347229651642,1600,0.0038113887,0.0333984375,0.0003,203.5175259232521,-0.6677520146593452
-322.23740424000005,406.22,39,2032,79872,39,0.2,50.03766632080078,0.8679125010967255,-0.005002075714583043,1610,0.0061430037,0.05234375,0.0003,209.31871643662453,-0.7381668899208307
-316.92377518,402.76,40,2035,81920,40,0.2,96.36557006835938,0.8103764951229095,-0.0014889255115122068,1620,0.008784952,0.058544921875,0.0003,224.06364961862565,-0.6985562767833471
-294.62708255,389.04,41,2037,83968,41,0.2,39.96369552612305,0.8950025737285614,-0.0023563351991469973,1630,0.004851837,0.037158203125,0.0003,138.58810018002987,-0.6680191608145833
-288.36831188,388.03,42,2039,86016,42,0.2,32.48094940185547,0.8513289541006088,-0.002318866986024659,1640,0.011056478,0.097119140625,0.0003,168.43166363239288,-0.6569590318948031
-291.67861322,387.74,43,2041,88064,43,0.2,183.1978302001953,0.8947314247488976,-0.0019036339050217065,1650,0.004257055,0.0392578125,0.0003,169.66645339131355,-0.6481936231255532
-283.07881790999994,387.96,44,2043,90112,44,0.2,132.50218200683594,0.81809301674366,-0.0049500045039167166,1660,0.008002801,0.06669921875,0.0003,212.18671493828296,-0.6134312535636127
-278.0147887,379.14,45,2045,92160,45,0.2,57.18224334716797,0.7437684535980225,-0.003991897566447733,1670,0.0047842376,0.040185546875,0.0003,215.50049013495445,-0.7085360052064061
-274.09490862,379.51,46,2047,94208,46,0.2,57.489173889160156,0.7624518126249313,-0.00374100552580785,1680,0.005470019,0.03662109375,0.0003,218.17015541791915,-0.716413876786828
-271.06523581,373.25,47,2049,96256,46,0.2,29.545310974121094,0.7904236763715744,-0.0018118454769137315,1690,0.0057466757,0.06259765625,0.0003,188.29839864969253,-0.7320705767720938
-262.74832444,368.69,48,2051,98304,47,0.2,190.86875915527344,0.8301544636487961,-0.003100936177361291,1700,0.0057477164,0.064404296875,0.0003,174.85072724223136,-0.7223695987835527
-259.0738292799999,361.44,49,2053,100352,48,0.2,16.64044952392578,0.8777965679764748,-0.0032668015352101064,1710,0.008819349,0.0869140625,0.0003,180.28613397479057,-0.7109195554628969
