rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/clip_range,train/loss,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/clip_fraction,train/learning_rate,train/value_loss,train/entropy_loss
-140.23651221,138.39,13,3972,26624,6,0.2,98.89966583251953,5.0067901611328125e-05,-0.00057058353049797,120,0.0044677365,0.004296875,0.0003,371.319588804245,-1.1695850253105164
-138.04094416,148.22,14,3974,28672,7,0.2,150.5094757080078,4.363059997558594e-05,-0.006090903229778633,130,0.0149711985,0.1224609375,0.0003,391.991162443161,-1.1337098829448222
-136.25529665000002,156.29,15,4021,30720,7,0.2,293.7203063964844,-1.1205673217773438e-05,-0.005950130755081773,140,0.010154183,0.113623046875,0.0003,355.6379856586456,-1.1331760883331299
-134.25592808,168.09,16,4023,32768,8,0.2,196.7222442626953,-0.00036966800689697266,-0.00630725602095481,150,0.012685288,0.12783203125,0.0003,559.9208836555481,-1.0439515981823206
-132.99134403,182.02,17,4026,34816,8,0.2,148.90829467773438,6.616115570068359e-06,-0.004054016862210119,160,0.0081677195,0.048046875,0.0003,574.4664169311524,-1.0915734764188527
-127.36372874999998,193.42,18,4028,36864,9,0.2,319.9349365234375,0.00021606683731079102,-0.0020595366317138542,170,0.0048929136,0.00888671875,0.0003,435.37611839771273,-1.1319323379546404
-123.43662336,212.35,19,4032,38912,9,0.2,83.0787353515625,0.028051674365997314,-0.0058227098517818375,180,0.0049046115,0.02158203125,0.0003,242.34125909805297,-1.0752171766012908
-117.31110461999998,227.68,20,4034,40960,10,0.2,33.10712814331055,0.18468701839447021,-0.004949236406537239,190,0.0070075803,0.0287109375,0.0003,107.79559243917465,-1.0968912798911332
-117.5280542,234.19,21,4037,43008,10,0.2,33.501869201660156,0.15292376279830933,-0.005601633906189818,200,0.007964874,0.0255859375,0.0003,239.05043218135833,-1.0964877847582102
-116.64828787000002,254.1,22,4039,45056,11,0.2,98.41339874267578,0.2052539587020874,-0.004900988881854573,210,0.0052576135,0.046728515625,0.0003,256.76064529418943,-1.0748883351683616
-116.08734833999999,263.31,23,4042,47104,11,0.2,72.98922729492188,0.34998923540115356,-0.005303191127313767,220,0.006614696,0.017626953125,0.0003,256.04514091014863,-1.0863606993108987
-113.22356459000001,282.74,24,4044,49152,12,0.2,85.06184387207031,0.5299645960330963,-0.002692437889345456,230,0.0066001853,0.020166015625,0.0003,192.3711721420288,-1.109516467899084
-109.59355921000001,298.7,25,4046,51200,12,0.2,84.25867462158203,0.20373672246932983,-0.005614385929220589,240,0.004145814,0.016162109375,0.0003,306.43833591938017,-1.0839843079447746
-107.44595493000001,310.5,26,4049,53248,13,0.2,53.61382293701172,0.312593936920166,-0.0024523407773813233,250,0.0064824903,0.049462890625,0.0003,241.6396784067154,-1.130818411335349
-103.17505663999997,328.77,27,4052,55296,13,0.2,16.641536712646484,0.6157321333885193,-0.006774128619144904,260,0.008038527,0.03701171875,0.0003,170.57762694954872,-1.1642752703279258
-100.41542138999998,344.04,28,4054,57344,14,0.2,30.711225509643555,0.5908243656158447,-0.007119245992726064,270,0.011177848,0.078076171875,0.0003,141.98816051483155,-1.1786436323076486
-97.20837135999999,362.82,29,4057,59392,14,0.2,43.001258850097656,0.3819962739944458,-0.00809159652708331,280,0.009446925,0.11064453125,0.0003,179.7486952483654,-1.0458978217095136
-94.55693520000001,379.73,30,4061,61440,15,0.2,48.50203323364258,0.6912497878074646,-0.004588630260695936,290,0.009692721,0.097119140625,0.0003,89.29570937156677,-1.105553874000907
-92.24514233,398.96,31,4064,63488,15,0.2,10.985580444335938,0.7624608278274536,-0.0060018057185516225,300,0.0064390646,0.035107421875,0.0003,61.30259617865086,-1.1316808879375457
-88.93695622999999,416.21,32,4068,65536,16,0.2,6.614421367645264,0.5620769560337067,-0.006377621577121318,310,0.010139482,0.064404296875,0.0003,100.85945364832878,-1.0277552368119358
-88.35506767999999,425.38,33,4072,67584,16,0.2,8.309898376464844,0.7213413417339325,-0.008479181054281072,320,0.009880271,0.0943359375,0.0003,64.56964481770993,-1.0533449579030276
-87.74688034,440.54,34,4074,69632,17,0.2,5.516765594482422,0.828943744301796,-0.006704207980510546,330,0.007984387,0.07978515625,0.0003,45.24848581552506,-0.9359343254938721
-84.96937232,458.08,35,4077,71680,17,0.2,92.6435775756836,0.4027562141418457,-0.005045237338345032,340,0.007278963,0.046240234375,0.0003,244.3635651946068,-1.0747081998735666
-84.5204355,472.19,36,4079,73728,18,0.2,18.18402862548828,0.6918447613716125,-0.005225570497714216,350,0.0053025587,0.03369140625,0.0003,128.69457394480705,-0.9977785492315888
-82.49609047,482.39,37,4082,75776,18,0.2,220.84461975097656,0.6056492626667023,-0.007579386598081328,360,0.008548901,0.077099609375,0.0003,235.4455300092697,-1.067427770420909
-79.60572188,501.48,38,4085,77824,19,0.2,45.56939697265625,0.7759783118963242,-0.007946626579359873,370,0.021547772,0.14970703125,0.0003,93.23088137507439,-0.9940658142790199
-79.69963628,514.69,39,4088,79872,19,0.2,32.20264434814453,0.8594961762428284,-0.0041346162877744065,380,0.011229238,0.08134765625,0.0003,70.07545737326146,-0.8539559664204717
-76.33347007000002,529.74,40,4091,81920,20,0.2,46.022369384765625,0.8628847151994705,-0.00458774925355101,390,0.0061868764,0.09384765625,0.0003,83.72050780057907,-1.0039687432348727
-73.4213479,540.5,41,4094,83968,20,0.2,38.668453216552734,0.8537348210811615,-0.0037599033224978485,400,0.006542773,0.06142578125,0.0003,91.87025273740292,-0.9500186840072274
-69.89971082,557.88,42,4098,86016,20,0.2,34.42268371582031,0.7685101181268692,-0.00479723777534673,410,0.008382156,0.056298828125,0.0003,144.8920889109373,-0.9639522586017847
-69.26576023,568.15,43,4101,88064,21,0.2,6.22609806060791,0.868716761469841,-0.001226975619647419,420,0.004881913,0.040966796875,0.0003,59.11470674350858,-0.8981239257380367
-68.84092872000001,585.56,44,4103,90112,21,0.2,39.031951904296875,0.8643192648887634,-0.003791333083063364,430,0.0062706643,0.0203125,0.0003,63.36713899970054,-0.8814546536654234
-65.41384655,598.97,45,4106,92160,22,0.2,97.18428802490234,0.8581832945346832,-0.0028003059516777283,440,0.006383386,0.040576171875,0.0003,68.59584169983864,-0.8546615537256003
-64.37071053000001,604.9,46,4109,94208,22,0.2,2.1572155952453613,0.7837224900722504,-0.00494939907148364,450,0.009422187,0.078125,0.0003,84.79859370589256,-0.6925360621884465
-60.51585266,615.48,47,4111,96256,23,0.2,27.931150436401367,0.7849327325820923,-0.006174571992596611,460,0.0046362816,0.06533203125,0.0003,82.18721582591533,-0.9000975688919425
-61.098205560000004,616.98,48,4114,98304,23,0.2,306.74267578125,0.6539405584335327,-0.008620225583581487,470,0.016813155,0.074951171875,0.0003,150.87681293785573,-0.6661147987470031
-55.690853430000004,609.67,49,4117,100352,24,0.2,151.9947967529297,0.5722631514072418,-0.003049349636057741,480,0.0029904202,0.0185546875,0.0003,226.7254825115204,-0.8165949987247586
-54.57785643000001,615.55,50,4119,102400,24,0.2,80.6949462890625,0.5265031158924103,-0.004982907516387058,490,0.010445775,0.08125,0.0003,212.31271072626114,-0.8190811591222882
-47.441900380000014,625.64,51,4122,104448,25,0.2,68.0813980102539,0.608763575553894,-0.005516089039156213,500,0.005564963,0.04111328125,0.0003,224.5711478114128,-0.7254472695291042
-42.41521577000001,630.8,52,4125,106496,25,0.2,359.8564453125,0.5759147107601166,-0.0049875880402396435,510,0.01025014,0.10458984375,0.0003,200.03569688796998,-0.8888290669769049
-34.99828889,633.69,53,4127,108544,26,0.2,118.25370025634766,0.5211539566516876,-0.002891506765081431,520,0.0074147126,0.057958984375,0.0003,210.4834347486496,-0.6561206905171275
-32.502894170000005,631.85,54,4130,110592,26,0.2,41.36815643310547,0.5425110757350922,-0.002468364644300891,530,0.0055414494,0.030078125,0.0003,173.1715429186821,-0.8753086367622018
-24.6534673,632.93,55,4133,112640,27,0.2,111.44855499267578,0.6581721305847168,-0.008511968361563049,540,0.008782102,0.08955078125,0.0003,203.87837966680527,-0.7697022899985313
-20.701141749999998,645.75,56,4136,114688,27,0.2,24.899860382080078,0.5415904819965363,-0.0020696815830888227,550,0.0061360653,0.041162109375,0.0003,136.62787781953813,-0.8331364734098315
-22.513413749999994,650.28,57,4140,116736,28,0.2,25.362567901611328,0.8348189145326614,-0.0028540338746097403,560,0.004404224,0.05361328125,0.0003,78.78977808505297,-0.8562855094671249
-19.786923229999996,655.57,58,4143,118784,28,0.2,14.878424644470215,0.7912760376930237,-0.005973768734111218,570,0.009637656,0.11025390625,0.0003,40.4724549010396,-1.0067105753347279
-17.08914815,660.78,59,4146,120832,29,0.2,107.72003173828125,0.7885823100805283,-0.00595782629752648,580,0.008609699,0.088525390625,0.0003,96.07276797890663,-0.9399965520948171
-16.88729794,665.65,60,4150,122880,29,0.2,6.949065685272217,0.8144912272691727,-0.0037279999491147465,590,0.007726717,0.05576171875,0.0003,53.73025262877345,-0.937616933323443
-13.576672470000004,678.36,61,4153,124928,30,0.2,3.40162992477417,0.7329335808753967,-0.007405543052300345,600,0.009356291,0.096533203125,0.0003,36.03144078850746,-0.9608528198674321
-14.198212770000003,675.08,62,4157,126976,30,0.2,2.525324821472168,0.7232460677623749,-0.004374912752246019,610,0.0072113425,0.103125,0.0003,58.592817126214506,-0.9144324935972691
-13.745115159999996,667.04,63,4159,129024,31,0.2,35.12000274658203,0.5953055322170258,-0.001379495289074839,620,0.0068129897,0.0466796875,0.0003,49.71737023144961,-0.8739719402045012
-11.04174404,665.18,64,4163,131072,31,0.2,38.19960403442383,0.5289831161499023,-0.00405583373067202,630,0.00861131,0.07783203125,0.0003,208.9347129315138,-0.8482265276834369
-12.768381190000003,652.8,65,4165,133120,31,0.2,23.075424194335938,0.528959184885025,-0.001623330014081148,640,0.008932666,0.056982421875,0.0003,149.28922497332096,-0.8755721505731344
-8.355979660000001,658.49,66,4168,135168,32,0.2,25.459400177001953,0.6564522087574005,-0.005596660437004175,650,0.006503394,0.025732421875,0.0003,166.3341949760914,-0.8655429027974606
-7.59071679,658.44,67,4171,137216,32,0.2,107.36150360107422,0.49641120433807373,-0.004956872267939616,660,0.0034535464,0.05458984375,0.0003,141.2637543797493,-0.8485551225021482
-6.903037649999999,661.89,68,4174,139264,33,0.2,50.434207916259766,0.7318958342075348,-0.00519864678135491,670,0.011850615,0.118310546875,0.0003,131.15852062404156,-0.8896801000460982
-2.1860065600000036,669.67,69,4178,141312,33,0.2,5.71238899230957,0.7079229354858398,-0.0033565817422640974,680,0.005527352,0.048291015625,0.0003,69.1071719110012,-0.9227694999426603
-1.1254302200000026,675.06,70,4181,143360,34,0.2,24.31899070739746,0.8038657456636429,-0.0016880446804862005,690,0.0050733425,0.033349609375,0.0003,94.83609108924865,-0.8169912211596966
-4.572864530000004,660.52,71,4185,145408,34,0.2,3.9712626934051514,0.9145373031497002,-0.0021652710493071936,700,0.012383773,0.094189453125,0.0003,21.055486042797565,-0.8570629321038723
-1.5299606100000012,672.47,72,4188,147456,35,0.2,29.784719467163086,0.8741064369678497,-0.0027833964049932547,710,0.007298339,0.0748046875,0.0003,73.9078765541315,-0.9164807116612792
0.31086888999999784,670.64,73,4190,149504,35,0.2,4.041995525360107,0.8035125136375427,-0.007181592464621645,720,0.011346573,0.127197265625,0.0003,32.86735929101705,-0.9400096897035837
0.7049102799999991,675.63,74,4194,151552,36,0.2,67.02318572998047,0.8780067637562752,-0.002298578437330434,730,0.0036748275,0.028662109375,0.0003,95.83940089643002,-0.8939833115786314
-0.9074976200000006,674.47,75,4197,153600,36,0.2,52.2179069519043,0.6182088255882263,-0.005847545582219027,740,0.0050661797,0.049267578125,0.0003,111.46973352134228,-0.9246783813461661
2.5450264299999983,678.8,76,4202,155648,37,0.2,126.83112335205078,0.6908876001834869,-0.0033872838466777466,750,0.0059531573,0.02724609375,0.0003,74.48664582669736,-0.8675780810415745
0.9940268599999996,681.35,77,4205,157696,37,0.2,2.9903037548065186,0.6317382752895355,-0.0017057976361684267,760,0.0025939846,0.043212890625,0.0003,62.939703380316494,-0.9097703354433179
-1.5147387200000038,659.8,78,4207,159744,37,0.2,5.809553146362305,0.7623844295740128,0.0017658123113506008,770,0.006438999,0.06904296875,0.0003,53.82163196206093,-0.7999085711315275
-0.8312087500000035,660.14,79,4210,161792,38,0.2,117.73423767089844,0.5763558149337769,-0.003523768327431753,780,0.0026582356,0.022021484375,0.0003,209.16326654553413,-0.8474295418709517
-7.340915369999999,651.39,80,4212,163840,38,0.2,9.584024429321289,0.667393684387207,-0.00472854849867872,790,0.0129952,0.118505859375,0.0003,57.194520239532,-0.9388193244114518
-11.41407471,647.15,81,4215,165888,39,0.2,19.6461181640625,0.7497959434986115,-0.002950563054764643,800,0.004460264,0.032421875,0.0003,190.21785465478897,-0.8642111137509346
-11.860356260000001,643.19,82,4217,167936,39,0.2,96.0745620727539,0.5207926332950592,-0.002121888652618509,810,0.00543586,0.042822265625,0.0003,218.0702189773321,-0.8329618021845817
-12.794230030000001,645.98,83,4220,169984,40,0.2,36.484718322753906,0.6962830722332001,-0.0009755034217960202,820,0.0018052018,0.005078125,0.0003,164.9876523464918,-0.8249675748869777
-12.835687560000004,652.78,84,4223,172032,40,0.2,53.84951400756836,0.7656298875808716,-0.0006554248153406661,830,0.0049749664,0.023046875,0.0003,93.70879429280758,-0.7495875254273414
-14.546255180000001,654.77,85,4226,174080,41,0.2,16.42241859436035,0.6426837742328644,-0.0031867182806308847,840,0.004337574,0.04501953125,0.0003,108.50498892962932,-0.7070211822167038
-17.099028500000003,663.69,86,4228,176128,41,0.2,34.8983268737793,0.7462839782238007,-0.00236516633303836,850,0.004814462,0.05576171875,0.0003,141.85490604937075,-0.8501428477466106
-17.807372439999998,669.29,87,4231,178176,42,0.2,2.561314105987549,0.7651752829551697,-0.0028477722160459963,860,0.012687001,0.109912109375,0.0003,33.916515946388245,-0.7609080588445067
-20.52033488,663.96,88,4234,180224,42,0.2,88.09171295166016,0.7428784668445587,-0.004171226733160438,870,0.0049710064,0.0603515625,0.0003,154.90465644299985,-0.7645113997161388
-16.653490299999998,665.31,89,4237,182272,43,0.2,275.9727783203125,0.7360496819019318,-0.0020289430767661543,880,0.0050880043,0.03505859375,0.0003,159.7590607047081,-0.8085310511291027
-12.467543749999999,657.98,90,4240,184320,43,0.2,38.29734802246094,0.5069779753684998,-0.0015799419321410823,890,0.004429186,0.0314453125,0.0003,82.45756006985903,-0.9004949245601892
-15.405253250000003,654.58,91,4243,186368,43,0.2,11.198657035827637,0.6750841736793518,-0.0037135044196475063,900,0.0059164325,0.047509765625,0.0003,134.2427978694439,-0.8026359301060438
-15.480034519999998,646.85,92,4246,188416,44,0.2,29.466358184814453,0.5189536213874817,-0.0010435789787152316,910,0.003756126,0.057275390625,0.0003,105.0238248296082,-0.8081360384821892
-18.433839879999997,631.08,93,4249,190464,44,0.2,35.333160400390625,0.8025868088006973,-0.00580042973106174,920,0.00485499,0.061767578125,0.0003,70.34395520985126,-0.7668618705123663
-19.05839942,631.58,94,4251,192512,45,0.2,80.25446319580078,0.4694702625274658,-0.005893430109426845,930,0.004449779,0.027392578125,0.0003,201.1496683627367,-0.7732956046238542
-21.39069831000001,624.64,95,4254,194560,45,0.2,7.565491676330566,0.6673388779163361,-0.0026926855338388123,940,0.0106113795,0.05810546875,0.0003,115.07606185376645,-0.8268066924065351
-14.615026380000002,621.01,96,4257,196608,46,0.2,16.306379318237305,0.7980809956789017,-0.0003915146873623598,950,0.005776233,0.06279296875,0.0003,81.28728064745664,-0.8256532838568091
-15.861541470000002,606.51,97,4260,198656,46,0.2,231.23313903808594,0.5036453008651733,-0.0012453349452698603,960,0.006693504,0.023779296875,0.0003,167.77707009613513,-0.77964250985533
-12.55088442,607.26,98,4262,200704,47,0.2,36.178375244140625,0.8173770010471344,-0.0010937917886622017,970,0.0052949577,0.020751953125,0.0003,146.56506849527358,-0.7922005739063025
-10.785221630000002,598.93,99,4265,202752,47,0.2,38.82682418823242,0.6065575778484344,-0.002817039429282886,980,0.0038847965,0.041015625,0.0003,116.20535358339548,-0.8156600303947925
-8.165902020000003,602.0,100,4268,204800,47,0.2,26.870223999023438,0.818602666258812,-0.006440024520270526,990,0.0072694086,0.076416015625,0.0003,103.28951155245304,-0.7778078841045499
-3.035127770000003,594.88,101,4271,206848,48,0.2,88.75283813476562,0.7925879657268524,-0.0014570904117135798,1000,0.009855472,0.087939453125,0.0003,130.09646985530853,-0.8566076420247555
-0.9274423600000022,599.18,102,4274,208896,48,0.2,32.93853759765625,0.6148162484169006,-0.003176752351646428,1010,0.0068602664,0.08349609375,0.0003,114.79307386577129,-0.8137429693713785
-3.0727027600000008,579.95,103,4276,210944,49,0.2,11.93786907196045,0.7702402025461197,-0.0025355824698635844,1020,0.005725175,0.059765625,0.0003,104.04208414554596,-0.8353289272636175
-3.6216837900000005,570.45,104,4279,212992,49,0.2,99.9571304321289,0.7327859997749329,-0.002333788813484716,1030,0.0044892468,0.030078125,0.0003,180.9554566502571,-0.7468740843236447
-0.11860285000000317,562.56,105,4282,215040,50,0.2,46.91181945800781,0.7929694652557373,-0.003801412102620816,1040,0.0047267666,0.064453125,0.0003,101.05780184864997,-0.7232665756717325
-2.656743310000002,552.43,106,4284,217088,50,0.2,10.38377857208252,0.8951989263296127,-0.0032060126672149637,1050,0.0049681645,0.054052734375,0.0003,105.7654363155365,-0.7862243501469492
1.0967805499999974,559.8,107,4286,219136,51,0.2,27.52068519592285,0.806187093257904,-0.002537604493409162,1060,0.0048982534,0.029248046875,0.0003,189.45711708664894,-0.8392613584175705
6.198881779999998,565.01,108,4289,221184,51,0.2,32.77048110961914,0.8169328272342682,-0.0024264394683996215,1070,0.005570476,0.023974609375,0.0003,178.61826413273812,-0.588913986645639
9.724804399999996,567.7,109,4292,223232,52,0.2,217.35494995117188,0.5427439510822296,-0.0023362694861134513,1080,0.004636814,0.04248046875,0.0003,153.40273453891277,-0.835944807715714
10.87373741,562.01,110,4294,225280,52,0.2,46.14997482299805,0.6623452007770538,-0.0007553330491646193,1090,0.0027366022,0.03974609375,0.0003,123.4507124453783,-0.8031760130077601
7.529302379999999,556.37,111,4297,227328,52,0.2,56.86195755004883,0.859066441655159,-0.002841696122777648,1100,0.005669498,0.07578125,0.0003,103.62705864906312,-0.8124004574492574
12.867617079999997,559.92,112,4299,229376,53,0.2,52.940345764160156,0.8109366446733475,3.0540540683432484e-05,1110,0.003923239,0.01875,0.0003,121.33861725330352,-0.741639462299645
16.69013258,547.46,113,4302,231424,53,0.2,64.01244354248047,0.6266263127326965,-0.0029798130461131224,1120,0.0067153117,0.037841796875,0.0003,151.54873247146605,-0.7384746335446835
15.96170461,542.69,114,4305,233472,54,0.2,84.48371124267578,0.6171849071979523,-0.0013476414631441002,1130,0.003498775,0.0189453125,0.0003,179.45484498143196,-0.7442175751551986
11.650787679999999,535.46,115,4307,235520,54,0.2,14.359190940856934,0.8196148425340652,-0.002606769306294154,1140,0.007160161,0.07763671875,0.0003,108.15816556811333,-0.7298356637358665
11.597082599999997,535.7,116,4309,237568,55,0.2,44.82076644897461,0.7693148255348206,-0.0011444537867646432,1150,0.004990711,0.0607421875,0.0003,154.4513899952173,-0.7722538182511925
11.064596779999997,534.36,117,4312,239616,55,0.2,102.61933898925781,0.7484664022922516,-0.006199054449098185,1160,0.0060447073,0.05517578125,0.0003,134.14391926527023,-0.7114028630778193
13.211916919999998,533.9,118,4315,241664,55,0.2,5.1626877784729,0.8592077791690826,-0.0009816565099754371,1170,0.013377194,0.08642578125,0.0003,34.03830304145813,-0.8999021105468273
15.032004229999998,541.46,119,4318,243712,56,0.2,8.041632652282715,0.6484056711196899,-0.0030225496026105247,1180,0.007064932,0.05556640625,0.0003,67.72898057550192,-0.6169430230744183
14.806273649999996,530.93,120,4320,245760,56,0.2,8.165133476257324,0.7822778970003128,-0.003084237997609307,1190,0.0099600945,0.073583984375,0.0003,103.84682240486146,-0.8734060840681195
14.149930879999998,532.48,121,4322,247808,57,0.2,35.909969329833984,0.8210962265729904,-0.0019199470232706517,1200,0.0036043061,0.052978515625,0.0003,193.28172991871833,-0.7192073969170452
10.481796570000002,534.53,122,4325,249856,57,0.2,18.416088104248047,0.8444632738828659,-0.003240963690041099,1210,0.007904625,0.1076171875,0.0003,88.80906344801187,-0.8606248321011662
6.868878130000005,536.57,123,4328,251904,58,0.2,11.45458984375,0.9070981293916702,-0.0025401294202310964,1220,0.0048036166,0.054443359375,0.0003,46.61595267057419,-0.8437292439863086
-389.33721600000007,665.0,1,1,2048,1262,0.2,10.797087669372559,0.8919474259018898,-0.0031513330388406756,1230,0.0055764345,0.0501953125,0.0003,63.44011547863484,-0.8166041219606995
-414.7884075,597.3333333333334,2,4,4096,996,0.2,117.40058898925781,0.6680592894554138,-0.0025176891234877986,1240,0.005854464,0.0421875,0.0003,134.3149157166481,-0.6536240885034204
-369.60312629999993,559.7,3,6,6144,946,0.2,9.010149955749512,0.8845819979906082,-0.0024376025241508613,1250,0.0045319996,0.08095703125,0.0003,68.54945543110371,-0.8776357287541032
-400.45706142857136,564.8571428571429,4,8,8192,938,0.2,15.683487892150879,0.6668073236942291,-0.003880432507867226,1260,0.009183571,0.076953125,0.0003,181.21738053560256,-0.7101766061037779
-420.7627904444445,549.9444444444445,5,11,10240,894,0.2,17.75787353515625,0.8277942836284637,-0.0024815362521621864,1270,0.0071719983,0.048876953125,0.0003,114.41413420140744,-0.8450705459341407
-409.9239341304347,527.0,6,13,12288,888,0.2,27.534564971923828,0.5204370617866516,-0.0019660958892927737,1280,0.0068428484,0.054541015625,0.0003,174.971403542161,-0.8777433404698968
-398.6247971153846,531.9230769230769,7,16,14336,869,0.2,48.22077560424805,0.8103294968605042,-0.002798995651755831,1290,0.0073803198,0.066064453125,0.0003,199.13709226250648,-0.7636600185185671
-393.6139170333333,543.8333333333334,8,966,16384,16,0.2,27.35996437072754,0.8879674673080444,-0.004623437771806493,1300,0.007673283,0.08544921875,0.0003,103.49149109274148,-0.6107618194073439
-379.5401668529411,536.0882352941177,9,968,18432,19,0.2,60.98523712158203,0.881771944463253,-0.0016157041798578575,1310,0.002997789,0.05546875,0.0003,138.24772397875785,-0.7189308511093259
-365.6496665526315,519.7105263157895,10,1962,20480,10,0.2,51.523841857910156,0.8004678040742874,-0.0027073492950876244,1320,0.0052684844,0.057958984375,0.0003,200.41976282596588,-0.7710493871942162
-356.6691599047619,521.1428571428571,11,1964,22528,11,0.2,14.733011245727539,0.7921712696552277,-0.0034274073484994007,1330,0.004985676,0.053515625,0.0003,193.15527438819407,-0.6899006474763155
-349.48538795744685,514.1063829787234,12,1967,24576,12,0.2,44.55342483520508,0.8899678736925125,-0.0030661269367556086,1340,0.009431901,0.039111328125,0.0003,118.0994984537363,-0.7019830988720059
-349.02692134615387,500.86538461538464,13,1970,26624,13,0.2,36.987220764160156,0.866780161857605,-0.0024822998289891983,1350,0.0046343524,0.044873046875,0.0003,150.3771647632122,-0.7236557336524129
-358.1180053214286,506.9107142857143,14,1972,28672,14,0.2,55.58485794067383,0.6943314075469971,-0.003373828330950346,1360,0.0060322415,0.041943359375,0.0003,210.67882942855357,-0.8124016666784882
-359.1415971525424,510.3728813559322,15,1975,30720,15,0.2,23.291772842407227,0.8251181393861771,-0.003660223399492679,1370,0.0047927108,0.026611328125,0.0003,144.66045441925525,-0.7770082674920559
-362.9682354603175,515.6507936507936,16,1978,32768,16,0.2,32.91802215576172,0.8333506435155869,-0.008900866030307953,1380,0.023057248,0.14443359375,0.0003,150.92680156230927,-0.5918339733034372
-359.4452811692308,521.0,17,1982,34816,17,0.2,85.27605438232422,0.9362600967288017,-0.0035585899706347844,1390,0.0074072513,0.06435546875,0.0003,80.37537088990211,-0.7882714590057731
-365.0600696197183,510.77464788732397,18,1985,36864,18,0.2,24.346410751342773,0.9642101563513279,-0.005671285407879622,1400,0.025941173,0.136181640625,0.0003,64.8852714151144,-0.8252782618626953
-376.38076422368414,511.5394736842105,19,1987,38912,19,0.2,36.73384094238281,0.7680484056472778,-0.00034022715626633724,1410,0.0044389805,0.031689453125,0.0003,185.1130158662796,-0.7911039631813764
-376.47401950000005,509.9,20,1990,40960,20,0.2,92.54869842529297,0.4467799663543701,-0.0037714999794843606,1420,0.008444702,0.0701171875,0.0003,156.0025503695011,-0.7960279021412134
-381.1441103095238,510.6666666666667,21,1992,43008,21,0.2,26.77497673034668,0.5520046055316925,-0.0030321166152134536,1430,0.005812764,0.080322265625,0.0003,175.42154448628426,-0.7821195336058736
-390.61750470114936,516.6666666666666,22,1995,45056,22,0.2,28.053390502929688,0.8164515942335129,-0.0028719374597130807,1440,0.0058533093,0.0453125,0.0003,105.083321210742,-0.805178900435567
-387.2350823043478,510.05434782608694,23,1997,47104,23,0.2,58.50699996948242,0.8284598886966705,-0.0018166116904467344,1450,0.006203047,0.045654296875,0.0003,49.04466679990291,-0.7725874176248908
-380.1662930618557,506.4742268041237,24,1999,49152,24,0.2,108.8636245727539,0.43324345350265503,-0.0029573324194643647,1460,0.0037863175,0.017626953125,0.0003,237.3767515540123,-0.6901226088404655
-382.32056357,491.57,25,2001,51200,25,0.2,186.09024047851562,0.6979713439941406,-0.0023751444376102883,1470,0.0045048352,0.027734375,0.0003,210.54885749816896,-0.6381276114843786
