time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total_timesteps,time/time_elapsed,train/entropy_loss,train/learning_rate,train/n_updates,train/std,train/clip_range,train/loss,train/value_loss,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/explained_variance
5,-155.9626210625,582.875,527,10240,19,-1.5853030394762755,0.0003,1270,0.530882716178894,0.2,45.09733200073242,99.2411413051188,0.058349609375,0.00015739998198114336,0.0053633144,0.790665864944458
6,-141.25857565,590.15,544,12288,22,-1.5794638071209193,0.0003,1280,0.5370609164237976,0.2,0.9263907670974731,63.86990752853453,0.106884765625,-0.003800605859578354,0.009060057,0.7762479931116104
7,-135.67313895652177,619.7826086956521,543,14336,26,-1.5878639679402113,0.0003,1290,0.5344054102897644,0.2,74.1326675415039,121.63961536884308,0.099755859375,-0.0016000494608306326,0.011204829,0.7903182208538055
8,-126.68785388461536,608.6153846153846,528,16384,31,-1.5874153696000577,0.0003,1300,0.5358064770698547,0.2,1.2517634630203247,58.215497663244605,0.08642578125,-0.002175638626795262,0.006268233,0.7239942848682404
9,-118.44921114285712,636.5714285714286,499,18432,36,-1.580226354673505,0.0003,1310,0.5304538607597351,0.2,242.90431213378906,120.2409222021699,0.07978515625,-0.001425571124855196,0.0056501906,0.6410901844501495
10,-112.73617856666664,658.4,476,20480,42,-1.5737926449626685,0.0003,1320,0.5319757461547852,0.2,1.1987496614456177,44.07964434586465,0.134912109375,0.001677107137220446,0.009187999,0.6774166524410248
11,-115.63108421212121,658.4242424242424,467,22528,48,-1.5695150543004275,0.0003,1330,0.5280771255493164,0.2,13.68498420715332,75.99524815976619,0.106005859375,-0.0018851253920729506,0.0077441214,0.7175684571266174
12,-113.36236205263158,633.2631578947369,476,24576,51,-1.5599345125257968,0.0003,1340,0.5290855765342712,0.2,57.84861373901367,84.61154195703566,0.120068359375,-0.000857449637260288,0.0108358385,0.2944057583808899
13,-109.11907478048781,640.0975609756098,481,26624,55,-1.5602906934916974,0.0003,1350,0.5281137228012085,0.2,34.059364318847656,116.64125085324049,0.070849609375,-0.002769902927684598,0.007769321,0.7407320737838745
14,-109.44145863043478,622.6086956521739,486,28672,58,-1.5575420413166285,0.0003,1360,0.5282083749771118,0.2,2.4027957916259766,43.54301965385675,0.081640625,-0.0021271034704113843,0.00989756,0.7675003409385681
15,-110.79952108000002,609.78,481,30720,63,-1.5584854289889336,0.0003,1370,0.5273971557617188,0.2,52.480567932128906,122.5961252361536,0.102001953125,-0.005776594741473673,0.010964669,0.7797930687665939
16,-110.18333359615386,611.6346153846154,475,32768,68,-1.5513511512428522,0.0003,1380,0.5235422849655151,0.2,28.8140869140625,77.85739156454801,0.0693359375,-0.0030966134698246607,0.008695027,0.740473061800003
17,-105.86740891071427,605.3214285714286,481,34816,72,-1.5458974950015545,0.0003,1390,0.525709867477417,0.2,6.940130233764648,40.17473201081157,0.06845703125,-0.0014684007430332713,0.008216571,0.826765701174736
18,-100.62619718032785,599.8360655737705,489,36864,75,-1.5416258923709392,0.0003,1400,0.5197395086288452,0.2,18.090862274169922,78.34702134728431,0.046826171875,-0.001319165446329862,0.0041481154,0.8709572553634644
19,-97.46385215384616,595.1538461538462,492,38912,79,-1.5280957531183958,0.0003,1410,0.5196477770805359,0.2,49.51918411254883,141.75843858420848,0.046142578125,-0.0008842507071676664,0.007984705,0.5855431854724884
20,-97.31941605882355,591.7941176470588,492,40960,83,-1.535864109918475,0.0003,1420,0.5244048833847046,0.2,286.5630187988281,88.78661034554243,0.10390625,-0.007042801208444871,0.0084091965,0.741844117641449
21,-93.50007089041097,587.6986301369863,498,43008,86,-1.5440670505166054,0.0003,1430,0.5234717726707458,0.2,19.73253631591797,110.35156044512988,0.0634765625,-0.004559155738752452,0.005360014,0.5396478474140167
22,-92.41305093421053,590.5394736842105,496,45056,90,-1.5290406722575427,0.0003,1440,0.517764151096344,0.2,7.107349395751953,173.94173853993416,0.088720703125,-0.006279161879501771,0.01013108,0.3266216516494751
23,-90.26049983544306,592.7088607594936,493,47104,95,-1.523943604901433,0.0003,1450,0.5208232402801514,0.2,18.109750747680664,85.02192434668541,0.067431640625,-0.003452820778329624,0.00515973,0.6754978597164154
24,-88.5438141927711,592.1325301204819,491,49152,100,-1.5150623597204684,0.0003,1460,0.5126935839653015,0.2,33.19331741333008,68.36123811900616,0.091162109375,-0.0035721280888537875,0.009179945,0.8170424848794937
25,-85.96235945882353,596.7764705882353,492,51200,103,-1.4878838695585728,0.0003,1470,0.5069860219955444,0.2,55.30391311645508,207.77753429412843,0.104345703125,-0.008330888939963189,0.009385728,0.40315747261047363
