rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/n_updates,train/clip_fraction,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/clip_range
-73.26351308999999,493.01,35,770,93,71680,340,0.0134765625,-0.9462573435157537,0.5739966332912445,0.0003,107.38594818115234,150.02237963676453,0.0045117885,-0.0024816947767249075,0.2
-72.73741636,508.99,36,769,95,73728,350,0.116357421875,-1.106768673658371,0.7910802662372589,0.0003,7.078035831451416,36.22573007196188,0.0088573275,-0.009687634962028823,0.2
-68.95090151,525.76,37,755,100,75776,360,0.024267578125,-0.9567496106028557,0.7712880373001099,0.0003,6.711394786834717,77.70311029404402,0.002141249,-0.002222097464982653,0.2
-68.15570101,539.03,38,746,104,77824,370,0.075244140625,-1.0558259785175323,0.772389143705368,0.0003,3.2698147296905518,27.412100748717783,0.008830065,-0.0045139602938434106,0.2
-67.56217754000001,546.44,39,732,109,79872,380,0.054931640625,-1.039411624521017,0.6727378070354462,0.0003,34.507259368896484,69.0632920652628,0.0058484944,-0.002609564863087144,0.2
-63.643765009999996,562.71,40,725,112,81920,390,0.02783203125,-0.8428504901006818,0.7655446827411652,0.0003,57.28138732910156,138.27192802727222,0.0044737454,-0.002012515075330157,0.2
-59.820752060000004,586.5,41,711,118,83968,400,0.06806640625,-0.9283792328089475,0.6438676416873932,0.0003,12.163315773010254,123.0526166319847,0.0089566335,-0.004698669890058227,0.2
-58.02766101,602.85,42,701,122,86016,410,0.065380859375,-0.9867255071178078,0.8448886275291443,0.0003,2.0060935020446777,29.857943516224623,0.0042386735,-0.0028663999182754196,0.2
-56.67220766,618.43,43,695,126,88064,420,0.050390625,-0.9372433472424746,0.806318923830986,0.0003,6.023699760437012,36.54779422357679,0.006204284,-0.0026945976496790536,0.2
-55.165894900000005,626.38,44,689,130,90112,430,0.103125,-1.0268231756985187,0.783318966627121,0.0003,1.4620511531829834,27.33165090829134,0.01063076,-0.007012137694982812,0.2
-53.34145069,640.86,45,682,134,92160,440,0.120263671875,-1.0307084459811449,0.7820829898118973,0.0003,1.6353908777236938,21.28642027191818,0.010862581,-0.005994323678896763,0.2
-49.257792550000005,653.88,46,678,138,94208,450,0.100048828125,-1.0183268630877138,0.8139723688364029,0.0003,2.6132888793945312,23.504174035042524,0.008286784,-0.005353496898169397,0.2
-46.30797716,669.25,47,670,143,96256,460,0.053125,-0.9249350311234593,0.36115026473999023,0.0003,37.099788665771484,63.908113753050564,0.0053996113,-0.0020688436801719946,0.2
-43.02781277,683.21,48,664,147,98304,470,0.064501953125,-0.8374090189114213,0.683958113193512,0.0003,2.4411654472351074,76.1463403902948,0.0059624147,-0.0038123405320220627,0.2
-40.57779054999999,696.7,49,664,151,100352,480,0.067236328125,-0.9523248890414834,0.8549413681030273,0.0003,6.717581272125244,31.658583466336133,0.0054998444,-0.004739537749264855,0.2
-38.35214113999999,711.97,50,662,154,102400,490,0.03232421875,-0.9546448733657599,0.6390874683856964,0.0003,25.0773983001709,101.17002869695425,0.003192502,-0.002078222633281257,0.2
-37.983744359999996,720.09,51,661,157,104448,500,0.097265625,-0.8341210965067148,0.7720770686864853,0.0003,5.353038787841797,48.596255145221946,0.010847023,-0.004437879208126105,0.2
-32.98626228,740.16,52,659,161,106496,510,0.043310546875,-0.839136454090476,0.7524457573890686,0.0003,245.0379638671875,69.29581285864114,0.0036714664,-0.0017045676708221436,0.2
-30.22666133,755.3,53,661,163,108544,520,0.04677734375,-0.8775640381500125,0.7068545818328857,0.0003,29.0377197265625,90.23578018844128,0.0040278155,-0.0009648673280025832,0.2
-28.412467719999995,760.63,54,659,167,110592,530,0.14404296875,-0.8441721852868795,0.7293066084384918,0.0003,7.267887592315674,81.41380179449916,0.013824407,-0.006305217683984665,0.2
-27.2613251,762.58,55,659,170,112640,540,0.008984375,-0.8695868752896786,0.38034147024154663,0.0003,49.78763961791992,167.91897100806236,0.0023444465,-0.0009442420334380586,0.2
-24.05147898,777.62,56,659,173,114688,550,0.033056640625,-0.9837343173101545,0.4993906021118164,0.0003,3.49953293800354,73.06071099787951,0.004212219,-0.001141813890717458,0.2
-20.23733976,792.49,57,656,177,116736,560,0.17978515625,-0.9955476997420192,0.8156271576881409,0.0003,1.184479832649231,23.730599480494856,0.018073108,-0.011738768164650536,0.2
-18.855020289999995,812.03,58,657,180,118784,570,0.09287109375,-0.9136100748553873,0.8600939512252808,0.0003,1.527628779411316,38.07015078738332,0.0073543973,-0.0018251450877869503,0.2
-17.132316599999996,820.08,59,656,184,120832,580,0.061962890625,-0.916043970733881,0.7291901409626007,0.0003,10.12982177734375,85.34816060066223,0.0043535107,-0.0026930702864774504,0.2
-14.985852549999997,840.77,60,653,188,122880,590,0.03515625,-0.8563441794365645,0.6237325668334961,0.0003,2.511516809463501,76.36643614321947,0.006590101,-0.002418406857759692,0.2
-16.709977689999995,845.73,61,652,191,124928,600,0.0271484375,-0.8507220026105642,0.7143059968948364,0.0003,11.805541038513184,113.94488762170076,0.0049812393,-0.0023175973488832823,0.2
-12.3873217,856.91,62,648,195,126976,610,0.0638671875,-0.9501556297764182,0.8018804043531418,0.0003,8.490509986877441,62.53686968833208,0.007383057,-0.005400669268419733,0.2
-10.048187709999999,866.57,63,646,199,129024,620,0.082421875,-0.9047441560775041,0.892362080514431,0.0003,7.364428520202637,32.27930377162993,0.008214047,-0.002089890799834393,0.2
-6.5992737399999974,878.03,64,641,204,131072,630,0.0228515625,-0.921679924428463,0.625961571931839,0.0003,1.9344230890274048,64.91111463792622,0.0049344217,-0.0009422770763194421,0.2
-6.01845934,890.62,65,640,207,133120,640,0.128564453125,-0.9414631532505154,0.9050346091389656,0.0003,0.8227152824401855,22.386189587228,0.011524494,-0.008522510679176776,0.2
-4.786904649999999,900.64,66,638,211,135168,650,0.114599609375,-0.9680584508925676,0.8827162086963654,0.0003,1.1130855083465576,30.870461288467048,0.009434095,-0.005499419849365949,0.2
-3.2556554499999986,911.3,67,636,215,137216,660,0.08837890625,-0.8102936500683426,0.6853512525558472,0.0003,51.0701789855957,68.83889604918659,0.0101676155,-0.0029347872659855057,0.2
-4.79980863,914.72,68,637,218,139264,670,0.03818359375,-0.8842501383274793,0.6687950789928436,0.0003,43.78168487548828,107.67077889889478,0.0033769158,-0.002539508770860266,0.2
-3.5148934199999995,921.65,69,633,223,141312,680,0.13974609375,-0.8565631873905659,0.8535947948694229,0.0003,1.1229374408721924,32.9066333502531,0.00940554,-0.007636728510988178,0.2
-0.83937927,923.03,70,633,226,143360,690,0.178564453125,-0.827613515034318,0.8599946349859238,0.0003,1.8853777647018433,39.10096036335453,0.010005187,-0.004176607956469525,0.2
-1.1830207,925.18,71,634,229,145408,700,0.07294921875,-0.8405262496322393,0.6243304908275604,0.0003,56.53196334838867,130.47115158513188,0.012920214,-0.0028875755713670516,0.2
-2.58239394,925.18,72,632,233,147456,710,0.058251953125,-0.8302652265876531,0.8064176738262177,0.0003,3.142810344696045,55.41972400844097,0.013628731,-0.0022160672961035743,0.2
-1.05562448,926.07,73,631,236,149504,720,0.2193359375,-0.8164660358801484,0.8905629143118858,0.0003,1.5730400085449219,45.07638118714094,0.016156605,-0.007285436266101897,0.2
-2.9921830099999998,922.35,74,632,239,151552,730,0.072314453125,-0.8007445069029927,0.7544537037611008,0.0003,3.6692886352539062,76.1749323811382,0.009365882,-0.0038943652623856908,0.2
-7.18585108,906.63,75,631,243,153600,740,0.082421875,-0.8459417281672359,0.8425996154546738,0.0003,4.78887939453125,56.92652606070042,0.011767079,-0.0014606451288273093,0.2
-6.770011029999999,903.68,76,629,247,155648,750,0.006591796875,-0.8716461170464754,0.6510522663593292,0.0003,43.33981704711914,217.66080203354358,0.0026726048,-0.0004863814152486157,0.2
-7.3027735,896.84,77,631,249,157696,760,0.076904296875,-0.8070424923673272,0.8731166571378708,0.0003,3.3210229873657227,53.522612573951484,0.0073617487,-0.0036687480331238477,0.2
-8.04830647,887.92,78,631,252,159744,770,0.038232421875,-0.7800279950723052,0.7869899123907089,0.0003,68.10543823242188,161.80508020818235,0.018411122,-0.008447753178916172,0.2
-2.53970298,879.97,79,632,255,161792,780,0.028125,-0.8690770702436567,0.6470738351345062,0.0003,184.8175048828125,157.19018130600452,0.0034084385,-0.0010352829689509236,0.2
-0.9715191200000004,871.03,80,631,259,163840,790,0.02353515625,-0.833024369366467,0.5678952038288116,0.0003,19.4495792388916,199.26646285951136,0.0062550837,-0.002801564903347753,0.2
-1.6290695200000005,870.98,81,631,262,165888,800,0.0509765625,-0.7991615269333124,0.6134829223155975,0.0003,27.573266983032227,124.3273593083024,0.0044449014,-0.0030617162126873156,0.2
-1.7452713300000011,868.76,82,629,266,167936,810,0.095361328125,-0.7961623521521688,0.8839273154735565,0.0003,30.517192840576172,47.97422056682408,0.007610036,-0.004719900448981207,0.2
-1.4691566400000013,865.22,83,630,269,169984,820,0.101806640625,-0.8543150398880244,0.8550791144371033,0.0003,3.3692235946655273,73.85636608861387,0.007003573,-0.002328087699424941,0.2
-0.10240934000000039,863.35,84,630,272,172032,830,0.049951171875,-0.891861200146377,0.8747757822275162,0.0003,10.014128684997559,51.309609562903645,0.0062486203,-0.0020936217275448143,0.2
-0.27487893000000246,863.35,85,630,276,174080,840,0.101611328125,-0.8668719692155719,0.8710049986839294,0.0003,11.391708374023438,58.99217449426651,0.008933302,-0.006199288455536589,0.2
1.2632193199999977,855.17,86,630,279,176128,850,0.105078125,-0.8999142570421099,0.9405639320611954,0.0003,0.7743897438049316,14.215532081574201,0.012455076,-0.004862562761991285,0.2
-0.21453274000000136,852.85,87,631,282,178176,860,0.024658203125,-0.8222432078793644,0.6905994713306427,0.0003,54.181331634521484,112.69774781912565,0.0036796818,-0.001958255706631462,0.2
1.4106998400000008,849.46,88,632,284,180224,870,0.11005859375,-0.787297011166811,0.7512607574462891,0.0003,19.64221954345703,80.57496276646853,0.0154800005,-0.0033911811842699535,0.2
1.81612025,845.93,89,632,287,182272,880,0.054736328125,-0.8848758293315768,0.5461407005786896,0.0003,236.6038360595703,98.61282293871045,0.006418805,-0.0007212535158032552,0.2
0.6888970599999985,846.05,90,632,291,184320,890,0.028759765625,-0.8533239440992475,0.7787183076143265,0.0003,16.584609985351562,77.915623280406,0.0028923363,-0.0017230645935342181,0.2
1.846049069999998,842.34,91,632,294,186368,900,0.017138671875,-0.8871478645130992,0.27829694747924805,0.0003,3.070460081100464,95.44796026945114,0.00516946,-0.0005576044026383897,0.2
5.423891390000001,838.04,92,633,297,188416,910,0.013818359375,-0.803258254006505,0.5030184984207153,0.0003,21.085025787353516,134.56836254894733,0.0048309164,-0.0014028147888893727,0.2
2.6263091600000017,835.27,93,633,300,190464,920,0.085791015625,-0.8312265245243907,0.8507279306650162,0.0003,4.49537467956543,75.75299288555979,0.008124319,-0.00330685593871749,0.2
3.5544926500000003,832.23,94,633,303,192512,930,0.019677734375,-0.8494161248207093,0.5934195220470428,0.0003,196.2405242919922,80.08247282058001,0.004352545,0.00023900633823359385,0.2
2.2966406599999996,827.32,95,634,306,194560,940,0.010595703125,-0.7996684519574047,0.5060726702213287,0.0003,16.679105758666992,197.4487418293953,0.0033803335,-0.0028017884724249598,0.2
1.7581501899999983,825.62,96,633,310,196608,950,0.043798828125,-0.8683616740629077,0.6719248592853546,0.0003,2.58253812789917,78.41681894287467,0.0036320423,-0.001912019607334514,0.2
3.484550339999998,819.55,97,634,313,198656,960,0.1216796875,-0.8307340007275343,0.8787638247013092,0.0003,15.280598640441895,76.01978880241514,0.007433425,-0.004691623086546315,0.2
4.71473071,816.0,98,634,316,200704,970,0.116162109375,-0.9190219692885876,0.7258217334747314,0.0003,2.7039859294891357,68.46134807541966,0.013200577,-0.0026969850921886975,0.2
7.571355250000002,809.83,99,636,318,202752,980,0.089208984375,-0.8312222184613347,0.8525170385837555,0.0003,27.401012420654297,89.69097939431667,0.010108136,-0.0018743348999123554,0.2
10.78711319,803.89,100,636,321,204800,990,0.07587890625,-0.7717213587835431,0.6380795538425446,0.0003,11.442709922790527,93.31941723525524,0.0117726065,-0.0027798893504950685,0.2
12.956097080000001,789.4,101,636,324,206848,1000,0.045068359375,-0.7598634567111731,0.7754708379507065,0.0003,12.779430389404297,67.75474532619118,0.0064352667,-0.0005952058505499736,0.2
9.91121764,768.71,102,637,327,208896,1010,0.04970703125,-0.8407625822350383,0.4693647027015686,0.0003,20.663341522216797,188.95412143468857,0.0056738495,-0.004449422973993933,0.2
12.509284880000001,760.55,103,636,331,210944,1020,0.027001953125,-0.8623149439692497,0.4800078868865967,0.0003,20.340612411499023,239.4526114076376,0.0042332336,-0.0016499811361427418,0.2
13.500908440000003,738.33,104,638,333,212992,1030,0.0716796875,-0.87995132394135,0.6472620666027069,0.0003,16.2569637298584,89.36609756052493,0.0067472467,-0.002479161904193461,0.2
19.276162010000004,726.55,105,639,336,215040,1040,0.0384765625,-0.7564912345260382,0.48246026039123535,0.0003,116.98468780517578,259.46978420317174,0.004625411,-0.002963753880248987,0.2
22.369078590000004,719.98,106,641,338,217088,1050,0.065087890625,-0.8110662987455726,0.7477809488773346,0.0003,256.5344543457031,89.89978974610567,0.006396259,-0.0012905037670861929,0.2
28.372570090000004,703.63,107,642,340,219136,1060,0.052783203125,-0.6665490368381143,0.5126251578330994,0.0003,35.62867736816406,145.363375005126,0.0045180907,-0.0017865007823274937,0.2
30.45752191,697.26,108,644,343,221184,1070,0.082666015625,-0.8078964781016111,0.6454843282699585,0.0003,5.051178455352783,99.11093343123794,0.005274598,-0.002693139505572617,0.2
35.452430150000005,692.26,109,645,346,223232,1080,0.080224609375,-0.7838453896343708,0.6648724973201752,0.0003,9.655064582824707,67.83070241436363,0.0075599225,-0.0016123251265526052,0.2
37.766249259999995,676.41,110,646,348,225280,1090,0.055859375,-0.7879202144220472,0.5152725875377655,0.0003,121.99639892578125,166.88428664803504,0.0057307333,-0.0008318244163092459,0.2
42.83790480999999,670.24,111,647,351,227328,1100,0.08759765625,-0.8004246983677149,0.5399903655052185,0.0003,5.751214504241943,183.59081436693668,0.0064560343,-0.004069381497174618,0.2
36.131231140000004,669.02,112,648,353,229376,1110,0.079931640625,-0.7529856296256184,0.7214871048927307,0.0003,3.637718677520752,90.74699442386627,0.006760981,-0.002704327443643706,0.2
40.739270260000005,660.4,113,649,356,231424,1120,0.07763671875,-0.7295816246420145,0.5040914118289948,0.0003,49.22172927856445,183.5043667078018,0.0086850785,-0.0033895719250722324,0.2
41.82818768,648.58,114,650,359,233472,1130,0.0818359375,-0.762760017439723,0.8193322420120239,0.0003,2.4471654891967773,66.00744622014463,0.005613766,-0.0021019305037043522,0.2
43.56321535,640.65,115,650,361,235520,1140,0.05654296875,-0.7429348181933164,0.5806742608547211,0.0003,4.9223504066467285,74.25530568212271,0.0055017252,-0.0014709200833749492,0.2
47.30858518,623.38,116,651,364,237568,1150,0.0291015625,-0.6870529536157847,0.5473702549934387,0.0003,25.19136619567871,99.51460256054997,0.0038951964,-0.0009682137573690852,0.2
48.84183128999999,605.75,117,652,366,239616,1160,0.036083984375,-0.7258562603965402,0.6131009459495544,0.0003,4.551719665527344,125.05843628793954,0.0040381174,-0.0013506184539437526,0.2
47.57253980999999,602.91,118,653,369,241664,1170,0.060107421875,-0.6593822605907917,0.6063248813152313,0.0003,99.73440551757812,193.03645794689655,0.004582733,-0.0023077139019733297,0.2
53.484304509999994,590.82,119,654,372,243712,1180,0.11630859375,-0.7154262660071253,0.5982091724872589,0.0003,4.247957706451416,61.559348503872755,0.008320697,-0.003646447989740409,0.2
55.276617339999994,588.89,120,654,375,245760,1190,0.05107421875,-0.6863790029659868,0.6714093685150146,0.0003,343.9349670410156,102.64457586258649,0.0065019904,-0.002049387278384529,0.2
54.96454102999999,584.3,121,655,378,247808,1200,0.042578125,-0.6665745848789811,0.7128860950469971,0.0003,18.116161346435547,69.28591717109084,0.0054721483,-0.002589940543839475,0.2
56.60521529,577.9,122,656,380,249856,1210,0.030322265625,-0.8383610105141998,0.23298585414886475,0.0003,5.536831378936768,167.15215609669684,0.0025157153,-0.001276327038067393,0.2
63.37751484999999,566.6,123,656,383,251904,1220,0.078173828125,-0.7933115374296904,0.4745520353317261,0.0003,15.717293739318848,95.50992428809404,0.009498088,-0.001537896320951404,0.2
-344.87106766666665,508.3333333333333,1,833,2,2048,1230,0.057080078125,-0.7424618124961853,0.6154798567295074,0.0003,11.881720542907715,80.10696882456541,0.0035938548,-0.0005974928586510942,0.2
-330.759846,484.125,2,848,4,4096,1240,0.134423828125,-0.8429413873702287,0.584999144077301,0.0003,8.86864948272705,172.26428905129433,0.012326868,-0.0020384373459819472,0.2
-336.2628716666666,501.75,3,827,7,6144,1250,0.032470703125,-0.7067717768251895,0.7347736954689026,0.0003,16.00861930847168,171.80473479032517,0.00466742,-0.003200827979526366,0.2
-339.60638174999997,494.0625,4,840,9,8192,1260,0.0427734375,-0.7769681105390192,0.87143374979496,0.0003,8.00918960571289,96.47086880952119,0.00582479,-0.0008846558033837937,0.2
-326.5725374285715,465.85714285714283,5,852,12,10240,1270,0.025634765625,-0.7406526815146208,0.7715121656656265,0.0003,39.75694274902344,154.35726064443588,0.0047516637,-0.0014426711019041249,0.2
-314.66978207692307,460.8076923076923,6,852,14,12288,1280,0.02197265625,-0.7064069401472807,0.7501209080219269,0.0003,62.665618896484375,245.89653845429422,0.0022033392,-0.002003183485066984,0.2
-306.7228187419355,461.35483870967744,7,837,17,14336,1290,0.03544921875,-0.7053456483408809,0.8570245802402496,0.0003,4.552053451538086,118.77102979570627,0.0064574853,-0.000997887711127987,0.2
-322.5442024,466.9142857142857,8,843,19,16384,1300,0.035009765625,-0.7253237701952457,0.9233322963118553,0.0003,8.64424991607666,105.96746403872967,0.0032526974,-0.001707850510138087,0.2
-319.3584122820513,468.56410256410254,9,844,21,18432,1310,0.01162109375,-0.7740276221185922,0.7298869788646698,0.0003,50.734153747558594,195.3902464777231,0.0022020247,-0.0011205880171473836,0.2
-317.8375781818182,460.1818181818182,10,850,24,20480,1320,0.04013671875,-0.7807462029159069,0.9020856618881226,0.0003,353.2017517089844,103.77520850002766,0.004121338,-0.0007116587235941552,0.2
-320.3525056122449,458.7142857142857,11,855,26,22528,1330,0.040576171875,-0.7017430152744055,0.8308910578489304,0.0003,164.3677215576172,224.0909985423088,0.004657517,-0.0019989536616776605,0.2
-311.0838874716981,462.75471698113205,12,851,28,24576,1340,0.0193359375,-0.7391121163964272,0.782014936208725,0.0003,397.96697998046875,233.92041469812392,0.004678945,-0.0018762392952339723,0.2
-310.176231877193,461.7719298245614,13,848,31,26624,1350,0.039599609375,-0.5754171098582447,0.8520441353321075,0.0003,20.772302627563477,136.56141956746578,0.0052823364,-0.001772326821446768,0.2
-308.3993139032258,459.51612903225805,14,840,34,28672,1360,0.022509765625,-0.6781612262129784,0.8052209764719009,0.0003,100.51936340332031,173.06797190606594,0.0034663405,-0.0013814407866448164,0.2
-302.9121501764706,450.72058823529414,15,844,36,30720,1370,0.0849609375,-0.784014150314033,0.8653260469436646,0.0003,17.34993553161621,163.0333745777607,0.0068003843,-0.005005051464104326,0.2
-300.49707797260277,445.5753424657534,16,847,38,32768,1380,0.027001953125,-0.6894616851583123,0.8070356249809265,0.0003,38.92109680175781,209.542464697361,0.004336496,-0.00016908891666389536,0.2
-299.9931100512821,443.6666666666667,17,851,40,34816,1390,0.057421875,-0.7516893062740564,0.8652225732803345,0.0003,12.840683937072754,158.31122515201568,0.0039004798,-0.003226749187160749,0.2
-297.4735827228916,442.144578313253,18,849,43,36864,1400,0.0390625,-0.7437536424025893,0.8386267274618149,0.0003,64.0708999633789,196.95940465331077,0.003234739,-0.0027964140477706677,0.2
-293.80246753409085,438.15909090909093,19,851,45,38912,1410,0.114453125,-0.7281647918745875,0.7878402471542358,0.0003,32.508087158203125,175.07466909885406,0.010862941,-0.0035175424458429917,0.2
-290.563407393617,432.8510638297872,20,855,47,40960,1420,0.055859375,-0.7438465788960457,0.9253479689359665,0.0003,6.286923408508301,115.4949845328927,0.0058845533,-0.0019904174354451244,0.2
-288.3679716868687,431.1111111111111,21,856,50,43008,1430,0.059765625,-0.7471982611343264,0.8564143627882004,0.0003,9.963523864746094,194.23091884851456,0.0067908214,-0.0031332543621829245,0.2
-284.42999975000004,426.8,22,857,52,45056,1440,0.02626953125,-0.6781114351004363,0.8989266529679298,0.0003,22.081640243530273,155.22799928486347,0.0021651126,-0.0008255552571426961,0.2
-283.88905835,428.44,23,858,54,47104,1450,0.049072265625,-0.6589318929240108,0.9129576981067657,0.0003,388.4385681152344,125.43607720732689,0.0051563317,-0.0004325495297962334,0.2
-272.03841833999996,420.88,24,859,57,49152,1460,0.035302734375,-0.7113276107236743,0.9374848157167435,0.0003,14.497842788696289,99.8433865621686,0.0043988694,-0.0009703004649054492,0.2
-270.1639154,420.62,25,860,59,51200,1470,0.106298828125,-0.6904077677056193,0.9022811278700829,0.0003,349.85748291015625,158.26800552755594,0.007973871,-0.003423686208043364,0.2
