time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/fps,train/approx_kl,train/explained_variance,train/learning_rate,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/value_loss,train/loss
38912,576.4477611940298,-282.09414935820894,19,48,798,0.0047464287,0.5882410109043121,0.0003,1410,-0.6753488598391414,-0.0037555605100351385,0.2,0.047705078125,254.7482421785593,28.149606704711914
40960,568.6388888888889,-280.84762044444443,20,50,806,0.008230204,0.6960930526256561,0.0003,1420,-0.7173159053549171,-0.0035269565780254196,0.2,0.074072265625,135.2677201092243,39.763004302978516
43008,557.6052631578947,-272.6462281710526,21,52,814,0.007605363,0.7041516900062561,0.0003,1430,-0.768349901214242,-0.00693082225661783,0.2,0.05966796875,167.3883039817214,14.378849029541016
45056,552.3333333333334,-265.55355179012344,22,54,819,0.0079481695,0.7673793882131577,0.0003,1440,-0.6336753788404167,-0.0035724249682971276,0.2,0.026171875,162.5054470539093,33.55591583251953
47104,543.0116279069767,-257.9821614186047,23,57,823,0.003546693,0.8139760494232178,0.0003,1450,-0.7076825737953186,-0.0023067319620167837,0.2,0.018701171875,179.68258485794067,312.8836669921875
49152,526.483870967742,-253.69019134408603,24,59,832,0.006720452,0.8417064249515533,0.0003,1460,-0.6163199081085622,-0.0049220949011214545,0.2,0.058740234375,172.40612593889236,362.5301513671875
51200,510.36,-251.80710080999998,25,60,840,0.004692138,0.7583771347999573,0.0003,1470,-0.7607525104656816,-0.001371733941778075,0.2,0.03154296875,255.52551633119583,110.92477416992188
53248,511.39,-249.83230329000003,26,63,838,0.0065752696,0.747689962387085,0.0003,1480,-0.7687216969206929,-0.0014950327884434955,0.2,0.044482421875,265.4859790742397,100.55734252929688
55296,490.62,-237.89290079999998,27,65,846,0.016228002,0.7883643209934235,0.0003,1490,-0.5603543993085622,-0.0028651046864979434,0.2,0.05595703125,124.69705210924148,19.39031219482422
57344,489.24,-231.14657479000002,28,67,852,0.003839526,0.759674072265625,0.0003,1500,-0.7153476370498538,-0.0017034475542459405,0.2,0.049755859375,270.44118205606935,54.96175765991211
59392,467.68,-226.28586520000002,29,69,853,0.0044426615,0.7816922068595886,0.0003,1510,-0.6190531246364117,-0.0012507756728155073,0.2,0.0509765625,227.9703004181385,21.877178192138672
61440,466.56,-222.80714740999997,30,72,846,0.0065451455,0.7681462466716766,0.0003,1520,-0.7018136411905289,-0.0009512133110547438,0.2,0.034228515625,231.48030037283897,92.43639373779297
63488,456.08,-220.21504063,31,74,849,0.01830054,0.8630320876836777,0.0003,1530,-0.6141489534638822,-0.0020212348303175532,0.2,0.1275390625,97.00956366509199,11.35076904296875
65536,439.81,-213.62065207,32,76,856,0.0047312155,0.6552656888961792,0.0003,1540,-0.7050158333033323,-0.0013025959065998904,0.2,0.059765625,222.02363588809968,55.29391098022461
67584,411.71,-204.48541218,33,78,863,0.004477326,0.6773661375045776,0.0003,1550,-0.7275300754234195,-0.0015149918959650676,0.2,0.035009765625,328.52655321359634,75.56922912597656
69632,405.81,-200.73226737999997,34,80,864,0.0058716093,0.7780627012252808,0.0003,1560,-0.6988601857796312,-0.0026331221910368186,0.2,0.051708984375,236.8110986351967,40.41292190551758
71680,390.67,-199.08952112999998,35,82,868,0.0047715865,0.8525131046772003,0.0003,1570,-0.6790125608444214,-0.0016912077851884532,0.2,0.0478515625,82.49839584082365,274.4502258300781
73728,381.96,-193.96154521000005,36,84,873,0.0036649588,0.7540452778339386,0.0003,1580,-0.6377363281324506,-0.0038899908046005293,0.2,0.031884765625,236.69848228693007,84.68951416015625
75776,383.68,-189.53980099,37,86,873,0.003606073,0.8506322503089905,0.0003,1590,-0.6739607596769929,-0.0009182332374621183,0.2,0.075439453125,167.7685585618019,80.41454315185547
77824,370.53,-186.25705607999996,38,88,876,0.0041496553,0.8774559125304222,0.0003,1600,-0.6568106042221189,-0.0009137913453741931,0.2,0.026708984375,151.37303827404975,52.745723724365234
79872,360.94,-189.97264699000004,39,90,879,0.008069913,0.7419682443141937,0.0003,1610,-0.6082821326330304,-0.00485789949525497,0.2,0.0685546875,256.2601360619068,75.10624694824219
81920,358.28,-196.57669509,40,92,881,0.0075876093,0.6663073897361755,0.0003,1620,-0.6382325800135732,-0.002005659275164362,0.2,0.031396484375,313.14272500276564,78.08850860595703
83968,361.27,-201.79144772000006,41,95,882,0.004216012,0.7631405591964722,0.0003,1630,-0.7656842432916164,-0.0020800149301066994,0.2,0.0716796875,235.17584424316883,9.647102355957031
86016,367.66,-200.82916809999998,42,97,883,0.004652222,0.8116044253110886,0.0003,1640,-0.7132622675970197,-0.0012472256436012684,0.2,0.05478515625,227.0608291387558,165.33518981933594
88064,373.68,-202.16303047999997,43,100,879,0.0076033026,0.7838109284639359,0.0003,1650,-0.7076491378247738,-0.001643608904123539,0.2,0.091845703125,146.23050464838744,60.4886474609375
90112,383.13,-203.23316621,44,102,878,0.002954389,0.872164860367775,0.0003,1660,-0.6927642257884145,-0.000840096876345342,0.2,0.073876953125,145.95340304672717,363.8832092285156
2048,770.0,83.2695225,1,2,945,0.0051525515,0.8835921734571457,0.0003,1670,-0.5495970766991377,-0.0034075159303029066,0.2,0.054931640625,122.94715277403593,39.37648391723633
4096,722.2,62.5945214,2,4,843,0.0065845815,0.870435044169426,0.0003,1680,-0.7603843694552779,-0.0011311971909890417,0.2,0.086767578125,110.52075532674789,5.376222610473633
6144,741.0,58.93185714285714,3,8,693,0.011843097,0.8247032761573792,0.0003,1690,-0.73348887283355,-0.0009733374186907895,0.2,0.12666015625,132.5024431526661,42.77224349975586
8192,686.8181818181819,23.85677945454545,4,11,708,0.0032057916,0.8280255198478699,0.0003,1700,-0.6813838528469205,7.623376914125401e-05,0.2,0.107958984375,70.34166346266866,16.258914947509766
10240,660.4666666666667,-3.5045271333333345,5,14,688,0.0062960503,0.6858989298343658,0.0003,1710,-0.8345094986259938,-0.004083615478157299,0.2,0.05712890625,167.59697026461362,57.10444641113281
12288,662.3333333333334,-16.110228444444445,6,17,690,0.01111405,0.8089633733034134,0.0003,1720,-0.7915024369955063,-0.0026756033199490047,0.2,0.117724609375,116.45426959991455,7.39417839050293
14336,636.7727272727273,-21.372616409090906,7,20,714,0.005060994,0.8404195755720139,0.0003,1730,-0.8549010427668691,-0.001214683335274458,0.2,0.06083984375,104.13466552123427,6.193395614624023
16384,666.2083333333334,-11.97808683333333,8,24,675,0.0054708873,0.8259222358465195,0.0003,1740,-0.8156671982258559,-0.002379495340574067,0.2,0.064599609375,133.08783999085426,178.38661193847656
18432,691.8846153846154,-11.40096542307692,9,27,668,0.0035268613,0.7127820551395416,0.0003,1750,-0.7271773947402835,-0.0013781686953734606,0.2,0.035546875,129.91608776599168,11.208948135375977
20480,691.551724137931,-18.749715,10,30,671,0.008536742,0.8807876333594322,0.0003,1760,-0.767429748736322,-0.0006801138180890121,0.2,0.1376953125,38.387272705882786,2.341970920562744
22528,678.2121212121212,-20.50061121212121,11,33,670,0.007375394,0.8080198019742966,0.0003,1770,-0.8385106628760696,-0.0030898110366251786,0.2,0.07021484375,80.2086411960423,196.46746826171875
24576,680.3611111111111,-13.937371944444443,12,36,672,0.010806767,0.6569305658340454,0.0003,1780,-0.7778611741960049,-0.00692026203214482,0.2,0.10771484375,159.60663732290269,66.50897216796875
26624,678.0,-16.627822974358974,13,39,678,0.0048443098,0.6588982343673706,0.0003,1790,-0.7566059093922377,-0.0011342013680405217,0.2,0.046044921875,102.70653696209192,7.960800647735596
28672,664.6190476190476,-19.73320176190476,14,42,678,0.0044460353,0.8184103816747665,0.0003,1800,-0.7207480717450381,-0.0014441255465499126,0.2,0.035107421875,86.0990635059774,15.718767166137695
30720,676.6888888888889,-15.333626177777779,15,45,673,0.00786313,0.7763818800449371,0.0003,1810,-0.8724363392218948,-0.0027294203307974387,0.2,0.116748046875,98.01373112648726,32.95926284790039
32768,687.0851063829788,-12.135798638297874,16,48,677,0.00470622,0.7490700781345367,0.0003,1820,-0.7276545483618975,-0.0017376780211634467,0.2,0.054736328125,84.84192725345493,50.81834030151367
34816,699.8571428571429,-12.202026530612244,17,51,677,0.0068476293,0.654103010892868,0.0003,1830,-0.7421131478622556,-0.002484827416628832,0.2,0.091064453125,72.46808322966099,41.194793701171875
36864,691.9423076923077,-10.80346,18,54,673,0.015808154,0.7998301684856415,0.0003,1840,-0.7931192997843027,-0.005545736602653051,0.2,0.132421875,29.084493266046046,3.3754987716674805
38912,700.8727272727273,-7.282487236363636,19,57,672,0.00937654,0.5287927389144897,0.0003,1850,-0.8081131456419826,-0.0028686746503808537,0.2,0.079150390625,156.9755630582571,24.800188064575195
40960,711.3684210526316,-7.317221070175434,20,60,671,0.008705426,0.5854822397232056,0.0003,1860,-0.8005068222060799,-0.0013182931310439018,0.2,0.082373046875,83.5041141346097,12.776890754699707
43008,708.85,-9.755640299999998,21,64,665,0.016687594,0.7948281466960907,0.0003,1870,-0.7630644358694554,-0.007174056355870562,0.2,0.199658203125,44.729382610321046,1.9309247732162476
45056,711.7258064516129,-8.460093887096772,22,68,657,0.002310479,0.6030699908733368,0.0003,1880,-0.7923969680443406,-0.0007264543815836078,0.2,0.020166015625,108.73292243629695,66.00518035888672
47104,720.734375,-7.681474140624997,23,72,652,0.0065855216,0.5522881150245667,0.0003,1890,-0.761173827573657,-0.0013993085751280887,0.2,0.04189453125,67.64915962293745,3.3794190883636475
49152,722.3970588235294,-7.139550676470584,24,75,654,0.006144167,0.7509226202964783,0.0003,1900,-0.7134084608405828,-0.0006917865874129347,0.2,0.084521484375,42.42245110869408,0.771432638168335
51200,716.1267605633802,-3.5618032957746446,25,77,657,0.007510241,0.5877310037612915,0.0003,1910,-0.7922180648893118,-0.003987712980961078,0.2,0.06103515625,132.41681636869907,6.379446506500244
53248,723.9041095890411,-2.6483952465753395,26,81,651,0.0063663265,0.5005345344543457,0.0003,1920,-0.8086470708250999,-0.0036179401860863434,0.2,0.058642578125,108.39805216193199,30.915681838989258
55296,717.8026315789474,-5.098396355263156,27,84,656,0.016674854,0.581932783126831,0.0003,1930,-0.8037535639479756,-0.004048889194382355,0.2,0.19541015625,40.978986176103355,5.015973091125488
57344,719.5189873417721,-2.13082198734177,28,87,657,0.0049045966,0.4697269797325134,0.0003,1940,-0.8153573952615261,-0.0024401702066825237,0.2,0.052734375,187.38000142276286,72.04102325439453
59392,726.4444444444445,-1.7961933333333315,29,90,653,0.008331486,0.499639093875885,0.0003,1950,-0.7212608769536019,-0.0022927418947801927,0.2,0.0939453125,82.53821797817946,26.832107543945312
61440,733.0361445783133,-1.8547240240963838,30,95,645,0.013836022,0.6972192823886871,0.0003,1960,-0.6712803548201919,-0.0023428580789186526,0.2,0.0673828125,31.209922969155013,1.289618968963623
63488,737.4069767441861,-0.5277423837209284,31,98,642,0.0070280223,0.692837655544281,0.0003,1970,-0.724010931700468,-0.003200859090429731,0.2,0.076611328125,34.94102663323283,1.7584131956100464
65536,737.2159090909091,-2.3362560113636346,32,102,641,0.00365148,0.5269895493984222,0.0003,1980,-0.7579734154045582,-0.0012204940001538489,0.2,0.053564453125,81.29312336705625,2.5155787467956543
67584,740.945054945055,-0.2629372307692289,33,105,638,0.0052723275,0.548893541097641,0.0003,1990,-0.6971399674192071,-0.0010042702451755758,0.2,0.0654296875,86.94399924464524,2.164325714111328
69632,743.0645161290323,-2.433240688172041,34,109,635,0.0070744213,0.7136368155479431,0.0003,2000,-0.7637933611869812,-0.0018398624008113984,0.2,0.134814453125,66.41791851483285,7.833858966827393
71680,748.4736842105264,-1.45262702105263,35,113,633,0.00673952,0.6357786059379578,0.0003,2010,-0.7929363856092095,-0.0008458097752736648,0.2,0.0607421875,66.38020297922193,11.845245361328125
73728,753.659793814433,-1.357193216494844,36,116,634,0.008691279,0.7740603536367416,0.0003,2020,-0.8099545722827315,-0.0031077607796760275,0.2,0.112109375,45.64970437474549,3.758894205093384
75776,758.6363636363636,-1.4091019292929279,37,120,628,0.006648777,0.7516255676746368,0.0003,2030,-0.6982273522764444,-0.0005382011484471149,0.2,0.073388671875,38.20916115865111,1.9540574550628662
77824,765.65,-2.2001330299999973,38,125,622,0.0055324333,0.7985103726387024,0.0003,2040,-0.7103850368410349,-6.0812278388766575e-05,0.2,0.03583984375,42.02813382148743,3.8268446922302246
79872,768.71,-2.6861818599999987,39,128,620,0.006635643,0.83005590736866,0.0003,2050,-0.7656722448766231,-0.00207563818548806,0.2,0.06962890625,27.773772830422967,0.5285829305648804
81920,769.39,-4.842572469999999,40,131,622,0.007896499,0.7386923432350159,0.0003,2060,-0.767343476600945,-0.003383706540626008,0.2,0.08427734375,50.42391143105924,2.4479293823242188
83968,771.73,-6.168589179999998,41,134,623,0.00412698,0.5668541491031647,0.0003,2070,-0.7996697075664997,-0.0009727789898533956,0.2,0.030322265625,94.89268746264278,31.936187744140625
86016,773.34,-6.047185269999999,42,137,624,0.0032673844,0.6919804215431213,0.0003,2080,-0.8163834419101477,-0.001391825948667247,0.2,0.014501953125,108.06263343244791,25.921510696411133
88064,785.01,-3.0759725099999997,43,140,624,0.005944751,0.2807716727256775,0.0003,2090,-0.6935533177107572,-0.0033283092114288594,0.2,0.03271484375,162.02930826693773,92.77606201171875
90112,787.16,-3.69602254,44,144,623,0.01352353,0.7056031823158264,0.0003,2100,-0.8158029874786734,-0.0034824824455427007,0.2,0.127490234375,47.408405708521606,1.3334075212478638
92160,794.79,1.7153784,45,147,624,0.0067549944,0.6824022233486176,0.0003,2110,-0.8238951666280627,-0.004453535617358284,0.2,0.044384765625,58.26099990978837,4.2095465660095215
94208,803.58,2.4420987100000002,46,152,619,0.005178826,0.6686760187149048,0.0003,2120,-0.7482966918498277,-0.0009416089711521636,0.2,0.040185546875,126.00368876084686,6.604645252227783
96256,808.75,1.6314221200000014,47,155,619,0.018434996,0.7129613161087036,0.0003,2130,-0.7815831746906042,-0.00558567225234583,0.2,0.204052734375,43.82442481201142,0.9939560294151306
98304,801.0,3.5415412,48,158,620,0.007497696,0.8512517064809799,0.0003,2140,-0.7720137467607856,-0.0047362511642859316,0.2,0.10302734375,34.21493925191462,1.605908989906311
100352,806.06,4.180764059999999,49,162,618,0.008839195,0.5733992159366608,0.0003,2150,-0.7341388700529933,-0.003298774443101138,0.2,0.09853515625,96.68855560943484,74.16877746582031
