time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/loss,train/approx_kl,train/explained_variance,train/n_updates,train/clip_range,train/clip_fraction,train/value_loss
23,926,367.9,50,-194.64700000000005,47104,-0.6544362002983689,-0.001973898531286977,0.0003,59.64961242675781,0.005701098,0.9283749088644981,1450,0.2,0.082568359375,120.12341612577438
24,933,355.74,52,-182.4305,49152,-0.6597873521968722,-0.0031439285252417904,0.0003,45.588523864746094,0.025574937,0.9387023895978928,1460,0.2,0.148193359375,89.12177697867155
25,933,351.79,54,-183.1905,51200,-0.6254138100892306,-0.0021562597623415057,0.0003,48.0533447265625,0.0076674926,0.9372979775071144,1470,0.2,0.055224609375,115.02452033162118
26,939,352.79,56,-174.73949999999996,53248,-0.6639187078922987,-0.001205832702544285,0.0003,6.585766792297363,0.008642584,0.9763070959597826,1480,0.2,0.0900390625,24.774885336309673
27,944,343.09,58,-162.77499999999998,55296,-0.6376355433836579,-0.0031917399137455504,0.0003,21.148723602294922,0.0055007916,0.941947091370821,1490,0.2,0.041064453125,93.37401627898217
28,949,329.6,60,-159.72799999999998,57344,-0.5560283506289124,-0.0002878648338082712,0.0003,65.98219299316406,0.0014527354,0.9068772941827774,1500,0.2,0.005712890625,162.01798150539398
29,950,329.48,62,-155.8515,59392,-0.6293039994314313,-0.0042175274684268516,0.0003,26.713647842407227,0.009465707,0.9527466595172882,1510,0.2,0.076416015625,89.16779751181602
30,955,333.79,64,-152.20049999999998,61440,-0.5039303964003921,-0.003994752510334365,0.0003,75.54210662841797,0.003465408,0.9638834223151207,1520,0.2,0.03486328125,77.35337529480458
31,960,320.67,66,-152.20049999999998,63488,-0.5276956181973219,-0.0021517075052543077,0.0003,29.880096435546875,0.003856436,0.9455708712339401,1530,0.2,0.037890625,100.21583095192909
32,959,318.49,68,-149.6985,65536,-0.6470254059880972,-0.0032063490609289145,0.0003,81.33048248291016,0.0028887922,0.8870507627725601,1540,0.2,0.04658203125,199.06095325946808
33,959,316.14,70,-149.1695,67584,-0.6194030710496008,-0.001989888168463949,0.0003,74.27659606933594,0.0051378347,0.9330742731690407,1550,0.2,0.034423828125,141.56823343634605
34,965,308.34,72,-148.233,69632,-0.5952196586877108,-0.0026559885533060878,0.0003,27.199134826660156,0.005561886,0.9143943339586258,1560,0.2,0.03408203125,130.71775747537612
35,966,297.29,74,-150.0645,71680,-0.5893121352419257,-0.0016003512464521918,0.0003,89.210693359375,0.0039958693,0.906462661921978,1570,0.2,0.032080078125,152.40980375409126
36,966,300.36,76,-155.401,73728,-0.647730004787445,-0.0033646454561676365,0.0003,65.09375,0.002677281,0.94303909689188,1580,0.2,0.06865234375,118.66589257419109
37,972,292.2,77,-148.601,75776,-0.6115801123902201,-0.0032448817721160593,0.0003,27.77307891845703,0.0074462593,0.925614669919014,1590,0.2,0.1158203125,85.65903693735599
38,974,297.64,79,-148.5495,77824,-0.6130626856349408,-0.0020595245325239373,0.0003,32.13828659057617,0.005457321,0.9206713289022446,1600,0.2,0.064697265625,113.71170651912689
39,978,292.23,81,-149.041,79872,-0.5898063704371452,-0.0027525698533281684,0.0003,44.767608642578125,0.0043433164,0.963714212179184,1610,0.2,0.08828125,41.568408749997616
40,981,290.03,83,-145.744,81920,-0.5918856680393219,-0.0017500814559753054,0.0003,48.8215217590332,0.0028334253,0.9004949182271957,1620,0.2,0.03359375,138.9338093340397
41,978,297.67,85,-145.677,83968,-0.48711458602920177,-0.001271548445947701,0.0003,13.982540130615234,0.009286387,0.9404009841382504,1630,0.2,0.048779296875,102.861980445683
42,979,302.88,87,-146.3905,86016,-0.557011219765991,-0.0007787686856318033,0.0003,5.141580581665039,0.0050320756,0.9716674294322729,1640,0.2,0.075830078125,24.67858179025352
43,979,313.77,89,-148.124,88064,-0.6137523302808404,-0.0020019362840685063,0.0003,33.65647506713867,0.00414367,0.9547168985009193,1650,0.2,0.04365234375,66.16732074618339
44,983,312.26,91,-150.798,90112,-0.6194824311882258,-0.0050199078508740055,0.0003,14.94606876373291,0.009581793,0.9487500824034214,1660,0.2,0.116796875,78.00495644211769
45,987,304.09,93,-154.74999999999997,92160,-0.5108148330822587,-0.002552018045389559,0.0003,26.256511688232422,0.0035125362,0.8866093903779984,1670,0.2,0.028125,173.675326782465
46,986,311.3,95,-158.40099999999998,94208,-0.5870582094416023,-0.001161306514404714,0.0003,30.413406372070312,0.004492269,0.822308138012886,1680,0.2,0.026953125,212.585957467556
47,990,318.77,97,-154.42000000000002,96256,-0.597058417275548,-0.0013014002237468959,0.0003,26.961566925048828,0.0044109183,0.9537782333791256,1690,0.2,0.058056640625,55.94612483531237
48,993,306.7,98,-146.0805,98304,-0.5386452554725111,-0.001916213181175408,0.0003,26.170244216918945,0.005087818,0.9477236196398735,1700,0.2,0.052685546875,80.63988538384437
49,995,314.44,100,-140.52,100352,-0.516355002950877,-0.0037922717252513393,0.0003,121.53888702392578,0.0035813479,0.9509685635566711,1710,0.2,0.023291015625,101.9284024298191
