rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/explained_variance,train/loss,train/value_loss,train/clip_range,train/learning_rate,train/clip_fraction,train/approx_kl
-649.9386754788733,26,53248,645,738.3802816901408,82,-0.0004737677165394416,-0.7866810468956829,1480,0.33776360750198364,31.423141479492188,103.4383911728859,0.2,0.0003,0.023974609375,0.004216619
-655.6845360540541,27,55296,643,742.7567567567568,85,-3.643133823061362e-05,-0.8469910155981779,1490,0.7595333606004715,3.6304562091827393,33.473122894391416,0.2,0.0003,0.0744140625,0.0055413255
-655.9652492727273,28,57344,639,743.7012987012987,89,-0.0005394484363932861,-0.7895083215087653,1500,0.5650752484798431,4.653232097625732,99.56581141278147,0.2,0.0003,0.050927734375,0.008248777
-658.2082762658229,29,59392,636,743.8354430379746,93,-0.002315346618343028,-0.7778479982167482,1510,0.7022861838340759,16.79922866821289,84.65504621490837,0.2,0.0003,0.05029296875,0.0042633223
-661.6438649506173,30,61440,632,750.1604938271605,97,-0.0006387610068486538,-0.8262162873521447,1520,0.728781670331955,17.21889877319336,11.120343489944934,0.2,0.0003,0.0927734375,0.013110803
-666.017245626506,31,63488,630,756.1807228915662,100,-0.0030965263715188483,-0.8207545643672347,1530,0.7709497064352036,10.38641357421875,62.593866946548225,0.2,0.0003,0.058984375,0.005033672
-670.5052526395348,32,65536,636,756.7906976744187,103,-0.0019611248695582616,-0.8164648145437241,1540,0.7946152836084366,5.071267604827881,40.00590139739215,0.2,0.0003,0.050341796875,0.0061826953
-674.6505490681818,33,67584,632,762.3181818181819,106,4.544311450445093e-05,-0.7689898880198598,1550,0.6398124396800995,1.5551882982254028,26.643935058265924,0.2,0.0003,0.063525390625,0.0040014
-679.9227475111111,34,69632,636,766.4666666666667,109,-0.004006435107294237,-0.7847460266202688,1560,0.6021094918251038,1.8970879316329956,25.407140346243978,0.2,0.0003,0.109814453125,0.008013317
-681.0302998709677,35,71680,639,765.4516129032259,112,-0.005550519611279015,-0.7978379618376493,1570,0.8679919391870499,2.9514129161834717,30.740953272581102,0.2,0.0003,0.104248046875,0.009065168
-675.4320359175258,36,73728,643,756.4536082474227,114,0.00018394674189039505,-0.7580954307690263,1580,0.6678486764431,2.011702299118042,24.618102997541428,0.2,0.0003,0.069775390625,0.0041629476
-676.8763274242424,37,75776,642,760.5555555555555,117,-0.002490863983257441,-0.7491339882835746,1590,0.8369809836149216,10.662349700927734,31.376679289340974,0.2,0.0003,0.082861328125,0.010527151
-679.3422416399999,38,77824,645,761.95,120,-0.0010000639558711555,-0.7317214790731669,1600,0.5972995758056641,164.91000366210938,54.69175673723221,0.2,0.0003,0.046240234375,0.0063033854
-679.8043561399999,39,79872,647,760.77,123,-0.001182709194108611,-0.690650076046586,1610,0.815302848815918,171.35250854492188,87.68611071556806,0.2,0.0003,0.043115234375,0.0034796684
-688.1529301799998,40,81920,647,769.53,126,-0.0018482533196220174,-0.718818555958569,1620,0.33685338497161865,76.95942687988281,76.69128355011344,0.2,0.0003,0.045458984375,0.0042097773
-687.78231081,41,83968,649,763.38,129,-0.001047900262346957,-0.7930035049095749,1630,0.7608006000518799,1.8593472242355347,41.071139512956144,0.2,0.0003,0.105908203125,0.006612934
-693.0611175400002,42,86016,643,775.14,133,-0.00443198566645151,-0.7692228147760034,1640,0.8828119486570358,2.411336898803711,8.002855806052684,0.2,0.0003,0.099462890625,0.007864734
-699.0880519400001,43,88064,647,777.91,136,-0.002645144794951193,-0.7237600224092603,1650,0.7474562525749207,4.567114353179932,35.430995009839535,0.2,0.0003,0.057861328125,0.0044627124
-697.2522974200001,44,90112,647,770.68,139,-0.0029174204071750866,-0.725819188915193,1660,0.16236519813537598,2.049651622772217,38.134109642356634,0.2,0.0003,0.049853515625,0.0043720994
-706.56177119,45,92160,646,784.33,142,-0.003806450395495631,-0.7446125250309705,1670,0.7849589735269547,2.9334840774536133,10.489494971185923,0.2,0.0003,0.0953125,0.008468061
-710.6708326700001,46,94208,647,789.3,145,-0.0024266757478471845,-0.7522818464785814,1680,0.7490893304347992,2.333265542984009,52.89340406805277,0.2,0.0003,0.05126953125,0.004377909
-711.26348709,47,96256,645,789.82,149,-0.0038970877547399143,-0.7056158099323511,1690,0.7611598968505859,6.887644290924072,25.47655520364642,0.2,0.0003,0.042041015625,0.00560783
-713.47979025,48,98304,644,794.29,152,-0.0007414699804940029,-0.6952305361628532,1700,0.47007524967193604,7.628026962280273,118.539470975101,0.2,0.0003,0.0318359375,0.0030008475
-715.32663036,49,100352,645,797.52,155,-0.0012129382437706226,-0.7426516154780984,1710,0.6767339110374451,16.503528594970703,77.31798575744033,0.2,0.0003,0.0421875,0.0047575585
-49.548811666666666,1,2048,1034,396.3333333333333,1,-0.0015019890415715054,-0.7342564156278968,1720,0.8854143470525742,2.254117488861084,52.11357615664601,0.2,0.0003,0.0498046875,0.0052898135
-6.167533285714289,2,4096,843,580.8571428571429,4,-0.0050400454230839385,-0.7355683827772737,1730,0.4788771867752075,60.64094161987305,122.86034911870956,0.2,0.0003,0.073046875,0.0058824006
-24.910152200000006,3,6144,830,550.1,7,-0.001224872700549895,-0.6974292704835534,1740,0.48998820781707764,70.5708236694336,131.42681733369827,0.2,0.0003,0.061474609375,0.006840541
-17.522269142857144,4,8192,793,550.4285714285714,10,0.0007486441623768769,-0.7769354563206434,1750,0.8045153468847275,17.155345916748047,65.80496390759944,0.2,0.0003,0.080615234375,0.0080171935
-26.77620811764706,5,10240,769,571.2352941176471,13,8.7629853078397e-05,-0.7739533592015505,1760,0.7121147811412811,25.96360969543457,106.49330494701863,0.2,0.0003,0.0576171875,0.0070128343
-30.22685105,6,12288,752,601.6,16,-0.002771283339825459,-0.8002503646537662,1770,0.6603856086730957,21.99595832824707,125.00032757818698,0.2,0.0003,0.08759765625,0.0064301444
-32.14649295454545,7,14336,751,629.6818181818181,19,-0.00039268983146030224,-0.7371272720396519,1780,0.46615540981292725,118.62554168701172,155.70233037471772,0.2,0.0003,0.03291015625,0.0015552894
-28.62177803846154,8,16384,751,613.9615384615385,21,-0.003887019522153423,-0.771102511510253,1790,0.33451342582702637,99.06066131591797,89.07398932129145,0.2,0.0003,0.08447265625,0.007817092
-31.680196857142857,9,18432,718,635.75,25,-0.003113294537979527,-0.749102159217,1800,0.5985020101070404,16.962432861328125,116.44518751055003,0.2,0.0003,0.0685546875,0.0070702964
-39.22382670967742,10,20480,685,636.3870967741935,29,-0.0015155954941292293,-0.817237944342196,1810,0.7588749974966049,4.022939682006836,72.60853510648012,0.2,0.0003,0.087890625,0.008018063
-33.62641902941177,11,22528,684,659.1764705882352,32,-0.0029228649349533954,-0.7618664279580116,1820,0.36048537492752075,5.842968940734863,121.02508901059628,0.2,0.0003,0.076513671875,0.012658096
-27.727065527777782,12,24576,679,674.2777777777778,36,-0.0035048604706389595,-0.6745973404496908,1830,0.32090866565704346,133.7138671875,149.86333571970462,0.2,0.0003,0.04189453125,0.004723951
-24.823250447368423,13,26624,667,691.421052631579,39,-0.0009305130006396212,-0.7592301849275828,1840,0.529299259185791,28.53658103942871,44.76495307013393,0.2,0.0003,0.10302734375,0.011360204
-30.89237407317073,14,28672,659,692.8780487804878,43,-0.0065931129131058695,-0.7742701750248671,1850,0.5580635964870453,4.201112747192383,41.847275314480065,0.2,0.0003,0.121826171875,0.020028625
-26.5391628372093,15,30720,649,707.1627906976744,47,-0.0023341508669545872,-0.7610474899411201,1860,0.6444661915302277,67.76103973388672,91.76154119968415,0.2,0.0003,0.06591796875,0.008611117
-28.21069415217391,16,32768,647,705.2608695652174,50,-0.0053911403672827875,-0.8354014080017805,1870,0.45880192518234253,2.210933208465576,38.52978700771928,0.2,0.0003,0.164599609375,0.017650567
-21.898187208333336,17,34816,641,716.1041666666666,54,-0.0014358660911966581,-0.7392179789021611,1880,0.6999808251857758,133.3717041015625,95.08557277023792,0.2,0.0003,0.037353515625,0.004310569
-29.913320576923077,18,36864,646,708.75,57,-0.0004395409359858604,-0.7298663355410099,1890,0.49663448333740234,15.994389533996582,60.070885902643205,0.2,0.0003,0.055322265625,0.005869757
-25.360767351851855,19,38912,637,714.6851851851852,61,-0.002781240719195921,-0.7495359955355525,1900,0.5377130210399628,106.69451904296875,164.30751212835312,0.2,0.0003,0.03203125,0.0041305786
-22.37041582142857,20,40960,635,723.5,64,-0.004644855835067574,-0.7567784711718559,1910,0.3332424759864807,45.099937438964844,75.12911939173937,0.2,0.0003,0.08662109375,0.012084362
-20.8804855,21,43008,630,728.6551724137931,68,-0.0022965985335758887,-0.7326885752379895,1920,0.575434535741806,1.6793028116226196,47.9655705280602,0.2,0.0003,0.1220703125,0.0065869526
-20.612663557377047,22,45056,627,735.9016393442623,71,-0.000945530652825255,-0.731222815066576,1930,0.4255537986755371,0.7799396514892578,53.64561549462378,0.2,0.0003,0.03916015625,0.0062786546
-18.14801573015873,23,47104,630,742.7301587301587,74,-8.943887223722414e-07,-0.7302988834679127,1940,0.5153965055942535,133.378173828125,106.49394691884518,0.2,0.0003,0.047119140625,0.0029063337
-16.723589661538465,24,49152,631,746.0769230769231,77,-0.001137703005952062,-0.693292579613626,1950,0.6829656064510345,70.54679107666016,64.20988163426519,0.2,0.0003,0.070556640625,0.0053726835
-14.347617492537315,25,51200,630,753.6567164179105,81,-0.0008659945728140883,-0.7337636159732938,1960,0.8750194981694221,1.4391313791275024,25.842814596742393,0.2,0.0003,0.073828125,0.0067976536
-14.044200753623192,26,53248,626,760.7971014492754,85,-0.002518609433900565,-0.7686169058084488,1970,0.7003272175788879,0.5611767172813416,25.214907526224852,0.2,0.0003,0.152978515625,0.013178873
-11.697080478873243,27,55296,625,765.943661971831,88,-0.00865776898644981,-0.7467540359124542,1980,0.6614644527435303,1.1884033679962158,27.522876181825996,0.2,0.0003,0.111865234375,0.010856997
-8.929061986486486,28,57344,622,773.4864864864865,92,-0.0013607757005956954,-0.6966601368039846,1990,0.4090036153793335,123.50456237792969,60.18818652555346,0.2,0.0003,0.0458984375,0.004668352
-8.534272000000001,29,59392,623,777.7368421052631,95,-0.0006550687852723058,-0.7496219325810671,2000,0.31278103590011597,3.540529251098633,70.42771818786859,0.2,0.0003,0.036474609375,0.005994819
-9.132037949367088,30,61440,624,774.7088607594936,98,-0.0014268774481024592,-0.7307353572919965,2010,0.6164529919624329,1.8190803527832031,43.5911535911262,0.2,0.0003,0.06552734375,0.007680258
-10.100334829268292,31,63488,622,773.0975609756098,102,-0.004084504146885592,-0.7222529733553529,2020,0.2939261794090271,77.19851684570312,107.5780174344778,0.2,0.0003,0.079833984375,0.0057112584
-8.144859476190474,32,65536,617,778.5,106,-0.004188607512332965,-0.773619468510151,2030,0.3855462670326233,4.635608673095703,57.73150018826127,0.2,0.0003,0.097607421875,0.005685265
-9.935391837209302,33,67584,620,782.0116279069767,109,-0.0005784607703390066,-0.6747961057350039,2040,0.42136263847351074,2.502350091934204,42.23775696549565,0.2,0.0003,0.08876953125,0.008548495
-13.495416235955055,34,69632,622,778.3370786516854,111,-0.0007876008436142002,-0.7442924078553915,2050,0.36457592248916626,1.3148744106292725,102.20067980699241,0.2,0.0003,0.069091796875,0.007577788
-10.51956335869565,35,71680,618,777.9347826086956,115,-0.0009810414194362238,-0.6852167682722211,2060,0.36694514751434326,204.73414611816406,198.4852625221014,0.2,0.0003,0.026806640625,0.0037362375
-10.10308034042553,36,73728,621,777.2446808510638,118,-0.001699041661049705,-0.613420071825385,2070,0.5033349096775055,46.84560012817383,77.9705088019371,0.2,0.0003,0.03623046875,0.0047566453
-10.435453350515465,37,75776,620,779.7628865979382,122,-0.0024806152589007978,-0.686981768719852,2080,0.4132804274559021,28.043819427490234,98.62287759110332,0.2,0.0003,0.0671875,0.005823219
-10.046415676767676,38,77824,618,782.4444444444445,125,-0.00011504074063850567,-0.7717049676924944,2090,0.4825025796890259,12.988668441772461,92.53978381603956,0.2,0.0003,0.08466796875,0.005787233
-10.34548974,39,79872,617,786.97,129,-0.0012770768418704393,-0.7377712076529861,2100,0.6470858752727509,15.553863525390625,73.15431848317385,0.2,0.0003,0.0498046875,0.008130681
-12.192516359999999,40,81920,618,793.17,132,0.0007146337906306144,-0.7926466250792146,2110,0.8774448335170746,1.7329145669937134,39.783518847078085,0.2,0.0003,0.120654296875,0.014108907
-12.306218509999999,41,83968,618,795.94,135,-0.00146440222451929,-0.8024864811450243,2120,0.3027030825614929,44.78464126586914,127.41575744003057,0.2,0.0003,0.043017578125,0.0037235874
-6.983223319999997,42,86016,615,806.97,139,-0.0021298312407452614,-0.7298679407685995,2130,0.4859010577201843,1.1548545360565186,68.31523753553628,0.2,0.0003,0.111279296875,0.0078962855
-8.85689476,43,88064,617,811.24,142,-0.007123399886404513,-0.7013876849785448,2140,0.5180162489414215,27.571823120117188,104.25183794498443,0.2,0.0003,0.165478515625,0.013949974
-7.152845160000001,44,90112,617,823.95,146,-0.002543628301282297,-0.7313360970467329,2150,0.5588063895702362,45.85540771484375,83.82719696760178,0.2,0.0003,0.088671875,0.009993851
-5.10884832,45,92160,614,831.07,149,-0.0030448360725131352,-0.6257015347480774,2160,0.34302109479904175,94.40726470947266,124.95412707850338,0.2,0.0003,0.071728515625,0.009677911
-5.547965809999999,46,94208,610,834.77,154,0.0014926435833331198,-0.7528229279443621,2170,0.6957124769687653,0.5309480428695679,29.708660539239645,0.2,0.0003,0.123193359375,0.006799224
-2.761491719999999,47,96256,612,838.89,157,-0.008312533660500776,-0.690768126770854,2180,0.6447275578975677,3.524447441101074,35.737107851728794,0.2,0.0003,0.131689453125,0.025149208
-0.05679855999999901,48,98304,613,835.22,160,-0.001661678734672023,-0.6594793213531375,2190,0.7108789384365082,2.7263405323028564,51.9783402889967,0.2,0.0003,0.090869140625,0.009817613
-3.249590409999998,49,100352,615,843.47,162,-0.0008241213537985459,-0.6338292108848691,2200,0.38492995500564575,7.365290641784668,80.65596386119724,0.2,0.0003,0.035888671875,0.009224962
-0.016114259999996817,50,102400,615,843.14,166,-0.001287413674435811,-0.7361870964989066,2210,0.364043653011322,40.85079574584961,225.6362032726407,0.2,0.0003,0.01279296875,0.0028970763
1.195602910000003,51,104448,613,844.28,170,-0.0010553550404438284,-0.737378353998065,2220,0.6422200798988342,194.46524047851562,58.90688388645649,0.2,0.0003,0.0830078125,0.005828609
3.7103340400000007,52,106496,612,846.57,173,-0.0005953109721303917,-0.7330875732004642,2230,0.749982476234436,1.7481615543365479,50.6027881115675,0.2,0.0003,0.095556640625,0.013916992
4.0827344,53,108544,613,840.03,176,-0.0011442487098975106,-0.684182514064014,2240,0.4316314458847046,11.566350936889648,92.29222217537463,0.2,0.0003,0.053173828125,0.004654671
5.639833670000001,54,110592,615,831.6,179,-0.001239882414120075,-0.636625643633306,2250,0.4029849171638489,61.82558822631836,122.22470697313547,0.2,0.0003,0.01083984375,0.002186283
7.3003836400000015,55,112640,614,831.11,183,-0.0014610984029786779,-0.7486278302967548,2260,0.5435675084590912,58.560813903808594,137.77081928923727,0.2,0.0003,0.03056640625,0.0022906926
6.0719379600000005,56,114688,613,828.93,187,-0.0007897445517301094,-0.677508713118732,2270,0.47251570224761963,8.352356910705566,95.08380939662456,0.2,0.0003,0.06884765625,0.008777051
8.20924167,57,116736,614,836.05,190,-7.903890364104881e-05,-0.7108002603054047,2280,0.62697833776474,2.6508078575134277,47.49395811893046,0.2,0.0003,0.049072265625,0.006069083
5.631626099999998,58,118784,615,834.31,193,-0.0015109796171600466,-0.7961410151794552,2290,0.5702695250511169,1.5925817489624023,36.30157990828157,0.2,0.0003,0.0955078125,0.004122532
9.356961239999999,59,120832,616,844.91,195,-0.0010895348772464787,-0.7687245894223451,2300,0.5074776411056519,8.012886047363281,99.06820746771992,0.2,0.0003,0.06103515625,0.005814097
10.413338450000001,60,122880,613,846.3,200,-0.0003535119947628118,-0.7514790808781981,2310,0.6138420403003693,16.858768463134766,54.31687852889299,0.2,0.0003,0.059814453125,0.0036797486
8.17409444,61,124928,610,842.48,204,-0.0017321498664387037,-0.6195217370986938,2320,0.5860622525215149,2.064887762069702,51.33857738152146,0.2,0.0003,0.03876953125,0.004105683
7.112464650000001,62,126976,610,845.02,208,-0.0026671408864785916,-0.7238289318978787,2330,0.5898140668869019,31.719552993774414,103.77940871194005,0.2,0.0003,0.073193359375,0.0054973043
8.032271210000001,63,129024,609,840.9,211,-0.0037545656523434445,-0.6989936787635088,2340,0.803342193365097,1.7101686000823975,22.365904672816395,0.2,0.0003,0.091357421875,0.02221832
7.072501840000002,64,131072,609,843.13,214,-0.004286194762244122,-0.7192615464329719,2350,0.6041035354137421,44.208778381347656,83.56074546724558,0.2,0.0003,0.058935546875,0.006189293
6.872303970000002,65,133120,610,843.92,218,-0.0009251084818970412,-0.79248420689255,2360,0.6770496368408203,3.401834011077881,31.804050048440693,0.2,0.0003,0.10576171875,0.007188201
5.116447990000001,66,135168,611,825.9,221,-0.0049383822763047645,-0.7449082424864173,2370,0.719934731721878,1.3656319379806519,60.762439924106005,0.2,0.0003,0.12119140625,0.019894507
5.84667892,67,137216,613,821.28,223,-0.0009015067753352923,-0.6787850035354495,2380,0.44970619678497314,20.336618423461914,203.1739359728992,0.2,0.0003,0.037353515625,0.004238273
2.9806820300000028,68,139264,614,818.49,226,-0.002122789942950476,-0.8122303010895848,2390,0.35535478591918945,3.567150115966797,42.20312521904707,0.2,0.0003,0.08505859375,0.009430296
2.932835200000004,69,141312,615,819.79,229,-0.0015489906516449991,-0.8262618195265532,2400,0.3547654151916504,28.74298858642578,109.01402392834424,0.2,0.0003,0.112451171875,0.011106582
2.275149080000004,70,143360,614,819.88,233,-0.0027392504547606223,-0.709078186377883,2410,0.8760370761156082,0.6916964650154114,33.23352593984455,0.2,0.0003,0.10302734375,0.016488973
0.2715377900000033,71,145408,616,819.53,235,-0.003486943162715761,-0.7435757614672184,2420,0.7256453931331635,14.0842866897583,39.75447179786861,0.2,0.0003,0.116259765625,0.021959234
2.646677610000001,72,147456,615,822.72,239,-0.001655602449318394,-0.6249455133453011,2430,0.40125566720962524,47.493228912353516,140.64165697693824,0.2,0.0003,0.028369140625,0.0040240115
2.96397504,73,149504,614,822.72,243,-0.0012673387602262665,-0.768302270770073,2440,0.7034831643104553,0.5649654865264893,51.02102878652513,0.2,0.0003,0.093701171875,0.009176057
11.053971529999998,74,151552,615,822.12,246,-0.0024923430872149767,-0.8645641941577196,2450,0.8608885109424591,0.7448551654815674,37.50008327700198,0.2,0.0003,0.134326171875,0.013135297
10.51444615,75,153600,617,820.24,248,-0.0013041245676504332,-0.6586234515532852,2460,0.46517831087112427,22.70868492126465,140.50503428727387,0.2,0.0003,0.052099609375,0.00473771
12.3895367,76,155648,617,821.3,251,-0.0020265572835342026,-0.7320818070322275,2470,0.6639428734779358,172.66732788085938,81.87118424847722,0.2,0.0003,0.042626953125,0.005025781
10.206525810000006,77,157696,618,814.37,254,-0.0019205743057682412,-0.6372989747673273,2480,0.5213129222393036,44.40941619873047,68.63955296427011,0.2,0.0003,0.06201171875,0.0055848146
10.939937050000005,78,159744,619,816.12,257,-0.0011521185755555053,-0.7562121387571097,2490,0.49394094944000244,74.68869018554688,138.2287486076355,0.2,0.0003,0.02431640625,0.005845499
13.850681190000003,79,161792,621,814.63,260,0.00029445175896398724,-0.8215748351067305,2500,0.7940156310796738,0.6892431378364563,38.85641738642007,0.2,0.0003,0.123486328125,0.011662708
13.295208619999999,80,163840,618,814.58,264,-0.0016825533351948253,-0.6823001803830266,2510,0.5514241755008698,25.29391098022461,102.63575070165098,0.2,0.0003,0.072802734375,0.0075688697
13.626722630000002,81,165888,620,808.94,267,-0.0031811791872314644,-0.7865665167570114,2520,0.6998216807842255,38.54049301147461,81.33974038287997,0.2,0.0003,0.097265625,0.007597525
13.585251159999999,82,167936,619,811.72,270,-0.0014033580820978387,-0.6748751848936081,2530,0.6883995234966278,2.3106255531311035,78.68338055089116,0.2,0.0003,0.053466796875,0.0044094035
13.28476474,83,169984,621,810.86,273,-0.003014325167168863,-0.758310410939157,2540,0.7020095884799957,1.2587815523147583,35.70225245021284,0.2,0.0003,0.06455078125,0.007533111
13.439617629999997,84,172032,622,803.61,276,-0.0012375051781418733,-0.7248134462162852,2550,0.42743754386901855,17.13991928100586,132.07783615887166,0.2,0.0003,0.04013671875,0.0049008466
14.442395250000002,85,174080,623,799.76,279,-0.0022633518505244866,-0.7099114777520299,2560,0.6916806995868683,97.57334899902344,68.06009252369404,0.2,0.0003,0.0673828125,0.0070025884
14.069646310000003,86,176128,623,795.86,282,-0.0016258360170468221,-0.8015584772452712,2570,0.6455943286418915,0.3560798168182373,69.30749887563289,0.2,0.0003,0.0875,0.013209917
9.259332919999997,87,178176,622,792.69,286,-0.0012001743005384923,-0.6185999136418104,2580,0.23640704154968262,9.43273639678955,120.00446863248945,0.2,0.0003,0.0625,0.01157255
13.692342269999997,88,180224,623,799.63,288,-0.0032908928540564377,-0.7043791450560093,2590,0.5561871230602264,50.126548767089844,129.0937628440559,0.2,0.0003,0.0357421875,0.005137762
14.11427646,89,182272,623,800.44,292,-0.002539982347661862,-0.835773253813386,2600,0.4644160270690918,114.70791625976562,77.83910186737776,0.2,0.0003,0.083837890625,0.007134386
12.132432819999998,90,184320,624,794.93,295,-0.00042415791103849186,-0.8126585401594639,2610,0.6031621992588043,22.203031539916992,72.80003197193146,0.2,0.0003,0.087451171875,0.008216204
9.555934040000002,91,186368,624,794.73,298,-0.0011457799711934058,-0.747789073549211,2620,0.5747480392456055,80.62850189208984,89.897509765625,0.2,0.0003,0.066015625,0.012544962
11.1659584,92,188416,624,800.17,301,-0.006987310144177172,-0.7942814692854882,2630,0.39988183975219727,0.7695038318634033,96.12018702700735,0.2,0.0003,0.095068359375,0.0054631894
13.320144549999998,93,190464,623,805.51,305,-0.0022253794348216617,-0.7670876124873758,2640,0.6538425385951996,1.4232063293457031,70.45685288719832,0.2,0.0003,0.08642578125,0.007820919
13.200458700000002,94,192512,621,806.36,309,-0.0027948894745350116,-0.7883630691096186,2650,0.6124995350837708,5.84888219833374,70.59042092747987,0.2,0.0003,0.093017578125,0.006919617
11.91654603,95,194560,622,810.58,312,-0.0063634017125878016,-0.733624111302197,2660,0.5487899482250214,351.16326904296875,68.0051668420434,0.2,0.0003,0.15517578125,0.014139626
12.09170762,96,196608,621,809.97,316,-0.0014803382517129648,-0.7322186613455415,2670,0.5785898268222809,6.725437641143799,93.89348737671972,0.2,0.0003,0.12578125,0.00849894
12.900238259999998,97,198656,622,805.25,318,-0.004459804775251541,-0.6602124571800232,2680,0.6729007065296173,48.22956848144531,68.50737320110201,0.2,0.0003,0.08359375,0.010658146
14.211226510000001,98,200704,624,798.99,321,0.0025960421924537515,-0.8465925514698028,2690,0.7843703925609589,2.6987504959106445,54.03820779509842,0.2,0.0003,0.147607421875,0.0069912975
