rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/entropy_loss,train/learning_rate,train/explained_variance,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/clip_range,train/loss,train/n_updates,train/value_loss
690.5147058823529,-297.3049138529411,23,71,661,47104,-0.6233793097548187,0.0003,0.5008848309516907,0.034375,0.0037125798,-0.0019203182411729359,0.2,291.7876281738281,1450,224.94554607868196
692.2112676056338,-297.45503966197174,24,74,662,49152,-0.9647454960271716,0.0003,0.6438297033309937,0.233349609375,0.013739546,-0.002438255009474233,0.2,0.7185683846473694,1460,40.01782863885164
683.8783783783783,-293.70436132432434,25,76,667,51200,-0.9516610279679298,0.0003,0.4762253165245056,0.07578125,0.005568728,-0.0017456304783991072,0.2,304.50628662109375,1470,92.57037776559591
680.5,-288.46700217948717,26,78,674,53248,-0.9433985425159335,0.0003,0.5092317461967468,0.108056640625,0.008926262,-0.0015479443758522394,0.2,2.988018274307251,1480,114.50622938647867
663.1686746987951,-285.56624690361446,27,80,684,55296,-0.749261518381536,0.0003,0.4721958041191101,0.0453125,0.0049319947,-0.0024162395056919195,0.2,6.357978343963623,1490,133.36438591331245
671.0941176470589,-285.7820201411765,28,83,686,57344,-0.9242359396070242,0.0003,0.3934195041656494,0.046826171875,0.00740033,-0.0033693876368488416,0.2,93.88472747802734,1500,210.42494268715382
659.1666666666666,-281.70281355555557,29,86,688,59392,-0.8559356305748225,0.0003,0.5496069490909576,0.139404296875,0.008409672,0.0005059770614025183,0.2,1.8483589887619019,1510,49.60099706761539
650.6808510638298,-277.3835002340426,30,88,695,61440,-0.7912464307621121,0.0003,0.39198338985443115,0.038232421875,0.003839609,-0.0021834900908288546,0.2,95.78218078613281,1520,202.4032825797796
654.1855670103092,-278.1379676804124,31,91,696,63488,-0.8619881045073271,0.0003,0.5584931373596191,0.04853515625,0.007668896,-0.0025252807990909787,0.2,10.826340675354004,1530,159.6777101635933
649.39,-276.88956598,32,93,701,65536,-0.8866548456251622,0.0003,0.5900303721427917,0.084423828125,0.006304413,-0.00017914606141857802,0.2,0.7360622882843018,1540,52.51188283953816
658.66,-276.39192731,33,96,703,67584,-0.8972211120650172,0.0003,0.49029678106307983,0.088818359375,0.010587153,-0.004139339870744152,0.2,13.098200798034668,1550,117.20769785121084
660.68,-269.24460333,34,98,704,69632,-0.9192225636914373,0.0003,0.6908921599388123,0.212158203125,0.023211293,-0.010261683346470818,0.2,2.806183338165283,1560,37.567910718917844
656.52,-266.36265669,35,100,709,71680,-0.8130655279383063,0.0003,0.45147061347961426,0.04404296875,0.0074616605,-0.0017038009813404643,0.2,5.604094505310059,1570,79.66981081217527
651.87,-255.77116587,36,102,715,73728,-0.7822646126151085,0.0003,0.46847450733184814,0.11162109375,0.009955635,-0.004021232496597804,0.2,200.3428192138672,1580,117.8483341164887
643.95,-249.23916590000005,37,105,717,75776,-0.7526767030358315,0.0003,0.5327765941619873,0.055078125,0.004702042,-0.002953560990499682,0.2,217.7660675048828,1590,145.44671927541495
632.8,-241.57949413000003,38,107,721,77824,-0.6983598893508315,0.0003,0.40773606300354004,0.13681640625,0.013448281,-0.005129085146472789,0.2,199.30691528320312,1600,70.94952713083475
622.0,-231.37054249000002,39,109,727,79872,-0.6264432456344367,0.0003,0.5350286066532135,0.111865234375,0.0170881,-0.005423666637216229,0.2,11.917815208435059,1610,120.90860190838575
587.35,-215.62116669,40,111,734,81920,-0.5665191217325628,0.0003,0.39650988578796387,0.03916015625,0.011637373,-0.0038023172743123722,0.2,19.504899978637695,1620,246.20673835575582
584.74,-209.73849357999998,41,113,738,83968,-0.624349251948297,0.0003,0.4935118556022644,0.035205078125,0.0073244832,-0.005273756332462654,0.2,69.71934509277344,1630,340.58171753883363
555.74,-202.96884835999992,42,115,741,86016,-0.6286554956808686,0.0003,0.6703583002090454,0.056591796875,0.005063951,-0.0033163453357701656,0.2,49.84089279174805,1640,142.0946177944541
562.53,-197.80900237999995,43,118,744,88064,-0.6189740739762783,0.0003,0.6836924254894257,0.082177734375,0.009963717,-0.003314272908392013,0.2,66.40184783935547,1650,186.57567858844996
537.13,-193.38181215,44,120,749,90112,-0.6643944088369608,0.0003,0.5687499940395355,0.050634765625,0.008759584,-0.005142268409690587,0.2,21.891345977783203,1660,109.52481341362
536.13,-187.57929558999996,45,122,753,92160,-0.6024022925645113,0.0003,0.4466295838356018,0.014892578125,0.0031775273,-0.0027320021552441178,0.2,184.07676696777344,1670,303.37122976481913
520.66,-185.4672684,46,124,756,94208,-0.5915309553965926,0.0003,0.510275810956955,0.01787109375,0.0051384023,-0.0019293705685413443,0.2,8.749407768249512,1680,159.57388480305673
518.85,-183.93824995000003,47,126,758,96256,-0.6088974757120014,0.0003,0.5308792591094971,0.1138671875,0.013578035,-0.0029286471515661107,0.2,41.94898223876953,1690,213.54769527614116
511.82,-183.5671887,48,128,762,98304,-0.6546850580722093,0.0003,0.5934585630893707,0.03076171875,0.0023510142,0.0003765853129152674,0.2,280.8215637207031,1700,104.89500656574964
486.69,-178.02156139000002,49,130,767,100352,-0.751083879172802,0.0003,0.6621890366077423,0.0646484375,0.0065334886,-0.0018673884915187955,0.2,32.41007614135742,1710,129.91148281097412
1000.0,-35.3514845,1,2,688,2048,-0.4888055778108537,0.0003,0.5960486531257629,0.029931640625,0.0029821522,-0.004766683443449438,0.2,12.821657180786133,1720,322.3170034170151
995.5,-44.655539,2,6,666,4096,-0.9192905146628618,0.0003,0.12205207347869873,0.1490234375,0.010230798,-0.0035045021708356217,0.2,4.044926166534424,1730,42.42652690112591
997.0,-32.63651133333333,3,9,620,6144,-0.8807764003053308,0.0003,0.22914516925811768,0.043994140625,0.009031401,-0.00137112558404624,0.2,7.086394786834717,1740,65.94841849654912
997.75,-26.346577,4,13,596,8192,-0.9621812224388122,0.0003,0.4491420388221741,0.098291015625,0.009111242,-0.0030279376383987255,0.2,1.724718689918518,1750,13.672007218003273
998.2,-16.9401934,5,17,578,10240,-0.9998816171661019,0.0003,0.45895349979400635,0.1365234375,0.011674255,-0.0074651008377259135,0.2,4.534612655639648,1760,11.9952257797122
998.5,-15.262768833333332,6,22,553,12288,-0.9184816896915435,0.0003,0.5454292595386505,0.083984375,0.007504961,-0.0064322173580876555,0.2,1.9124521017074585,1770,19.799842840433122
998.7142857142857,-13.287133999999998,7,25,559,14336,-0.927114850655198,0.0003,0.6012676954269409,0.06806640625,0.004582838,-0.004312875718460419,0.2,1.892756462097168,1780,21.042867404595018
998.875,-12.294419875,8,28,579,16384,-0.9174961686134339,0.0003,0.606572300195694,0.043115234375,0.002824355,-0.0015567918868327978,0.2,0.7778995633125305,1790,22.620537931099534
999.0,-10.032876055555557,9,30,599,18432,-0.9146620336920023,0.0003,0.7314064502716064,0.0572265625,0.0053459518,-0.0018061097478494048,0.2,0.9318732619285583,1800,21.896927750110628
999.1,-7.791124250000001,10,34,596,20480,-0.9345666179433465,0.0003,0.7416546642780304,0.088525390625,0.007818973,-0.003175527777057141,0.2,0.6295002698898315,1810,21.437604035437108
999.1818181818181,-8.321971636363637,11,37,600,22528,-0.930791150033474,0.0003,0.6524187624454498,0.08271484375,0.006437018,-0.007564362450648332,0.2,0.8452329635620117,1820,16.232150688394903
999.25,-7.254046583333333,12,41,594,24576,-0.9044770779088139,0.0003,0.704392820596695,0.080615234375,0.00744067,-0.0037126318347873166,0.2,1.306311011314392,1830,26.365727113932373
999.3076923076923,-6.105014538461538,13,45,583,26624,-0.8906196778640151,0.0003,0.7542773932218552,0.068359375,0.003392247,-0.002968234263244085,0.2,0.4768010973930359,1840,22.140559417940676
998.7857142857143,-9.841848678571427,14,49,583,28672,-0.8638509210199118,0.0003,0.5822305977344513,0.078271484375,0.0048223957,-0.003429683987633325,0.2,185.78663635253906,1850,23.261252002976835
998.8666666666667,-9.312613699999998,15,51,593,30720,-0.8956272164359689,0.0003,0.3708590269088745,0.06103515625,0.0055816444,-0.007137654689722694,0.2,13.529373168945312,1860,74.25813401192427
998.9375,-9.4329969375,16,54,600,32768,-0.8963662503287196,0.0003,0.7243539988994598,0.092138671875,0.009910896,-0.007737032845034264,0.2,1.3797340393066406,1870,31.585796538367866
999.0,-5.221867382352942,17,58,593,34816,-0.8644868696108461,0.0003,0.7824497073888779,0.04111328125,0.005312557,-0.001119828608352691,0.2,1.307158350944519,1880,28.374909034743904
996.7777777777778,-7.524783388888888,18,62,585,36864,-0.8421762056648732,0.0003,0.26128315925598145,0.0515625,0.0069223344,-0.0026328137224481906,0.2,1.398659586906433,1890,68.22115885689854
997.025641025641,-7.2112015384615376,19,66,582,38912,-0.7888238990679384,0.0003,0.5914826989173889,0.036572265625,0.004951058,-0.002244339201570256,0.2,25.309650421142578,1900,72.73981031738222
997.170731707317,-5.924806975609756,20,69,591,40960,-0.9017290255054832,0.0003,0.6149881482124329,0.065087890625,0.004961088,-0.0031641027599107474,0.2,1.1251717805862427,1910,37.18382226023823
995.8372093023256,-3.5445920232558135,21,73,588,43008,-0.8408184355124831,0.0003,0.8130751848220825,0.032275390625,0.0052388664,-0.001095535700005712,0.2,1.5499266386032104,1920,32.38768772035837
996.0222222222222,-4.106449177777778,22,76,592,45056,-0.8214112466201187,0.0003,0.4915817379951477,0.043896484375,0.0053652115,-0.0010173762453632661,0.2,66.45835876464844,1930,78.64906098283828
989.2340425531914,-1.8384259787234045,23,79,593,47104,-0.8035405270755291,0.0003,0.7358478307723999,0.066796875,0.005791598,-0.0020654087304137645,0.2,0.5224196314811707,1940,24.22134425956756
984.8571428571429,0.12958402040816303,24,82,594,49152,-0.7553766667842865,0.0003,0.22122180461883545,0.031884765625,0.004683795,-0.0021698980322980787,0.2,25.459129333496094,1950,110.98550766706467
979.0384615384615,-4.890499365384615,25,85,602,51200,-0.7293476736173033,0.0003,0.5936973392963409,0.06943359375,0.0057875784,-0.0014983464501710842,0.2,2.2110533714294434,1960,63.157479372620585
972.3888888888889,-4.447811722222223,26,87,606,53248,-0.7804805619642139,0.0003,0.529837042093277,0.0150390625,0.0016519167,-0.0014466109583736396,0.2,27.828866958618164,1970,140.08153029829265
960.5438596491229,-3.0271492280701766,27,90,612,55296,-0.788598564825952,0.0003,0.6295445561408997,0.02353515625,0.003721958,-0.0006802068481192691,0.2,5.1024885177612305,1980,108.60532594546676
961.8813559322034,-1.3252224745762722,28,95,602,57344,-0.7976885581389069,0.0003,0.5780676603317261,0.038330078125,0.00479961,-0.001341157486604061,0.2,75.49032592773438,1990,131.83195655792952
963.1311475409836,-1.3372503114754106,29,99,598,59392,-0.7967814963310957,0.0003,0.6493283808231354,0.127294921875,0.012327854,-0.001951153210393386,0.2,1.8140238523483276,2000,41.60298439506441
955.3125,-4.505709734374999,30,102,600,61440,-0.7867997096851468,0.0003,0.7047307193279266,0.068896484375,0.005135769,-0.0002532487975258846,0.2,0.6837820410728455,2010,41.62827892731875
954.2727272727273,-5.341071469696969,31,105,603,63488,-0.7743179788812995,0.0003,0.608107715845108,0.032080078125,0.0047901543,-0.0032070585693873,0.2,41.38471984863281,2020,111.22786329686642
955.6176470588235,-4.673932749999999,32,109,596,65536,-0.7478901341557502,0.0003,0.5830436646938324,0.00380859375,0.0014008002,-0.00010428552268422208,0.2,41.13636016845703,2030,138.47986924499273
951.887323943662,-2.3660735352112665,33,113,597,67584,-0.8004659788683057,0.0003,0.7429655492305756,0.084033203125,0.0076680495,-0.0008194340451154857,0.2,3.749723434448242,2040,54.54941037818789
953.2054794520548,-1.4729096575342464,34,117,593,69632,-0.6640684261918068,0.0003,0.4795910716056824,0.03017578125,0.0027997526,-0.001503875005619193,0.2,11.604920387268066,2050,141.0876735031605
946.9333333333333,-2.3104485599999998,35,120,596,71680,-0.7957710180431604,0.0003,0.7109847366809845,0.102978515625,0.00918974,-0.0017567670569405892,0.2,2.186066150665283,2060,41.42563496567309
942.3846153846154,-3.0355547435897434,36,123,595,73728,-0.8131641713902354,0.0003,0.4642482399940491,0.06279296875,0.0053939195,-0.0007851595380998333,0.2,13.333491325378418,2070,108.74155840538442
943.825,-2.6322169625000007,37,126,598,75776,-0.7432880066335201,0.0003,0.576651394367218,0.0759765625,0.008041352,-0.0018612994808790972,0.2,16.770238876342773,2080,118.91005761362612
937.2650602409639,0.10638668674698713,38,129,601,77824,-0.720676870830357,0.0003,0.8348517864942551,0.079345703125,0.006762493,-0.0004645404518669238,0.2,10.53754711151123,2090,34.706896141171455
933.7176470588236,-1.0980451294117657,39,132,604,79872,-0.7298434417694807,0.0003,0.6307744085788727,0.0203125,0.0038713077,-0.0011550342962436844,0.2,5.433074474334717,2100,88.39891340732575
934.1379310344828,-1.3945533103448284,40,135,603,81920,-0.7953018484637141,0.0003,0.778227299451828,0.047216796875,0.0042263838,0.001384188990050461,0.2,21.370574951171875,2110,65.03845181167125
935.6179775280899,-1.7237512359550577,41,139,600,83968,-0.8094102432951331,0.0003,0.7394890487194061,0.101416015625,0.0065085567,-0.0018885949059040286,0.2,5.575550556182861,2120,54.505486603453754
932.0978260869565,-1.904063260869567,42,142,604,86016,-0.7911257626488805,0.0003,0.8382380157709122,0.05693359375,0.007172457,-0.0023031383723719047,0.2,1.042557954788208,2130,30.104929042235018
933.5425531914893,-2.1226322659574484,43,145,607,88064,-0.6653238140046597,0.0003,0.5978081822395325,0.041845703125,0.005722804,-0.002689001341786934,0.2,15.90297794342041,2140,122.91817406117916
934.9270833333334,-1.6049294479166683,44,148,605,90112,-0.7541649704799056,0.0003,0.7756449729204178,0.103369140625,0.0050683403,-0.0030889544774254317,0.2,2.257322311401367,2150,39.851218008622524
936.2551020408164,-1.2238612959183688,45,151,606,92160,-0.745978033170104,0.0003,0.8113427609205246,0.061962890625,0.0069776354,-0.002159980828582775,0.2,1.3001574277877808,2160,37.5024399086833
936.62,-0.24047429000000128,46,154,607,94208,-0.8293986588716507,0.0003,0.7725537568330765,0.077978515625,0.0094273435,-0.002240735585655784,0.2,0.8372788429260254,2170,33.20415730830282
935.42,-0.6794382900000017,47,158,607,96256,-0.7776235409080983,0.0003,0.5015099048614502,0.075927734375,0.005410508,-0.0034580010615172796,0.2,65.0760726928711,2180,64.09449323732406
932.91,1.4427931599999968,48,161,607,98304,-0.8029684834182262,0.0003,0.6730525195598602,0.05126953125,0.0069092186,-0.0011544733213668223,0.2,22.373741149902344,2190,77.83962791711092
932.91,0.8179643099999971,49,165,607,100352,-0.7889617932960391,0.0003,0.6807623207569122,0.091162109375,0.0072632832,-0.0024181988919735886,0.2,60.94729995727539,2200,59.538447477295996
929.84,-0.30913324000000275,50,169,605,102400,-0.7983603287488222,0.0003,0.727227509021759,0.06376953125,0.0048867906,-0.0003717206098372117,0.2,0.8333775997161865,2210,35.68503770753741
929.84,-0.07677452000000087,51,172,604,104448,-0.8061498243361711,0.0003,0.6834996938705444,0.03740234375,0.0037808865,-0.0015909244437352754,0.2,5.1991400718688965,2220,60.06566869858652
923.46,-0.6726787100000032,52,175,606,106496,-0.7529524907469749,0.0003,0.8031293153762817,0.069921875,0.006421108,-0.0003411645200685598,0.2,0.6045093536376953,2230,34.81271725967527
923.46,0.24684774999999878,53,180,602,108544,-0.767386787571013,0.0003,0.6166433691978455,0.045263671875,0.004152147,-0.0005463196241180413,0.2,78.53116607666016,2240,140.58494250550865
923.46,0.26042290999999806,54,183,603,110592,-0.8270256092771888,0.0003,0.7366841733455658,0.083203125,0.0056709656,-0.005995692685246468,0.2,2.5363903045654297,2250,45.71468720696866
923.46,0.10657904999999929,55,187,599,112640,-0.7516754375770688,0.0003,0.6942758858203888,0.097021484375,0.010489856,-0.0034281666921742726,0.2,0.6319718956947327,2260,33.324242409132424
917.48,-0.10251613000000105,56,190,600,114688,-0.7639791248366237,0.0003,0.7144249677658081,0.0869140625,0.007472647,-0.002273422752477927,0.2,0.7875155210494995,2270,50.37686597853899
914.34,0.9401941799999998,57,194,599,116736,-0.7411934984847903,0.0003,0.5923183262348175,0.023876953125,0.004022762,-0.001669375740675605,0.2,17.90128517150879,2280,104.57523257285357
913.3,0.3999849899999998,58,199,595,118784,-0.7157109824940562,0.0003,0.7076529562473297,0.026416015625,0.004562989,-0.0005733077676268294,0.2,19.879417419433594,2290,96.68568393327295
908.92,0.6944374200000004,59,202,595,120832,-0.8039814827963709,0.0003,0.7057512998580933,0.034521484375,0.004035771,-0.00033990149840974483,0.2,290.14013671875,2300,63.63260477334261
902.73,2.9416775199999994,60,205,596,122880,-0.7624526461586356,0.0003,0.5347461402416229,0.051708984375,0.005862661,-0.0016969622794931638,0.2,19.528854370117188,2310,102.7357504285872
898.26,3.9302934100000004,61,208,598,124928,-0.7004252890124917,0.0003,0.44841092824935913,0.056884765625,0.0059780083,-0.0005634993001876864,0.2,4.262116432189941,2320,119.27284752354026
896.35,6.4625299300000005,62,211,599,126976,-0.6950070627033711,0.0003,0.5755388140678406,0.033837890625,0.004279246,-0.00015137836744543164,0.2,14.933449745178223,2330,116.4224842891097
896.35,7.023998090000001,63,215,597,129024,-0.7726185340434313,0.0003,0.662428617477417,0.074853515625,0.0065085446,-0.0014970733129302971,0.2,24.55084228515625,2340,70.99425560049713
891.48,5.597864189999998,64,219,598,131072,-0.7109158288687467,0.0003,0.676374763250351,0.1017578125,0.012140957,-0.00020636273438867647,0.2,0.8375105261802673,2350,46.68184294551611
887.84,6.021147769999998,65,221,600,133120,-0.7486466486006975,0.0003,0.6756036877632141,0.0609375,0.011358617,-0.0023061392457748298,0.2,24.22231101989746,2360,103.99712591841816
887.84,6.558765309999997,66,225,599,135168,-0.772545262798667,0.0003,0.6134237051010132,0.11123046875,0.004779426,-0.00297169471741654,0.2,3.750281572341919,2370,63.31507910825312
889.38,6.843629820000001,67,228,599,137216,-0.7733004227280617,0.0003,0.6347227692604065,0.141357421875,0.015961144,-0.0026861357197049073,0.2,2.3665573596954346,2380,36.46091971285641
891.46,8.451061939999999,68,232,599,139264,-0.7466127306222916,0.0003,0.44040989875793457,0.0306640625,0.0065791486,-0.0020956954940629657,0.2,87.09522247314453,2390,217.03957146257162
890.99,11.52078179,69,235,600,141312,-0.7169250706210732,0.0003,0.7780555635690689,0.104150390625,0.009540514,-0.0016188019391847775,0.2,0.9730833172798157,2400,52.0627372931689
893.02,9.9408073,70,239,598,143360,-0.7163524214178324,0.0003,0.5864962041378021,0.021533203125,0.003038458,1.4498177188215778e-05,0.2,6.358266353607178,2410,69.4827371608466
896.02,10.933564889999998,71,243,597,145408,-0.5506867369636893,0.0003,0.5702112913131714,0.022509765625,0.004627015,-0.0017862801440060138,0.2,6.430558204650879,2420,106.20019695460796
896.02,10.991161329999997,72,245,599,147456,-0.7032040493562818,0.0003,0.6688437163829803,0.110986328125,0.0075429482,-0.002295515419973526,0.2,1.1032580137252808,2430,46.73206106051803
896.51,10.632967259999996,73,248,602,149504,-0.7142515318468213,0.0003,0.5764705836772919,0.077880859375,0.008106602,-0.007341083236678969,0.2,2.4524693489074707,2440,42.565696962922814
900.83,11.971786559999998,74,253,598,151552,-0.7655230704694986,0.0003,0.5079516172409058,0.05615234375,0.006107754,-0.0010576684842817485,0.2,60.741634368896484,2450,73.67375649604946
902.41,12.449801330000003,75,256,599,153600,-0.7645963015034795,0.0003,0.7186770141124725,0.086279296875,0.005844754,-0.001308125322975684,0.2,0.9428281188011169,2460,32.046832603029905
899.49,13.183018010000001,76,259,599,155648,-0.6829281194135547,0.0003,0.7021188735961914,0.043408203125,0.0029591583,-0.002851647632633103,0.2,0.7997198700904846,2470,39.44186871740967
900.14,13.505997429999997,77,264,597,157696,-0.7297372728586197,0.0003,0.5686299502849579,0.0546875,0.0043628504,-0.0015580738472635858,0.2,53.98073959350586,2480,59.74212646055967
900.14,13.163828969999997,78,268,595,159744,-0.6980995614081621,0.0003,0.5297432541847229,0.024609375,0.0030335858,-0.0009437302556762006,0.2,31.561227798461914,2490,97.46789391115308
904.0,14.847179159999996,79,271,596,161792,-0.7444077290594577,0.0003,0.6753535270690918,0.084375,0.014828504,-0.0033249611253268084,0.2,0.7968536019325256,2500,33.51743565760553
904.88,14.022222739999997,80,274,597,163840,-0.7610447719693184,0.0003,0.66770139336586,0.074462890625,0.0075723464,-0.0025754905422218145,0.2,2.8059184551239014,2510,63.360338242538276
901.48,14.674982120000003,81,277,596,165888,-0.6934614991769195,0.0003,0.7308536171913147,0.05322265625,0.0052618077,-0.0017262776906136422,0.2,34.19355010986328,2520,63.02873795032501
908.61,13.029269309999997,82,281,595,167936,-0.6705280223861336,0.0003,0.6644485890865326,0.021728515625,0.0057871565,-0.0011575315307709388,0.2,60.01559829711914,2530,132.71823593080043
905.62,15.320501410000002,83,285,594,169984,-0.7747201919555664,0.0003,0.5433534681797028,0.075634765625,0.009843598,-0.0013387132989009843,0.2,3.232163190841675,2540,48.80479399375618
906.58,15.98959716,84,289,593,172032,-0.7011728286743164,0.0003,0.5626469552516937,0.017529296875,0.004469575,-0.001695376168936491,0.2,174.0552978515625,2550,90.12246842384339
898.21,18.19903807,85,292,594,174080,-0.8089708846062422,0.0003,0.590239942073822,0.097998046875,0.012617746,-0.0013360673270653932,0.2,0.8516287207603455,2560,39.09506027940661
901.21,19.464507819999998,86,296,594,176128,-0.7146573210135102,0.0003,0.4175564646720886,0.066748046875,0.0038831015,-0.0012217959418194368,0.2,120.80001831054688,2570,60.3650959789753
901.21,19.87071701,87,300,592,178176,-0.7031927384436131,0.0003,0.2889774441719055,0.05458984375,0.002933761,-0.0006981518272368703,0.2,1.1396344900131226,2580,73.01946327090263
897.07,20.178843279999995,88,304,591,180224,-0.7746417734771966,0.0003,0.4718184471130371,0.095654296875,0.0076279314,-0.0002783264557365328,0.2,3.189018726348877,2590,40.76225754618645
894.01,20.443936499999996,89,308,590,182272,-0.7634373188018799,0.0003,0.5268654525279999,0.114404296875,0.01186631,-0.00291359735892911,0.2,9.199627876281738,2600,42.42682132832706
895.21,21.635127859999997,90,312,589,184320,-0.7542851239442825,0.0003,0.5304982662200928,0.066064453125,0.007489954,-0.0026785165107867217,0.2,1.2538174390792847,2610,70.21578506752849
893.69,19.561414819999996,91,316,589,186368,-0.7319249100983143,0.0003,0.5927693843841553,0.1037109375,0.013403183,-0.0012177689364762045,0.2,197.59072875976562,2620,40.43104706313461
889.98,20.14911596,92,320,587,188416,-0.6916769940406085,0.0003,0.33692222833633423,0.048291015625,0.0024658414,-0.000951232331135543,0.2,68.39442443847656,2630,88.64122341535986
889.98,20.09480673,93,323,588,190464,-0.6831497536972165,0.0003,0.5639902651309967,0.04072265625,0.0035316134,-0.0009691884122730698,0.2,8.933197021484375,2640,72.39314284399151
890.83,21.9346154,94,326,590,192512,-0.7188575154170393,0.0003,0.6785370409488678,0.121484375,0.021941252,-0.0029754068702459334,0.2,3.2889630794525146,2650,39.78118623746559
892.67,21.298402999999997,95,329,590,194560,-0.6495360470376909,0.0003,0.7190357744693756,0.05400390625,0.011091137,-0.0012173852905107197,0.2,420.375,2660,61.29033949263394
894.16,24.28829663,96,333,590,196608,-0.5905849503353238,0.0003,0.6375377178192139,0.042626953125,0.003337188,0.0014423378299397883,0.2,318.1543273925781,2670,35.73607056103647
888.85,21.613251630000004,97,335,591,198656,-0.7681364778429269,0.0003,0.6494692862033844,0.052880859375,0.014613787,-0.0012457553690182976,0.2,11.98814582824707,2680,54.51251133605838
888.85,22.037721229999992,98,339,591,200704,-0.6988606752827764,0.0003,0.5820018351078033,0.054150390625,0.0052400166,-0.002178892520896625,0.2,2.3836798667907715,2690,103.39370385445655
