rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_len_mean,time/iterations,train/approx_kl,train/clip_range,train/learning_rate,train/entropy_loss,train/n_updates,train/explained_variance,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/loss
14.31681065,247808,481,515,649.67,121,0.004112942,0.2,0.0003,-0.7625519962981343,1200,0.577345997095108,0.0326171875,203.26146742105485,-0.0018042681476799771,47.28385925292969
10.80818673,249856,484,515,637.81,122,0.005920987,0.2,0.0003,-0.8535467037931085,1210,0.7899155169725418,0.069921875,65.33206178173423,-0.001690914437494939,6.051427364349365
12.187306190000001,251904,486,517,615.82,123,0.009366166,0.2,0.0003,-0.8317720156162978,1220,0.7162905335426331,0.07041015625,170.65579543858766,-0.005777586551994318,5.082642078399658
-24.130000000000003,2048,2,903,473.25,1,0.004150026,0.2,0.0003,-0.7229073898866772,1230,0.30129140615463257,0.07490234375,179.04417894482611,-0.0020985928655136376,61.32830810546875
-54.03874999999999,4096,5,784,473.25,2,0.0039203716,0.2,0.0003,-0.7596583742648363,1240,0.5882996618747711,0.075,72.90788747668266,-0.0018312983702344354,53.25563049316406
-65.30692307692308,6144,8,753,445.0769230769231,3,0.010149252,0.2,0.0003,-0.8397604199126363,1250,0.641490638256073,0.090380859375,61.603332014381884,-0.002266852778120665,5.887527942657471
-92.33666666666667,8192,10,772,449.55555555555554,4,0.0058362433,0.2,0.0003,-0.7348324460908771,1260,0.7904053032398224,0.0556640625,83.93752425909042,-0.0025040651453309692,9.072530746459961
-89.54318181818182,10240,13,783,451.54545454545456,5,0.006859484,0.2,0.0003,-0.8610701512545347,1270,0.8330311626195908,0.11083984375,52.80931405425072,-0.0024189135670894756,29.345853805541992
-89.10230769230769,12288,15,782,466.3076923076923,6,0.0013792336,0.2,0.0003,-0.8031884150579571,1280,0.7177411913871765,0.01357421875,82.17565744668245,-0.0020900892130157446,2.9445176124572754
-85.71172413793103,14336,18,763,478.41379310344826,7,0.0059577534,0.2,0.0003,-0.7469175903126597,1290,0.7406406104564667,0.038330078125,100.54040897339583,-0.003848013173774234,36.82380294799805
-90.68818181818182,16384,21,766,489.3333333333333,8,0.0045679593,0.2,0.0003,-0.7245613532140851,1300,0.5459626913070679,0.043701171875,85.62217270135879,-0.004947850880853366,48.45227813720703
-79.1608108108108,18432,23,768,494.4594594594595,9,0.010685855,0.2,0.0003,-0.7985375590622426,1310,0.8699409067630768,0.12255859375,25.218981692194937,-0.0042080175517185125,8.9503173828125
-72.9,20480,26,772,497.6585365853659,10,0.004691715,0.2,0.0003,-0.7237566899508238,1320,0.7454109787940979,0.063623046875,81.78223319947719,-0.0027384347973566036,35.39772033691406
-76.57577777777777,22528,28,782,492.1111111111111,11,0.0049332185,0.2,0.0003,-0.6569882851094008,1330,0.8622764647006989,0.05810546875,62.32658792883158,-0.006332564528565854,50.960968017578125
-69.17739999999999,24576,31,788,487.18,12,0.005034974,0.2,0.0003,-0.7862317577004433,1340,0.8583061099052429,0.056689453125,71.946732006222,-0.0010748575237812474,10.177767753601074
-74.258,26624,33,792,477.27272727272725,13,0.0030949353,0.2,0.0003,-0.6165198564529419,1350,0.8128206878900528,0.036376953125,108.30801587998867,-0.00043586847896222026,40.92179489135742
-78.59533333333333,28672,35,797,469.28333333333336,14,0.009259246,0.2,0.0003,-0.779886263050139,1360,0.5401075184345245,0.046142578125,80.14755951911211,-0.0013720566937990952,34.74699401855469
-79.265,30720,38,796,478.71875,15,0.004588307,0.2,0.0003,-0.752969784848392,1370,0.7866765260696411,0.050048828125,52.15176602229476,-0.0016892695450223983,2.542682647705078
-76.03623188405798,32768,41,798,472.1159420289855,16,0.0052719675,0.2,0.0003,-0.69814469255507,1380,0.40522003173828125,0.027392578125,129.13004990816117,9.239148130291142e-05,49.064884185791016
-73.79,34816,43,791,474.64383561643837,17,0.0040902393,0.2,0.0003,-0.6515548469498753,1390,0.5363127589225769,0.026318359375,134.22574681043625,-0.0028451019828935387,61.76032638549805
-71.32363636363638,36864,46,787,476.4415584415584,18,0.004481077,0.2,0.0003,-0.7431390957906843,1400,0.6733995079994202,0.055419921875,88.92610274851322,-0.0020116455954848787,15.456624031066895
-68.52641975308642,38912,49,788,476.81481481481484,19,0.0025804082,0.2,0.0003,-0.7064673710614443,1410,0.8477637320756912,0.057177734375,67.40968926250935,-0.0032511075944057664,37.78044128417969
