rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_len_mean,time/iterations,train/approx_kl,train/clip_range,train/learning_rate,train/entropy_loss,train/n_updates,train/explained_variance,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/loss
-67.84873563218392,40960,51,796,468.55172413793105,20,0.0044282023,0.2,0.0003,-0.6512544298544526,1420,0.899937741458416,0.0318359375,53.04301947876811,-0.0021704935963498427,32.76698684692383
-68.62228260869566,43008,53,801,463.4782608695652,21,0.011183968,0.2,0.0003,-0.7379120469093323,1430,0.8388224691152573,0.074560546875,64.44484675526618,-0.0006051893866242608,26.63324546813965
-65.20938144329897,45056,55,804,459.7113402061856,22,0.0077158846,0.2,0.0003,-0.7298892131075263,1440,0.8530792444944382,0.05126953125,68.47469206750392,-0.0023867762782174397,20.80510902404785
-61.9445,47104,58,807,458.4,23,0.0072108726,0.2,0.0003,-0.6859884453937412,1450,0.8250823765993118,0.0697265625,93.94325762689114,-0.0010563072046352318,22.055749893188477
-60.66289999999998,49152,60,811,453.06,24,0.011142736,0.2,0.0003,-0.6595575951039792,1460,0.9257076233625412,0.07353515625,45.26469722688198,-0.002071670888835797,12.190707206726074
-57.9154,51200,62,816,444.08,25,0.0065138265,0.2,0.0003,-0.6715624447911978,1470,0.7939330488443375,0.0650390625,139.3331064760685,-0.00439349984008004,8.531253814697266
-51.9643,53248,64,819,449.12,26,0.002671746,0.2,0.0003,-0.6636877400800586,1480,0.8033820986747742,0.03583984375,109.41054406762123,-0.002960461122711422,17.401857376098633
-52.7538,55296,67,824,442.69,27,0.005229323,0.2,0.0003,-0.5762055106461048,1490,0.8992244228720665,0.0490234375,64.09932692199945,-0.004384300087258453,10.756051063537598
-48.06199999999999,57344,69,822,442.66,28,0.00475447,0.2,0.0003,-0.6382919870316982,1500,0.7968835681676865,0.030615234375,106.13049617409706,-0.0011168272627401165,16.50365447998047
-44.09089999999999,59392,72,823,447.46,29,0.0043302854,0.2,0.0003,-0.5505991798825562,1510,0.5825549066066742,0.025048828125,100.3434115678072,-0.0016971822893538046,123.36756896972656
-42.90120000000001,61440,74,828,435.82,30,0.005214137,0.2,0.0003,-0.595943517703563,1520,0.7043564319610596,0.076171875,108.2117026090622,-0.002418942330405116,178.47586059570312
-44.33720000000001,63488,76,833,429.46,31,0.007586264,0.2,0.0003,-0.6570956608280539,1530,0.7530881315469742,0.058154296875,105.14786003530025,-0.0029090708630974405,10.310133934020996
-42.33089999999999,65536,79,827,428.51,32,0.0065831626,0.2,0.0003,-0.6577738102525472,1540,0.7537694871425629,0.090673828125,131.74881156384944,-0.002345611501368694,72.01949310302734
-48.46029999999999,67584,81,833,424.69,33,0.00797463,0.2,0.0003,-0.630038651637733,1550,0.8526639044284821,0.07578125,49.365992184355854,-0.0018396568259049673,64.66732788085938
-43.6146,69632,83,835,423.28,34,0.005291792,0.2,0.0003,-0.6764619912952184,1560,0.4148186445236206,0.046533203125,117.4678209066391,-0.001618090418924112,32.11662292480469
-37.23,71680,85,839,423.66,35,0.0042789783,0.2,0.0003,-0.6392642388120293,1570,0.8284763544797897,0.0404296875,87.27881717830897,-0.0015870490773522762,28.235626220703125
-36.1911,73728,87,841,415.07,36,0.0073819566,0.2,0.0003,-0.6544278722256422,1580,0.7795443832874298,0.09404296875,93.09937245249748,-0.0033983084649662487,11.264134407043457
-36.9902,75776,89,843,410.23,37,0.0055119516,0.2,0.0003,-0.6583612309768796,1590,0.7368727326393127,0.06923828125,155.96940178573132,-0.0021332153613911943,77.3224105834961
-34.86599999999999,77824,92,844,410.87,38,0.0031685277,0.2,0.0003,-0.5073074501939118,1600,0.8237358927726746,0.03330078125,100.31746444702148,-0.001208980753654032,6.651869773864746
-34.468199999999996,79872,94,848,404.73,39,0.0081485305,0.2,0.0003,-0.6538038425147533,1610,0.8210984617471695,0.07568359375,86.73872817009688,-0.003443290897848783,42.21759796142578
-34.123200000000004,81920,96,851,404.24,40,0.00945157,0.2,0.0003,-0.6562821418046951,1620,0.8102404773235321,0.087109375,87.11660193055869,-0.0064754615352285326,4.42170524597168
-30.2852,83968,98,851,407.1,41,0.0047124275,0.2,0.0003,-0.5885365832597017,1630,0.9178751707077026,0.043603515625,49.52089265137911,-0.0010760905999632087,19.849287033081055
-31.852599999999992,86016,100,855,401.11,42,0.004474637,0.2,0.0003,-0.6073313192464411,1640,0.8959081396460533,0.0603515625,64.40484070032835,-0.001970590723067289,47.97883987426758
-31.272399999999998,88064,102,859,398.45,43,0.0061470815,0.2,0.0003,-0.6905778177082539,1650,0.9197742789983749,0.0751953125,40.484650909900665,-0.0019849047021125443,30.110244750976562
-25.857700000000005,90112,104,858,403.33,44,0.0069604977,0.2,0.0003,-0.6429679330438376,1660,0.7552846521139145,0.055078125,124.08646729588509,-0.0018053374158625956,46.87314224243164
-31.866699999999987,92160,107,860,399.94,45,0.008150356,0.2,0.0003,-0.6417985484004021,1670,0.7917735427618027,0.050146484375,97.28233523368836,-0.006389046765616513,24.942047119140625
-29.776699999999995,94208,109,861,404.16,46,0.0045844275,0.2,0.0003,-0.658835387043655,1680,0.795051783323288,0.0712890625,128.5761994421482,-0.0016955769555352163,135.02975463867188
-26.282199999999992,96256,111,861,411.38,47,0.0054392517,0.2,0.0003,-0.5149241724982858,1690,0.8213078826665878,0.05302734375,86.77079932391644,-0.0011017861746950076,68.87438201904297
-29.2015,98304,113,864,398.41,48,0.005659242,0.2,0.0003,-0.48035630881786345,1700,0.761544793844223,0.0626953125,86.22017498910427,-0.0033294612512690946,8.132999420166016
-26.673199999999998,100352,115,866,396.62,49,0.006016624,0.2,0.0003,-0.6003786653280259,1710,0.705642968416214,0.06748046875,90.96979639232158,-0.0026603529280691874,5.005426406860352
