rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/iterations,time/fps,rollout/ep_rew_mean,train/approx_kl,train/clip_range,train/loss,train/value_loss,train/explained_variance,train/n_updates,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/learning_rate
289.92,38,40960,20,1058,-172.70905214000007,0.009421618,0.2,446.2065734863281,183.23802540302276,0.8620881289243698,1420,-0.711597535572946,0.08076171875,-0.0055394179711584,0.0003
297.65,41,43008,21,1048,-168.36637850000002,0.005325772,0.2,34.621742248535156,304.47177028656006,0.7411766946315765,1430,-0.5852573663927615,0.0484375,-0.0020696967942058107,0.0003
296.87,42,45056,22,1048,-167.54489072999996,0.004776811,0.2,26.348411560058594,194.13021574020385,0.5754486620426178,1440,-0.6588574631139636,0.051953125,-0.002972209683503024,0.0003
274.96,44,47104,23,1055,-159.44785192999998,0.006487364,0.2,232.63204956054688,245.30771934986115,0.6380980908870697,1450,-0.5848081555217505,0.0484375,-0.004361739167507039,0.0003
271.68,46,49152,24,1062,-157.67518789000002,0.005941282,0.2,539.5167846679688,382.53957562446595,0.7241682410240173,1460,-0.6318469366058708,0.061962890625,-0.00256400363141438,0.0003
270.64,47,51200,25,1067,-154.08383367,0.008101525,0.2,221.25180053710938,415.7179298400879,0.7156216204166412,1470,-0.6299335453659296,0.072119140625,-0.004298000698690884,0.0003
281.06,50,53248,26,1062,-153.36983149999998,0.009349911,0.2,63.577693939208984,383.84361774921416,0.6625359058380127,1480,-0.562939172424376,0.0435546875,-0.004442165717773605,0.0003
290.81,52,55296,27,1059,-157.13816755,0.010461509,0.2,32.48955535888672,173.62397609949113,0.6552310883998871,1490,-0.5702256760559976,0.0810546875,-0.005716392558679217,0.0003
305.95,54,57344,28,1056,-154.23741522999998,0.013597321,0.2,258.50103759765625,111.94760589599609,0.4870408773422241,1500,-0.6384685512632131,0.1826171875,-0.005069592608197127,0.0003
297.01,56,59392,29,1059,-147.71208036,0.008295704,0.2,30.13023567199707,137.70990893244743,0.6366552114486694,1510,-0.6441095007583499,0.112890625,-0.00459442447317997,0.0003
289.84,57,61440,30,1065,-138.61735895,0.0038060937,0.2,41.90351867675781,287.8132713675499,0.7565922439098358,1520,-0.5220908253453672,0.033740234375,-0.0022707176292897204,0.0003
287.87,59,63488,31,1067,-136.37877765,0.0048410976,0.2,118.04267883300781,267.1048056721687,0.7933555692434311,1530,-0.6332517438568175,0.07509765625,-0.0034742061041470153,0.0003
295.36,61,65536,32,1070,-136.51259582999998,0.00401046,0.2,40.23286819458008,274.2924092292786,0.7084093391895294,1540,-0.5562436046078801,0.034130859375,-0.002938267285207985,0.0003
289.29,62,67584,33,1073,-134.0224358,0.010122826,0.2,28.01152801513672,198.69592580795288,0.7730676978826523,1550,-0.6561197247356176,0.10888671875,-0.003025098380749114,0.0003
299.9,65,69632,34,1068,-131.38527943000003,0.0049310816,0.2,59.89274978637695,238.22864307165145,0.783338263630867,1560,-0.643454066477716,0.06533203125,-0.002608936212345725,0.0003
286.97,66,71680,35,1071,-132.02300162,0.010009991,0.2,2.7402310371398926,126.76158019602299,0.4583132266998291,1570,-0.6164978869259358,0.131982421875,-0.0034778100747644204,0.0003
293.31,69,73728,36,1067,-131.32684031,0.0023885174,0.2,213.50717163085938,337.47525972127914,0.7509858906269073,1580,-0.5851920826360584,0.02958984375,-0.003840326168574393,0.0003
289.15,71,75776,37,1067,-131.34206781999998,0.007400786,0.2,36.019554138183594,200.86346128582954,0.7897252291440964,1590,-0.5611453061923385,0.13076171875,-0.0024912628367019353,0.0003
299.52,72,77824,38,1069,-126.74149019000001,0.002820027,0.2,330.2044677734375,272.3756476700306,0.5105940103530884,1600,-0.5651597435586154,0.020556640625,-0.003235466539626941,0.0003
297.84,74,79872,39,1072,-123.84085182000001,0.007139611,0.2,37.082618713378906,256.3193054556847,0.7890545725822449,1610,-0.5926211014389992,0.062451171875,-0.002676510583660274,0.0003
278.82,76,81920,40,1077,-123.62728095,0.0054979,0.2,93.60025787353516,355.831083548069,0.6912776231765747,1620,-0.534088057745248,0.056396484375,-0.0022512038674904035,0.0003
253.62,77,83968,41,1080,-120.73093657000001,0.0039285515,0.2,70.3380126953125,358.01634492874143,0.7815304845571518,1630,-0.608347833249718,0.050537109375,-0.005929866342194145,0.0003
268.85,79,86016,42,1076,-124.20460073,0.0028228676,0.2,109.63778686523438,430.6799155235291,0.6624379754066467,1640,-0.5536609213799238,0.039111328125,-0.003120128490263596,0.0003
262.25,81,88064,43,1080,-128.77442147,0.009694896,0.2,1.5620720386505127,50.62639286145568,0.8091039508581161,1650,-0.657254021242261,0.1111328125,-0.0009021142424899154,0.0003
251.72,83,90112,44,1078,-126.51099666000002,0.0013619981,0.2,86.74274444580078,413.1107361555099,0.7181277275085449,1660,-0.5612291934899986,0.005126953125,-0.0010186107821937185,0.0003
260.23,85,92160,45,1081,-122.06631306,0.017839964,0.2,270.4258117675781,196.83844217061997,0.6479197442531586,1670,-0.6042026958428324,0.102197265625,-0.004369083463825518,0.0003
240.23,86,94208,46,1085,-118.83400958,0.004364274,0.2,149.15736389160156,287.45189121961596,0.7054351568222046,1680,-0.460448950342834,0.01806640625,-0.0026565813226625324,0.0003
238.75,88,96256,47,1087,-121.61873814,0.0057521435,0.2,147.87144470214844,410.92906947135924,0.7391670346260071,1690,-0.5650678891688585,0.038037109375,-0.0029581208356830755,0.0003
241.43,90,98304,48,1088,-118.92342475000001,0.0061360328,0.2,29.145292282104492,322.9221900701523,0.6698210835456848,1700,-0.5217501109465956,0.05888671875,-0.004759559567901306,0.0003
234.86,92,100352,49,1086,-117.43818435000003,0.0073241615,0.2,68.61420440673828,219.80248200893402,0.7040058374404907,1710,-0.46035806080326436,0.069287109375,-0.006719390101352474,0.0003
1000.0,3,2048,1,653,28.524589,0.004521471,0.2,26.36650848388672,155.49048416614534,0.697447806596756,1720,-0.615282816439867,0.056884765625,-0.0021299143438227473,0.0003
977.75,6,4096,2,626,63.2371565,0.015309321,0.2,6.918932914733887,51.72215102165937,0.5014319121837616,1730,-0.9382817240431904,0.202099609375,-0.007374525569321122,0.0003
858.0,9,6144,3,648,-70.24146457142858,0.012758633,0.2,21.964513778686523,77.15313555002213,0.3304039239883423,1740,-0.7609740635380149,0.05458984375,-0.004918318815907696,0.0003
859.2222222222222,13,8192,4,601,-4.050866333333335,0.0027597647,0.2,43.818721771240234,364.7030978679657,0.5778190791606903,1750,-0.8585338640958071,0.012548828125,-0.0025364232154970524,0.0003
869.0909090909091,17,10240,5,595,-10.953910363636366,0.0067890817,0.2,14.516814231872559,60.55458979159594,0.756379559636116,1760,-0.8725921848788858,0.088671875,-0.0028245620873349254,0.0003
849.3571428571429,20,12288,6,613,-1.128387428571429,0.0061295903,0.2,5.258781433105469,72.45338119715453,0.7266063690185547,1770,-0.7220140170305968,0.0798828125,-0.00369112550833961,0.0003
821.1764705882352,23,14336,7,622,6.2189578823529414,0.0024521537,0.2,111.4066390991211,160.78276185393332,0.4477260708808899,1780,-0.7907080555334687,0.01337890625,-0.0031283768759749362,0.0003
824.5263157894736,26,16384,8,620,10.560385631578947,0.0051691397,0.2,364.8538513183594,602.0022933974863,0.5070778429508209,1790,-0.8510153343901038,0.00947265625,-0.007510184140483034,0.0003
813.8636363636364,29,18432,9,629,13.833878363636364,0.0070257536,0.2,30.616764068603516,68.83462562561036,0.8975211307406425,1800,-0.7983196331188083,0.06806640625,-0.004171141455299221,0.0003
779.5,32,20480,10,638,16.95917757692308,0.0066201184,0.2,27.978736877441406,133.98492563962935,0.4531697630882263,1810,-0.8393739931285381,0.0759765625,-0.0032351532823668093,0.0003
767.1034482758621,34,22528,11,643,18.28359772413793,0.010216061,0.2,13.201621055603027,144.9054530054331,0.5137836039066315,1820,-0.7368882374837995,0.08095703125,-0.006424581389728701,0.0003
742.5625,37,24576,12,647,27.6094823125,0.0064771296,0.2,16.844266891479492,126.37283338606358,0.6149162352085114,1830,-0.8398076390847564,0.065380859375,-0.00507974596330314,0.0003
750.7714285714286,40,26624,13,652,30.47141525714286,0.0051925285,0.2,7.310433387756348,98.34200403988362,0.6887070536613464,1840,-0.7998365964740515,0.068017578125,-0.003343012613913743,0.0003
749.1351351351351,44,28672,14,650,34.26913808108109,0.009627145,0.2,13.873406410217285,56.017796443402766,0.8547300547361374,1850,-0.8622493585571647,0.10224609375,-0.003516274059074931,0.0003
754.3,47,30720,15,645,39.038045974999996,0.0039012348,0.2,15.354436874389648,65.16591332405805,0.7471662163734436,1860,-0.777023385092616,0.034423828125,-0.0018885146011598409,0.0003
736.5909090909091,49,32768,16,656,33.96687027272727,0.0060790377,0.2,23.793861389160156,129.29661247432233,0.44114935398101807,1870,-0.7287926768884063,0.0921875,-0.005056851858535083,0.0003
709.4285714285714,52,34816,17,664,35.61595306122449,0.0039482806,0.2,39.99821472167969,215.56034349799157,0.2923440933227539,1880,-0.7651459064334631,0.021533203125,-0.0034197066132037436,0.0003
690.1132075471698,54,36864,18,674,33.601648641509435,0.005978344,0.2,36.66143035888672,152.10453149080277,0.5448259115219116,1890,-0.75488092713058,0.040185546875,-0.003921658403123729,0.0003
679.8421052631579,57,38912,19,680,30.662068807017544,0.003470807,0.2,73.32688903808594,211.77885835170747,0.3697212338447571,1900,-0.7804046960547566,0.018505859375,-0.0013820381060213548,0.0003
671.2295081967213,59,40960,20,685,29.27493650819672,0.0054733874,0.2,313.68487548828125,186.2888123691082,0.5086862146854401,1910,-0.6797866214066743,0.03779296875,-0.0024238839658210056,0.0003
669.9375,62,43008,21,688,22.476844171875,0.0055771046,0.2,17.267465591430664,177.07627483308315,0.5624513626098633,1920,-0.8515173317864537,0.043603515625,-0.002925362398309517,0.0003
667.5522388059702,65,45056,22,689,25.535630402985074,0.0036906917,0.2,47.21704864501953,138.3986766397953,0.6605207324028015,1930,-0.7547544816508889,0.020751953125,0.00036557816056301815,0.0003
665.7714285714286,68,47104,23,689,29.39632667142857,0.0030198158,0.2,41.460994720458984,111.29672251939773,0.6215446293354034,1940,-0.8050724679604173,0.054638671875,-0.004272269315697486,0.0003
656.4594594594595,70,49152,24,692,29.25896251351351,0.0049559595,0.2,22.41448211669922,97.72520642280578,0.6874819993972778,1950,-0.7719328593462705,0.063720703125,-0.0029960174622829074,0.0003
646.3037974683544,73,51200,25,699,29.124623379746833,0.003287891,0.2,20.153181076049805,146.4232405424118,0.6852082014083862,1960,-0.8457674721255899,0.063134765625,-0.0005696874810382724,0.0003
642.329268292683,75,53248,26,701,29.606819670731706,0.00545871,0.2,40.446319580078125,216.69758778214455,0.5662696361541748,1970,-0.7745160995051265,0.045166015625,-0.003449894840014167,0.0003
639.7882352941176,78,55296,27,703,32.08700201176471,0.004828704,0.2,22.03618049621582,84.2673159390688,0.8158912062644958,1980,-0.7662791695445776,0.04248046875,-0.0016447475536551792,0.0003
642.7865168539325,81,57344,28,707,31.30595106741573,0.0063664624,0.2,23.117351531982422,102.48902443945408,0.7697584331035614,1990,-0.7061398813501001,0.059033203125,-0.0017236964893527329,0.0003
635.8602150537635,83,59392,29,711,30.426331795698925,0.005868508,0.2,39.65913391113281,146.93471661508084,0.5780191421508789,2000,-0.7556161632761359,0.081103515625,-0.0024404362913628573,0.0003
630.7113402061856,85,61440,30,716,26.785778536082475,0.008788664,0.2,27.68335723876953,177.7857676535845,0.6797767877578735,2010,-0.7811845855787396,0.082666015625,-0.005508076694968622,0.0003
633.52,88,63488,31,716,30.72322938,0.0084322905,0.2,34.68427658081055,181.20913397073747,0.7669902890920639,2020,-0.729557022638619,0.060498046875,-0.00411998541894718,0.0003
620.44,91,65536,32,719,30.260491310000003,0.011249559,0.2,6.2565765380859375,119.39835610687733,0.5316659510135651,2030,-0.8030395720154047,0.104931640625,-0.003048669614872779,0.0003
613.45,93,67584,33,721,40.80083747000001,0.0046463953,0.2,27.181236267089844,181.2270920649171,0.5367876291275024,2040,-0.8293948402628303,0.031396484375,0.0007956564561027335,0.0003
600.23,96,69632,34,724,41.27465184,0.010175547,0.2,7.850475788116455,93.83789825588465,0.7657054215669632,2050,-0.7513072391971946,0.110205078125,-0.0048354369340813715,0.0003
591.95,98,71680,35,726,38.93872434,0.005312673,0.2,9.555095672607422,90.85326987355947,0.8056610822677612,2060,-0.7902246668934823,0.061083984375,-0.0033731289469869806,0.0003
584.63,101,73728,36,729,40.902896000000005,0.00413393,0.2,17.100614547729492,112.28239069133997,0.6773656606674194,2070,-0.8233970329165459,0.047802734375,-0.0030125356468488464,0.0003
574.99,103,75776,37,733,39.83907408,0.0032920022,0.2,84.00200653076172,128.91977558732032,0.6260164380073547,2080,-0.7618286307901144,0.02958984375,-0.0020306006910686845,0.0003
574.37,105,77824,38,735,42.031278840000006,0.006815972,0.2,7.1062211990356445,171.146047334373,0.6703301966190338,2090,-0.807964894361794,0.082470703125,-0.0034217695632833057,0.0003
573.56,108,79872,39,734,44.41617634,0.0065187225,0.2,6.7293219566345215,94.38138769119978,0.7980275303125381,2100,-0.7957625206559896,0.069677734375,-0.00211725745430158,0.0003
570.23,111,81920,40,735,43.524387180000005,0.0052510705,0.2,2.2005257606506348,60.08877711296081,0.8249488174915314,2110,-0.7073823066428304,0.0380859375,-0.001730959010819788,0.0003
561.67,113,83968,41,737,41.04913709,0.0063672177,0.2,90.92169952392578,184.73631231486797,0.5659208595752716,2120,-0.8055739780887962,0.06162109375,-0.005093082448729547,0.0003
551.74,116,86016,42,740,39.03145391,0.0050511495,0.2,43.52863693237305,137.9370037972927,0.6538598537445068,2130,-0.8240484420210124,0.043310546875,-0.0016114704307256035,0.0003
556.04,118,88064,43,740,43.54093011,0.008291964,0.2,4.605068206787109,126.0544805392623,0.4309910535812378,2140,-0.7287359457463026,0.0337890625,-0.005247151291405317,0.0003
555.39,121,90112,44,742,43.07043397,0.007860951,0.2,294.9360046386719,126.1331968843937,0.7107118666172028,2150,-0.7224879255518317,0.07099609375,-0.007266438051010482,0.0003
564.26,123,92160,45,743,45.46561004,0.006010107,0.2,4.32676887512207,95.07591730058193,0.736651599407196,2160,-0.7392388127744198,0.0611328125,-0.0038168038910953326,0.0003
565.9,126,94208,46,743,50.411147549999995,0.005172939,0.2,84.89830780029297,123.88949649631977,0.6750178635120392,2170,-0.7544950526207685,0.026171875,-0.0012533924586023205,0.0003
566.86,129,96256,47,742,49.81158616,0.0044625527,0.2,52.95399475097656,114.69119599610568,0.7472772598266602,2180,-0.7711557136848569,0.047119140625,-0.0015185465919785202,0.0003
565.59,131,98304,48,744,52.477047320000004,0.015096582,0.2,7.135097026824951,50.52124708592892,0.8807603046298027,2190,-0.8053097058087587,0.13779296875,-0.008499039840535261,0.0003
558.71,134,100352,49,745,55.15363233000001,0.008461803,0.2,71.88150024414062,146.95643956810235,0.7648994773626328,2200,-0.7751872533932328,0.081591796875,-0.002959264446690213,0.0003
