time/iterations,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/entropy_loss,train/value_loss,train/explained_variance,train/clip_range,train/approx_kl,train/loss
19,38912,45,862,518.3378378378378,-333.1567181891892,0.090869140625,0.0003,-0.004490915077622048,1410,-0.6955468097701669,132.31419704407455,0.7867332994937897,0.2,0.0062433947,29.98798942565918
20,40960,47,854,523.7948717948718,-340.53073625641025,0.08388671875,0.0003,-0.002086428668553708,1420,-0.8025238782167434,144.70587999522687,0.7540633231401443,0.2,0.007413756,26.14692497253418
21,43008,50,848,522.4146341463414,-334.95541989024395,0.066064453125,0.0003,-0.004854147386504337,1430,-0.7656090153381229,174.1088731586933,0.7589015364646912,0.2,0.006528535,40.06681442260742
22,45056,53,846,519.3604651162791,-330.21283256976744,0.081298828125,0.0003,-0.003005909451167099,1440,-0.7719647482037544,102.63086850792169,0.9407405965030193,0.2,0.008293781,30.509836196899414
23,47104,55,845,516.8111111111111,-326.14726087777774,0.09775390625,0.0003,-0.0028552228512126023,1450,-0.8140563156455756,74.8945764914155,0.9586129561066628,0.2,0.008054627,9.887371063232422
24,49152,57,848,518.1276595744681,-324.18434237234044,0.041845703125,0.0003,-0.0025354508419695777,1460,-0.7248478570953012,118.735427364707,0.9219338148832321,0.2,0.0055008153,44.918548583984375
25,51200,60,848,518.6734693877551,-322.8700540306122,0.08193359375,0.0003,-0.002621880194419646,1470,-0.6715859534218908,253.38329389095307,0.6662773489952087,0.2,0.012974157,157.58326721191406
26,53248,62,855,511.8,-318.98028442,0.0595703125,0.0003,-0.0026745493885755424,1480,-0.718436517380178,165.55527597367762,0.8555222451686859,0.2,0.0058093853,51.67242431640625
27,55296,64,857,507.84,-318.87970556000005,0.036962890625,0.0003,-0.0009555994289257797,1490,-0.7880189090967178,250.64725351333618,0.7401801645755768,0.2,0.004331001,78.84528350830078
28,57344,66,863,502.7,-315.90369793,0.038427734375,0.0003,-0.0030792984791332854,1500,-0.7658773174509406,222.13608785867692,0.8016714602708817,0.2,0.004141394,27.7802734375
29,59392,68,863,491.77,-310.54492704000006,0.0376953125,0.0003,-0.002187575912466855,1510,-0.7679217144846916,197.8994888007641,0.8221136927604675,0.2,0.005042298,24.49492645263672
30,61440,70,866,487.63,-310.96058287999995,0.0583984375,0.0003,-0.0034557053939352047,1520,-0.7295524895191192,137.20348400473594,0.8819130659103394,0.2,0.0062969346,27.10929298400879
31,63488,73,869,477.35,-307.99270588,0.08935546875,0.0003,-0.004050911255035317,1530,-0.7905981143936515,231.6965497970581,0.6991370916366577,0.2,0.011657394,109.90925598144531
32,65536,75,872,471.29,-307.32836344000003,0.04794921875,0.0003,-0.0023111007696570594,1540,-0.7406084781512619,175.46252019405364,0.8392129242420197,0.2,0.004624229,45.928829193115234
33,67584,77,868,478.14,-303.86052371,0.077587890625,0.0003,-0.003503385650401469,1550,-0.7905638882890343,234.26114706993104,0.8014552891254425,0.2,0.0065047294,7.59184455871582
34,69632,80,869,476.31,-297.39917705000005,0.106640625,0.0003,0.0008183823825675063,1560,-0.7105192624032497,90.94812446832657,0.9058655276894569,0.2,0.007115606,6.056402206420898
35,71680,82,870,465.94,-296.13133371,0.013818359375,0.0003,-0.0016787580785603494,1570,-0.7115427870303392,172.39008583426477,0.8555675745010376,0.2,0.0024106042,34.23237228393555
36,73728,84,871,460.12,-285.55779728,0.040478515625,0.0003,-0.001452761261316482,1580,-0.7455303095281124,219.95518156290055,0.7498271763324738,0.2,0.0052033844,83.52755737304688
37,75776,86,872,455.49,-280.88273886,0.08759765625,0.0003,-0.002630453062738525,1590,-0.7067832961678505,156.38126775622368,0.8298423737287521,0.2,0.008052982,23.086843490600586
38,77824,89,872,456.9,-276.86327520000003,0.03759765625,0.0003,-0.005297575131407939,1600,-0.7124804891645908,165.48766980469227,0.8431356251239777,0.2,0.0037916712,72.42874145507812
39,79872,91,873,452.94,-274.06776565999996,0.048046875,0.0003,-0.0004981787831638939,1610,-0.672645821236074,117.8325607046485,0.8847225531935692,0.2,0.005359955,16.09522819519043
40,81920,93,874,445.19,-268.72515962999995,0.034619140625,0.0003,-0.001452326630897005,1620,-0.751574438624084,188.33468943834305,0.7808489799499512,0.2,0.0020088006,62.530006408691406
41,83968,95,878,434.14,-260.52276663,0.0984375,0.0003,-0.004818802073896222,1630,-0.7740503000095487,196.527887070179,0.8297675997018814,0.2,0.012028448,113.49786376953125
42,86016,97,880,426.14,-259.89547292,0.0548828125,0.0003,-0.0035938463150159807,1640,-0.7566504357382655,137.4040742993355,0.9023784101009369,0.2,0.0055626146,47.05231857299805
43,88064,99,882,425.57,-258.90713535,0.04248046875,0.0003,-0.002837755904329242,1650,-0.7851088717579842,227.46913187503816,0.7995218187570572,0.2,0.0054608057,87.34654235839844
44,90112,101,885,421.9,-257.47353694000003,0.1232421875,0.0003,-0.004566560267994646,1660,-0.7773754226043821,124.8831184476614,0.8741602897644043,0.2,0.013057512,51.742637634277344
45,92160,103,888,410.89,-257.02054820999996,0.0537109375,0.0003,-0.00292884174050414,1670,-0.8076681239530444,226.983957195282,0.7587149292230606,0.2,0.0044411663,43.338829040527344
46,94208,106,885,417.85,-252.67617048999998,0.01875,0.0003,-0.0004719181826658314,1680,-0.803956919722259,225.8797909796238,0.7985380291938782,0.2,0.0020606858,198.88270568847656
47,96256,108,884,425.07,-252.25403095000001,0.06669921875,0.0003,-0.002055710163404001,1690,-0.6881288781762123,150.95574155449867,0.8888506963849068,0.2,0.00929557,85.4012451171875
48,98304,110,886,423.67,-249.28523516999994,0.073583984375,0.0003,-0.0016538945921638515,1700,-0.7138405462726951,111.01341468840837,0.791343092918396,0.2,0.008136649,42.11332702636719
49,100352,112,889,420.17,-251.94944001,0.073388671875,0.0003,-0.004282310517737642,1710,-0.6984595596790314,129.32878776490688,0.903352789580822,0.2,0.0053206463,18.687715530395508
1,2048,2,728,952.0,-85.2494575,0.05146484375,0.0003,-0.004242174532919307,1720,-0.7535903410986066,272.2963133752346,0.6672206223011017,0.2,0.005862411,61.29714584350586
2,4096,5,716,914.25,20.247185249999998,0.124658203125,0.0003,-0.0013571421484812162,1730,-0.8270948387682437,46.28272424638271,0.8010273724794388,0.2,0.008608341,12.498533248901367
3,6144,9,654,887.8333333333334,-12.791045666666669,0.08828125,0.0003,-9.314006310887635e-05,1740,-0.8083779331296682,75.8722179338336,0.4898856282234192,0.2,0.009911894,4.528954029083252
4,8192,13,617,915.875,-6.106191250000002,0.1041015625,0.0003,-0.003450331056228606,1750,-0.7924218714237213,49.202555511146784,0.8263047486543655,0.2,0.007694375,3.2462329864501953
5,10240,17,574,932.7,2.517555999999998,0.076904296875,0.0003,0.0013480500398145522,1760,-0.8208647210150957,25.03322461247444,0.8434637039899826,0.2,0.0068756784,2.4121010303497314
6,12288,20,592,943.3846153846154,1.445394230769229,0.039599609375,0.0003,-0.002684924629284069,1770,-0.8665594661608338,41.78079231753945,0.5328169763088226,0.2,0.0044931388,1.8341405391693115
7,14336,24,587,948.2,12.84170233333333,0.099853515625,0.0003,-0.002434232876112219,1780,-0.8850564528256655,97.5018714234233,0.03071749210357666,0.2,0.0064832997,5.132661819458008
8,16384,28,584,948.7647058823529,18.008364647058823,0.051806640625,0.0003,-0.0026796453468705293,1790,-0.7402983158826828,56.15164316445589,0.5979405343532562,0.2,0.0035509502,3.4118235111236572
9,18432,31,586,949.7368421052631,8.244876105263158,0.060888671875,0.0003,-0.0012669259416725255,1800,-0.812265594676137,58.517411316931245,0.32476890087127686,0.2,0.0062551745,11.499360084533691
10,20480,35,576,953.7142857142857,14.868282238095238,0.029296875,0.0003,-0.0015390578490041662,1810,-0.7544442156329751,66.35882574692369,0.7865187972784042,0.2,0.002937824,27.78628921508789
11,22528,40,563,952.2173913043479,22.41721395652174,0.061767578125,0.0003,-0.0021896239857596813,1820,-0.8369546884670853,49.414202115684745,-0.16972362995147705,0.2,0.0057770964,1.8081285953521729
12,24576,44,552,951.92,24.59705072,0.11435546875,0.0003,-0.004069660307141021,1830,-0.8633717391639948,74.66953427642584,0.1327117681503296,0.2,0.012528303,19.868310928344727
13,26624,46,567,938.1071428571429,18.92486771428571,0.0490234375,0.0003,-0.0007907225342933088,1840,-0.834623503871262,52.63105407506227,0.4908176064491272,0.2,0.005343542,3.304717779159546
14,28672,50,563,934.0,26.514975733333333,0.042724609375,0.0003,-0.002313123444764642,1850,-0.7824923899024725,100.37175889313221,0.5524052977561951,0.2,0.003396828,63.90753936767578
15,30720,53,572,927.7272727272727,26.400760969696968,0.06259765625,0.0003,-0.0013210131768573775,1860,-0.8326958313584327,66.48731260597705,0.5357791483402252,0.2,0.0045417454,23.023555755615234
16,32768,56,577,923.1142857142858,27.410096971428572,0.0412109375,0.0003,-0.004212701452343026,1870,-0.7808662043884397,167.59678964316845,0.3041127920150757,0.2,0.0040546213,248.23941040039062
17,34816,60,576,911.2894736842105,21.304014026315787,0.080029296875,0.0003,-0.0011204010850633494,1880,-0.785927732847631,44.12203083448112,0.5998470187187195,0.2,0.0050770594,10.766609191894531
18,36864,63,583,895.9024390243902,28.652413317073165,0.037451171875,0.0003,-0.00047373173583764583,1890,-0.8358581328764558,236.68904973864556,0.0988965630531311,0.2,0.0031304406,27.527212142944336
19,38912,66,583,892.5581395348837,32.076515604651156,0.03671875,0.0003,-0.0022525516182213324,1900,-0.7446970839053393,127.26691738665104,0.40543514490127563,0.2,0.003362801,14.757932662963867
20,40960,70,585,887.6304347826087,36.200954847826075,0.11279296875,0.0003,-0.007449119167722529,1910,-0.8212756264954806,51.98702233657241,0.7133815884590149,0.2,0.0079782205,4.762265682220459
21,43008,73,588,881.1041666666666,34.71830516666666,0.037255859375,0.0003,-0.0018553681336925365,1920,-0.7451600300148129,90.68038572072983,0.6694530248641968,0.2,0.0035648155,17.702131271362305
22,45056,77,582,878.0588235294117,38.67183494117646,0.060693359375,0.0003,4.514114989433438e-05,1930,-0.8249228587374091,104.80885365828871,0.3218018412590027,0.2,0.0037475203,15.61458969116211
23,47104,80,582,871.2037037037037,41.078001018518506,0.053515625,0.0003,-0.0011917732575966512,1940,-0.7965740041807294,71.80769923105836,0.7531668692827225,0.2,0.0032860672,7.387667655944824
24,49152,83,588,872.0714285714286,43.782661589285716,0.098095703125,0.0003,-0.004330964063410647,1950,-0.7797466544434428,77.79562437534332,0.7110237777233124,0.2,0.008222037,2.6863858699798584
25,51200,86,589,866.6610169491526,46.936573762711866,0.042529296875,0.0003,-0.0006601448043511482,1960,-0.7007335375994443,54.974849683046344,0.5587944090366364,0.2,0.0030620387,3.732119083404541
26,53248,89,595,871.0327868852459,44.82560808196722,0.073046875,0.0003,-0.0023119027515349443,1970,-0.7749335965141654,76.13832384124399,0.7854318022727966,0.2,0.0077101775,8.015572547912598
27,55296,92,596,868.3333333333334,46.91202641269841,0.05234375,0.0003,-0.000840105443057837,1980,-0.8022810284048318,41.63553945720196,0.6122126281261444,0.2,0.0047992347,3.148679494857788
28,57344,97,588,866.6363636363636,47.943228227272726,0.044873046875,0.0003,-0.0015042080471175724,1990,-0.7657580742612481,46.328659982979296,0.6911152601242065,0.2,0.004235672,11.1055326461792
29,59392,100,592,859.1884057971015,49.298549405797104,0.077099609375,0.0003,-0.0036708621246361872,2000,-0.8355727981775999,51.15597215220332,0.7857391834259033,0.2,0.009736468,2.565732479095459
30,61440,103,591,857.4929577464789,51.39993866197183,0.022314453125,0.0003,-0.0014500547309580724,2010,-0.6897268682718277,87.37270096838475,0.4729622006416321,0.2,0.004438487,70.23165893554688
31,63488,107,591,854.9864864864865,52.317130094594596,0.03291015625,0.0003,-0.002051037157070823,2020,-0.7944844061508775,45.80381575897336,0.6679235994815826,0.2,0.0026595457,5.628481388092041
32,65536,110,593,852.6184210526316,54.437748973684215,0.068701171875,0.0003,-0.003444721602863865,2030,-0.7614960063248872,70.095055963099,0.7258909642696381,0.2,0.008037977,67.24408721923828
33,67584,112,598,843.4,55.31490858750001,0.045263671875,0.0003,-0.0018238821379782167,2040,-0.7454408688470722,48.39703567102551,0.7629972547292709,0.2,0.0036911995,12.613234519958496
34,69632,115,602,831.9036144578313,49.23606398795181,0.060986328125,0.0003,-0.00092220350234129,2050,-0.6890861893072724,105.33265078514815,0.4631841778755188,0.2,0.0041680196,25.840646743774414
35,71680,118,604,829.8720930232558,49.25276779069768,0.037646484375,0.0003,-0.0035654753562994303,2060,-0.7844949990510941,229.16435008347034,-0.05155134201049805,0.2,0.0034104246,219.99693298339844
36,73728,121,607,823.5505617977528,48.65987549438202,0.05986328125,0.0003,-0.0018829231281415558,2070,-0.763713507913053,112.35818255543708,0.6257202327251434,0.2,0.0047350866,3.9612388610839844
37,75776,124,607,821.2391304347826,48.08737371739131,0.052783203125,0.0003,-0.004598626357255853,2080,-0.7396762946620583,114.9148090004921,0.5518341362476349,0.2,0.0052176104,84.68740844726562
38,77824,128,607,817.5578947368421,48.782132484210535,0.051123046875,0.0003,-0.004952422671340173,2090,-0.7474284728989005,102.6515717253089,0.5332581102848053,0.2,0.0086599905,31.18550682067871
39,79872,130,611,813.9489795918367,48.20000522448979,0.044775390625,0.0003,-0.0016206442829570732,2100,-0.6719863744452595,89.28727959766984,0.6889970898628235,0.2,0.0050411373,9.445721626281738
40,81920,133,615,805.85,47.205391719999994,0.0634765625,0.0003,-0.0007594237857119878,2110,-0.7257102409377694,143.75733237713575,0.48380541801452637,0.2,0.0047078812,25.215011596679688
41,83968,135,617,801.23,48.21241148000001,0.052783203125,0.0003,-0.0030945077945943923,2120,-0.7408662144094705,176.89675456881523,0.5263698995113373,0.2,0.004453755,144.8402099609375
42,86016,139,617,800.92,50.46274598000001,0.0404296875,0.0003,-0.002233876869286178,2130,-0.654554744437337,57.815653482452035,0.7115050554275513,0.2,0.0041955113,2.199333667755127
43,88064,141,621,782.97,51.672675829999996,0.0533203125,0.0003,-0.0005405257194070146,2140,-0.63534344304353,57.3940577019006,0.4415808916091919,0.2,0.0045508537,2.4282591342926025
44,90112,144,623,770.21,50.06385252,0.07431640625,0.0003,-0.0012986090836420773,2150,-0.7220962235704065,164.08646751344205,0.5704966187477112,0.2,0.00966889,13.591286659240723
45,92160,147,626,762.02,48.19883092999999,0.05908203125,0.0003,-0.0036441971744352484,2160,-0.6796284472569823,121.77488594353198,0.7444456815719604,0.2,0.0043749134,77.57058715820312
46,94208,149,628,750.89,49.938829420000005,0.08193359375,0.0003,-0.0009357792761875317,2170,-0.6822416977956891,106.27499672025442,0.7012478411197662,0.2,0.005709866,16.14948844909668
47,96256,152,631,733.26,46.12680865,0.04853515625,0.0003,-0.008844539915298811,2180,-0.6449024610221386,131.07398304492236,0.6620513200759888,0.2,0.011259247,7.8863725662231445
48,98304,154,635,720.88,43.80557282000001,0.062109375,0.0003,-0.0033759421872673555,2190,-0.6980875566601753,168.8612983047962,0.6173779368400574,0.2,0.008359823,32.87471008300781
49,100352,157,638,714.87,40.957642570000004,0.0669921875,0.0003,-0.006753185865090927,2200,-0.7411964740604162,105.37809002101422,0.8014366179704666,0.2,0.00727676,41.911582946777344
