time/fps,time/iterations,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/learning_rate,train/clip_range,train/explained_variance,train/loss,train/clip_fraction,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/n_updates,train/entropy_loss
782,21,596.75,54,-20.570000000000004,43008,0.0003,0.2,0.9243806451559067,5.315908432006836,0.094091796875,40.907177368551494,0.009716174,-0.001909540651831776,1430,-0.7112123977392912
788,22,597.8133333333334,57,-19.992533333333338,45056,0.0003,0.2,0.929352194070816,15.105110168457031,0.0732421875,49.95028974562884,0.009878441,-0.001968007304458297,1440,-0.6686215633526444
793,23,588.0125,59,-19.262375,47104,0.0003,0.2,0.9659922011196613,0.25891005992889404,0.06484375,7.966340662306175,0.003897547,0.002382689456862863,1450,-0.699510451965034
798,24,577.4235294117647,61,-16.19882352941176,49152,0.0003,0.2,0.9042447283864021,43.3738899230957,0.025146484375,51.12368257269263,0.0029018165,-0.0013151507220754866,1460,-0.6460650702938437
795,25,572.9772727272727,64,-14.45306818181818,51200,0.0003,0.2,0.9858693704009056,2.5925679206848145,0.11611328125,9.873148450814188,0.008612612,-0.004811473005975131,1470,-0.7244820026680827
799,26,568.3655913978495,66,-17.10537634408602,53248,0.0003,0.2,0.9579722657799721,7.9512763023376465,0.0619140625,16.540955191478133,0.0045902547,-0.001977133138279896,1480,-0.6578852562233806
797,27,568.0412371134021,69,-16.087628865979383,55296,0.0003,0.2,0.8968811631202698,10.128901481628418,0.08583984375,32.62998130135238,0.008205447,-0.007367449173761998,1490,-0.7135653527453542
803,28,555.94,71,-13.664000000000001,57344,0.0003,0.2,0.9704670067876577,1.7585978507995605,0.069677734375,8.777768980525433,0.006719316,-0.0011278967911493964,1500,-0.6323336470872164
808,29,538.28,73,-13.107999999999999,59392,0.0003,0.2,0.9600745961070061,9.836912155151367,0.097998046875,18.14720060899854,0.00932094,-0.0020082528601051306,1510,-0.6918101746588945
814,30,529.9,75,-10.013399999999999,61440,0.0003,0.2,0.9201333150267601,74.19657897949219,0.06025390625,60.30034099072218,0.004154019,-0.0037682272162783193,1520,-0.697798629105091
807,31,530.54,78,-7.468599999999999,63488,0.0003,0.2,0.9755698759108782,0.42229676246643066,0.062646484375,6.1830396117642525,0.010499319,-0.0005778901104349643,1530,-0.6323448441922664
806,32,531.45,81,-7.7861,65536,0.0003,0.2,0.9268385246396065,2.457615613937378,0.08818359375,23.60494167804718,0.0327237,-0.005690794660768006,1540,-0.6150733793154359
803,33,532.08,84,-7.503899999999999,67584,0.0003,0.2,0.9302087426185608,16.260921478271484,0.064599609375,23.343447525054216,0.00372566,-0.0018008115774136968,1550,-0.6422058943659067
805,34,522.87,86,-7.462399999999999,69632,0.0003,0.2,0.9098493903875351,9.041423797607422,0.080029296875,23.979866814333946,0.013914545,-0.0008632027660496533,1560,-0.6420000970363617
810,35,510.74,88,-9.5877,71680,0.0003,0.2,0.8721368759870529,70.21712493896484,0.04619140625,78.8909886777401,0.0042216824,-0.0032138562251930124,1570,-0.5457077555358409
812,36,502.68,90,-8.0316,73728,0.0003,0.2,0.6749182343482971,36.08982849121094,0.00830078125,149.54720850288868,0.00420366,-0.001255256757576717,1580,-0.6941781075671315
816,37,497.42,92,-2.8328000000000007,75776,0.0003,0.2,0.8788853362202644,50.702667236328125,0.026025390625,65.77341824024916,0.0034996632,-0.002205434945972229,1590,-0.6158277268521488
812,38,495.13,95,-4.994300000000001,77824,0.0003,0.2,0.9063457399606705,32.66857147216797,0.109619140625,45.58107351958752,0.008996615,-0.004410942811955465,1600,-0.6725566625595093
815,39,494.15,97,-2.968600000000001,79872,0.0003,0.2,0.8258070647716522,5.1995673179626465,0.073876953125,74.82069841474295,0.0065608844,-0.0032630830282869283,1610,-0.6076008517295122
815,40,491.7,100,-8.8721,81920,0.0003,0.2,0.9530043341219425,5.313510417938232,0.074560546875,19.48234124146402,0.006569472,-0.0015247643874317872,1620,-0.6463129770010709
817,41,485.6,102,-7.850600000000002,83968,0.0003,0.2,0.6405022144317627,23.46453857421875,0.0611328125,100.69580161124468,0.0073663015,-0.0032562977983616294,1630,-0.6817172488197685
821,42,476.8,104,-7.9506,86016,0.0003,0.2,0.912895068526268,30.633302688598633,0.0794921875,39.54449192211032,0.006681005,-0.0019100387413345742,1640,-0.6317800682038068
824,43,477.77,106,-8.384799999999998,88064,0.0003,0.2,0.8550343215465546,8.468090057373047,0.042626953125,92.35926779061556,0.0026273178,-0.0008025017606996699,1650,-0.6137958365492523
828,44,475.47,108,-7.9849,90112,0.0003,0.2,0.9515926912426949,3.844817876815796,0.09697265625,11.982783012650907,0.013399457,-0.0005302305857185274,1660,-0.6204034116119146
829,45,466.23,111,-4.405599999999999,92160,0.0003,0.2,0.8856212347745895,26.127342224121094,0.051708984375,59.07246817275882,0.0039472417,-0.0014356341780512594,1670,-0.635914133861661
830,46,464.27,113,-2.011699999999999,94208,0.0003,0.2,0.9817510489374399,3.8449018001556396,0.06513671875,12.13471136316657,0.0052881753,-0.0013416818372206762,1680,-0.6351189667358994
832,47,468.46,115,-2.570099999999999,96256,0.0003,0.2,0.9779737628996372,1.7944731712341309,0.04580078125,13.977764467895032,0.0064495,-0.0005655772445606999,1690,-0.6258585277013481
836,48,459.64,117,-2.9248000000000003,98304,0.0003,0.2,0.9528720043599606,2.4688053131103516,0.08271484375,11.957211473584175,0.0051639415,-4.1706249612616374e-05,1700,-0.6314754927530885
838,49,459.58,119,-0.5251999999999992,100352,0.0003,0.2,0.9161222204566002,63.93146514892578,0.037060546875,47.580163943767545,0.0026362932,-0.0019793780280451755,1710,-0.6071158702485263
