time/iterations,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/loss,train/clip_fraction,train/approx_kl,train/learning_rate,train/explained_variance,train/n_updates,train/entropy_loss,train/value_loss,train/clip_range
21,898,47,43008,360.03,22.871199999999998,-0.002427320551214507,1.3974850177764893,0.048193359375,0.0042962865,0.0003,0.9740599095821381,1430,-0.6333486847579479,20.87699161320925,0.2
22,898,50,45056,360.77,21.163100000000004,-0.0016051941136538516,14.316035270690918,0.049658203125,0.0066525997,0.0003,0.9571274928748608,1440,-0.6074723191559315,23.540853882580997,0.2
23,898,52,47104,354.71,22.7463,-0.0011245229146879866,45.9423713684082,0.0087890625,0.0025881229,0.0003,0.8158415853977203,1450,-0.5912291755899787,98.71602848172188,0.2
24,901,54,49152,353.84,24.9446,-0.0016384461734560319,6.034210205078125,0.045751953125,0.0040784106,0.0003,0.9806766677647829,1460,-0.5571756621822714,12.816392327845097,0.2
25,905,56,51200,354.33,29.109300000000005,-0.002058116140688071,6.470987796783447,0.0673828125,0.0049661943,0.0003,0.9609111957252026,1470,-0.6481611533090472,21.9860383734107,0.2
26,906,58,53248,352.48,27.4729,-0.003157186169846682,66.65682983398438,0.036767578125,0.0061421506,0.0003,0.9147716388106346,1480,-0.5984802489168942,72.2187458306551,0.2
27,908,60,55296,349.96,27.840400000000002,-0.0037176967314735522,1.5618245601654053,0.047021484375,0.002416943,0.0003,0.767856776714325,1490,-0.5503650210797787,78.60367279276252,0.2
28,909,63,57344,348.72,26.263400000000004,-0.0020318594688433222,21.687114715576172,0.072216796875,0.0067020394,0.0003,0.9709677081555128,1500,-0.6255115086212755,20.060372661799192,0.2
29,907,65,59392,350.11,26.453900000000004,-0.0022264730811002663,15.188986778259277,0.052392578125,0.004303959,0.0003,0.9205712080001831,1510,-0.6095472726039588,48.50772206038236,0.2
30,909,67,61440,346.86,27.1847,-0.0017418016235751566,3.730205774307251,0.035205078125,0.00824763,0.0003,0.8319855481386185,1520,-0.5930507810786366,88.66023811399937,0.2
31,905,70,63488,341.59,25.5264,-0.0021067622925329487,15.050333023071289,0.044970703125,0.0031815618,0.0003,0.9372906163334846,1530,-0.6003054157830775,50.284901034832004,0.2
32,903,72,65536,344.38,27.9281,-0.003706096573660034,11.281606674194336,0.071435546875,0.0036565987,0.0003,0.9462033659219742,1540,-0.6289878428913653,34.18728663921356,0.2
33,903,74,67584,344.68,32.2218,-0.0009959081871784292,31.415565490722656,0.0427734375,0.0040582707,0.0003,0.870633140206337,1550,-0.5960674418136478,69.82856128364801,0.2
34,905,76,69632,342.79,30.4087,-0.002255113958381116,5.766411304473877,0.081201171875,0.008505683,0.0003,0.9771023783832788,1560,-0.6052202231250703,17.637148221582173,0.2
35,902,79,71680,344.47,32.7285,-0.0034638127050129696,4.606286525726318,0.05859375,0.0055213934,0.0003,0.9109798893332481,1570,-0.639345301873982,48.814887738227846,0.2
36,903,81,73728,342.49,33.3555,-0.0008704982508788816,16.458507537841797,0.0408203125,0.0055036442,0.0003,0.8925611972808838,1580,-0.5569791259244085,69.10834974944592,0.2
37,904,83,75776,342.07,35.9195,-0.00208652169603738,8.54359245300293,0.075048828125,0.008834695,0.0003,0.9805935192853212,1590,-0.5799188786186278,15.27615065574646,0.2
38,905,85,77824,338.84,36.3902,-0.001655451753322268,13.408955574035645,0.053857421875,0.0044075856,0.0003,0.9693657457828522,1600,-0.5600210697390139,19.830563566088678,0.2
39,908,87,79872,334.82,36.9497,-0.0033010438826750034,2.7986812591552734,0.052978515625,0.008148951,0.0003,0.9600274786353111,1610,-0.5804647912271321,23.786332785338164,0.2
40,909,90,81920,333.33,35.42850000000001,-0.0022284924303676234,85.15734100341797,0.070703125,0.0044305464,0.0003,0.873320460319519,1620,-0.5411645726300776,102.70916453152896,0.2
41,910,92,83968,331.5,35.87250000000001,-0.001728060770619777,11.848943710327148,0.0330078125,0.0017546825,0.0003,0.8841913044452667,1630,-0.5558832717128098,96.25989073365926,0.2
42,908,94,86016,337.86,35.0171,-0.0015181212649622467,2.177013397216797,0.024560546875,0.0029879548,0.0003,0.9741352498531342,1640,-0.6120789315551519,16.274595262110232,0.2
43,909,96,88064,331.02,36.443099999999994,-0.0021666020023985767,72.08631134033203,0.08271484375,0.005922927,0.0003,0.814030185341835,1650,-0.5961615847423672,96.37412896305322,0.2
44,910,98,90112,329.09,36.80879999999999,-0.0012035806714266073,82.7315444946289,0.024755859375,0.002170425,0.0003,0.857319712638855,1660,-0.5735443861223757,97.43244475722312,0.2
45,908,101,92160,335.21,35.861,-0.002034836339589674,10.782772064208984,0.050634765625,0.002266825,0.0003,0.8583191186189651,1670,-0.5760145882144571,112.2510727122426,0.2
46,909,103,94208,334.18,38.0452,0.0010909744465607218,4.176386833190918,0.0623046875,0.00853713,0.0003,0.9011772871017456,1680,-0.6219780199229717,28.37283568829298,0.2
47,908,105,96256,340.9,37.1289,-0.002193512875237502,11.040253639221191,0.035400390625,0.003275814,0.0003,0.9597993791103363,1690,-0.5059236319735646,31.50518760085106,0.2
48,910,108,98304,336.8,39.45889999999999,-0.00033192890550708397,9.204739570617676,0.033154296875,0.0046207923,0.0003,0.923545353114605,1700,-0.5258255119435489,25.639644392579793,0.2
49,911,110,100352,335.71,39.7286,0.0002780657683615573,5.7727742195129395,0.051318359375,0.0043026945,0.0003,0.976988572627306,1710,-0.5787458999082447,14.731555086374282,0.2
