time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/clip_range,train/clip_fraction,train/loss,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/entropy_loss,train/value_loss,train/approx_kl,train/explained_variance
1147,39,45056,-122.1655,208.61,22,0.2,0.040234375,60.50705337524414,-0.0051340471258299655,1440,0.0003,-0.4872495303861797,200.60701051950454,0.004138858,0.9119377136230469
1150,40,47104,-112.85650000000001,209.57,23,0.2,0.041015625,35.053524017333984,-0.003301101241231663,1450,0.0003,-0.5624811061657965,159.71329153776168,0.006162172,0.9240607991814613
1153,42,49152,-111.375,202.68,24,0.2,0.044873046875,107.55675506591797,-0.00231449677303317,1460,0.0003,-0.44797469172626736,192.4232188820839,0.0029697095,0.9001828953623772
1157,44,51200,-108.98850000000002,199.28,25,0.2,0.04150390625,51.067020416259766,-0.0020390760191730806,1470,0.0003,-0.5018617250025272,155.24013177752494,0.004092027,0.9418287016451359
1160,45,53248,-106.93500000000002,195.75,26,0.2,0.045849609375,32.09324264526367,-0.002061910580960102,1480,0.0003,-0.5065070227719843,144.16508482694627,0.0051749703,0.9281662479043007
1161,47,55296,-110.821,195.52,27,0.2,0.03857421875,90.3415298461914,-0.0056706916409893894,1490,0.0003,-0.5315267309546471,197.59964808225632,0.006374635,0.9037016928195953
1163,49,57344,-98.62599999999999,198.92,28,0.2,0.039697265625,80.38666534423828,-0.004614114222931676,1500,0.0003,-0.4900155397132039,284.93000159263613,0.0033367663,0.8201312571763992
1164,50,59392,-95.226,199.76,29,0.2,0.019091796875,47.277587890625,-0.0018161196065193507,1510,0.0003,-0.5054387070238591,195.38929681777955,0.0021825677,0.9041157960891724
1167,52,61440,-96.08850000000002,199.14,30,0.2,0.06650390625,32.80104446411133,-0.004494430805425509,1520,0.0003,-0.5241185582242907,78.86109690070153,0.009058451,0.9581584185361862
1168,54,63488,-97.6815,202.58,31,0.2,0.03916015625,91.2087173461914,-0.003373330798058305,1530,0.0003,-0.5274632622487843,161.47253901958464,0.0027127555,0.9381421282887459
1168,56,65536,-99.96199999999999,206.13,32,0.2,0.0462890625,63.739322662353516,-0.0007754057056445163,1540,0.0003,-0.5370778539218009,123.99676454663276,0.007119091,0.9406275451183319
1169,57,67584,-97.6575,206.78,33,0.2,0.028369140625,180.3605499267578,-0.004053696752816904,1550,0.0003,-0.46017553405836226,270.7834608912468,0.005067306,0.787304624915123
1166,59,69632,-104.73999999999998,213.48,34,0.2,0.03974609375,53.869834899902344,-0.0022998528002062812,1560,0.0003,-0.39860045798122884,132.55067929029465,0.0037228249,0.93148984760046
1168,61,71680,-101.199,216.59,35,0.2,0.053759765625,22.39052963256836,-0.0017513660714030266,1570,0.0003,-0.5106883890926838,132.42455720305443,0.0075987494,0.8759913593530655
1169,63,73728,-95.33250000000002,219.08,36,0.2,0.04541015625,32.8553352355957,-0.0016102021931146738,1580,0.0003,-0.4421548509038985,109.69994352459908,0.005332226,0.9474441558122635
1171,64,75776,-94.02000000000002,216.5,37,0.2,0.01767578125,83.39927673339844,-0.0017873377866635565,1590,0.0003,-0.45759023167192936,142.82898144125937,0.0022979626,0.9203608855605125
1174,66,77824,-89.24600000000001,214.03,38,0.2,0.05068359375,105.1838607788086,-0.005451143755635712,1600,0.0003,-0.4267919656820595,221.58550550937653,0.00478155,0.8926375731825829
1176,67,79872,-92.73800000000001,208.76,39,0.2,0.05263671875,63.96282196044922,-0.002431952096230816,1610,0.0003,-0.4817799925804138,75.26846972107887,0.0066290833,0.963531456887722
1178,69,81920,-85.92049999999999,210.24,40,0.2,0.025244140625,101.96095275878906,-0.005283313524341793,1620,0.0003,-0.4575993437319994,210.74943249225618,0.0036856097,0.9110025316476822
1176,71,83968,-83.193,209.75,41,0.2,0.069873046875,77.538818359375,-0.004360046741931,1630,0.0003,-0.4992321359924972,161.5952401995659,0.0065806964,0.9324166253209114
1177,73,86016,-79.37150000000001,211.97,42,0.2,0.063427734375,27.209238052368164,-0.005712625184969511,1640,0.0003,-0.47524736253544686,72.6824239373207,0.0055528064,0.9552204348146915
1177,74,88064,-75.991,211.53,43,0.2,0.077490234375,44.69091796875,-0.00405571711162338,1650,0.0003,-0.448666468821466,125.46225470900535,0.006480773,0.942925225943327
1178,76,90112,-72.7135,202.84,44,0.2,0.04306640625,59.53262710571289,-0.002490618310366699,1660,0.0003,-0.4371080372482538,130.48257798552513,0.0040426776,0.9163625091314316
1180,78,92160,-71.2745,201.54,45,0.2,0.035107421875,21.785465240478516,-0.005065909989207284,1670,0.0003,-0.5038227682001889,112.73284591436386,0.002976588,0.9347743466496468
1181,79,94208,-72.586,198.77,46,0.2,0.0669921875,22.661834716796875,-0.003093956685916055,1680,0.0003,-0.5167474208399654,65.18271476626396,0.005072091,0.9666605889797211
1183,81,96256,-72.1975,197.35,47,0.2,0.023583984375,20.071914672851562,-0.0012717321194941178,1690,0.0003,-0.424847125262022,162.25149475336076,0.0031792778,0.9116501435637474
1185,82,98304,-74.53699999999999,192.57,48,0.2,0.015185546875,41.51075744628906,-0.0034560516905912664,1700,0.0003,-0.437647111248225,174.90731794834136,0.0027290094,0.9234666153788567
1187,84,100352,-75.262,190.3,49,0.2,0.034765625,29.850425720214844,-0.002031197849282762,1710,0.0003,-0.4563914965838194,165.17754841446876,0.0029206653,0.9289006814360619
