rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/iterations,time/fps,rollout/ep_len_mean,train/loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/value_loss,train/entropy_loss,train/learning_rate
5.3989,55296,62,27,888,422.25,36.232154846191406,0.0031941496,1490,-0.0004856827286857879,0.2,0.03974609375,0.8956984877586365,56.37929843813181,-0.5806229989975691,0.0003
7.8477,57344,64,28,891,419.99,3.2890899181365967,0.0062281266,1500,-0.0012169751047622413,0.2,0.051953125,0.969631178304553,18.92873785533011,-0.6429482145234943,0.0003
8.3139,59392,66,29,894,415.97,18.182497024536133,0.009570848,1510,-0.003462069861780037,0.2,0.079736328125,0.9593180678784847,25.670687858760356,-0.6465709373354912,0.0003
6.591099999999999,61440,68,30,894,413.81,54.84049606323242,0.0066258376,1520,-0.0013403936616668943,0.2,0.036865234375,0.8910837918519974,57.73429847061634,-0.6136443885974586,0.0003
10.922600000000003,63488,70,31,897,412.61,6.667299270629883,0.006750039,1530,-0.00197121959663491,0.2,0.043115234375,0.886809840798378,61.40145778432488,-0.6474359797313809,0.0003
11.406199999999998,65536,72,32,899,408.64,4.2561798095703125,0.003731139,1540,-0.0017733951885020361,0.2,0.070556640625,0.9717547297477722,17.24634598866105,-0.6458966625854373,0.0003
15.6846,67584,74,33,901,403.28,5.8474225997924805,0.0043644775,1550,-0.002201186226011487,0.2,0.06123046875,0.9736489113420248,15.876143407821655,-0.6415368486195803,0.0003
15.893400000000002,69632,77,34,897,404.99,5.408011436462402,0.0035081985,1560,-0.002307244080293458,0.2,0.04140625,0.8656731396913528,77.53551456928253,-0.6061776963062584,0.0003
16.292099999999998,71680,79,35,898,404.11,9.492280960083008,0.0031309966,1570,-0.0010071538086776854,0.2,0.034130859375,0.8758835196495056,45.707883295416835,-0.5681791639886796,0.0003
16.6395,73728,82,36,897,403.91,14.019180297851562,0.0049376627,1580,-0.0017754532927938271,0.2,0.0453125,0.9450338557362556,32.61582930162549,-0.6016852391883731,0.0003
18.766399999999997,75776,84,37,897,404.05,4.941165447235107,0.004413739,1590,-0.0019614908800576814,0.2,0.044775390625,0.9201484769582748,41.068271291255954,-0.6167237485758961,0.0003
21.0334,77824,86,38,897,401.57,7.782649993896484,0.0071298457,1600,-0.0030632669644546696,0.2,0.07431640625,0.9591220393776894,22.22961876541376,-0.6522822216153145,0.0003
19.4315,79872,89,39,895,401.89,3.745509147644043,0.012378573,1610,-0.002756629104987951,0.2,0.097216796875,0.9691471252590418,16.584264651499687,-0.6788692703470588,0.0003
19.8278,81920,91,40,899,401.34,9.895925521850586,0.011260736,1620,-0.0048868887275602905,0.2,0.04521484375,0.8447924554347992,64.97002966254949,-0.5527882079593838,0.0003
19.886900000000004,83968,93,41,895,405.72,7.936213493347168,0.0058052386,1630,-0.0003876037291774992,0.2,0.03955078125,0.9679199494421482,17.279052843898533,-0.5642174853943288,0.0003
20.147000000000002,86016,95,42,896,405.15,7.253074645996094,0.002409629,1640,-0.0016553636061871658,0.2,0.02216796875,0.8799957782030106,51.76806599795818,-0.4741725195199251,0.0003
20.2952,88064,98,43,898,404.27,14.128840446472168,0.006402904,1650,-0.002065534059511265,0.2,0.052001953125,0.9265873655676842,40.80348744429648,-0.5671255054883659,0.0003
27.099800000000002,90112,99,44,901,399.56,7.531313419342041,0.011229636,1660,-0.0003829221202977351,0.2,0.057177734375,0.8964900150895119,70.73679262697696,-0.6789633523672819,0.0003
31.541099999999997,92160,101,45,904,398.13,8.161713600158691,0.005350425,1670,-0.002666141343070194,0.2,0.063232421875,0.976621562615037,15.84965184405446,-0.6038733867928385,0.0003
30.029199999999996,94208,103,46,907,393.9,5.385939598083496,0.006380209,1680,-0.001996774641884258,0.2,0.05859375,0.9617927707731724,18.770904464274643,-0.6264437291771173,0.0003
30.023799999999998,96256,106,47,906,397.16,37.53944396972656,0.007893426,1690,-0.0032964466532575897,0.2,0.06201171875,0.924106627702713,50.22391279637814,-0.6238895405083895,0.0003
30.405100000000008,98304,108,48,908,393.37,13.598808288574219,0.008149999,1700,-0.0022118289649370126,0.2,0.021533203125,0.8860479965806007,50.39292118549347,-0.519869389384985,0.0003
31.587099999999996,100352,110,49,911,387.92,5.707917213439941,0.0068001766,1710,-0.0021458335810166317,0.2,0.066259765625,0.9689137861132622,11.866814518719911,-0.5807936730794608,0.0003
