time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,train/clip_range,train/loss,train/n_updates,train/explained_variance,train/entropy_loss,train/value_loss,train/approx_kl,train/learning_rate,train/clip_fraction,train/policy_gradient_loss
21,-485.88925733962265,66,43008,806.566037735849,650,0.2,0.9569951891899109,1430,0.8924865052103996,-0.8374695209786296,75.19088546037673,0.0054316353,0.0003,0.070751953125,-0.0020446056751097785
22,-486.5006628363637,69,45056,808.2,651,0.2,1.6616032123565674,1440,0.9012988805770874,-0.8520806312561036,69.60226983465255,0.009230896,0.0003,0.099365234375,-0.003080328648502473
23,-491.1725229655172,72,47104,811.0689655172414,648,0.2,5.223433494567871,1450,0.9301894009113312,-0.9078051807358861,62.97976697087288,0.0073714927,0.0003,0.104736328125,-0.0032424731289211195
24,-486.7176229166666,75,49152,812.8,647,0.2,10.609962463378906,1460,0.8676121979951859,-0.8256368864327669,97.36121144779027,0.0033318242,0.0003,0.042236328125,-0.002272140426794067
25,-482.8426234603174,79,51200,804.031746031746,645,0.2,1.4404765367507935,1470,0.889420323073864,-0.9443527525290847,59.978974640741946,0.0056790095,0.0003,0.07568359375,-0.002211742886720458
26,-479.9042379076923,82,53248,810.0615384615385,641,0.2,33.476139068603516,1480,0.8233315497636795,-0.8426564877852798,100.80671791061759,0.010857393,0.0003,0.089794921875,-0.0017071239039069042
27,-475.201202132353,85,55296,800.8676470588235,645,0.2,1.6514222621917725,1490,0.9241559654474258,-0.8124772205948829,43.72014395110309,0.013280205,0.0003,0.105908203125,-0.0022791856070398355
28,-468.99574384507054,89,57344,803.8591549295775,641,0.2,35.435935974121094,1500,0.435438871383667,-0.8614888463169337,117.92260632142424,0.007674534,0.0003,0.046484375,-0.0015695196700107772
29,-466.50985513698635,92,59392,809.2328767123288,640,0.2,4.678186893463135,1510,0.8596794158220291,-0.92236144579947,83.87303608879446,0.008382823,0.0003,0.122607421875,-0.0030267950947745702
30,-464.49799550666665,96,61440,814.32,635,0.2,1.0727064609527588,1520,0.747848391532898,-1.026112138479948,37.023786518909034,0.0070444737,0.0003,0.10732421875,-0.0036161376054224094
31,-462.51587357692307,99,63488,812.8205128205128,635,0.2,6.519392967224121,1530,0.5468281805515289,-0.804599741473794,41.0908608853817,0.01922101,0.0003,0.112548828125,-0.0034296097939659374
32,-458.4436531728395,102,65536,804.8641975308642,640,0.2,3.812342405319214,1540,0.7260753810405731,-1.01143788266927,75.09429424759,0.010681181,0.0003,0.14052734375,-0.0022236057273403277
33,-450.94309263095226,105,67584,803.0595238095239,639,0.2,16.14481544494629,1550,0.8926712051033974,-0.6814345696941018,65.73519968949259,0.0041336194,0.0003,0.031884765625,-0.0039504752014181575
34,-446.9895976896551,109,69632,797.6436781609195,638,0.2,18.35342025756836,1560,0.7114976346492767,-0.8016657551750541,141.45899699628353,0.007852558,0.0003,0.0736328125,-0.002002310491661774
35,-445.00858486813183,111,71680,786.0769230769231,640,0.2,63.604042053222656,1570,0.7644119262695312,-0.867019340954721,126.07832091450692,0.0073575694,0.0003,0.059765625,-0.0024855046871380183
36,-437.1961837157895,114,73728,774.1157894736842,645,0.2,118.54393768310547,1580,0.8540912568569183,-0.8979664724320173,105.1688073143363,0.007862993,0.0003,0.055322265625,-0.0046322196521941805
37,-433.21486424242426,116,75776,761.0808080808081,651,0.2,39.10199737548828,1590,0.6385717689990997,-0.8136243717744946,147.20195576250552,0.005308318,0.0003,0.043603515625,-0.0020261886180378496
38,-433.84002154,120,77824,763.47,647,0.2,26.117767333984375,1600,0.8897829279303551,-0.7621582642197609,112.83080992400646,0.00854007,0.0003,0.03662109375,-0.001830723465536721
39,-430.36422294,123,79872,760.31,648,0.2,3.641923666000366,1610,0.807343065738678,-0.9381662422791124,35.28267322983593,0.009475094,0.0003,0.139892578125,-0.004748328673304059
40,-425.4952341200001,126,81920,753.47,647,0.2,56.10007858276367,1620,0.7264997661113739,-0.8427013615146279,127.5944883570075,0.0055940696,0.0003,0.0689453125,-0.0013424343611404765
41,-420.39507538999993,129,83968,746.66,649,0.2,0.3094412684440613,1630,0.6048604249954224,-0.9259038532152772,62.85172663293779,0.014634523,0.0003,0.16279296875,-0.004993099739658646
42,-421.0219216699999,132,86016,755.74,648,0.2,0.5362808108329773,1640,0.8288548290729523,-0.907952562533319,39.826792504824695,0.012868403,0.0003,0.192529296875,-0.00548461393409525
43,-415.51633372000003,135,88064,741.32,651,0.2,6.954169750213623,1650,0.9357570111751556,-0.8902179485186934,46.76697701662779,0.008083731,0.0003,0.10419921875,-0.0024881892182747833
44,-406.27656822999995,137,90112,741.57,654,0.2,121.19761657714844,1660,0.7330842316150665,-0.8210091253742575,165.60475304722786,0.02545141,0.0003,0.15283203125,-0.008446683549846058
45,-402.07345261,140,92160,740.17,655,0.2,5.6837992668151855,1670,0.8016282320022583,-0.8065574226900936,56.18507198579609,0.0076666893,0.0003,0.086328125,-0.0019160632338753203
46,-398.26200803000006,143,94208,740.77,657,0.2,12.089079856872559,1680,0.7815111577510834,-0.7242510249838233,69.46599017344415,0.009496207,0.0003,0.09267578125,-0.001153443698422052
47,-394.11025542000004,145,96256,737.89,659,0.2,443.32049560546875,1690,0.835216298699379,-0.7968907486647367,119.45239368975163,0.0061042616,0.0003,0.061181640625,-0.0041054481582250444
48,-388.47350705,148,98304,742.15,661,0.2,2.2907207012176514,1700,0.7801147848367691,-0.6206638203933835,73.33415318466723,0.005553504,0.0003,0.06513671875,-0.00450772808471811
49,-379.49257565999994,151,100352,738.75,663,0.2,2.0796306133270264,1710,0.8676897883415222,-0.7454760748893022,69.06037566177547,0.005692885,0.0003,0.11044921875,-0.0029077350569423287
1,-43.63176,2,2048,1000.0,784,0.2,148.38316345214844,1720,0.7913022041320801,-0.6304259222000838,171.0658442504704,0.004025746,0.0003,0.0314453125,-0.004600258714344818
2,-4.774327799999997,5,4096,801.4,714,0.2,3.0477547645568848,1730,0.6337068974971771,-0.8977159256115556,40.389684204757216,0.008978142,0.0003,0.114208984375,-0.0009182932735711802
3,-23.656768857142858,8,6144,773.2857142857143,728,0.2,34.94225311279297,1740,0.06255781650543213,-0.8208836423233151,140.57717228233815,0.006648591,0.0003,0.0734375,-0.0012339463952230289
4,-21.549653111111112,11,8192,823.6666666666666,718,0.2,36.76441192626953,1750,0.5435738861560822,-0.9076590366661549,70.94461224675179,0.007964014,0.0003,0.058203125,0.0006604315116419457
5,-7.420524272727274,13,10240,843.6363636363636,732,0.2,3.605877637863159,1760,0.927926167845726,-0.7940677529200911,24.125557021796702,0.011837477,0.0003,0.109228515625,-0.0014431549250730313
6,-5.49848742857143,17,12288,877.1428571428571,714,0.2,58.659934997558594,1770,0.3082462549209595,-0.911228160187602,76.6085727185011,0.005259242,0.0003,0.122509765625,-0.0019205395627068355
7,-5.573363187500004,21,14336,892.5,669,0.2,2.2523107528686523,1780,0.748619019985199,-0.8961221504956484,15.747116507589817,0.008579898,0.0003,0.084130859375,-0.0025334869613288903
8,-2.3422778888888924,24,16384,904.4444444444445,670,0.2,3.6040422916412354,1790,0.8477630615234375,-0.8755786927416921,19.554726849496365,0.0080660125,0.0003,0.09765625,-0.003947674934170209
9,-2.292446900000003,27,18432,914.0,659,0.2,2.620086431503296,1800,0.7800502777099609,-0.8603190436959267,19.848716841638087,0.0095093865,0.0003,0.083935546875,-0.003548311206395738
10,-7.459270227272729,31,20480,900.3636363636364,653,0.2,2.079745054244995,1810,0.8084474951028824,-0.9035111483186483,21.268216003477573,0.0065307682,0.0003,0.05517578125,-0.0023026372648018876
11,-6.971016291666669,35,22528,908.6666666666666,627,0.2,3.2062792778015137,1820,0.615661233663559,-0.9070759674534201,40.76618407964706,0.008176586,0.0003,0.093505859375,-0.0027463201749924337
12,-7.664616769230772,38,24576,915.6923076923077,635,0.2,1.68697988986969,1830,0.8262074887752533,-0.8779432022944093,12.227715780958533,0.004997152,0.0003,0.060595703125,-0.0020053672429639845
13,-6.546541392857145,42,26624,921.7142857142857,629,0.2,1.6230525970458984,1840,0.8267920464277267,-0.826077607832849,20.65036998093128,0.008346058,0.0003,0.092041015625,-0.0026178245592745953
14,-0.7830436451612925,45,28672,923.516129032258,628,0.2,3.88520884513855,1850,0.8014175742864609,-0.7900429919362069,37.56593736410141,0.010748839,0.0003,0.105078125,-0.004562844690372003
15,-5.609870588235296,48,30720,892.1470588235294,639,0.2,2.0905988216400146,1860,0.7728239595890045,-0.7230495251715183,56.69475199282169,0.012422148,0.0003,0.09853515625,-0.004375491591054015
16,-5.636743444444446,51,32768,898.1388888888889,634,0.2,65.22533416748047,1870,0.6629323661327362,-0.7106080550700427,117.08413130789995,0.016450595,0.0003,0.1123046875,-0.00797398375289049
17,-7.789987263157896,54,34816,901.921052631579,637,0.2,1.9195469617843628,1880,0.834228441119194,-0.7622539026662707,37.15536272339523,0.0077156974,0.0003,0.099169921875,-0.0024549401008698624
18,-10.551990325,57,36864,906.825,644,0.2,20.609600067138672,1890,0.6830230355262756,-0.8013873549178243,66.60171564742923,0.010832625,0.0003,0.146484375,-0.007004620444786269
19,-6.729104232558139,61,38912,902.7209302325581,636,0.2,1.2247779369354248,1900,0.9282031431794167,-0.859513371437788,7.252570516616106,0.008783424,0.0003,0.09970703125,-0.0010039963133749552
20,-9.990604869565217,64,40960,883.3478260869565,634,0.2,13.821369171142578,1910,0.4524301290512085,-0.7247329127043486,136.31337940394877,0.004291601,0.0003,0.053173828125,-0.0005393060022470308
21,-8.546890520833331,67,43008,888.2083333333334,633,0.2,186.02493286132812,1920,0.6365683674812317,-0.7983133295550943,105.98628206849098,0.0071418444,0.0003,0.070263671875,-0.003602670451437007
22,-7.722967799999999,71,45056,892.68,627,0.2,1.490097999572754,1930,0.9017599895596504,-0.8428905203938484,18.882902016490696,0.009847541,0.0003,0.08056640625,-0.001455943108885549
23,-4.661952846153845,74,47104,893.9230769230769,630,0.2,3.0992395877838135,1940,0.8205935209989548,-0.7403641255572438,29.709798305481673,0.0034311046,0.0003,0.0380859375,-0.00026437565320520663
24,-6.091872999999999,77,49152,897.8518518518518,635,0.2,5.358302116394043,1950,0.6519156694412231,-0.5799411794170737,87.98738021403551,0.0017914122,0.0003,0.0498046875,-0.0013718579270062038
25,-5.80399682142857,80,51200,901.5,635,0.2,0.9477148652076721,1960,0.9315164014697075,-0.7279408667236567,19.54960689507425,0.008655701,0.0003,0.106005859375,-0.0007774781028274447
26,-4.499970327586206,84,53248,904.8965517241379,628,0.2,1.0053461790084839,1970,0.8862896859645844,-0.7687091931700707,22.12885484918952,0.009636179,0.0003,0.099462890625,-0.0019831426645396276
27,-2.4246789166666662,88,55296,906.75,625,0.2,3.322282314300537,1980,0.8448275625705719,-0.6313515959307552,38.20178462639451,0.005438497,0.0003,0.08974609375,-0.00404444886080455
28,-1.7027114193548383,92,57344,909.758064516129,620,0.2,53.90706253051758,1990,0.6244834959506989,-0.7907379182055593,55.5239804495126,0.005232447,0.0003,0.052490234375,-0.000156640764180338
29,-4.6741851538461505,95,59392,909.7538461538461,623,0.2,0.8076142072677612,2000,0.8535546362400055,-0.7530599426478147,27.025820025801657,0.003006538,0.0003,0.05146484375,0.0005533236922929064
30,-5.887206567164176,98,61440,906.7014925373135,621,0.2,2.4785783290863037,2010,0.6982324123382568,-0.7888884954154491,69.67239699661732,0.0054163863,0.0003,0.053564453125,-0.0007476956576283556
31,-4.828465971014491,102,63488,909.4057971014493,617,0.2,2.904589891433716,2020,0.6785212457180023,-0.7407292591407895,58.05500752516091,0.0073939413,0.0003,0.057080078125,-0.000838994267542148
32,-4.516549859154927,106,65536,911.9577464788732,617,0.2,329.7981262207031,2030,0.783142477273941,-0.7047033052891493,51.85341283809394,0.0075882263,0.0003,0.075927734375,-0.001663730099244276
33,-4.829161972602738,109,67584,914.3698630136986,617,0.2,1.3135451078414917,2040,0.7515376806259155,-0.7382344553247094,40.88213594332338,0.0070663784,0.0003,0.085791015625,-0.0012096573816961608
34,-4.7663574399999975,113,69632,916.6533333333333,614,0.2,1.366830825805664,2050,0.6651284098625183,-0.775087065808475,30.67742073237896,0.00673012,0.0003,0.034765625,-1.962615206139162e-05
35,-5.74791001282051,116,71680,917.7692307692307,615,0.2,2.2718591690063477,2060,0.7441459000110626,-0.7928814448416233,27.384311969950794,0.0067587914,0.0003,0.08701171875,-0.002671333816397237
36,-4.959160437499998,119,73728,917.5125,618,0.2,4.582150459289551,2070,0.5158402025699615,-0.842396636866033,77.53271860890091,0.0064290166,0.0003,0.090625,-0.0022173315279360394
37,-4.778795939024388,122,75776,919.5243902439024,616,0.2,1.4661967754364014,2080,0.6325843930244446,-0.7566332692280412,67.70673057995737,0.0095282495,0.0003,0.06513671875,-0.000308330242842203
38,-4.326683773809522,126,77824,921.4404761904761,615,0.2,0.9196825623512268,2090,0.7979723364114761,-0.8045459443703293,26.361308560706675,0.0058445027,0.0003,0.081201171875,0.002354803800699301
39,-2.904716627906975,129,79872,922.6627906976744,614,0.2,3.2613649368286133,2100,0.7991722971200943,-0.8018101628869772,18.225085204839708,0.007959225,0.0003,0.092333984375,-0.0031876725974143484
40,-2.9415798181818165,133,81920,924.4204545454545,612,0.2,30.300067901611328,2110,0.5454249382019043,-0.784033078700304,52.449479166418314,0.0064271344,0.0003,0.070654296875,-0.0014697608319693245
41,-4.884922208791208,136,83968,912.9230769230769,612,0.2,0.4482964277267456,2120,0.7983362376689911,-0.8246210085228085,26.423544834926723,0.006366606,0.0003,0.06806640625,0.0011390467785531654
42,-3.7853087311827944,140,86016,914.7956989247311,610,0.2,22.718639373779297,2130,0.5368503034114838,-0.7909946221858263,140.7185248285532,0.0051662987,0.0003,0.050537109375,-0.0023230040533235297
43,-2.8955058333333317,143,88064,913.6979166666666,612,0.2,4.566380500793457,2140,0.5683635771274567,-0.78994873277843,31.351485541835427,0.0058276434,0.0003,0.08525390625,-0.003937830802169628
44,-3.050590060606059,147,90112,910.2222222222222,609,0.2,32.491241455078125,2150,0.4728827476501465,-0.7578326154500246,87.51948315501213,0.0076544723,0.0003,0.14599609375,-0.003303902203333564
45,-2.167000969999998,150,92160,911.12,611,0.2,5.0179057121276855,2160,0.34314852952957153,-0.6905299326404929,104.68629160225392,0.010091706,0.0003,0.062548828125,-0.002433998511332902
46,-1.1168497899999985,154,94208,916.81,610,0.2,5.152627468109131,2170,0.7211649119853973,-0.6947227653115988,45.099512830376625,0.0055259415,0.0003,0.07177734375,-0.0020986067982448732
47,-2.347796039999998,156,96256,917.87,613,0.2,6.73043155670166,2180,0.5656473636627197,-0.750916488841176,57.90493114031851,0.005598229,0.0003,0.06806640625,-0.0015397705406940076
48,-2.887208719999998,160,98304,916.5,613,0.2,18.958206176757812,2190,0.6133653223514557,-0.8368032317608595,73.68552644811571,0.004003928,0.0003,0.083984375,-0.00118716466386104
49,-6.295572409999998,164,100352,914.23,611,0.2,40.42388916015625,2200,0.3862918019294739,-0.7663278011605144,109.26831274181605,0.0046904837,0.0003,0.0421875,-0.0030303009887575174
50,-4.8472944999999985,168,102400,914.23,609,0.2,28.976909637451172,2210,0.7640139907598495,-0.8679564677178859,44.82917235046625,0.008367137,0.0003,0.071044921875,0.0001954566512722522
51,-4.327895519999999,171,104448,911.08,609,0.2,2.33550763130188,2220,0.6952049434185028,-0.6807249948382378,36.2671976827085,0.007953318,0.0003,0.077490234375,-0.0011266433793934993
52,-3.559602429999998,173,106496,907.43,612,0.2,5.4057488441467285,2230,0.6170685589313507,-0.715424744412303,91.15260207504033,0.0056787254,0.0003,0.0486328125,-0.0016949387732893228
53,-1.5678168199999991,177,108544,900.96,612,0.2,9.941205024719238,2240,0.5414480865001678,-0.7684956181794405,70.1503337878734,0.0071403612,0.0003,0.052294921875,-0.0008710992326086853
54,1.728256890000001,180,110592,899.64,613,0.2,4.1725029945373535,2250,0.6971132159233093,-0.7027911316603422,87.31625239402055,0.0070900056,0.0003,0.074365234375,-0.0024271673672046747
55,1.1984439899999992,183,112640,893.0,613,0.2,6.653055191040039,2260,0.3377014994621277,-0.7670289929956198,59.432600086182354,0.0069778073,0.0003,0.067431640625,-0.0013514305246644653
56,1.2828985199999994,187,114688,888.91,612,0.2,13.911272048950195,2270,0.6120675206184387,-0.8301434939727187,78.65072262361646,0.0086335605,0.0003,0.08623046875,-0.0016632309587294003
57,2.6504714500000004,190,116736,887.14,613,0.2,11.583958625793457,2280,0.37546801567077637,-0.6872384753078222,102.64870176315307,0.010234511,0.0003,0.08623046875,-0.0019292393495561554
58,5.34741628,193,118784,892.14,614,0.2,2.8401598930358887,2290,0.44869834184646606,-0.6900851199403405,64.39884470775723,0.004167124,0.0003,0.073095703125,-0.002726432986673899
59,5.21138465,196,120832,889.99,614,0.2,63.6729621887207,2300,0.5545593798160553,-0.7738141434267163,95.74715239554644,0.011097316,0.0003,0.090625,-0.004846545319014695
60,4.042294339999999,199,122880,875.57,616,0.2,38.16077423095703,2310,0.6190796494483948,-0.733923158608377,57.833388820290565,0.0062461207,0.0003,0.09951171875,-0.0025576721061952414
61,6.6541913899999985,202,124928,875.21,616,0.2,37.51536560058594,2320,0.48474907875061035,-0.7709073385223746,161.2850590392947,0.0036881426,0.0003,0.054638671875,-0.0013858209757017903
62,3.8735953799999976,205,126976,877.1,617,0.2,2.914375066757202,2330,0.6185995638370514,-0.7529263390228152,44.37629821524024,0.010317966,0.0003,0.11748046875,-0.0013882443752663675
63,5.388373099999996,208,129024,877.87,618,0.2,2.4000022411346436,2340,0.7463999390602112,-0.7035457598045468,41.565749989077446,0.0114313625,0.0003,0.088671875,0.0012162709899712354
64,4.252930249999997,212,131072,875.23,617,0.2,9.371638298034668,2350,0.6964012682437897,-0.712502202950418,58.18485048562288,0.0041583553,0.0003,0.0134765625,-0.0006596925253688823
65,3.3827254099999973,215,133120,872.9,616,0.2,4.824084281921387,2360,0.7135962843894958,-0.7549578472971916,77.467522931844,0.0098729385,0.0003,0.042529296875,-0.0030657837152830323
66,3.9735399799999995,219,135168,872.9,615,0.2,2.8471362590789795,2370,0.6200834214687347,-0.7514998055994511,76.81299561448395,0.01065506,0.0003,0.07626953125,-0.0010744819781393744
67,2.87263409,222,137216,861.85,616,0.2,1.45432448387146,2380,0.7328316569328308,-0.7416806342080235,32.88879929818213,0.01294091,0.0003,0.087744140625,0.0009368204860948026
68,3.3244710100000017,225,139264,857.38,618,0.2,9.27746868133545,2390,0.6904410421848297,-0.7596391201019287,124.0851304680109,0.008529689,0.0003,0.06787109375,-0.003001235707779415
69,3.5357166099999997,228,141312,858.17,618,0.2,4.454587459564209,2400,0.8370184600353241,-0.6604453749954701,73.05567034818232,0.00793435,0.0003,0.065771484375,-0.0015635424351785332
70,4.5245422699999995,232,143360,851.77,617,0.2,2.0241904258728027,2410,0.7854535281658173,-0.7240705454722047,38.61826421637088,0.00772968,0.0003,0.094775390625,-0.00435979168760241
71,2.489133370000001,235,145408,844.88,618,0.2,4.2904205322265625,2420,0.7244299054145813,-0.7233820471912622,68.64168933667243,0.008183717,0.0003,0.066796875,-0.0009709006175398826
72,1.2406406099999998,237,147456,833.19,621,0.2,3.7689061164855957,2430,0.6415753662586212,-0.7983285712078214,92.40231265872717,0.008020001,0.0003,0.05732421875,-0.000720861206355039
73,1.3562857100000023,239,149504,826.79,623,0.2,67.87481689453125,2440,0.7230810225009918,-0.8113028537482023,94.8696113705635,0.0025278495,0.0003,0.031982421875,-0.0007706370937739848
74,1.6652664900000016,244,151552,826.79,619,0.2,3.3847415447235107,2450,0.906683087348938,-0.5838659632019698,80.63284430056811,0.004034064,0.0003,0.028857421875,-0.0021441157980007118
75,-0.47214105999999845,248,153600,819.69,618,0.2,1.5346447229385376,2460,0.8982625305652618,-0.6198457787744701,34.80877782180905,0.0060822046,0.0003,0.08154296875,-0.002505902237317059
76,1.4644625700000018,251,155648,814.39,619,0.2,1.412634015083313,2470,0.8779144734144211,-0.8038706555962563,54.753131837025286,0.0048392257,0.0003,0.064892578125,-9.674581478975597e-05
77,0.29949311000000023,254,157696,812.18,620,0.2,58.3515510559082,2480,0.5262229442596436,-0.7295055482536554,109.23848188966512,0.004312278,0.0003,0.0333984375,-0.0008285328236524947
78,0.32817533000000165,257,159744,812.18,620,0.2,0.8077570796012878,2490,0.5506124198436737,-0.7705798070877791,104.48936164528132,0.009159524,0.0003,0.0875,-0.0015559557592496275
79,-2.06738813,260,161792,804.28,621,0.2,4.419320583343506,2500,0.8643108606338501,-0.6959338435903192,55.322410210222,0.006774926,0.0003,0.074853515625,-0.0026094360036950093
80,0.6205744900000023,262,163840,804.0,623,0.2,57.41250991821289,2510,0.6438761651515961,-0.7998645732179284,142.01428850591182,0.005041628,0.0003,0.038427734375,-0.0026185971411905483
81,-0.8495794499999981,266,165888,801.61,622,0.2,5.491364002227783,2520,0.4994853734970093,-0.7769942320883274,102.81781685650348,0.0029546493,0.0003,0.015869140625,-0.0003411091151065193
82,-0.037410439999999594,269,167936,801.08,622,0.2,38.99177551269531,2530,0.6315324306488037,-0.8072376798838377,67.91412528119982,0.007363251,0.0003,0.126318359375,-0.0028305728137638653
83,-2.5467478100000007,272,169984,797.9,622,0.2,1.6699535846710205,2540,0.5913161337375641,-0.7942542392760515,91.57239739559591,0.011415711,0.0003,0.087939453125,-0.0017903572726936546
84,-1.2878367599999994,275,172032,795.74,624,0.2,100.1042709350586,2550,0.9086371585726738,-0.6574482643976808,62.94079376682639,0.0055517703,0.0003,0.030517578125,-0.0014490345602098387
85,-1.9197308600000005,278,174080,793.09,624,0.2,87.32422637939453,2560,0.8967599049210548,-0.7036254705861211,56.908590994402765,0.005474834,0.0003,0.05205078125,-0.0026709079065767583
86,-0.2916351200000008,281,176128,794.23,624,0.2,2.8397696018218994,2570,0.7275305092334747,-0.7698196474462747,37.50929180942476,0.00450489,0.0003,0.056982421875,-0.002675271942644031
87,0.27348702000000175,284,178176,795.78,625,0.2,12.268153190612793,2580,0.6013143360614777,-0.7029757047072053,59.928276027739045,0.004463896,0.0003,0.063720703125,-0.001953460409640684
88,3.8621664900000012,288,180224,792.63,625,0.2,4.195687294006348,2590,0.6725032925605774,-0.7595182582736015,84.71161351948976,0.010617352,0.0003,0.183349609375,0.002281205390318064
89,3.201676350000002,292,182272,787.19,623,0.2,26.6581974029541,2600,0.5227430760860443,-0.7272010507062078,83.32673293501139,0.006999029,0.0003,0.057958984375,-5.0804782222257924e-05
90,3.9600380500000023,295,184320,786.55,623,0.2,1.2245628833770752,2610,0.682984858751297,-0.7228016639128327,42.712350657582284,0.008929972,0.0003,0.090966796875,-0.0007846072414395167
91,3.4245684000000023,298,186368,786.21,624,0.2,11.799772262573242,2620,0.5519426167011261,-0.6854422431439161,70.4148389454931,0.0051609287,0.0003,0.063916015625,-9.528107402729802e-05
92,0.7258051400000014,301,188416,785.67,625,0.2,30.852161407470703,2630,0.7701855897903442,-0.6743845999240875,106.61120544075966,0.0065742256,0.0003,0.047265625,-0.002140317160228733
93,-2.2141969899999996,303,190464,787.82,626,0.2,5.169129371643066,2640,0.7013862729072571,-0.7764527639374137,64.38383506461977,0.006088352,0.0003,0.0859375,-0.0034782160717441004
94,-1.99985384,307,192512,789.07,625,0.2,4.822823524475098,2650,0.8676324039697647,-0.8235711233690381,54.31412428095937,0.0065768263,0.0003,0.09609375,-0.0025604475507861935
95,-2.9341625800000006,310,194560,790.04,625,0.2,25.456283569335938,2660,0.4417768120765686,-0.7587046071887016,87.57199257090687,0.00500449,0.0003,0.087109375,-0.0006218633483513258
96,-2.0410934199999997,313,196608,794.53,627,0.2,1.7890881299972534,2670,0.8476565331220627,-0.7366292517632246,51.76102797016502,0.011326793,0.0003,0.09404296875,-0.00304714601370506
97,-4.05478691,316,198656,798.63,626,0.2,1.6276216506958008,2680,0.8534423112869263,-0.6976189974695444,102.19346704222262,0.009318628,0.0003,0.078759765625,-0.0004400491794513073
98,-4.60789863,320,200704,797.65,627,0.2,2.198784589767456,2690,0.9209283143281937,-0.6205035809427499,42.30685899630189,0.003318231,0.0003,0.046240234375,3.723259942489676e-05
