rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/iterations,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/clip_fraction,train/std,train/clip_range,train/learning_rate,train/entropy_loss,train/loss,train/value_loss,train/explained_variance
-83.81259913513514,613,699.1891891891892,26624,43,13,-0.005344033065739495,1350,0.011690163,0.114697265625,0.5584076642990112,0.2,0.0003,-1.6713958788663148,69.90470886230469,134.81609438061713,0.5536365211009979
-85.00206883333333,622,682.0952380952381,28672,46,14,-0.002135285350959748,1360,0.004419607,0.04951171875,0.5561110973358154,0.2,0.0003,-1.662680323794484,10.284785270690918,78.86141534000635,0.510866105556488
-83.68907519565217,624,664.4347826086956,30720,49,15,-0.002800550344545627,1370,0.004916817,0.05927734375,0.5531500577926636,0.2,0.0003,-1.6523378405719995,121.81060028076172,185.45157035812736,0.5786435604095459
-82.37856445833333,619,678.4166666666666,32768,52,16,-0.006439547298941761,1380,0.0064048213,0.085595703125,0.5524998903274536,0.2,0.0003,-1.6465101763606071,18.395864486694336,158.84754355102777,0.49345260858535767
-81.80894337254902,609,680.2941176470588,34816,57,17,-0.0001250730550964363,1390,0.0074537634,0.125146484375,0.5553778409957886,0.2,0.0003,-1.6492649730294944,0.5750879645347595,33.65394141189754,0.8432313948869705
-79.7997834716981,603,692.3584905660377,36864,61,18,-0.004338703313624137,1400,0.0063047344,0.1322265625,0.5538036823272705,0.2,0.0003,-1.6502791590988637,92.25122833251953,107.08682528585196,0.5161534249782562
-81.09641272727272,603,693.0181818181818,38912,64,19,-0.0025719658806337975,1410,0.006333175,0.080908203125,0.5487326383590698,0.2,0.0003,-1.639403483271599,0.7448399066925049,34.56496761124581,0.8359421342611313
-85.16525781355932,608,690.0,40960,67,20,-0.002205003289418528,1420,0.008327644,0.047900390625,0.5520274639129639,0.2,0.0003,-1.6361149303615092,23.36595344543457,50.24866757299751,0.7909417450428009
-79.7782962419355,612,693.6129032258065,43008,70,21,-0.0011989951526629739,1430,0.003581137,0.041845703125,0.5540384650230408,0.2,0.0003,-1.6477197740226983,319.5614318847656,105.94621729254723,0.7771050035953522
-78.61224303076922,615,692.276923076923,45056,73,22,-0.00013088386767776684,1440,0.012370024,0.1052734375,0.5521881580352783,0.2,0.0003,-1.6488761235028506,11.146418571472168,61.07363995686173,0.7025513350963593
-80.46186301492537,616,691.3582089552239,47104,76,23,0.00025615550002839883,1450,0.006116111,0.07099609375,0.5499618053436279,0.2,0.0003,-1.640478515997529,11.727014541625977,129.3266757965088,0.6524800360202789
-82.52298072857144,600,693.6285714285714,49152,81,24,-0.0030103386103291995,1460,0.0052712383,0.057666015625,0.5531538724899292,0.2,0.0003,-1.641366619616747,2.292280912399292,64.65752835050225,0.6907981336116791
-79.43619363013697,602,693.1369863013699,51200,84,25,-0.006803936621872708,1470,0.004420869,0.040478515625,0.5554612278938293,0.2,0.0003,-1.651822440698743,34.75333786010742,90.5590691678226,0.7375623285770416
