time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total_timesteps,time/iterations,train/clip_fraction,train/loss,train/explained_variance,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/clip_range,train/n_updates,train/entropy_loss
42,-773.88709290625,825.40625,623,26624,13,0.069970703125,1.9125001430511475,0.7184877097606659,35.45230072364211,0.008078536,-0.001016047918528784,0.0003,0.2,1350,-0.7229635629802942
46,-779.2694312647059,835.6764705882352,617,28672,14,0.078662109375,1.7384642362594604,0.8729065954685211,20.44228355884552,0.0032586441,0.0011141316557768733,0.0003,0.2,1360,-0.6987678464502096
49,-785.5945762777778,844.8055555555555,615,30720,15,0.05546875,0.6864839196205139,0.7705658823251724,18.635331308469176,0.006116016,-0.003442042435926851,0.0003,0.2,1370,-0.8075051793828607
53,-791.2504363947369,852.9736842105264,617,32768,16,0.07333984375,155.08250427246094,0.6643246114253998,25.052350840717555,0.007421661,-0.0029774202310363764,0.0003,0.2,1380,-0.7741568591445684
56,-797.25901115,860.325,611,34816,17,0.073486328125,1.070299506187439,0.8031383752822876,27.08678058683872,0.005356555,-0.0034984868187166287,0.0003,0.2,1390,-0.80775889120996
61,-802.261350904762,866.9761904761905,603,36864,18,0.0583984375,0.757331132888794,0.7792766392230988,30.527265798859297,0.0050927633,-0.002613988549273927,0.0003,0.2,1400,-0.7945509599521756
64,-807.4396739545456,873.0227272727273,606,38912,19,0.0669921875,1.4488283395767212,0.7490383982658386,17.485680025815963,0.009332366,-0.0010662877655704505,0.0003,0.2,1410,-0.7998741136863827
68,-812.283500326087,877.4130434782609,600,40960,20,0.06513671875,1.069209337234497,0.6759322583675385,16.965039851889014,0.006961164,-0.0021339808001357595,0.0003,0.2,1420,-0.7688193239271641
72,-814.4938090416666,882.5208333333334,593,43008,21,0.0458984375,1.48893404006958,0.6259854137897491,19.011403625831008,0.011938334,-0.0049003316329617515,0.0003,0.2,1430,-0.8009761760011316
77,-817.04289636,887.22,584,45056,22,0.052294921875,0.8111183643341064,0.6989518105983734,27.79702680297196,0.0038924757,-0.0013888370085624047,0.0003,0.2,1440,-0.7721417305991054
81,-818.3009447692309,891.5576923076923,579,47104,23,0.060400390625,2.3011655807495117,0.6629188656806946,20.085173200815916,0.005775451,-0.0007332879937166581,0.0003,0.2,1450,-0.7372242648154497
84,-819.9209675000001,895.574074074074,578,49152,24,0.04814453125,3.245640277862549,0.40035784244537354,26.435210988670587,0.0060074814,-0.003344938079681015,0.0003,0.2,1460,-0.7169798962771893
88,-822.089426625,899.3035714285714,576,51200,25,0.06640625,0.9762430191040039,0.44679945707321167,24.245572799816728,0.0075381743,-0.0030769164528464898,0.0003,0.2,1470,-0.7798129614442587
92,-824.021693586207,901.8103448275862,575,53248,26,0.051953125,0.8155478835105896,0.7047922015190125,29.937125867977738,0.008857649,-0.009389445214765146,0.0003,0.2,1480,-0.7539628317579627
94,-820.9359512295082,905.0327868852459,582,55296,27,0.065185546875,1.8351079225540161,0.5577555894851685,31.134413972124456,0.0070864214,-0.004328599431028124,0.0003,0.2,1490,-0.785872764326632
98,-816.8538295396826,906.1111111111111,580,57344,28,0.019384765625,16.927997589111328,-0.04384195804595947,186.4296729415655,0.0025910926,-0.0011702910447638714,0.0003,0.2,1500,-0.6708265414461494
102,-815.6952668461539,904.8307692307692,577,59392,29,0.010888671875,457.90325927734375,0.08313429355621338,318.1145966410637,0.0019197824,-0.0010252639862301295,0.0003,0.2,1510,-0.6607855048030615
105,-815.698092074627,904.3134328358209,580,61440,30,0.054833984375,1.577566146850586,0.6597480773925781,30.561976961046458,0.0065377094,-0.0013564567700086628,0.0003,0.2,1520,-0.7230578403919935
109,-816.9353747971015,907.0869565217391,581,63488,31,0.0603515625,1.8901512622833252,0.7315538823604584,26.996410471200942,0.0038418518,-0.0019938079196435863,0.0003,0.2,1530,-0.6994313504546881
112,-816.0667157042255,909.7042253521126,582,65536,32,0.056689453125,3.786752939224243,0.5563388466835022,28.74437250494957,0.0070075025,-0.002578506757345167,0.0003,0.2,1540,-0.7122028462588788
116,-811.4423694729729,910.0945945945946,581,67584,33,0.079150390625,379.82745361328125,0.5435681045055389,44.54993116259575,0.007638784,-0.003225339806522243,0.0003,0.2,1550,-0.6361204883083701
120,-810.3081554210527,912.4605263157895,578,69632,34,0.02744140625,100.3955078125,0.30660319328308105,160.09620540738106,0.0021196334,-0.0006256108717934694,0.0003,0.2,1560,-0.6586523985490202
123,-809.6396253589743,914.7051282051282,578,71680,35,0.048876953125,3.530024290084839,0.5588113367557526,35.68886127695441,0.0043934216,-0.0004376195443910547,0.0003,0.2,1570,-0.639017017185688
128,-809.3467862125001,916.8375,573,73728,36,0.0521484375,7.110046863555908,0.5771668553352356,35.096708598732945,0.0046429476,-0.0014874357242661063,0.0003,0.2,1580,-0.6332951303571462
132,-806.7627530121953,917.3658536585366,573,75776,37,0.069921875,1.5313241481781006,0.6039687395095825,29.0636642254889,0.007992514,-0.0030689374820212834,0.0003,0.2,1590,-0.6817356545478106
136,-805.9851039404764,915.5119047619048,572,77824,38,0.059375,25.733882904052734,0.338209331035614,104.03597996681928,0.007348868,-0.004099084297195077,0.0003,0.2,1600,-0.6515957618132233
140,-804.621963448276,917.9885057471264,567,79872,39,0.0568359375,198.29452514648438,0.49141573905944824,33.398237542063,0.007781446,-0.0013424178265267982,0.0003,0.2,1610,-0.6530339997261763
143,-799.8122439438201,916.1460674157304,571,81920,40,0.012744140625,3.944587469100952,0.1997058391571045,127.17244331389665,0.0019666762,-0.0010841836916370084,0.0003,0.2,1620,-0.6187957171350718
146,-797.4927379010988,917.989010989011,571,83968,41,0.01748046875,219.27354431152344,0.31770938634872437,230.95595235824584,0.0033011343,-0.0006805894598073791,0.0003,0.2,1630,-0.5690350573509931
150,-795.217431655914,918.505376344086,571,86016,42,0.041015625,3.7317583560943604,0.7353289127349854,34.87052543535829,0.008260297,-0.0027792461682111026,0.0003,0.2,1640,-0.509416198078543
153,-791.7163488842104,919.2736842105263,572,88064,43,0.047412109375,9.953313827514648,0.48619991540908813,120.87131827622652,0.004959961,-0.0006532515777507797,0.0003,0.2,1650,-0.6188290781341493
157,-788.9847255360825,920.7216494845361,572,90112,44,0.015478515625,32.069854736328125,0.6445300579071045,116.0335967361927,0.0025724159,-0.0004931498988298699,0.0003,0.2,1660,-0.5746787771582603
160,-782.7383115900001,920.32,573,92160,45,0.048388671875,10.506271362304688,0.7951813787221909,74.85334645658732,0.005577888,-0.0023720098339254036,0.0003,0.2,1670,-0.5619127009995282
164,-782.20020011,928.05,574,94208,46,0.03935546875,99.15161895751953,0.8592127114534378,82.5305525675416,0.0037371833,-0.002297859236205113,0.0003,0.2,1680,-0.5323430760763586
167,-778.823051,929.27,574,96256,47,0.036279296875,26.645875930786133,0.7097440958023071,148.8838503435254,0.006576141,-0.0015220044580928516,0.0003,0.2,1690,-0.6043015496805311
170,-770.8337159200001,924.27,576,98304,48,0.0376953125,9.184585571289062,0.8782677054405212,57.55579939186573,0.005329063,-0.0015235525606840383,0.0003,0.2,1700,-0.5848948433995247
174,-771.1368332300001,934.11,576,100352,49,0.021826171875,97.2732925415039,0.36900466680526733,143.48532680273055,0.0030912394,-0.0011746837004466214,0.0003,0.2,1710,-0.5921205571852625
